season,season_name,num_teams,num_weeks,start_week,end_week,scoring_type,scoring_format,avg_points,draft_type,draft_at,waivers_type,use_keepers,has_playoffs,playoff_type,num_playoff_teams,playoff_start_week,use_divisions,use_median_scoring,status,service_type,roster_positions,stat_modifiers
2026,YeahThatFantasyLeague!,12,0,1,18,h2h,half-ppr,0,snake,,,1,1,1,6,15,0,1,pre-draft,sleeper,"[{""count"": 1, ""position"": ""QB"", ""is_starting"": true}, {""count"": 2, ""position"": ""RB"", ""is_starting"": true}, {""count"": 2, ""position"": ""WR"", ""is_starting"": true}, {""count"": 1, ""position"": ""TE"", ""is_starting"": true}, {""count"": 1, ""position"": ""W/R/T"", ""is_starting"": true}, {""count"": 1, ""position"": ""K"", ""is_starting"": true}, {""count"": 1, ""position"": ""DEF"", ""is_starting"": true}, {""count"": 5, ""position"": ""BN"", ""is_starting"": false}]","[{""value"": 1, ""stat_id"": ""sack""}, {""value"": 4, ""stat_id"": ""fgm_40_49""}, {""value"": -1, ""stat_id"": ""pass_int""}, {""value"": 10, ""stat_id"": ""pts_allow_0""}, {""value"": 2, ""stat_id"": ""pass_2pt""}, {""value"": 6, ""stat_id"": ""st_td""}, {""value"": 6, ""stat_id"": ""rec_td""}, {""value"": 3, ""stat_id"": ""fgm_30_39""}, {""value"": -1, ""stat_id"": ""xpmiss""}, {""value"": 6, ""stat_id"": ""rush_td""}, {""value"": 2, ""stat_id"": ""rec_2pt""}, {""value"": 1, ""stat_id"": ""st_fum_rec""}, {""value"": -1, ""stat_id"": ""fgmiss""}, {""value"": 1, ""stat_id"": ""ff""}, {""value"": 1, ""stat_id"": ""rec""}, {""value"": 1, ""stat_id"": ""pts_allow_14_20""}, {""value"": 3, ""stat_id"": ""fgm_0_19""}, {""value"": 2, ""stat_id"": ""int""}, {""value"": 1, ""stat_id"": ""def_st_fum_rec""}, {""value"": -2, ""stat_id"": ""fum_lost""}, {""value"": 7, ""stat_id"": ""pts_allow_1_6""}, {""value"": 3, ""stat_id"": ""fgm_20_29""}, {""value"": 0, ""stat_id"": ""pts_allow_21_27""}, {""value"": 1, ""stat_id"": ""xpm""}, {""value"": 2, ""stat_id"": ""rush_2pt""}, {""value"": 2, ""stat_id"": ""fum_rec""}, {""value"": 6, ""stat_id"": ""def_st_td""}, {""value"": 5, ""stat_id"": ""fgm_50p""}, {""value"": 6, ""stat_id"": ""def_td""}, {""value"": 2, ""stat_id"": ""safe""}, {""value"": 0.04, ""stat_id"": ""pass_yd""}, {""value"": 2, ""stat_id"": ""blk_kick""}, {""value"": 6, ""stat_id"": ""pass_td""}, {""value"": 0.1, ""stat_id"": ""rush_yd""}, {""value"": 0, ""stat_id"": ""fum""}, {""value"": -1, ""stat_id"": ""pts_allow_28_34""}, {""value"": -4, ""stat_id"": ""pts_allow_35p""}, {""value"": 6, ""stat_id"": ""fum_rec_td""}, {""value"": 0.1, ""stat_id"": ""rec_yd""}, {""value"": 1, ""stat_id"": ""def_st_ff""}, {""value"": 4, ""stat_id"": ""pts_allow_7_13""}, {""value"": 1, ""stat_id"": ""st_ff""}]"
2025,YeahThatFantasyLeague!,12,14,1,18,h2h,half-ppr,119.45,snake,2025-09-03 23:30:00,,1,1,1,6,15,0,1,completed,sleeper,"[{""avg"": 18.02, ""count"": 1, ""position"": ""QB"", ""is_starting"": true}, {""avg"": 12.04, ""count"": 2, ""position"": ""RB"", ""is_starting"": true}, {""avg"": 12.09, ""count"": 2, ""position"": ""WR"", ""is_starting"": true}, {""avg"": 8.99, ""count"": 1, ""position"": ""TE"", ""is_starting"": true}, {""avg"": 15.08, ""count"": 1, ""position"": ""W/R/T"", ""is_starting"": true}, {""avg"": 7.54, ""count"": 1, ""position"": ""K"", ""is_starting"": true}, {""avg"": 7.58, ""count"": 1, ""position"": ""DEF"", ""is_starting"": true}, {""count"": 5, ""position"": ""BN"", ""is_starting"": false}]","[{""value"": 1, ""stat_id"": ""sack""}, {""value"": 4, ""stat_id"": ""fgm_40_49""}, {""value"": -1, ""stat_id"": ""pass_int""}, {""value"": 10, ""stat_id"": ""pts_allow_0""}, {""value"": 2, ""stat_id"": ""pass_2pt""}, {""value"": 6, ""stat_id"": ""st_td""}, {""value"": 6, ""stat_id"": ""rec_td""}, {""value"": 3, ""stat_id"": ""fgm_30_39""}, {""value"": -1, ""stat_id"": ""xpmiss""}, {""value"": 6, ""stat_id"": ""rush_td""}, {""value"": 2, ""stat_id"": ""rec_2pt""}, {""value"": 1, ""stat_id"": ""st_fum_rec""}, {""value"": -1, ""stat_id"": ""fgmiss""}, {""value"": 1, ""stat_id"": ""ff""}, {""value"": 1, ""stat_id"": ""rec""}, {""value"": 1, ""stat_id"": ""pts_allow_14_20""}, {""value"": 3, ""stat_id"": ""fgm_0_19""}, {""value"": 2, ""stat_id"": ""int""}, {""value"": 1, ""stat_id"": ""def_st_fum_rec""}, {""value"": -2, ""stat_id"": ""fum_lost""}, {""value"": 7, ""stat_id"": ""pts_allow_1_6""}, {""value"": 3, ""stat_id"": ""fgm_20_29""}, {""value"": 0, ""stat_id"": ""pts_allow_21_27""}, {""value"": 1, ""stat_id"": ""xpm""}, {""value"": 2, ""stat_id"": ""rush_2pt""}, {""value"": 2, ""stat_id"": ""fum_rec""}, {""value"": 6, ""stat_id"": ""def_st_td""}, {""value"": 5, ""stat_id"": ""fgm_50p""}, {""value"": 6, ""stat_id"": ""def_td""}, {""value"": 2, ""stat_id"": ""safe""}, {""value"": 0.04, ""stat_id"": ""pass_yd""}, {""value"": 2, ""stat_id"": ""blk_kick""}, {""value"": 4, ""stat_id"": ""pass_td""}, {""value"": 0.1, ""stat_id"": ""rush_yd""}, {""value"": 0, ""stat_id"": ""fum""}, {""value"": -1, ""stat_id"": ""pts_allow_28_34""}, {""value"": -4, ""stat_id"": ""pts_allow_35p""}, {""value"": 6, ""stat_id"": ""fum_rec_td""}, {""value"": 0.1, ""stat_id"": ""rec_yd""}, {""value"": 1, ""stat_id"": ""def_st_ff""}, {""value"": 4, ""stat_id"": ""pts_allow_7_13""}, {""value"": 1, ""stat_id"": ""st_ff""}]"
2024,#TotallyHeterosexualMensFFL,12,14,1,17,h2h,half-ppr,123.67,snake,2024-08-23 04:31:00,faab,0,1,0,6,15,0,0,completed,yahoo,"[{""avg"": 11.93, ""count"": ""1"", ""position"": ""QB"", ""is_starting"": true}, {""avg"": 8.91, ""count"": ""2"", ""position"": ""WR"", ""is_starting"": true}, {""avg"": 9.62, ""count"": ""2"", ""position"": ""RB"", ""is_starting"": true}, {""avg"": 8.18, ""count"": ""1"", ""position"": ""TE"", ""is_starting"": true}, {""avg"": 8.76, ""count"": ""1"", ""position"": ""W/R/T"", ""is_starting"": true}, {""avg"": 5.63, ""count"": ""1"", ""position"": ""K"", ""is_starting"": true}, {""avg"": 5.06, ""count"": ""1"", ""position"": ""DEF"", ""is_starting"": true}, {""count"": ""5"", ""position"": ""BN"", ""is_starting"": false}, {""count"": ""2"", ""position"": ""IR"", ""is_starting"": false}]","[{""value"": ""0.04"", ""stat_id"": ""4""}, {""value"": ""6"", ""stat_id"": ""5""}, {""value"": ""-2"", ""stat_id"": ""6""}, {""value"": ""0.1"", ""stat_id"": ""9""}, {""value"": ""6"", ""stat_id"": ""10""}, {""value"": ""1"", ""stat_id"": ""11""}, {""value"": ""0.1"", ""stat_id"": ""12""}, {""value"": ""6"", ""stat_id"": ""13""}, {""value"": ""6"", ""stat_id"": ""15""}, {""value"": ""2"", ""stat_id"": ""16""}, {""value"": ""-2"", ""stat_id"": ""18""}, {""value"": ""6"", ""stat_id"": ""57""}, {""value"": ""-2"", ""stat_id"": ""58""}, {""value"": ""1"", ""stat_id"": ""59""}, {""value"": ""2"", ""stat_id"": ""60""}, {""value"": ""1"", ""stat_id"": ""61""}, {""value"": ""2"", ""stat_id"": ""62""}, {""value"": ""1"", ""stat_id"": ""63""}, {""value"": ""2"", ""stat_id"": ""64""}, {""value"": ""3"", ""stat_id"": ""19""}, {""value"": ""3"", ""stat_id"": ""20""}, {""value"": ""3"", ""stat_id"": ""21""}, {""value"": ""4"", ""stat_id"": ""22""}, {""value"": ""5"", ""stat_id"": ""23""}, {""value"": ""1"", ""stat_id"": ""29""}, {""value"": ""1"", ""stat_id"": ""32""}, {""value"": ""2"", ""stat_id"": ""33""}, {""value"": ""2"", ""stat_id"": ""34""}, {""value"": ""6"", ""stat_id"": ""35""}, {""value"": ""2"", ""stat_id"": ""36""}, {""value"": ""2"", ""stat_id"": ""37""}, {""value"": ""6"", ""stat_id"": ""49""}, {""value"": ""10"", ""stat_id"": ""50""}, {""value"": ""7"", ""stat_id"": ""51""}, {""value"": ""4"", ""stat_id"": ""52""}, {""value"": ""1"", ""stat_id"": ""53""}, {""value"": ""0"", ""stat_id"": ""54""}, {""value"": ""-1"", ""stat_id"": ""55""}, {""value"": ""-4"", ""stat_id"": ""56""}, {""value"": ""2"", ""stat_id"": ""82""}]"
2023,#TotallyHeterosexualMensFFL,12,14,1,17,h2h,half-ppr,122.88,snake,2023-09-06 04:18:40,faab,0,1,0,6,15,0,0,completed,yahoo,"[{""avg"": 18.16, ""count"": ""1"", ""position"": ""QB"", ""is_starting"": true}, {""avg"": 14.58, ""count"": ""2"", ""position"": ""WR"", ""is_starting"": true}, {""avg"": 14.05, ""count"": ""2"", ""position"": ""RB"", ""is_starting"": true}, {""avg"": 11.26, ""count"": ""1"", ""position"": ""TE"", ""is_starting"": true}, {""avg"": 13.73, ""count"": ""1"", ""position"": ""W/R/T"", ""is_starting"": true}, {""avg"": 8.1, ""count"": ""1"", ""position"": ""K"", ""is_starting"": true}, {""avg"": 8.53, ""count"": ""1"", ""position"": ""DEF"", ""is_starting"": true}, {""count"": ""6"", ""position"": ""BN"", ""is_starting"": false}, {""count"": ""2"", ""position"": ""IR"", ""is_starting"": false}]","[{""value"": ""0.04"", ""stat_id"": ""4""}, {""value"": ""6"", ""stat_id"": ""5""}, {""value"": ""-2"", ""stat_id"": ""6""}, {""value"": ""0.1"", ""stat_id"": ""9""}, {""value"": ""6"", ""stat_id"": ""10""}, {""value"": ""1"", ""stat_id"": ""11""}, {""value"": ""0.1"", ""stat_id"": ""12""}, {""value"": ""6"", ""stat_id"": ""13""}, {""value"": ""6"", ""stat_id"": ""15""}, {""value"": ""2"", ""stat_id"": ""16""}, {""value"": ""-2"", ""stat_id"": ""18""}, {""value"": ""6"", ""stat_id"": ""57""}, {""value"": ""-2"", ""stat_id"": ""58""}, {""value"": ""1"", ""stat_id"": ""59""}, {""value"": ""2"", ""stat_id"": ""60""}, {""value"": ""1"", ""stat_id"": ""61""}, {""value"": ""2"", ""stat_id"": ""62""}, {""value"": ""1"", ""stat_id"": ""63""}, {""value"": ""2"", ""stat_id"": ""64""}, {""value"": ""3"", ""stat_id"": ""19""}, {""value"": ""3"", ""stat_id"": ""20""}, {""value"": ""3"", ""stat_id"": ""21""}, {""value"": ""4"", ""stat_id"": ""22""}, {""value"": ""5"", ""stat_id"": ""23""}, {""value"": ""1"", ""stat_id"": ""29""}, {""value"": ""1"", ""stat_id"": ""32""}, {""value"": ""2"", ""stat_id"": ""33""}, {""value"": ""2"", ""stat_id"": ""34""}, {""value"": ""6"", ""stat_id"": ""35""}, {""value"": ""2"", ""stat_id"": ""36""}, {""value"": ""2"", ""stat_id"": ""37""}, {""value"": ""6"", ""stat_id"": ""49""}, {""value"": ""10"", ""stat_id"": ""50""}, {""value"": ""7"", ""stat_id"": ""51""}, {""value"": ""4"", ""stat_id"": ""52""}, {""value"": ""1"", ""stat_id"": ""53""}, {""value"": ""0"", ""stat_id"": ""54""}, {""value"": ""-1"", ""stat_id"": ""55""}, {""value"": ""-4"", ""stat_id"": ""56""}, {""value"": ""2"", ""stat_id"": ""82""}]"
2022,#TotallyHeterosexualMensFFL,12,14,1,17,h2h,half-ppr,122.14,snake,2022-09-06 23:45:00,faab,0,1,0,6,15,0,0,completed,yahoo,"[{""avg"": 19.33, ""count"": ""1"", ""position"": ""QB"", ""is_starting"": true}, {""avg"": 14.6, ""count"": ""2"", ""position"": ""WR"", ""is_starting"": true}, {""avg"": 14.27, ""count"": ""2"", ""position"": ""RB"", ""is_starting"": true}, {""avg"": 10.51, ""count"": ""1"", ""position"": ""TE"", ""is_starting"": true}, {""avg"": 12.48, ""count"": ""1"", ""position"": ""W/R/T"", ""is_starting"": true}, {""avg"": 8.26, ""count"": ""1"", ""position"": ""K"", ""is_starting"": true}, {""avg"": 7.4, ""count"": ""1"", ""position"": ""DEF"", ""is_starting"": true}, {""count"": ""6"", ""position"": ""BN"", ""is_starting"": false}, {""count"": ""2"", ""position"": ""IR"", ""is_starting"": false}]","[{""value"": ""0.04"", ""stat_id"": ""4""}, {""value"": ""6"", ""stat_id"": ""5""}, {""value"": ""-2"", ""stat_id"": ""6""}, {""value"": ""0.1"", ""stat_id"": ""9""}, {""value"": ""6"", ""stat_id"": ""10""}, {""value"": ""1"", ""stat_id"": ""11""}, {""value"": ""0.1"", ""stat_id"": ""12""}, {""value"": ""6"", ""stat_id"": ""13""}, {""value"": ""6"", ""stat_id"": ""15""}, {""value"": ""2"", ""stat_id"": ""16""}, {""value"": ""-2"", ""stat_id"": ""18""}, {""value"": ""6"", ""stat_id"": ""57""}, {""value"": ""-2"", ""stat_id"": ""58""}, {""value"": ""1"", ""stat_id"": ""59""}, {""value"": ""2"", ""stat_id"": ""60""}, {""value"": ""1"", ""stat_id"": ""61""}, {""value"": ""2"", ""stat_id"": ""62""}, {""value"": ""1"", ""stat_id"": ""63""}, {""value"": ""2"", ""stat_id"": ""64""}, {""value"": ""3"", ""stat_id"": ""19""}, {""value"": ""3"", ""stat_id"": ""20""}, {""value"": ""3"", ""stat_id"": ""21""}, {""value"": ""4"", ""stat_id"": ""22""}, {""value"": ""5"", ""stat_id"": ""23""}, {""value"": ""1"", ""stat_id"": ""29""}, {""value"": ""1"", ""stat_id"": ""32""}, {""value"": ""2"", ""stat_id"": ""33""}, {""value"": ""2"", ""stat_id"": ""34""}, {""value"": ""6"", ""stat_id"": ""35""}, {""value"": ""2"", ""stat_id"": ""36""}, {""value"": ""2"", ""stat_id"": ""37""}, {""value"": ""6"", ""stat_id"": ""49""}, {""value"": ""10"", ""stat_id"": ""50""}, {""value"": ""7"", ""stat_id"": ""51""}, {""value"": ""4"", ""stat_id"": ""52""}, {""value"": ""1"", ""stat_id"": ""53""}, {""value"": ""0"", ""stat_id"": ""54""}, {""value"": ""-1"", ""stat_id"": ""55""}, {""value"": ""-4"", ""stat_id"": ""56""}, {""value"": ""2"", ""stat_id"": ""82""}]"
2021,#TotallyHeterosexualMensFFL,12,14,1,17,h2h,half-ppr,125.97,snake,2021-09-01 00:15:00,faab,0,1,0,6,15,0,0,completed,yahoo,"[{""avg"": 19.72, ""count"": ""1"", ""position"": ""QB"", ""is_starting"": true}, {""avg"": 14.86, ""count"": ""2"", ""position"": ""WR"", ""is_starting"": true}, {""avg"": 14.58, ""count"": ""2"", ""position"": ""RB"", ""is_starting"": true}, {""avg"": 11.19, ""count"": ""1"", ""position"": ""TE"", ""is_starting"": true}, {""avg"": 12.75, ""count"": ""1"", ""position"": ""W/R/T"", ""is_starting"": true}, {""avg"": 8.61, ""count"": ""1"", ""position"": ""K"", ""is_starting"": true}, {""avg"": 7.63, ""count"": ""1"", ""position"": ""DEF"", ""is_starting"": true}, {""count"": ""6"", ""position"": ""BN"", ""is_starting"": false}, {""count"": ""2"", ""position"": ""IR"", ""is_starting"": false}]","[{""value"": ""0.04"", ""stat_id"": ""4""}, {""value"": ""6"", ""stat_id"": ""5""}, {""value"": ""-2"", ""stat_id"": ""6""}, {""value"": ""0.1"", ""stat_id"": ""9""}, {""value"": ""6"", ""stat_id"": ""10""}, {""value"": ""1"", ""stat_id"": ""11""}, {""value"": ""0.1"", ""stat_id"": ""12""}, {""value"": ""6"", ""stat_id"": ""13""}, {""value"": ""6"", ""stat_id"": ""15""}, {""value"": ""2"", ""stat_id"": ""16""}, {""value"": ""-2"", ""stat_id"": ""18""}, {""value"": ""6"", ""stat_id"": ""57""}, {""value"": ""-2"", ""stat_id"": ""58""}, {""value"": ""1"", ""stat_id"": ""59""}, {""value"": ""2"", ""stat_id"": ""60""}, {""value"": ""1"", ""stat_id"": ""61""}, {""value"": ""2"", ""stat_id"": ""62""}, {""value"": ""1"", ""stat_id"": ""63""}, {""value"": ""2"", ""stat_id"": ""64""}, {""value"": ""3"", ""stat_id"": ""19""}, {""value"": ""3"", ""stat_id"": ""20""}, {""value"": ""3"", ""stat_id"": ""21""}, {""value"": ""4"", ""stat_id"": ""22""}, {""value"": ""5"", ""stat_id"": ""23""}, {""value"": ""1"", ""stat_id"": ""29""}, {""value"": ""1"", ""stat_id"": ""32""}, {""value"": ""2"", ""stat_id"": ""33""}, {""value"": ""2"", ""stat_id"": ""34""}, {""value"": ""6"", ""stat_id"": ""35""}, {""value"": ""2"", ""stat_id"": ""36""}, {""value"": ""2"", ""stat_id"": ""37""}, {""value"": ""6"", ""stat_id"": ""49""}, {""value"": ""10"", ""stat_id"": ""50""}, {""value"": ""7"", ""stat_id"": ""51""}, {""value"": ""4"", ""stat_id"": ""52""}, {""value"": ""1"", ""stat_id"": ""53""}, {""value"": ""0"", ""stat_id"": ""54""}, {""value"": ""-1"", ""stat_id"": ""55""}, {""value"": ""-4"", ""stat_id"": ""56""}, {""value"": ""2"", ""stat_id"": ""82""}]"
2020,#TotallyHeterosexualMensFFL,12,13,1,16,h2h,half-ppr,125.04,snake,2020-09-08 23:50:00,faab,0,1,0,6,14,0,0,completed,yahoo,"[{""avg"": 20.9, ""count"": ""1"", ""position"": ""QB"", ""is_starting"": true}, {""avg"": 15.19, ""count"": ""2"", ""position"": ""WR"", ""is_starting"": true}, {""avg"": 13.81, ""count"": ""2"", ""position"": ""RB"", ""is_starting"": true}, {""avg"": 11.52, ""count"": ""1"", ""position"": ""TE"", ""is_starting"": true}, {""avg"": 12.52, ""count"": ""1"", ""position"": ""W/R/T"", ""is_starting"": true}, {""avg"": 8.62, ""count"": ""1"", ""position"": ""K"", ""is_starting"": true}, {""avg"": 7.17, ""count"": ""1"", ""position"": ""DEF"", ""is_starting"": true}, {""count"": ""6"", ""position"": ""BN"", ""is_starting"": false}, {""count"": ""2"", ""position"": ""IR"", ""is_starting"": false}]","[{""value"": ""0.04"", ""stat_id"": ""4""}, {""value"": ""6"", ""stat_id"": ""5""}, {""value"": ""-2"", ""stat_id"": ""6""}, {""value"": ""0.1"", ""stat_id"": ""9""}, {""value"": ""6"", ""stat_id"": ""10""}, {""value"": ""1"", ""stat_id"": ""11""}, {""value"": ""0.1"", ""stat_id"": ""12""}, {""value"": ""6"", ""stat_id"": ""13""}, {""value"": ""6"", ""stat_id"": ""15""}, {""value"": ""2"", ""stat_id"": ""16""}, {""value"": ""-2"", ""stat_id"": ""18""}, {""value"": ""6"", ""stat_id"": ""57""}, {""value"": ""-2"", ""stat_id"": ""58""}, {""value"": ""1"", ""stat_id"": ""59""}, {""value"": ""2"", ""stat_id"": ""60""}, {""value"": ""1"", ""stat_id"": ""61""}, {""value"": ""2"", ""stat_id"": ""62""}, {""value"": ""1"", ""stat_id"": ""63""}, {""value"": ""2"", ""stat_id"": ""64""}, {""value"": ""3"", ""stat_id"": ""19""}, {""value"": ""3"", ""stat_id"": ""20""}, {""value"": ""3"", ""stat_id"": ""21""}, {""value"": ""4"", ""stat_id"": ""22""}, {""value"": ""5"", ""stat_id"": ""23""}, {""value"": ""1"", ""stat_id"": ""29""}, {""value"": ""1"", ""stat_id"": ""32""}, {""value"": ""2"", ""stat_id"": ""33""}, {""value"": ""2"", ""stat_id"": ""34""}, {""value"": ""6"", ""stat_id"": ""35""}, {""value"": ""2"", ""stat_id"": ""36""}, {""value"": ""2"", ""stat_id"": ""37""}, {""value"": ""6"", ""stat_id"": ""49""}, {""value"": ""10"", ""stat_id"": ""50""}, {""value"": ""7"", ""stat_id"": ""51""}, {""value"": ""4"", ""stat_id"": ""52""}, {""value"": ""1"", ""stat_id"": ""53""}, {""value"": ""0"", ""stat_id"": ""54""}, {""value"": ""-1"", ""stat_id"": ""55""}, {""value"": ""-4"", ""stat_id"": ""56""}, {""value"": ""2"", ""stat_id"": ""82""}]"
2019,#TotallyHeterosexualMensFFL,12,13,1,16,h2h,half-ppr,124.73,snake,2019-09-04 21:52:24,faab,0,1,0,6,14,0,0,completed,yahoo,"[{""avg"": 19.06, ""count"": ""1"", ""position"": ""QB"", ""is_starting"": true}, {""avg"": 14.78, ""count"": ""2"", ""position"": ""WR"", ""is_starting"": true}, {""avg"": 14.6, ""count"": ""2"", ""position"": ""RB"", ""is_starting"": true}, {""avg"": 11.14, ""count"": ""1"", ""position"": ""TE"", ""is_starting"": true}, {""avg"": 12.67, ""count"": ""1"", ""position"": ""W/R/T"", ""is_starting"": true}, {""avg"": 8.19, ""count"": ""1"", ""position"": ""K"", ""is_starting"": true}, {""avg"": 8.66, ""count"": ""1"", ""position"": ""DEF"", ""is_starting"": true}, {""count"": ""6"", ""position"": ""BN"", ""is_starting"": false}]","[{""value"": ""0.04"", ""stat_id"": ""4""}, {""value"": ""6"", ""stat_id"": ""5""}, {""value"": ""-2"", ""stat_id"": ""6""}, {""value"": ""0.1"", ""stat_id"": ""9""}, {""value"": ""6"", ""stat_id"": ""10""}, {""value"": ""1"", ""stat_id"": ""11""}, {""value"": ""0.1"", ""stat_id"": ""12""}, {""value"": ""6"", ""stat_id"": ""13""}, {""value"": ""6"", ""stat_id"": ""15""}, {""value"": ""2"", ""stat_id"": ""16""}, {""value"": ""-2"", ""stat_id"": ""18""}, {""value"": ""6"", ""stat_id"": ""57""}, {""value"": ""-2"", ""stat_id"": ""58""}, {""value"": ""1"", ""stat_id"": ""59""}, {""value"": ""2"", ""stat_id"": ""60""}, {""value"": ""1"", ""stat_id"": ""61""}, {""value"": ""2"", ""stat_id"": ""62""}, {""value"": ""1"", ""stat_id"": ""63""}, {""value"": ""2"", ""stat_id"": ""64""}, {""value"": ""3"", ""stat_id"": ""19""}, {""value"": ""3"", ""stat_id"": ""20""}, {""value"": ""3"", ""stat_id"": ""21""}, {""value"": ""4"", ""stat_id"": ""22""}, {""value"": ""5"", ""stat_id"": ""23""}, {""value"": ""1"", ""stat_id"": ""29""}, {""value"": ""1"", ""stat_id"": ""32""}, {""value"": ""2"", ""stat_id"": ""33""}, {""value"": ""2"", ""stat_id"": ""34""}, {""value"": ""6"", ""stat_id"": ""35""}, {""value"": ""2"", ""stat_id"": ""36""}, {""value"": ""2"", ""stat_id"": ""37""}, {""value"": ""6"", ""stat_id"": ""49""}, {""value"": ""10"", ""stat_id"": ""50""}, {""value"": ""7"", ""stat_id"": ""51""}, {""value"": ""4"", ""stat_id"": ""52""}, {""value"": ""1"", ""stat_id"": ""53""}, {""value"": ""0"", ""stat_id"": ""54""}, {""value"": ""-1"", ""stat_id"": ""55""}, {""value"": ""-4"", ""stat_id"": ""56""}, {""value"": ""2"", ""stat_id"": ""82""}]"
2018,#BunchaFaggetsFantasyLeague,12,13,1,16,h2h,half-ppr,131.21,snake,2018-09-05 20:59:15,faab,0,1,0,6,14,0,0,completed,yahoo,"[{""avg"": 20.56, ""count"": ""1"", ""position"": ""QB"", ""is_starting"": true}, {""avg"": 15.74, ""count"": ""2"", ""position"": ""WR"", ""is_starting"": true}, {""avg"": 15.86, ""count"": ""2"", ""position"": ""RB"", ""is_starting"": true}, {""avg"": 11.23, ""count"": ""1"", ""position"": ""TE"", ""is_starting"": true}, {""avg"": 12.9, ""count"": ""1"", ""position"": ""W/R/T"", ""is_starting"": true}, {""avg"": 8.29, ""count"": ""1"", ""position"": ""K"", ""is_starting"": true}, {""avg"": 8.12, ""count"": ""1"", ""position"": ""DEF"", ""is_starting"": true}, {""count"": ""6"", ""position"": ""BN"", ""is_starting"": false}]","[{""value"": ""0.04"", ""stat_id"": ""4""}, {""value"": ""6"", ""stat_id"": ""5""}, {""value"": ""-2"", ""stat_id"": ""6""}, {""value"": ""0.1"", ""stat_id"": ""9""}, {""value"": ""6"", ""stat_id"": ""10""}, {""value"": ""1"", ""stat_id"": ""11""}, {""value"": ""0.1"", ""stat_id"": ""12""}, {""value"": ""6"", ""stat_id"": ""13""}, {""value"": ""6"", ""stat_id"": ""15""}, {""value"": ""2"", ""stat_id"": ""16""}, {""value"": ""-2"", ""stat_id"": ""18""}, {""value"": ""6"", ""stat_id"": ""57""}, {""value"": ""-2"", ""stat_id"": ""58""}, {""value"": ""1"", ""stat_id"": ""59""}, {""value"": ""2"", ""stat_id"": ""60""}, {""value"": ""1"", ""stat_id"": ""61""}, {""value"": ""2"", ""stat_id"": ""62""}, {""value"": ""1"", ""stat_id"": ""63""}, {""value"": ""2"", ""stat_id"": ""64""}, {""value"": ""3"", ""stat_id"": ""19""}, {""value"": ""3"", ""stat_id"": ""20""}, {""value"": ""3"", ""stat_id"": ""21""}, {""value"": ""4"", ""stat_id"": ""22""}, {""value"": ""5"", ""stat_id"": ""23""}, {""value"": ""1"", ""stat_id"": ""29""}, {""value"": ""1"", ""stat_id"": ""32""}, {""value"": ""2"", ""stat_id"": ""33""}, {""value"": ""2"", ""stat_id"": ""34""}, {""value"": ""6"", ""stat_id"": ""35""}, {""value"": ""2"", ""stat_id"": ""36""}, {""value"": ""2"", ""stat_id"": ""37""}, {""value"": ""6"", ""stat_id"": ""49""}, {""value"": ""10"", ""stat_id"": ""50""}, {""value"": ""7"", ""stat_id"": ""51""}, {""value"": ""4"", ""stat_id"": ""52""}, {""value"": ""1"", ""stat_id"": ""53""}, {""value"": ""0"", ""stat_id"": ""54""}, {""value"": ""-1"", ""stat_id"": ""55""}, {""value"": ""-4"", ""stat_id"": ""56""}, {""value"": ""2"", ""stat_id"": ""82""}]"
