season,week,franchise,benched,benched_name,benched_pts,benched_prior_ppg,displaced,displaced_name,displaced_pos,displaced_pts,displaced_prior_ppg,points_lost,verdict,source,source_ref,basis,confidence
2018,9,Phil Baldino,00-0033893,Dalvin Cook,14.9,3.44,00-0033857,JuJu Smith-Schuster,WR,14.8,14.92,0.1,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2018,12,Phil Baldino,00-0033118,Kenyan Drake,26.6,11.09,00-0033893,Dalvin Cook,RB,16.6,4.04,10.0,KNOWABLE,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2018,16,Phil Baldino,00-0029854,C.J. Anderson,23.2,,00-0031544,Amari Cooper,WR,6.0,10.98,17.2,UNRATED,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2018,16,Phil Baldino,00-0034331,Jaylen Samuels,15.4,8.22,00-0033893,Dalvin Cook,RB,13.8,7.78,1.6,KNOWABLE,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2019,1,Phil Baldino,00-0035250,Devin Singletary,14.8,,00-0034358,Derrius Guice,RB,6.8,,8.0,UNRATED,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2019,7,Phil Baldino,00-0034679,Mark Walton,6.8,,00-0032187,David Johnson,RB,0.2,20.22,6.6,UNRATED,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2019,10,Phil Baldino,00-0023500,Frank Gore,2.6,7.03,00-0032187,David Johnson,RB,1.0,13.5,1.6,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2019,11,Phil Baldino,00-0034358,Derrius Guice,13.9,0.68,00-0033857,JuJu Smith-Schuster,WR,4.1,10.23,9.8,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2019,11,Phil Baldino,00-0034799,Kalen Ballage,12.7,5.35,00-0035243,Miles Sanders,RB,6.7,9.81,6.0,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2019,12,Phil Baldino,00-0034358,Derrius Guice,4.8,1.88,00-0034348,Courtland Sutton,WR,3.7,14.3,1.1,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2019,13,Phil Baldino,00-0034358,Derrius Guice,27.7,2.12,00-0035640,DK Metcalf,WR,11.5,10.84,16.2,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2019,14,Phil Baldino,00-0032187,David Johnson,13.3,9.76,00-0034348,Courtland Sutton,WR,8.4,14.18,4.9,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2020,1,Phil Baldino,00-0035250,Devin Singletary,10.3,,00-0031236,Brandin Cooks,WR,4.0,,6.3,UNRATED,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2020,8,Phil Baldino,00-0036251,Zack Moss,20.1,3.08,00-0034837,Calvin Ridley,WR,7.2,20.13,12.9,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2020,9,Phil Baldino,00-0033045,Ezekiel Elliott,8.9,17.26,00-0036158,J.K. Dobbins,RB,5.5,9.0,3.4,KNOWABLE,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2020,11,Phil Baldino,00-0036158,J.K. Dobbins,18.5,7.74,00-0027944,Julio Jones,WR,5.9,12.48,12.6,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2020,12,Phil Baldino,00-0035250,Devin Singletary,11.2,9.76,00-0027793,Antonio Brown,WR,3.1,6.7,8.1,KNOWABLE,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2020,13,Phil Baldino,00-0036158,J.K. Dobbins,13.1,8.04,00-0031236,Brandin Cooks,WR,11.5,11.83,1.6,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2020,15,Phil Baldino,00-0035250,Devin Singletary,17.4,9.56,00-0033857,JuJu Smith-Schuster,WR,2.5,13.46,14.9,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2021,5,Phil Baldino,00-0036265,AJ Dillon,17.9,5.62,00-0031544,Amari Cooper,WR,15.0,16.45,2.9,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2021,7,Phil Baldino,00-0033699,Austin Ekeler,0.0,21.47,00-0036265,AJ Dillon,RB,-0.2,7.72,0.2,KNOWABLE,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2021,8,Phil Baldino,00-0036265,AJ Dillon,7.8,6.59,00-0032187,David Johnson,RB,1.3,9.25,6.5,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2021,9,Phil Baldino,00-0036265,AJ Dillon,13.0,6.74,00-0034348,Courtland Sutton,WR,3.9,13.74,9.1,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2021,9,Phil Baldino,00-0035685,David Montgomery,10.0,7.48,00-0035664,Darrell Henderson,RB,8.8,15.35,1.2,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2021,10,Phil Baldino,00-0036265,AJ Dillon,26.8,7.43,00-0034348,Courtland Sutton,WR,4.9,12.64,21.9,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2021,12,Phil Baldino,00-0035664,Darrell Henderson,17.3,12.7,00-0034348,Courtland Sutton,WR,3.7,10.79,13.6,KNOWABLE,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2021,14,Phil Baldino,00-0036265,AJ Dillon,7.1,9.95,00-0031941,Jamison Crowder,WR,4.9,,2.2,UNRATED,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2021,15,Phil Baldino,00-0036265,AJ Dillon,10.5,9.75,00-0031544,Amari Cooper,WR,2.8,11.04,7.7,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2021,16,Phil Baldino,00-0036265,AJ Dillon,8.6,9.8,00-0034411,Russell Gage,WR,5.9,16.73,2.7,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2021,17,Phil Baldino,00-0036265,AJ Dillon,22.3,9.72,00-0027061,Jared Cook,TE,0.0,8.21,22.3,KNOWABLE,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2021,17,Phil Baldino,00-0033699,Austin Ekeler,20.2,18.42,00-0034411,Russell Gage,WR,8.0,14.03,12.2,KNOWABLE,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2022,4,Phil Baldino,00-0036360,Clyde Edwards-Helaire,22.4,17.7,00-0031544,Amari Cooper,WR,1.9,17.63,20.5,KNOWABLE,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2022,6,Phil Baldino,00-0037746,Brian Robinson,12.0,0.44,00-0036360,Clyde Edwards-Helaire,RB,3.3,16.4,8.7,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2022,10,Phil Baldino,00-0037746,Brian Robinson,14.6,3.62,00-0036360,Clyde Edwards-Helaire,RB,0.0,10.82,14.6,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2022,11,Phil Baldino,00-0037746,Brian Robinson,5.7,4.72,00-0034844,Saquon Barkley,RB,5.5,17.98,0.2,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2022,12,Phil Baldino,00-0037746,Brian Robinson,20.5,4.81,00-0035719,Deebo Samuel,WR,7.3,11.82,13.2,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2022,13,Phil Baldino,00-0037746,Brian Robinson,13.1,6.12,00-0037247,George Pickens,WR,1.2,8.11,11.9,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2022,14,Phil Baldino,00-0033526,Samaje Perine,9.4,13.6,00-0031544,Amari Cooper,WR,6.2,14.17,3.2,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2022,17,Phil Baldino,00-0037746,Brian Robinson,8.7,6.15,00-0033897,Joe Mixon,RB,0.0,14.09,8.7,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2023,11,Phil Baldino,00-0036265,AJ Dillon,10.1,6.7,00-0038994,Jordan Addison,WR,7.4,14.75,2.7,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2023,12,Phil Baldino,00-0036265,AJ Dillon,11.1,7.01,00-0033288,George Kittle,TE,4.9,12.55,6.2,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2023,14,Phil Baldino,00-0036265,AJ Dillon,9.8,7.53,00-0035700,Josh Jacobs,RB,7.0,13.39,2.8,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2024,7,Phil Baldino,00-0036875,Rhamondre Stevenson,4.5,11.05,00-0035216,Diontae Johnson,WR,2.7,13.6,1.8,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2024,7,Phil Baldino,00-0038794,Jaleel McLaughlin,3.5,5.68,00-0035250,Devin Singletary,RB,3.1,7.88,0.4,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2024,8,Phil Baldino,00-0038794,Jaleel McLaughlin,12.6,5.32,00-0036252,Michael Pittman,WR,2.6,10.51,10.0,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2024,9,Phil Baldino,00-0033699,Austin Ekeler,17.3,8.71,00-0036252,Michael Pittman,WR,2.4,9.52,14.9,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2024,11,Phil Baldino,00-0033699,Austin Ekeler,17.6,10.51,00-0039373,Audric Estime,RB,5.5,,12.1,UNRATED,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2024,13,Phil Baldino,00-0037228,Jaylen Warren,10.4,5.13,00-0033288,George Kittle,TE,2.7,13.43,7.7,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2024,16,Phil Baldino,00-0037228,Jaylen Warren,14.2,5.98,00-0030564,DeAndre Hopkins,WR,7.7,9.14,6.5,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2025,1,Phil Baldino,00-0036997,Javonte Williams,20.4,,00-0038134,Kenneth Walker III,RB,5.4,,15.0,UNRATED,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2025,2,Phil Baldino,00-0038134,Kenneth Walker III,18.8,,00-0036275,D'Andre Swift,RB,13.9,,4.9,UNRATED,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2025,4,Phil Baldino,00-0036997,Javonte Williams,19.0,19.2,00-0039337,Malik Nabers,WR,4.0,17.7,15.0,KNOWABLE,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2025,7,Phil Baldino,00-0036919,Kenneth Gainwell,3.5,,00-0034960,Jakobi Meyers,WR,0.0,10.32,3.5,UNRATED,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2025,9,Phil Baldino,espn-4596602,Brashard Smith,0.7,,00-0033526,Samaje Perine,RB,0.5,,0.2,UNRATED,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2025,16,Phil Baldino,00-0038797,Emanuel Wilson,8.2,6.34,00-0039893,Brian Thomas Jr.,WR,3.8,7.95,4.4,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
2025,17,Phil Baldino,00-0038797,Emanuel Wilson,3.4,6.65,00-0035700,Josh Jacobs,RB,1.3,14.74,2.1,HINDSIGHT,leaguelegacy,02_gamecenter/matchup_rosters.csv,bonus-exclusive 2013-2024,verified
