season,team_id,member_name,position,total,avg,rank
2019,186602,Rob & GregBo,K,96,7.38,9
2019,186602,Rob & GregBo,DEF,78,6,12
2019,186603,Ronnie,QB,244.66,18.82,6
2019,186603,Ronnie,WR,295.9,11.38,12
2019,186603,Ronnie,RB,351.42,13.52,8
2019,186603,Ronnie,TE,119.4,9.18,10
2019,186603,Ronnie,W/R/T,186.1,14.32,4
2019,186603,Ronnie,K,133,10.23,1
2019,186603,Ronnie,DEF,188,14.46,1
2019,186604,Cambrias,QB,315.12,24.24,1
2019,186604,Cambrias,WR,388.3,14.93,6
2019,186604,Cambrias,RB,412.4,15.86,4
2019,186604,Cambrias,TE,158.7,12.21,4
2019,186604,Cambrias,W/R/T,250.3,19.25,1
2019,186604,Cambrias,K,94,7.23,10
2019,186604,Cambrias,DEF,102,7.85,6
2019,186605,Team JoeBa,QB,239.7,18.44,7
2019,186605,Team JoeBa,WR,460.14,17.7,1
2019,186605,Team JoeBa,RB,429.3,16.51,3
2019,186605,Team JoeBa,TE,131.3,10.1,8
2019,186605,Team JoeBa,W/R/T,111.9,8.61,12
2019,186605,Team JoeBa,K,117,9,3
2019,186605,Team JoeBa,DEF,90,6.92,11
2019,186606,Frank & Julian,QB,288.62,22.2,2
2019,186606,Frank & Julian,WR,343.1,13.2,10
2019,186606,Frank & Julian,RB,326.2,12.55,10
2019,186606,Frank & Julian,TE,124.7,9.59,9
2019,186606,Frank & Julian,W/R/T,197,15.15,3
2019,186606,Frank & Julian,K,88,6.77,11
2019,186606,Frank & Julian,DEF,116,8.92,4
2020,186583,Richie,QB,242.8,18.68,10
2020,186583,Richie,WR,342.1,13.16,10
2020,186583,Richie,RB,331.1,12.73,7
2020,186583,Richie,TE,121.1,9.32,11
2020,186583,Richie,W/R/T,169,13,7
2020,186583,Richie,K,102,7.85,9
2020,186583,Richie,DEF,100,7.69,5
2020,186584,Antdell & Ernie,QB,277.26,21.33,7
2020,186584,Antdell & Ernie,WR,428.8,16.49,5
2020,186584,Antdell & Ernie,RB,370.5,14.25,5
2020,186584,Antdell & Ernie,TE,159.5,12.27,4
2020,186584,Antdell & Ernie,W/R/T,170.4,13.11,6
2020,186584,Antdell & Ernie,K,100,7.69,10
2020,186584,Antdell & Ernie,DEF,82,6.31,8
2020,186585,Chris & Dom,QB,278.52,21.42,6
2020,186585,Chris & Dom,WR,402.7,15.49,6
2020,186585,Chris & Dom,RB,363.5,13.98,6
2020,186585,Chris & Dom,TE,191.2,14.71,2
2020,186585,Chris & Dom,W/R/T,138.1,10.62,10
2020,186585,Chris & Dom,K,83,6.38,12
2020,186585,Chris & Dom,DEF,128,9.85,1
2020,186586,Phil Baldino,QB,326.84,25.14,1
2020,186586,Phil Baldino,WR,397.58,15.29,7
2020,186586,Phil Baldino,RB,378.3,14.55,4
2020,186586,Phil Baldino,TE,244.26,18.79,1
2020,186586,Phil Baldino,W/R/T,186,14.31,2
2020,186586,Phil Baldino,K,107,8.23,7
2020,186586,Phil Baldino,DEF,121,9.31,2
2020,186587,LFTLR,QB,289.26,22.25,5
2020,186587,LFTLR,WR,298.5,11.48,11
2020,186587,LFTLR,RB,254.5,9.79,12
2020,186587,LFTLR,TE,168.2,12.94,3
2020,186587,LFTLR,W/R/T,155.8,11.98,8
2020,186587,LFTLR,K,114,8.77,5
2020,186587,LFTLR,DEF,73,5.62,10
2020,186588,Nolan & Vinny,QB,316.2,24.32,3
2020,186588,Nolan & Vinny,WR,439.4,16.9,4
2020,186588,Nolan & Vinny,RB,439.7,16.91,2
2020,186588,Nolan & Vinny,TE,137.3,10.56,7
2020,186588,Nolan & Vinny,W/R/T,127.5,9.81,11
2020,186588,Nolan & Vinny,K,113,8.69,6
2020,186588,Nolan & Vinny,DEF,80,6.15,9
2020,186589,Pung & Tralie,QB,321.18,24.71,2
2020,186589,Pung & Tralie,WR,545.2,20.97,1
2020,186589,Pung & Tralie,RB,416.9,16.03,3
2020,186589,Pung & Tralie,TE,124.6,9.58,8
2020,186589,Pung & Tralie,W/R/T,204,15.69,1
2020,186589,Pung & Tralie,K,153,11.77,1
2020,186589,Pung & Tralie,DEF,120,9.23,3
2020,186590,Rob & GregBo,QB,213.5,16.42,11
2020,186590,Rob & GregBo,WR,375.1,14.43,8
2020,186590,Rob & GregBo,RB,318.8,12.26,9
2020,186590,Rob & GregBo,TE,122.1,9.39,10
2020,186590,Rob & GregBo,W/R/T,180,13.85,3
2020,186590,Rob & GregBo,K,94,7.23,11
2020,186590,Rob & GregBo,DEF,63,4.85,11
2020,186591,Ronnie,QB,251.32,19.33,8
2020,186591,Ronnie,WR,456.3,17.55,2
2020,186591,Ronnie,RB,524.9,20.19,1
2020,186591,Ronnie,TE,141.2,10.86,6
2020,186591,Ronnie,W/R/T,121.8,9.37,12
2020,186591,Ronnie,K,127,9.77,2
2020,186591,Ronnie,DEF,113,8.69,4
2020,186592,Cambrias,QB,243.16,18.7,9
2020,186592,Cambrias,WR,244,9.38,12
2020,186592,Cambrias,RB,328.1,12.62,8
2020,186592,Cambrias,TE,113.4,8.72,12
2020,186592,Cambrias,W/R/T,171.4,13.18,5
2020,186592,Cambrias,K,122,9.38,4
2020,186592,Cambrias,DEF,85,6.54,7
2020,186593,Team JoeBa,QB,189.36,14.57,12
2020,186593,Team JoeBa,WR,361.72,13.91,9
2020,186593,Team JoeBa,RB,276.2,10.62,11
2020,186593,Team JoeBa,TE,150.4,11.57,5
2020,186593,Team JoeBa,W/R/T,154.8,11.91,9
2020,186593,Team JoeBa,K,104,8,8
2020,186593,Team JoeBa,DEF,60,4.62,12
2020,186594,Frank & Julian,QB,311.48,23.96,4
2020,186594,Frank & Julian,WR,446.84,17.19,3
2020,186594,Frank & Julian,RB,305.3,11.74,10
2020,186594,Frank & Julian,TE,123.2,9.48,9
2020,186594,Frank & Julian,W/R/T,173.7,13.36,4
2020,186594,Frank & Julian,K,126,9.69,3
2020,186594,Frank & Julian,DEF,94,7.23,6
2021,186571,Richie,QB,199.38,14.24,12
2021,186571,Richie,WR,356.9,12.75,10
2021,186571,Richie,RB,480.7,17.17,3
2021,186571,Richie,TE,108.6,7.76,11
2021,186571,Richie,W/R/T,233.9,16.71,1
2021,186571,Richie,K,114,8.14,8
2021,186571,Richie,DEF,103,7.36,5
2021,186572,Antdell & Ernie,QB,237.74,16.98,11
2021,186572,Antdell & Ernie,WR,396,14.14,9
2021,186572,Antdell & Ernie,RB,302.2,10.79,12
2021,186572,Antdell & Ernie,TE,208.9,14.92,2
2021,186572,Antdell & Ernie,W/R/T,146.3,10.45,10
2021,186572,Antdell & Ernie,K,131,9.36,3
2021,186572,Antdell & Ernie,DEF,68,4.86,12
2021,186573,Chris & Dom,QB,265.88,18.99,8
2021,186573,Chris & Dom,WR,412.6,14.74,7
2021,186573,Chris & Dom,RB,452.8,16.17,4
2021,186573,Chris & Dom,TE,130.5,9.32,9
2021,186573,Chris & Dom,W/R/T,223.2,15.94,3
2021,186573,Chris & Dom,K,138,9.86,2
2021,186573,Chris & Dom,DEF,79,5.64,10
2021,186574,Phil Baldino,QB,311.54,22.25,3
2021,186574,Phil Baldino,WR,315.1,11.25,11
2021,186574,Phil Baldino,RB,486.6,17.38,2
2021,186574,Phil Baldino,TE,162.2,11.59,5
2021,186574,Phil Baldino,W/R/T,139.3,9.95,11
2021,186574,Phil Baldino,K,164,11.71,1
2021,186574,Phil Baldino,DEF,112,8,4
2021,186575,John Juliano,QB,316.7,22.62,2
2021,186575,John Juliano,WR,466.1,16.65,3
2021,186575,John Juliano,RB,403.96,14.43,6
2021,186575,John Juliano,TE,151.7,10.84,7
2021,186575,John Juliano,W/R/T,123.6,8.83,12
2021,186575,John Juliano,K,104,7.43,12
2021,186575,John Juliano,DEF,103,7.36,6
2021,186576,Nolan & Vinny,QB,280.8,20.06,6
2021,186576,Nolan & Vinny,WR,432.5,15.45,5
2021,186576,Nolan & Vinny,RB,387.9,13.85,7
2021,186576,Nolan & Vinny,TE,212.1,15.15,1
2021,186576,Nolan & Vinny,W/R/T,155.8,11.13,8
2021,186576,Nolan & Vinny,K,106,7.57,10
2021,186576,Nolan & Vinny,DEF,100,7.14,7
2021,186577,Pung & Tralie,QB,273.88,19.56,7
2021,186577,Pung & Tralie,WR,412.5,14.73,8
2021,186577,Pung & Tralie,RB,415,14.82,5
2021,186577,Pung & Tralie,TE,176.9,12.64,4
2021,186577,Pung & Tralie,W/R/T,193,13.79,5
2021,186577,Pung & Tralie,K,113,8.07,9
2021,186577,Pung & Tralie,DEF,152,10.86,2
2021,186578,Rob & GregBo,QB,323.5,23.11,1
2021,186578,Rob & GregBo,WR,572,20.43,1
2021,186578,Rob & GregBo,RB,330.4,11.8,10
2021,186578,Rob & GregBo,TE,141,10.07,8
2021,186578,Rob & GregBo,W/R/T,175.2,12.51,6
2021,186578,Rob & GregBo,K,116,8.29,6
2021,186578,Rob & GregBo,DEF,100,7.14,8
2021,186579,Ronnie,QB,299.04,21.36,4
2021,186579,Ronnie,WR,469.8,16.78,2
2021,186579,Ronnie,RB,589.6,21.06,1
2021,186579,Ronnie,TE,101.1,7.22,12
2021,186579,Ronnie,W/R/T,207.6,14.83,4
2021,186579,Ronnie,K,120,8.57,4
2021,186579,Ronnie,DEF,125,8.93,3
2021,186580,Cambrias,QB,283.18,20.23,5
2021,186580,Cambrias,WR,458.9,16.39,4
2021,186580,Cambrias,RB,360.3,12.87,9
2021,186580,Cambrias,TE,197.7,14.12,3
2021,186580,Cambrias,W/R/T,154.3,11.02,9
2021,186580,Cambrias,K,120,8.57,5
2021,186580,Cambrias,DEF,179,12.79,1
2021,186581,Team JoeBa,QB,265.28,18.95,9
2021,186581,Team JoeBa,WR,418.5,14.95,6
2021,186581,Team JoeBa,RB,361.1,12.9,8
2021,186581,Team JoeBa,TE,159.9,11.42,6
2021,186581,Team JoeBa,W/R/T,225.2,16.09,2
2021,186581,Team JoeBa,K,105,7.5,11
2021,186581,Team JoeBa,DEF,85,6.07,9
2021,186582,Frank & Julian,QB,256.8,18.34,10
2021,186582,Frank & Julian,WR,282.7,10.1,12
2021,186582,Frank & Julian,RB,327.6,11.7,11
2021,186582,Frank & Julian,TE,128.5,9.18,10
2021,186582,Frank & Julian,W/R/T,163.9,11.71,7
2021,186582,Frank & Julian,K,116,8.29,7
2021,186582,Frank & Julian,DEF,75,5.36,11
2022,186313,Richie,QB,299.18,21.37,5
2022,186313,Richie,WR,397.1,14.18,8
2022,186313,Richie,RB,434.66,15.52,5
2022,186313,Richie,TE,138.3,9.88,7
2022,186313,Richie,W/R/T,146.9,10.49,10
2022,186313,Richie,K,120,8.57,4
2022,186313,Richie,DEF,95,6.79,7
2022,186314,Antdell & Ernie,QB,161.58,11.54,12
2022,186314,Antdell & Ernie,WR,496.16,17.72,1
2022,186314,Antdell & Ernie,RB,520.1,18.58,2
2022,186314,Antdell & Ernie,TE,175,12.5,3
2022,186314,Antdell & Ernie,W/R/T,137.6,9.83,12
2022,186314,Antdell & Ernie,K,115,8.21,5
2022,186314,Antdell & Ernie,DEF,133,9.5,2
2022,186315,Chris & Dom,QB,330.68,23.62,2
2022,186315,Chris & Dom,WR,468,16.71,3
2022,186315,Chris & Dom,RB,306.6,10.95,11
2022,186315,Chris & Dom,TE,132.7,9.48,9
2022,186315,Chris & Dom,W/R/T,141.2,10.09,11
2022,186315,Chris & Dom,K,114,8.14,7
2022,186315,Chris & Dom,DEF,81,5.79,9
2022,186316,Phil Baldino,QB,262.96,18.78,7
2022,186316,Phil Baldino,WR,237.5,8.48,12
2022,186316,Phil Baldino,RB,455.9,16.28,3
2022,186316,Phil Baldino,TE,132.4,9.46,10
2022,186316,Phil Baldino,W/R/T,147.3,10.52,9
2022,186316,Phil Baldino,K,115,8.21,6
2022,186316,Phil Baldino,DEF,105,7.5,6
2022,186317,John Juliano,QB,336.4,24.03,1
2022,186317,John Juliano,WR,450.4,16.09,5
2022,186317,John Juliano,RB,360.16,12.86,8
2022,186317,John Juliano,TE,81.9,5.85,12
2022,186317,John Juliano,W/R/T,155.3,11.09,7
2022,186317,John Juliano,K,95,6.79,12
2022,186317,John Juliano,DEF,76,5.43,10
2022,186318,Nolan & Vinny,QB,309.08,22.08,4
2022,186318,Nolan & Vinny,WR,465.9,16.64,4
2022,186318,Nolan & Vinny,RB,535.4,19.12,1
2022,186318,Nolan & Vinny,TE,154.4,11.03,4
2022,186318,Nolan & Vinny,W/R/T,203.6,14.54,4
2022,186318,Nolan & Vinny,K,100,7.14,11
2022,186318,Nolan & Vinny,DEF,142,10.14,1
2022,186319,Pung & Tralie,QB,257.88,18.42,9
2022,186319,Pung & Tralie,WR,360.7,12.88,10
2022,186319,Pung & Tralie,RB,347.8,12.42,9
2022,186319,Pung & Tralie,TE,138.52,9.89,6
2022,186319,Pung & Tralie,W/R/T,192.94,13.78,5
2022,186319,Pung & Tralie,K,109,7.79,9
2022,186319,Pung & Tralie,DEF,70,5,12
2022,186320,Rob & GregBo,QB,327.94,23.42,3
2022,186320,Rob & GregBo,WR,414.4,14.8,7
2022,186320,Rob & GregBo,RB,372.4,13.3,7
2022,186320,Rob & GregBo,TE,184.9,13.21,2
2022,186320,Rob & GregBo,W/R/T,168,12,6
2022,186320,Rob & GregBo,K,108,7.71,10
2022,186320,Rob & GregBo,DEF,127,9.07,4
2022,186321,Ronnie,QB,243.08,17.36,10
2022,186321,Ronnie,WR,327.8,11.71,11
2022,186321,Ronnie,RB,388.3,13.87,6
2022,186321,Ronnie,TE,105.1,7.51,11
2022,186321,Ronnie,W/R/T,217.9,15.56,1
2022,186321,Ronnie,K,113,8.07,8
2022,186321,Ronnie,DEF,132,9.43,3
2022,186322,Cambrias,QB,261.52,18.68,8
2022,186322,Cambrias,WR,382.6,13.66,9
2022,186322,Cambrias,RB,439.4,15.69,4
2022,186322,Cambrias,TE,247.5,17.68,1
2022,186322,Cambrias,W/R/T,214.46,15.32,3
2022,186322,Cambrias,K,127,9.07,3
2022,186322,Cambrias,DEF,75,5.36,11
2022,186323,Mike Long,QB,276.56,19.75,6
2022,186323,Mike Long,WR,482.4,17.23,2
2022,186323,Mike Long,RB,336.1,12,10
2022,186323,Mike Long,TE,140.9,10.06,5
2022,186323,Mike Long,W/R/T,154.7,11.05,8
2022,186323,Mike Long,K,133,9.5,2
2022,186323,Mike Long,DEF,116,8.29,5
2022,186324,Frank & Julian,QB,180.06,12.86,11
2022,186324,Frank & Julian,WR,423.1,15.11,6
2022,186324,Frank & Julian,RB,298,10.64,12
2022,186324,Frank & Julian,TE,133.3,9.52,8
2022,186324,Frank & Julian,W/R/T,216.6,15.47,2
2022,186324,Frank & Julian,K,139,9.93,1
2022,186324,Frank & Julian,DEF,91,6.5,8
2023,186301,Richie,QB,204.26,14.59,11
2023,186301,Richie,WR,459.76,16.42,3
2023,186301,Richie,RB,423.4,15.12,4
2023,186301,Richie,TE,106.8,7.63,11
2023,186301,Richie,W/R/T,247.1,17.65,1
2023,186301,Richie,K,130,9.29,2
2023,186301,Richie,DEF,107,7.64,8
2023,186302,Antdell & Ernie,QB,264.18,18.87,4
2023,186302,Antdell & Ernie,WR,371.4,13.26,10
2023,186302,Antdell & Ernie,RB,396.9,14.18,5
2023,186302,Antdell & Ernie,TE,156.9,11.21,7
2023,186302,Antdell & Ernie,W/R/T,246.6,17.61,2
2023,186302,Antdell & Ernie,K,97,6.93,11
2023,186302,Antdell & Ernie,DEF,98,7,10
2023,186303,Chris & Dom,QB,194.62,13.9,12
2023,186303,Chris & Dom,WR,387.4,13.84,7
2023,186303,Chris & Dom,RB,379.3,13.55,7
2023,186303,Chris & Dom,TE,196.9,14.06,3
2023,186303,Chris & Dom,W/R/T,168.8,12.06,9
2023,186303,Chris & Dom,K,120,8.57,4
2023,186303,Chris & Dom,DEF,161,11.5,1
2023,186304,Phil Baldino,QB,283.66,20.26,2
2023,186304,Phil Baldino,WR,507.2,18.11,1
2023,186304,Phil Baldino,RB,447.2,15.97,2
2023,186304,Phil Baldino,TE,180,12.86,5
2023,186304,Phil Baldino,W/R/T,207,14.79,5
2023,186304,Phil Baldino,K,106,7.57,9
2023,186304,Phil Baldino,DEF,99,7.07,9
2023,186305,John Juliano,QB,279.04,19.93,3
2023,186305,John Juliano,WR,393.7,14.06,6
2023,186305,John Juliano,RB,396.68,14.17,6
2023,186305,John Juliano,TE,117.5,8.39,9
2023,186305,John Juliano,W/R/T,129.9,9.28,12
2023,186305,John Juliano,K,119,8.5,5
2023,186305,John Juliano,DEF,156,11.14,2
2023,186306,Nolan & Vinny,QB,255.92,18.28,8
2023,186306,Nolan & Vinny,WR,479.2,17.11,2
2023,186306,Nolan & Vinny,RB,324.7,11.6,10
2023,186306,Nolan & Vinny,TE,167.3,11.95,6
2023,186306,Nolan & Vinny,W/R/T,201,14.36,6
2023,186306,Nolan & Vinny,K,115,8.21,6
2023,186306,Nolan & Vinny,DEF,140,10,4
2023,186307,Pung & Tralie,QB,241.78,17.27,9
2023,186307,Pung & Tralie,WR,335.7,11.99,11
2023,186307,Pung & Tralie,RB,375.5,13.41,9
2023,186307,Pung & Tralie,TE,198.6,14.19,2
2023,186307,Pung & Tralie,W/R/T,137.9,9.85,11
2023,186307,Pung & Tralie,K,131,9.36,1
2023,186307,Pung & Tralie,DEF,144,10.29,3
2023,186308,Rob & GregBo,QB,310,22.14,1
2023,186308,Rob & GregBo,WR,382.92,13.68,9
2023,186308,Rob & GregBo,RB,309.1,11.04,11
2023,186308,Rob & GregBo,TE,116,8.29,10
2023,186308,Rob & GregBo,W/R/T,197.9,14.14,7
2023,186308,Rob & GregBo,K,114,8.14,7
2023,186308,Rob & GregBo,DEF,84,6,11
2023,186309,Ronnie,QB,259.58,18.54,6
2023,186309,Ronnie,WR,314.5,11.23,12
2023,186309,Ronnie,RB,550.9,19.68,1
2023,186309,Ronnie,TE,149.8,10.7,8
2023,186309,Ronnie,W/R/T,173.6,12.4,8
2023,186309,Ronnie,K,111,7.93,8
2023,186309,Ronnie,DEF,135,9.64,5
2023,186310,Cambrias,QB,239.5,17.11,10
2023,186310,Cambrias,WR,385.1,13.75,8
2023,186310,Cambrias,RB,376.6,13.45,8
2023,186310,Cambrias,TE,212.4,15.17,1
2023,186310,Cambrias,W/R/T,232.6,16.61,3
2023,186310,Cambrias,K,99,7.07,10
2023,186310,Cambrias,DEF,117,8.36,7
2023,186311,Mike Long,QB,261.68,18.69,5
2023,186311,Mike Long,WR,432.9,15.46,5
2023,186311,Mike Long,RB,443.3,15.83,3
2023,186311,Mike Long,TE,106.1,7.58,12
2023,186311,Mike Long,W/R/T,153.9,10.99,10
2023,186311,Mike Long,K,123,8.79,3
2023,186311,Mike Long,DEF,72,5.14,12
2023,186312,Frank & Julian,QB,256.78,18.34,7
2023,186312,Frank & Julian,WR,450.4,16.09,4
2023,186312,Frank & Julian,RB,295.9,10.57,12
2023,186312,Frank & Julian,TE,182.92,13.07,4
2023,186312,Frank & Julian,W/R/T,210,15,4
2023,186312,Frank & Julian,K,96,6.86,12
2023,186312,Frank & Julian,DEF,120,8.57,6
2024,330547,Richie,QB,214.98,15.36,3
2024,330547,Richie,WR,267,9.54,5
2024,330547,Richie,RB,233.32,8.33,10
2024,330547,Richie,TE,138.7,9.91,3
2024,330547,Richie,W/R/T,127.5,9.11,6
2024,330547,Richie,K,81,5.79,6
2024,330547,Richie,DEF,57,4.07,9
2024,330548,Antdell & Ernie,QB,161.5,11.54,6
2024,330548,Antdell & Ernie,WR,249.2,8.9,8
2024,330548,Antdell & Ernie,RB,305.3,10.9,4
2024,330548,Antdell & Ernie,TE,66.8,4.77,11
2024,330548,Antdell & Ernie,W/R/T,102.3,7.31,11
2024,330548,Antdell & Ernie,K,106,7.57,1
2024,330548,Antdell & Ernie,DEF,82,5.86,4
2024,330549,Chris & Dom,QB,195.7,13.98,4
2024,330549,Chris & Dom,WR,275.1,9.83,4
2024,330549,Chris & Dom,RB,236.9,8.46,9
2024,330549,Chris & Dom,TE,112.9,8.06,7
2024,330549,Chris & Dom,W/R/T,135.4,9.67,3
2024,330549,Chris & Dom,K,91,6.5,4
2024,330549,Chris & Dom,DEF,86,6.14,3
2024,330550,Phil Baldino,QB,185.68,13.26,5
2024,330550,Phil Baldino,WR,261.78,9.35,6
2024,330550,Phil Baldino,RB,266.7,9.53,7
2024,330550,Phil Baldino,TE,128.7,9.19,5
2024,330550,Phil Baldino,W/R/T,84.2,6.01,12
2024,330550,Phil Baldino,K,98,7,2
2024,330550,Phil Baldino,DEF,75,5.36,6
2024,330551,John Juliano,QB,217.1,15.51,2
2024,330551,John Juliano,WR,217.4,7.76,10
2024,330551,John Juliano,RB,318.3,11.37,2
2024,330551,John Juliano,TE,114.7,8.19,6
2024,330551,John Juliano,W/R/T,128.7,9.19,5
2024,330551,John Juliano,K,55,3.93,11
2024,330551,John Juliano,DEF,68,4.86,7
2024,330552,Nolan & Vinny,QB,150.18,10.73,8
2024,330552,Nolan & Vinny,WR,302,10.79,1
2024,330552,Nolan & Vinny,RB,269.3,9.62,6
2024,330552,Nolan & Vinny,TE,98.3,7.02,10
2024,330552,Nolan & Vinny,W/R/T,125.2,8.94,7
2024,330552,Nolan & Vinny,K,92,6.57,3
2024,330552,Nolan & Vinny,DEF,56,4,10
2024,330553,Pung & Tralie,QB,146.66,10.48,9
2024,330553,Pung & Tralie,WR,301.1,10.75,2
2024,330553,Pung & Tralie,RB,317.7,11.35,3
2024,330553,Pung & Tralie,TE,110.4,7.89,8
2024,330553,Pung & Tralie,W/R/T,111.3,7.95,8
2024,330553,Pung & Tralie,K,37,2.64,12
2024,330553,Pung & Tralie,DEF,50,3.57,11
2024,330554,Rob & GregBo,QB,232.44,16.6,1
2024,330554,Rob & GregBo,WR,285.4,10.19,3
2024,330554,Rob & GregBo,RB,282.4,10.09,5
2024,330554,Rob & GregBo,TE,136.4,9.74,4
2024,330554,Rob & GregBo,W/R/T,160.9,11.49,1
2024,330554,Rob & GregBo,K,73,5.21,9
2024,330554,Rob & GregBo,DEF,91,6.5,2
2024,330555,Ronnie,QB,154.76,11.05,7
2024,330555,Ronnie,WR,176.6,6.31,11
2024,330555,Ronnie,RB,247.9,8.85,8
2024,330555,Ronnie,TE,59.5,4.25,12
2024,330555,Ronnie,W/R/T,133.9,9.56,4
2024,330555,Ronnie,K,77,5.5,7
2024,330555,Ronnie,DEF,44,3.14,12
2024,330556,Cambrias,QB,127.72,9.12,10
2024,330556,Cambrias,WR,228.9,8.18,9
2024,330556,Cambrias,RB,371.7,13.28,1
2024,330556,Cambrias,TE,148.2,10.59,2
2024,330556,Cambrias,W/R/T,149,10.64,2
2024,330556,Cambrias,K,76,5.43,8
2024,330556,Cambrias,DEF,65,4.64,8
2024,330557,Mike Long,QB,98.38,7.03,12
2024,330557,Mike Long,WR,169.7,6.06,12
2024,330557,Mike Long,RB,207.3,7.4,11
2024,330557,Mike Long,TE,108.12,7.72,9
2024,330557,Mike Long,W/R/T,105.7,7.55,10
2024,330557,Mike Long,K,88,6.29,5
2024,330557,Mike Long,DEF,76,5.43,5
2024,330558,Frank & Julian,QB,119.58,8.54,11
2024,330558,Frank & Julian,WR,257.6,9.2,7
2024,330558,Frank & Julian,RB,175.2,6.26,12
2024,330558,Frank & Julian,TE,151.8,10.84,1
2024,330558,Frank & Julian,W/R/T,107.1,7.65,9
2024,330558,Frank & Julian,K,71,5.07,10
2024,330558,Frank & Julian,DEF,100,7.14,1
2025,330559,Richie,RB,217.9,7.78,12
2025,330559,Richie,WR,391.5,13.98,4
2025,330559,Richie,K,139,9.93,2
2025,330559,Richie,TE,81,5.79,10
2025,330559,Richie,QB,226.56,16.18,8
2025,330559,Richie,W/R/T,213.1,15.22,5
2025,330559,Richie,DEF,127,9.07,2
2025,330560,John Juliano,WR,303,10.82,8
2025,330560,John Juliano,K,124,8.86,3
2025,330560,John Juliano,QB,332.58,23.76,1
2025,330560,John Juliano,TE,128.9,9.21,6
2025,330560,John Juliano,RB,388.2,13.86,5
2025,330560,John Juliano,W/R/T,185.3,13.24,9
2025,330560,John Juliano,DEF,116,8.29,3
2025,330561,Mike Long,K,146,10.43,1
2025,330561,Mike Long,WR,283.3,10.12,9
2025,330561,Mike Long,RB,498.7,17.81,2
2025,330561,Mike Long,QB,228.7,16.34,7
2025,330561,Mike Long,TE,165.3,11.81,5
2025,330561,Mike Long,W/R/T,209.1,14.94,6
2025,330561,Mike Long,DEF,79,5.64,12
2025,330562,Nolan & Vinny,TE,109.5,7.82,9
2025,330562,Nolan & Vinny,RB,282.9,10.1,7
2025,330562,Nolan & Vinny,W/R/T,172.2,12.3,10
2025,330562,Nolan & Vinny,WR,362.3,12.94,5
2025,330562,Nolan & Vinny,QB,314.78,22.48,2
2025,330562,Nolan & Vinny,K,121,8.64,4
2025,330562,Nolan & Vinny,DEF,114,8.14,4
2025,330563,Cambrias,WR,273.2,9.76,10
2025,330563,Cambrias,RB,231.3,8.26,9
2025,330563,Cambrias,QB,223.64,15.97,9
2025,330563,Cambrias,K,104,7.43,7
2025,330563,Cambrias,TE,234.7,16.76,1
2025,330563,Cambrias,W/R/T,284.7,20.34,1
2025,330563,Cambrias,DEF,105,7.5,6
2025,330564,Pung & Tralie,TE,125.1,8.94,7
2025,330564,Pung & Tralie,WR,417.7,16.05,3
2025,330564,Pung & Tralie,RB,218.4,7.8,11
2025,330564,Pung & Tralie,K,109,7.79,6
2025,330564,Pung & Tralie,QB,203.12,14.51,12
2025,330564,Pung & Tralie,W/R/T,190.2,13.59,8
2025,330564,Pung & Tralie,DEF,83,5.93,10
2025,330565,Antdell & Ernie,K,98,7,8
2025,330565,Antdell & Ernie,QB,264.2,18.87,4
2025,330565,Antdell & Ernie,WR,328,11.71,7
2025,330565,Antdell & Ernie,RB,541.16,19.33,1
2025,330565,Antdell & Ernie,W/R/T,161.1,11.51,12
2025,330565,Antdell & Ernie,TE,172.3,12.31,3
2025,330565,Antdell & Ernie,DEF,82,5.86,11
2025,330566,Frank & Julian,QB,219.08,15.65,10
2025,330566,Frank & Julian,RB,227.82,8.14,10
2025,330566,Frank & Julian,TE,16.3,1.16,11
2025,330566,Frank & Julian,K,88,6.29,10
2025,330566,Frank & Julian,WR,437.82,15.64,1
2025,330566,Frank & Julian,W/R/T,161.4,11.53,11
2025,330566,Frank & Julian,DEF,112,8,5
2025,330567,Phil Baldino,WR,345.4,12.34,6
2025,330567,Phil Baldino,TE,176.2,12.59,2
2025,330567,Phil Baldino,K,113,8.07,5
2025,330567,Phil Baldino,QB,254.8,18.2,6
2025,330567,Phil Baldino,RB,409,14.61,4
2025,330567,Phil Baldino,W/R/T,199.5,14.25,7
2025,330567,Phil Baldino,DEF,173,12.36,1
2025,330568,Rob & GregBo,QB,257.82,18.42,5
2025,330568,Rob & GregBo,K,97,6.93,9
2025,330568,Rob & GregBo,RB,309,11.04,6
2025,330568,Rob & GregBo,WR,219.6,7.84,12
2025,330568,Rob & GregBo,TE,172.3,12.31,4
2025,330568,Rob & GregBo,W/R/T,283.8,20.27,2
2025,330568,Rob & GregBo,DEF,101,7.21,7
2025,330569,Ronnie,QB,205.9,14.71,11
2025,330569,Ronnie,WR,242.8,8.67,11
2025,330569,Ronnie,TE,118.1,8.44,8
2025,330569,Ronnie,W/R/T,244.8,17.49,3
2025,330569,Ronnie,K,78,5.57,11
2025,330569,Ronnie,RB,486.9,17.39,3
2025,330569,Ronnie,DEF,86,6.14,9
2025,330570,Chris & Dom,K,50,3.57,12
2025,330570,Chris & Dom,TE,11.1,0.79,12
2025,330570,Chris & Dom,RB,232.7,8.31,8
2025,330570,Chris & Dom,WR,426.88,15.25,2
2025,330570,Chris & Dom,QB,296.38,21.17,3
2025,330570,Chris & Dom,W/R/T,227.9,16.28,4
