season,posteam,run_location,run_gap,carries,yoe_per_carry,stuff_rate
2021,NO,left,end,36,-1.7734247644742331,0.2222222222222222
2021,NO,left,guard,73,-1.1504540414842839,0.2465753424657534
2021,NO,left,tackle,60,-0.10916384458541863,0.18333333333333332
2021,NO,middle,guard,45,-0.48029408189985473,0.17777777777777778
2021,NO,right,end,31,0.08314805742233002,0.22580645161290322
2021,NO,right,guard,71,-0.7205024840126575,0.15492957746478872
2021,NO,right,tackle,60,-0.7884012778600057,0.15
2021,NYG,left,end,15,0.9511641025543213,0.2
2021,NYG,left,guard,53,-0.370069475668781,0.18867924528301888
2021,NYG,left,tackle,32,-1.331248052418232,0.15625
2021,NYG,middle,guard,96,-0.3490536293635766,0.16666666666666666
2021,NYG,right,end,22,2.182272650978782,0.3181818181818182
2021,NYG,right,guard,65,-1.007544031509986,0.15384615384615385
2021,NYG,right,tackle,50,-0.789839032292366,0.24
2021,NYJ,left,end,37,0.46229198172285735,0.16216216216216217
2021,NYJ,left,guard,45,-0.5153355062007906,0.15555555555555556
2021,NYJ,left,tackle,44,0.7619295987215907,0.1590909090909091
2021,NYJ,middle,guard,66,0.39773484567801193,0.21212121212121213
2021,NYJ,right,end,26,-0.6313610718800473,0.2692307692307692
2021,NYJ,right,guard,60,-0.493095370133718,0.11666666666666667
2021,NYJ,right,tackle,49,0.23624674154787828,0.22448979591836735
2021,PHI,left,end,60,1.215564765532812,0.16666666666666666
2021,PHI,left,guard,45,1.560049695438809,0.08888888888888889
2021,PHI,left,tackle,39,0.805915532967983,0.1794871794871795
2021,PHI,middle,guard,122,0.09806526977507853,0.09016393442622951
2021,PHI,right,end,54,1.0181042047010522,0.2222222222222222
2021,PHI,right,guard,38,-0.17358230760222995,0.10526315789473684
2021,PHI,right,tackle,44,-0.2706925638697364,0.11363636363636363
2021,PIT,left,end,28,-1.3623601964541845,0.21428571428571427
2021,PIT,left,guard,74,-0.6936946764991084,0.16216216216216217
2021,PIT,left,tackle,38,-0.9545115899098547,0.2894736842105263
2021,PIT,middle,guard,96,-0.9396673658241826,0.13541666666666666
2021,PIT,right,end,30,-0.43766662279764806,0.23333333333333334
2021,PIT,right,guard,70,-0.1596257290669853,0.11428571428571428
2021,PIT,right,tackle,41,0.5299948701044411,0.1951219512195122
2021,SEA,left,end,27,-0.6634972581156978,0.18518518518518517
2021,SEA,left,guard,36,-1.1108046331339407,0.2777777777777778
2021,SEA,left,tackle,30,2.9859841267267857,0.26666666666666666
