"season","posteam","week","game_id","player_id","full_name","position","pass_attempt","rec_attempt","rush_attempt","pass_air_yards","rec_air_yards","pass_completions","receptions","pass_completions_exp","receptions_exp","pass_yards_gained","rec_yards_gained","rush_yards_gained","pass_yards_gained_exp","rec_yards_gained_exp","rush_yards_gained_exp","pass_touchdown","rec_touchdown","rush_touchdown","pass_touchdown_exp","rec_touchdown_exp","rush_touchdown_exp","pass_two_point_conv","rec_two_point_conv","rush_two_point_conv","pass_two_point_conv_exp","rec_two_point_conv_exp","rush_two_point_conv_exp","pass_first_down","rec_first_down","rush_first_down","pass_first_down_exp","rec_first_down_exp","rush_first_down_exp","pass_interception","rec_interception","pass_interception_exp","rec_interception_exp","rec_fumble_lost","rush_fumble_lost","pass_fantasy_points_exp","rec_fantasy_points_exp","rush_fantasy_points_exp","pass_fantasy_points","rec_fantasy_points","rush_fantasy_points","total_yards_gained","total_yards_gained_exp","total_touchdown","total_touchdown_exp","total_first_down","total_first_down_exp","total_fantasy_points","total_fantasy_points_exp","pass_completions_diff","receptions_diff","pass_yards_gained_diff","rec_yards_gained_diff","rush_yards_gained_diff","pass_touchdown_diff","rec_touchdown_diff","rush_touchdown_diff","pass_two_point_conv_diff","rec_two_point_conv_diff","rush_two_point_conv_diff","pass_first_down_diff","rec_first_down_diff","rush_first_down_diff","pass_interception_diff","rec_interception_diff","pass_fantasy_points_diff","rec_fantasy_points_diff","rush_fantasy_points_diff","total_yards_gained_diff","total_touchdown_diff","total_first_down_diff","total_fantasy_points_diff","pass_attempt_team","rec_attempt_team","rush_attempt_team","pass_air_yards_team","rec_air_yards_team","pass_completions_team","receptions_team","pass_completions_exp_team","receptions_exp_team","pass_yards_gained_team","rec_yards_gained_team","rush_yards_gained_team","pass_yards_gained_exp_team","rec_yards_gained_exp_team","rush_yards_gained_exp_team","pass_touchdown_team","rec_touchdown_team","rush_touchdown_team","pass_touchdown_exp_team","rec_touchdown_exp_team","rush_touchdown_exp_team","pass_two_point_conv_team","rec_two_point_conv_team","rush_two_point_conv_team","pass_two_point_conv_exp_team","rec_two_point_conv_exp_team","rush_two_point_conv_exp_team","pass_first_down_team","rec_first_down_team","rush_first_down_team","pass_first_down_exp_team","rec_first_down_exp_team","rush_first_down_exp_team","pass_interception_team","rec_interception_team","pass_interception_exp_team","rec_interception_exp_team","rec_fumble_lost_team","rush_fumble_lost_team","pass_fantasy_points_exp_team","rec_fantasy_points_exp_team","rush_fantasy_points_exp_team","pass_fantasy_points_team","rec_fantasy_points_team","rush_fantasy_points_team","pass_completions_diff_team","receptions_diff_team","pass_yards_gained_diff_team","rec_yards_gained_diff_team","rush_yards_gained_diff_team","pass_touchdown_diff_team","rec_touchdown_diff_team","rush_touchdown_diff_team","pass_two_point_conv_diff_team","rec_two_point_conv_diff_team","rush_two_point_conv_diff_team","pass_first_down_diff_team","rec_first_down_diff_team","rush_first_down_diff_team","pass_interception_diff_team","rec_interception_diff_team","pass_fantasy_points_diff_team","rec_fantasy_points_diff_team","rush_fantasy_points_diff_team","total_yards_gained_team","total_yards_gained_exp_team","total_yards_gained_diff_team","total_touchdown_team","total_touchdown_exp_team","total_touchdown_diff_team","total_first_down_team","total_first_down_exp_team","total_first_down_diff_team","total_fantasy_points_team","total_fantasy_points_exp_team","total_fantasy_points_diff_team"
"2022","KC",4,"2022_04_KC_TB","00-0035140","Mecole Hardman","WR",0,1,0,0,-3,0,1,0,0.89,0,4,0,0,5.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0.01,0,0,0,1.42,0,0,1.4,0,4,5.16,0,0,0,0.18,1.4,1.42,0,0.11,0,-1.16,0,0,0,0,0,0,0,0,-0.18,0,0,-0.01,0,-0.02,0,-1.16,0,-0.18,-0.02,37,37,37,262,262,23,23,25.59,25.59,249,249,189,272.51,272.52,157.72,3,3,2,3.25,3.25,2.03,0,0,0,0,0,0,17,17,8,16.76,16.77,11.88,1,1,0.64,0.67,0,0,22.6,72.33,27.98,19.96,65.9,30.9,-2.59,-2.59,-23.51,-23.52,31.28,-0.25,-0.25,-0.0299999999999999,0,0,0,0.239999999999998,0.23,-3.88,0.36,0.33,-2.64,-6.43,2.92,438,430.24,7.76000000000001,5,5.28,-0.28,25,28.65,-3.65,96.8,100.31,-3.51
"2022","KC",4,"2022_04_KC_TB","00-0033857","JuJu Smith-Schuster","WR",0,8,0,0,40,0,5,0,5.63,0,46,0,0,56.76,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,3,0,0,3.06,0,0,1,0,0.11,0,0,0,11.74,0,0,9.6,0,46,56.76,0,0.07,3,3.06,9.6,11.74,0,-0.63,0,-10.76,0,0,-0.07,0,0,0,0,0,-0.06,0,0,0.89,0,-2.14,0,-10.76,-0.07,-0.06,-2.14,37,37,37,262,262,23,23,25.59,25.59,249,249,189,272.51,272.52,157.72,3,3,2,3.25,3.25,2.03,0,0,0,0,0,0,17,17,8,16.76,16.77,11.88,1,1,0.64,0.67,0,0,22.6,72.33,27.98,19.96,65.9,30.9,-2.59,-2.59,-23.51,-23.52,31.28,-0.25,-0.25,-0.0299999999999999,0,0,0,0.239999999999998,0.23,-3.88,0.36,0.33,-2.64,-6.43,2.92,438,430.24,7.76000000000001,5,5.28,-0.28,25,28.65,-3.65,96.8,100.31,-3.51
"2022","KC",4,"2022_04_KC_TB",,,,0,3,0,0,8,0,0,0,2.35,0,0,0,0,17.24,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0.01,0,0,0,4.26,0,0,0,0,0,17.24,0,0.03,0,0.64,0,4.26,0,-2.35,0,-17.24,0,0,-0.03,0,0,0,0,0,-0.64,0,0,-0.01,0,-4.26,0,-17.24,-0.03,-0.64,-4.26,37,37,37,262,262,23,23,25.59,25.59,249,249,189,272.51,272.52,157.72,3,3,2,3.25,3.25,2.03,0,0,0,0,0,0,17,17,8,16.76,16.77,11.88,1,1,0.64,0.67,0,0,22.6,72.33,27.98,19.96,65.9,30.9,-2.59,-2.59,-23.51,-23.52,31.28,-0.25,-0.25,-0.0299999999999999,0,0,0,0.239999999999998,0.23,-3.88,0.36,0.33,-2.64,-6.43,2.92,438,430.24,7.76000000000001,5,5.28,-0.28,25,28.65,-3.65,96.8,100.31,-3.51
"2022","TB",4,"2022_04_KC_TB","00-0034411","Russell Gage","WR",0,4,0,0,29,0,2,0,2.8,0,24,0,0,27.65,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,1,0,0,1.02,0,0,0,0,0.1,0,0,0,5.71,0,0,4.4,0,24,27.65,0,0.02,1,1.02,4.4,5.71,0,-0.8,0,-3.65,0,0,-0.02,0,0,0,0,0,-0.02,0,0,-0.1,0,-1.31,0,-3.65,-0.02,-0.02,-1.31,52,52,6,326,326,39,39,36.06,36.07,371,371,3,355.12,355.11,19.5,3,3,1,2.95,2.93,0.99,0,0,0,0,0,0,23,23,2,19.2,19.19,2.15,0,0,1.31,1.31,0,0,23.39,89.28,7.89,26.84,94.1,6.3,2.94,2.93,15.88,15.89,-16.5,0.0499999999999998,0.0700000000000001,0.01,0,0,0,3.8,3.81,-0.15,-1.31,-1.31,3.45,4.82,-1.59,374,374.61,-0.609999999999999,4,3.92,0.0800000000000001,25,21.34,3.66,100.4,97.17,3.23
"2022","KC",4,"2022_04_KC_TB","00-0038090","Skyy Moore","WR",0,4,0,0,50,0,2,0,2.43,0,31,0,0,33.86,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,2,0,0,2.01,0,0,0,0,0.08,0,0,0,7.6,0,0,5.1,0,31,33.86,0,0.3,2,2.01,5.1,7.6,0,-0.43,0,-2.86,0,0,-0.3,0,0,0,0,0,-0.00999999999999979,0,0,-0.08,0,-2.5,0,-2.86,-0.3,-0.00999999999999979,-2.5,37,37,37,262,262,23,23,25.59,25.59,249,249,189,272.51,272.52,157.72,3,3,2,3.25,3.25,2.03,0,0,0,0,0,0,17,17,8,16.76,16.77,11.88,1,1,0.64,0.67,0,0,22.6,72.33,27.98,19.96,65.9,30.9,-2.59,-2.59,-23.51,-23.52,31.28,-0.25,-0.25,-0.0299999999999999,0,0,0,0.239999999999998,0.23,-3.88,0.36,0.33,-2.64,-6.43,2.92,438,430.24,7.76000000000001,5,5.28,-0.28,25,28.65,-3.65,96.8,100.31,-3.51
"2022","KC",4,"2022_04_KC_TB","00-0034272","Marquez Valdes-Scantling","WR",0,5,0,0,62,0,3,0,3.15,0,63,0,0,46.98,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,2,0,0,2.65,0,0,0,0,0.18,0,0,0,13.43,0,0,9.3,0,63,46.98,0,0.93,2,2.65,9.3,13.43,0,-0.15,0,16.02,0,0,-0.93,0,0,0,0,0,-0.65,0,0,-0.18,0,-4.13,0,16.02,-0.93,-0.65,-4.13,37,37,37,262,262,23,23,25.59,25.59,249,249,189,272.51,272.52,157.72,3,3,2,3.25,3.25,2.03,0,0,0,0,0,0,17,17,8,16.76,16.77,11.88,1,1,0.64,0.67,0,0,22.6,72.33,27.98,19.96,65.9,30.9,-2.59,-2.59,-23.51,-23.52,31.28,-0.25,-0.25,-0.0299999999999999,0,0,0,0.239999999999998,0.23,-3.88,0.36,0.33,-2.64,-6.43,2.92,438,430.24,7.76000000000001,5,5.28,-0.28,25,28.65,-3.65,96.8,100.31,-3.51
"2022","KC",4,"2022_04_KC_TB","00-0036360","Clyde Edwards-Helaire","RB",0,2,19,0,6,0,1,0,1.16,0,2,92,0,8.11,79.43,0,1,1,0,0.41,0.46,0,0,0,0,0,0,0,1,5,0,1.09,5.8,0,0,0,0.03,0,0,0,4.46,10.72,0,7.2,15.2,94,87.54,2,0.87,6,6.89,22.4,15.18,0,-0.16,0,-6.11,12.57,0,0.59,0.54,0,0,0,0,-0.0900000000000001,-0.8,0,-0.03,0,2.74,4.48,6.45999999999999,1.13,-0.89,7.22,37,37,37,262,262,23,23,25.59,25.59,249,249,189,272.51,272.52,157.72,3,3,2,3.25,3.25,2.03,0,0,0,0,0,0,17,17,8,16.76,16.77,11.88,1,1,0.64,0.67,0,0,22.6,72.33,27.98,19.96,65.9,30.9,-2.59,-2.59,-23.51,-23.52,31.28,-0.25,-0.25,-0.0299999999999999,0,0,0,0.239999999999998,0.23,-3.88,0.36,0.33,-2.64,-6.43,2.92,438,430.24,7.76000000000001,5,5.28,-0.28,25,28.65,-3.65,96.8,100.31,-3.51
"2022","TB",4,"2022_04_KC_TB","00-0037256","Rachaad White","RB",0,5,3,0,4,0,5,0,3.78,0,40,6,0,28.51,5.95,0,0,1,0,0.05,0.98,0,0,0,0,0,0,0,3,2,0,1.48,1.73,0,0,0,0.06,0,0,0,6.93,6.47,0,9,6.6,46,34.46,1,1.03,5,3.21,15.6,13.4,0,1.22,0,11.49,0.0499999999999998,0,-0.05,0.02,0,0,0,0,1.52,0.27,0,-0.06,0,2.07,0.13,11.54,-0.03,1.79,2.2,52,52,6,326,326,39,39,36.06,36.07,371,371,3,355.12,355.11,19.5,3,3,1,2.95,2.93,0.99,0,0,0,0,0,0,23,23,2,19.2,19.19,2.15,0,0,1.31,1.31,0,0,23.39,89.28,7.89,26.84,94.1,6.3,2.94,2.93,15.88,15.89,-16.5,0.0499999999999998,0.0700000000000001,0.01,0,0,0,3.8,3.81,-0.15,-1.31,-1.31,3.45,4.82,-1.59,374,374.61,-0.609999999999999,4,3.92,0.0800000000000001,25,21.34,3.66,100.4,97.17,3.23
"2022","TB",4,"2022_04_KC_TB","00-0031408","Mike Evans","WR",0,10,0,0,125,0,8,0,5.5,0,103,0,0,73.67,0,0,2,0,0,1.43,0,0,0,0,0,0,0,0,6,0,0,4.57,0,0,0,0,0.44,0,0,0,21.48,0,0,30.3,0,103,73.67,2,1.43,6,4.57,30.3,21.48,0,2.5,0,29.33,0,0,0.57,0,0,0,0,0,1.43,0,0,-0.44,0,8.82,0,29.33,0.57,1.43,8.82,52,52,6,326,326,39,39,36.06,36.07,371,371,3,355.12,355.11,19.5,3,3,1,2.95,2.93,0.99,0,0,0,0,0,0,23,23,2,19.2,19.19,2.15,0,0,1.31,1.31,0,0,23.39,89.28,7.89,26.84,94.1,6.3,2.94,2.93,15.88,15.89,-16.5,0.0499999999999998,0.0700000000000001,0.01,0,0,0,3.8,3.81,-0.15,-1.31,-1.31,3.45,4.82,-1.59,374,374.61,-0.609999999999999,4,3.92,0.0800000000000001,25,21.34,3.66,100.4,97.17,3.23
"2022","KC",4,"2022_04_KC_TB","00-0031376","Jerick McKinnon","RB",0,1,2,0,-3,0,1,0,0.82,0,1,-1,0,2.9,4.08,0,0,0,0,0.58,0.59,0,0,0,0,0,0,0,0,0,0,0.49,1.48,0,0,0,0.01,0,0,0,4.58,3.95,0,1.1,-0.1,0,6.98,0,1.17,0,1.97,1,8.53,0,0.18,0,-1.9,-5.08,0,-0.58,-0.59,0,0,0,0,-0.49,-1.48,0,-0.01,0,-3.48,-4.05,-6.98,-1.17,-1.97,-7.53,37,37,37,262,262,23,23,25.59,25.59,249,249,189,272.51,272.52,157.72,3,3,2,3.25,3.25,2.03,0,0,0,0,0,0,17,17,8,16.76,16.77,11.88,1,1,0.64,0.67,0,0,22.6,72.33,27.98,19.96,65.9,30.9,-2.59,-2.59,-23.51,-23.52,31.28,-0.25,-0.25,-0.0299999999999999,0,0,0,0.239999999999998,0.23,-3.88,0.36,0.33,-2.64,-6.43,2.92,438,430.24,7.76000000000001,5,5.28,-0.28,25,28.65,-3.65,96.8,100.31,-3.51
"2022","TB",4,"2022_04_KC_TB","00-0027944","Julio Jones","WR",0,2,0,0,51,0,1,0,1.09,0,7,0,0,23.46,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,1,0,0,0.79,0,0,0,0,0.14,0,0,0,3.88,0,0,1.7,0,7,23.46,0,0.07,1,0.79,1.7,3.88,0,-0.0900000000000001,0,-16.46,0,0,-0.07,0,0,0,0,0,0.21,0,0,-0.14,0,-2.18,0,-16.46,-0.07,0.21,-2.18,52,52,6,326,326,39,39,36.06,36.07,371,371,3,355.12,355.11,19.5,3,3,1,2.95,2.93,0.99,0,0,0,0,0,0,23,23,2,19.2,19.19,2.15,0,0,1.31,1.31,0,0,23.39,89.28,7.89,26.84,94.1,6.3,2.94,2.93,15.88,15.89,-16.5,0.0499999999999998,0.0700000000000001,0.01,0,0,0,3.8,3.81,-0.15,-1.31,-1.31,3.45,4.82,-1.59,374,374.61,-0.609999999999999,4,3.92,0.0800000000000001,25,21.34,3.66,100.4,97.17,3.23
"2022","KC",4,"2022_04_KC_TB","00-0036637","Noah Gray","TE",0,1,1,0,13,0,0,0,0.7,0,0,1,0,12.13,0.37,0,0,1,0,0.04,0.51,0,0,0,0,0,0,0,0,1,0,0.71,0.59,0,0,0,0.02,0,0,0,2.15,3.08,0,0,6.1,1,12.5,1,0.55,1,1.3,6.1,5.23,0,-0.7,0,-12.13,0.63,0,-0.04,0.49,0,0,0,0,-0.71,0.41,0,-0.02,0,-2.15,3.02,-11.5,0.45,-0.3,0.869999999999999,37,37,37,262,262,23,23,25.59,25.59,249,249,189,272.51,272.52,157.72,3,3,2,3.25,3.25,2.03,0,0,0,0,0,0,17,17,8,16.76,16.77,11.88,1,1,0.64,0.67,0,0,22.6,72.33,27.98,19.96,65.9,30.9,-2.59,-2.59,-23.51,-23.52,31.28,-0.25,-0.25,-0.0299999999999999,0,0,0,0.239999999999998,0.23,-3.88,0.36,0.33,-2.64,-6.43,2.92,438,430.24,7.76000000000001,5,5.28,-0.28,25,28.65,-3.65,96.8,100.31,-3.51
"2022","TB",4,"2022_04_KC_TB","00-0038129","Cade Otton","TE",0,4,0,0,21,0,3,0,2.67,0,29,0,0,24.33,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,2,0,0,1.16,0,0,0,0,0.12,0,0,0,5.13,0,0,5.9,0,29,24.33,0,0.01,2,1.16,5.9,5.13,0,0.33,0,4.67,0,0,-0.01,0,0,0,0,0,0.84,0,0,-0.12,0,0.77,0,4.67,-0.01,0.84,0.77,52,52,6,326,326,39,39,36.06,36.07,371,371,3,355.12,355.11,19.5,3,3,1,2.95,2.93,0.99,0,0,0,0,0,0,23,23,2,19.2,19.19,2.15,0,0,1.31,1.31,0,0,23.39,89.28,7.89,26.84,94.1,6.3,2.94,2.93,15.88,15.89,-16.5,0.0499999999999998,0.0700000000000001,0.01,0,0,0,3.8,3.81,-0.15,-1.31,-1.31,3.45,4.82,-1.59,374,374.61,-0.609999999999999,4,3.92,0.0800000000000001,25,21.34,3.66,100.4,97.17,3.23
"2022","KC",4,"2022_04_KC_TB","00-0034386","Justin Watson","WR",0,1,0,0,26,0,0,0,0.31,0,0,0,0,8.1,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.04,0,0,0,2.95,0,0,0,0,0,8.1,0,0.31,0,0.25,0,2.95,0,-0.31,0,-8.1,0,0,-0.31,0,0,0,0,0,-0.25,0,0,-0.04,0,-2.95,0,-8.1,-0.31,-0.25,-2.95,37,37,37,262,262,23,23,25.59,25.59,249,249,189,272.51,272.52,157.72,3,3,2,3.25,3.25,2.03,0,0,0,0,0,0,17,17,8,16.76,16.77,11.88,1,1,0.64,0.67,0,0,22.6,72.33,27.98,19.96,65.9,30.9,-2.59,-2.59,-23.51,-23.52,31.28,-0.25,-0.25,-0.0299999999999999,0,0,0,0.239999999999998,0.23,-3.88,0.36,0.33,-2.64,-6.43,2.92,438,430.24,7.76000000000001,5,5.28,-0.28,25,28.65,-3.65,96.8,100.31,-3.51
"2022","KC",4,"2022_04_KC_TB","00-0035547","Joe Fortson","TE",0,1,0,0,7,0,1,0,0.67,0,10,0,0,5.46,0,0,1,0,0,0.22,0,0,0,0,0,0,0,0,1,0,0,0.23,0,0,0,0,0.03,0,0,0,2.51,0,0,8,0,10,5.46,1,0.22,1,0.23,8,2.51,0,0.33,0,4.54,0,0,0.78,0,0,0,0,0,0.77,0,0,-0.03,0,5.49,0,4.54,0.78,0.77,5.49,37,37,37,262,262,23,23,25.59,25.59,249,249,189,272.51,272.52,157.72,3,3,2,3.25,3.25,2.03,0,0,0,0,0,0,17,17,8,16.76,16.77,11.88,1,1,0.64,0.67,0,0,22.6,72.33,27.98,19.96,65.9,30.9,-2.59,-2.59,-23.51,-23.52,31.28,-0.25,-0.25,-0.0299999999999999,0,0,0,0.239999999999998,0.23,-3.88,0.36,0.33,-2.64,-6.43,2.92,438,430.24,7.76000000000001,5,5.28,-0.28,25,28.65,-3.65,96.8,100.31,-3.51
"2022","TB",4,"2022_04_KC_TB","00-0037311","Ko Kieft","TE",0,1,0,0,16,0,1,0,0.51,0,19,0,0,9.4,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,1,0,0,0.55,0,0,0,0,0.05,0,0,0,2.18,0,0,2.9,0,19,9.4,0,0.12,1,0.55,2.9,2.18,0,0.49,0,9.6,0,0,-0.12,0,0,0,0,0,0.45,0,0,-0.05,0,0.72,0,9.6,-0.12,0.45,0.72,52,52,6,326,326,39,39,36.06,36.07,371,371,3,355.12,355.11,19.5,3,3,1,2.95,2.93,0.99,0,0,0,0,0,0,23,23,2,19.2,19.19,2.15,0,0,1.31,1.31,0,0,23.39,89.28,7.89,26.84,94.1,6.3,2.94,2.93,15.88,15.89,-16.5,0.0499999999999998,0.0700000000000001,0.01,0,0,0,3.8,3.81,-0.15,-1.31,-1.31,3.45,4.82,-1.59,374,374.61,-0.609999999999999,4,3.92,0.0800000000000001,25,21.34,3.66,100.4,97.17,3.23
"2022","TB",4,"2022_04_KC_TB","00-0029000","Cole Beasley","WR",0,1,0,0,-3,0,1,0,0.89,0,5,0,0,6.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.01,0,0,0,1.57,0,0,1.5,0,5,6.62,0,0,0,0.04,1.5,1.57,0,0.11,0,-1.62,0,0,0,0,0,0,0,0,-0.04,0,0,-0.01,0,-0.0700000000000001,0,-1.62,0,-0.04,-0.0700000000000001,52,52,6,326,326,39,39,36.06,36.07,371,371,3,355.12,355.11,19.5,3,3,1,2.95,2.93,0.99,0,0,0,0,0,0,23,23,2,19.2,19.19,2.15,0,0,1.31,1.31,0,0,23.39,89.28,7.89,26.84,94.1,6.3,2.94,2.93,15.88,15.89,-16.5,0.0499999999999998,0.0700000000000001,0.01,0,0,0,3.8,3.81,-0.15,-1.31,-1.31,3.45,4.82,-1.59,374,374.61,-0.609999999999999,4,3.92,0.0800000000000001,25,21.34,3.66,100.4,97.17,3.23
"2022","HOU",4,"2022_04_LAC_HOU","00-0036898","Davis Mills","QB",35,0,0,256,0,26,0,24.01,0,246,0,0,263.7,0,0,2,0,0,0.78,0,0,0,0,0,0,0,0,11,0,0,12.02,0,0,2,0,1.23,0,0,0,11.22,0,0,13.84,0,0,246,263.7,2,0.78,11,12.02,13.84,11.22,1.99,0,-17.7,0,0,1.22,0,0,0,0,0,-1.02,0,0,0.77,0,2.62,0,0,-17.7,1.22,-1.02,2.62,35,35,14,256,256,26,26,24.01,24,246,246,131,263.7,263.7,66.7,2,2,1,0.78,0.77,0.06,0,0,0,0,0,0,11,11,2,12.02,12.02,2.76,2,2,1.23,1.25,0,0,11.22,55.08,7.03,13.84,62.6,19.1,1.99,2,-17.7,-17.7,64.3,1.22,1.23,0.94,0,0,0,-1.02,-1.02,-0.76,0.77,0.75,2.62,7.52,12.07,377,330.4,46.6,3,0.83,2.17,13,14.78,-1.78,81.7,62.11,19.59
"2022","HOU",4,"2022_04_LAC_HOU","00-0037258","Dameon Pierce","RB",0,6,14,0,-12,0,6,0,5.07,0,8,131,0,36.72,66.7,0,0,1,0,0.01,0.06,0,0,0,0,0,0,0,0,2,0,1.37,2.76,0,0,0,0.05,0,0,0,8.82,7.03,0,6.8,19.1,139,103.42,1,0.07,2,4.13,25.9,15.85,0,0.93,0,-28.72,64.3,0,-0.01,0.94,0,0,0,0,-1.37,-0.76,0,-0.05,0,-2.02,12.07,35.58,0.93,-2.13,10.05,35,35,14,256,256,26,26,24.01,24,246,246,131,263.7,263.7,66.7,2,2,1,0.78,0.77,0.06,0,0,0,0,0,0,11,11,2,12.02,12.02,2.76,2,2,1.23,1.25,0,0,11.22,55.08,7.03,13.84,62.6,19.1,1.99,2,-17.7,-17.7,64.3,1.22,1.23,0.94,0,0,0,-1.02,-1.02,-0.76,0.77,0.75,2.62,7.52,12.07,377,330.4,46.6,3,0.83,2.17,13,14.78,-1.78,81.7,62.11,19.59
"2022","HOU",4,"2022_04_LAC_HOU","00-0036554","Nico Collins","WR",0,5,0,0,110,0,3,0,2.46,0,82,0,0,53.08,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,2,0,0,2.29,0,0,1,0,0.31,0,0,0,8.3,0,0,11.2,0,82,53.08,0,0.09,2,2.29,11.2,8.3,0,0.54,0,28.92,0,0,-0.09,0,0,0,0,0,-0.29,0,0,0.69,0,2.9,0,28.92,-0.09,-0.29,2.9,35,35,14,256,256,26,26,24.01,24,246,246,131,263.7,263.7,66.7,2,2,1,0.78,0.77,0.06,0,0,0,0,0,0,11,11,2,12.02,12.02,2.76,2,2,1.23,1.25,0,0,11.22,55.08,7.03,13.84,62.6,19.1,1.99,2,-17.7,-17.7,64.3,1.22,1.23,0.94,0,0,0,-1.02,-1.02,-0.76,0.77,0.75,2.62,7.52,12.07,377,330.4,46.6,3,0.83,2.17,13,14.78,-1.78,81.7,62.11,19.59
"2022","LAC",4,"2022_04_LAC_HOU","00-0036355","Justin Herbert","QB",39,0,4,294,0,27,0,27.06,0,340,0,-5,320.26,0,-4,2,0,0,2.27,0,0,0,0,0,0,0,0,15,0,0,15.89,0,0,0,0,0.71,0,0,0,20.47,0,-0.4,21.6,0,-0.5,335,316.26,2,2.27,15,15.89,21.1,20.07,-0.0599999999999987,0,19.74,0,-1,-0.27,0,0,0,0,0,-0.890000000000001,0,0,-0.71,0,1.13,0,-0.1,18.74,-0.27,-0.890000000000001,1.03,39,39,27,294,294,27,27,27.06,27.07,340,340,81,320.26,320.27,99.46,2,2,2,2.27,2.27,0.45,0,0,0,0,0,0,15,15,5,15.89,15.89,4.01,0,0,0.71,0.71,0,0,20.47,72.71,12.65,21.6,73,20.1,-0.0599999999999987,-0.0700000000000003,19.74,19.73,-18.46,-0.27,-0.27,1.55,0,0,0,-0.890000000000001,-0.89,0.99,-0.71,-0.71,1.13,0.29,7.45,421,419.73,1.26999999999999,4,2.72,1.28,20,19.9,0.1,93.1,85.36,7.74
"2022","LAC",4,"2022_04_LAC_HOU","00-0033536","Mike Williams","WR",0,11,0,0,122,0,7,0,7.07,0,120,0,0,98.18,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,5,0,0,5.66,0,0,0,0,0.22,0,0,0,21.21,0,0,19,0,120,98.18,0,0.72,5,5.66,19,21.21,0,-0.0700000000000003,0,21.82,0,0,-0.72,0,0,0,0,0,-0.66,0,0,-0.22,0,-2.21,0,21.82,-0.72,-0.66,-2.21,39,39,27,294,294,27,27,27.06,27.07,340,340,81,320.26,320.27,99.46,2,2,2,2.27,2.27,0.45,0,0,0,0,0,0,15,15,5,15.89,15.89,4.01,0,0,0.71,0.71,0,0,20.47,72.71,12.65,21.6,73,20.1,-0.0599999999999987,-0.0700000000000003,19.74,19.73,-18.46,-0.27,-0.27,1.55,0,0,0,-0.890000000000001,-0.89,0.99,-0.71,-0.71,1.13,0.29,7.45,421,419.73,1.26999999999999,4,2.72,1.28,20,19.9,0.1,93.1,85.36,7.74
"2022","LAC",4,"2022_04_LAC_HOU","00-0033895","Gerald Everett","TE",0,6,0,0,61,0,5,0,3.92,0,61,0,0,53.38,0,0,1,0,0,0.52,0,0,0,0,0,0,0,0,3,0,0,2.65,0,0,0,0,0.15,0,0,0,12.36,0,0,17.1,0,61,53.38,1,0.52,3,2.65,17.1,12.36,0,1.08,0,7.62,0,0,0.48,0,0,0,0,0,0.35,0,0,-0.15,0,4.74,0,7.62,0.48,0.35,4.74,39,39,27,294,294,27,27,27.06,27.07,340,340,81,320.26,320.27,99.46,2,2,2,2.27,2.27,0.45,0,0,0,0,0,0,15,15,5,15.89,15.89,4.01,0,0,0.71,0.71,0,0,20.47,72.71,12.65,21.6,73,20.1,-0.0599999999999987,-0.0700000000000003,19.74,19.73,-18.46,-0.27,-0.27,1.55,0,0,0,-0.890000000000001,-0.89,0.99,-0.71,-0.71,1.13,0.29,7.45,421,419.73,1.26999999999999,4,2.72,1.28,20,19.9,0.1,93.1,85.36,7.74
"2022","HOU",4,"2022_04_LAC_HOU","00-0031236","Brandin Cooks","WR",0,7,0,0,45,0,7,0,4.95,0,57,0,0,47.15,0,0,1,0,0,0.38,0,0,0,0,0,0,0,0,4,0,0,3.15,0,0,0,0,0.18,0,0,0,11.94,0,0,18.7,0,57,47.15,1,0.38,4,3.15,18.7,11.94,0,2.05,0,9.85,0,0,0.62,0,0,0,0,0,0.85,0,0,-0.18,0,6.76,0,9.85,0.62,0.85,6.76,35,35,14,256,256,26,26,24.01,24,246,246,131,263.7,263.7,66.7,2,2,1,0.78,0.77,0.06,0,0,0,0,0,0,11,11,2,12.02,12.02,2.76,2,2,1.23,1.25,0,0,11.22,55.08,7.03,13.84,62.6,19.1,1.99,2,-17.7,-17.7,64.3,1.22,1.23,0.94,0,0,0,-1.02,-1.02,-0.76,0.77,0.75,2.62,7.52,12.07,377,330.4,46.6,3,0.83,2.17,13,14.78,-1.78,81.7,62.11,19.59
