season,posteam,carries,yoe_per_carry,stuff_rate
2024,DET,500,0.6837451181411738,0.154
2024,GB,469,0.23511806152649728,0.14712153518123666
2024,HOU,419,0.18558423374034982,0.2243436754176611
2024,IND,393,0.21802425885018548,0.2035623409669211
2024,JAX,350,0.054666721650530874,0.1742857142857143
2024,KC,401,-0.5592257613850347,0.14962593516209477
2024,LA,435,-0.01406977252028414,0.15402298850574714
2024,LAC,391,-0.19524581200631289,0.20971867007672634
2024,LV,312,-0.5662252207597097,0.1955128205128205
2024,MIA,382,-0.3196569978410669,0.27486910994764396
2024,MIN,398,0.04122991320775409,0.18090452261306533
2024,NE,360,-0.24990430399775568,0.19166666666666668
2024,NO,348,-0.446136519141582,0.21839080459770116
2024,NYG,319,-0.10105532445130237,0.15047021943573669
2024,NYJ,334,-0.25928878797563887,0.19161676646706588
2024,PHI,564,0.8930075115768626,0.17553191489361702
2024,PIT,434,-0.2064670136172656,0.1774193548387097
2024,SEA,322,-0.0945396559393928,0.2080745341614907
2024,SF,334,0.5777398797566299,0.17964071856287425
2024,TB,419,0.8778218478320037,0.162291169451074
2024,TEN,368,-0.2944476551821709,0.18206521739130435
2024,WAS,418,0.18339752081478344,0.17464114832535885
2025,ARI,293,-0.10530310757331071,0.20136518771331058
2025,ATL,440,0.29755861799825345,0.16818181818181818
2025,BAL,392,0.8951207010873721,0.15306122448979592
2025,BUF,458,0.720044879348517,0.12882096069868995
2025,CAR,412,-0.03841050446611815,0.14563106796116504
2025,CHI,455,0.38507608790974185,0.13626373626373625
2025,CIN,335,-0.00917849344993684,0.11343283582089553
2025,CLE,354,-0.7729096073383688,0.22598870056497175
2025,DAL,383,0.40876818889892913,0.13054830287206268
2025,DEN,384,0.07012874959036708,0.17708333333333334
2025,DET,407,0.5807075982304691,0.17444717444717445
2025,GB,407,-0.32430248273678486,0.16707616707616707
2025,HOU,446,-0.36150905910896053,0.20179372197309417
2025,IND,374,0.5605037039454586,0.15508021390374332
2025,JAX,389,0.11807565088443853,0.17994858611825193
2025,KC,336,-0.4960448450985417,0.13392857142857142
2025,LA,483,0.6645406192133887,0.12215320910973085
2025,LAC,371,-0.2567013769618905,0.22911051212938005
2025,LV,308,-0.6360645203234323,0.2597402597402597
2025,MIA,380,0.5135049496826366,0.2131578947368421
2025,MIN,348,0.09333587275154272,0.16091954022988506
2025,NE,460,0.10722770872323528,0.20652173913043478
2025,NO,300,-0.5376829346021013,0.15
2025,NYG,397,-0.25160667367786227,0.1486146095717884
2025,NYJ,335,0.04529272531395477,0.18507462686567164
2025,PHI,395,-0.07835787715791045,0.22784810126582278
2025,PIT,371,0.09835036351995728,0.1778975741239892
2025,SEA,521,-0.016627588908183364,0.2034548944337812
2025,SF,441,-0.34179292413112405,0.17913832199546487
2025,TB,399,-0.5193064257614601,0.18546365914786966
2025,TEN,328,0.009833005779400685,0.16158536585365854
2025,WAS,347,0.3578644704921797,0.17002881844380405
