season,receiver_player_id,receiver_full_name,receiver_position,targets,ep_per_target
2022,00-0035662,Marquise Brown,WR,107,1.6497507438511874
2022,00-0035676,A.J. Brown,WR,145,2.1084438894508035
2022,00-0035685,David Montgomery,RB,40,1.3051958609736178
2022,00-0035689,Dawson Knox,TE,65,1.9944705203972544
2022,00-0035700,Josh Jacobs,RB,64,1.8882818908414265
2022,00-0035719,Deebo Samuel,WR,94,1.9754350105123446
2022,00-0036040,Juwan Johnson,TE,65,2.037665826168198
2022,00-0036165,Isaiah Hodgins,WR,49,1.9610967142302496
2022,00-0036182,Nick Westbrook-Ikhine,WR,50,1.7770601052721033
2022,00-0036196,Gabe Davis,WR,93,2.009461316547948
2022,00-0036223,Jonathan Taylor,RB,42,1.719909655727812
2022,00-0036232,Harrison Bryant,TE,43,2.034146096509659
2022,00-0036233,Donovan Peoples-Jones,WR,96,1.633076795901919
2022,00-0036252,Michael Pittman,WR,142,1.917792279962027
2022,00-0036259,Jauan Jennings,WR,56,1.6046542322297423
2022,00-0036261,Brandon Aiyuk,WR,114,2.096480999710733
2022,00-0036265,A.J. Dillon,RB,43,2.290954433343655
2022,00-0036271,Quez Watkins,WR,51,2.0357771550839328
2022,00-0036275,D'Andre Swift,RB,70,2.108213327539852
2022,00-0036290,Cole Kmet,TE,70,2.0798284382278696
2022,00-0036309,Darnell Mooney,WR,62,1.8676172961514226
2022,00-0036322,Justin Jefferson,WR,185,2.2870996080229613
2022,00-0036326,Chase Claypool,WR,79,1.7074751537875272
2022,00-0036328,Antonio Gibson,RB,58,1.9477278629126196
2022,00-0036331,Devin Duvernay,WR,49,2.184949081298439
2022,00-0036345,K.J. Osborn,WR,90,2.0207593647032303
2022,00-0036358,CeeDee Lamb,WR,156,2.0301158627497413
2022,00-0036407,Jerry Jeudy,WR,100,1.7684279234986748
2022,00-0036410,Tee Higgins,WR,110,2.083503981579004
2022,00-0036415,Van Jefferson,WR,44,1.5958779653499897
2022,00-0036554,Nico Collins,WR,66,1.8927966302849886
2022,00-0036572,Shi Smith,WR,42,2.107516442357984
2022,00-0036613,Jaylen Waddle,WR,118,1.7707207728722625
2022,00-0036862,Ben Skowronek,WR,61,1.9840799053733955
2022,00-0036875,Rhamondre Stevenson,RB,90,1.7090242147532966
2022,00-0036876,Kylen Granson,TE,40,1.5317686346024857
2022,00-0036893,Najee Harris,RB,53,2.134567530173369
2022,00-0036894,Pat Freiermuth,TE,98,1.8284183966651633
2022,00-0036900,Ja'Marr Chase,WR,134,2.353609967345212
2022,00-0036912,DeVonta Smith,WR,137,1.8700702348463762
2022,00-0036924,Michael Carter,RB,54,1.3448773215711332
2022,00-0036936,Rondale Moore,WR,56,1.7928463805931514
2022,00-0036955,Terrace Marshall,WR,47,2.049707707868483
2022,00-0036963,Amon-Ra St. Brown,WR,146,2.2299823599406245
2022,00-0036970,Kyle Pitts,TE,59,1.7828867970072957
2022,00-0036973,Travis Etienne,RB,45,1.8772363450805036
2022,00-0036980,Elijah Moore,WR,65,1.7232980963738203
2022,00-0036988,Josh Palmer,WR,108,2.0391688820704132
2022,00-0037238,Drake London,WR,118,2.1530331154821294
2022,00-0037239,Chris Olave,WR,120,1.6956245355311685
2022,00-0037247,George Pickens,WR,85,1.5277034222276746
2022,00-0037252,Greg Dulcich,TE,55,1.1672710445185654
2022,00-0037256,Rachaad White,RB,58,2.0019208928545056
2022,00-0037664,Alec Pierce,WR,78,1.705470799111376
2022,00-0037740,Garrett Wilson,WR,146,1.669890388991118
2022,00-0037741,Jahan Dotson,WR,63,2.013839570784638
2022,00-0037742,Treylon Burks,WR,54,1.8251294051323956
2022,00-0037755,Jelani Woods,TE,40,2.1115859985628047
2022,00-0037809,Chigoziem Okonkwo,TE,47,1.5941627606346391
2022,00-0037816,Romeo Doubs,WR,67,1.800611429816501
2022,00-0037838,Isaiah Likely,TE,60,1.8473168966583517
2022,00-0038104,Tyquan Thornton,WR,45,2.0232083188757923
2022,00-0038124,Christian Watson,WR,66,2.235705310080172
2022,00-0038129,Cade Otton,TE,65,2.5293071762779546
2023,00-0030035,Adam Thielen,WR,138,1.8694360895887763
2023,00-0030061,Zach Ertz,TE,43,1.8970360254576473
2023,00-0030279,Keenan Allen,WR,150,1.7678228086970436
2023,00-0030431,Robert Woods,WR,75,1.8814431812078691
2023,00-0030506,Travis Kelce,TE,121,2.2321278917762424
2023,00-0030564,DeAndre Hopkins,WR,137,1.7443023489424483
2023,00-0031235,Odell Beckham Jr.,WR,64,2.297620390808788
2023,00-0031236,Brandin Cooks,WR,82,2.365035204172293
2023,00-0031260,Logan Thomas,TE,79,1.700372282027883
2023,00-0031381,Davante Adams,WR,175,2.1964725081591
2023,00-0031408,Mike Evans,WR,137,1.9646141656544214
2023,00-0031428,Allen Robinson,WR,49,1.4154116735337492
2023,00-0031544,Amari Cooper,WR,130,1.5883611094047605
2023,00-0031547,DeVante Parker,WR,55,1.4452220079002225
2023,00-0031549,Nelson Agholor,WR,45,2.059473799894719
2023,00-0031588,Stefon Diggs,WR,161,1.8344507227439
2023,00-0031610,Darren Waller,TE,74,1.4869986522967953
2023,00-0032211,Tyler Lockett,WR,124,1.9021406577535764
2023,00-0032464,Kalif Raymond,WR,44,2.124111696044565
2023,00-0032765,Michael Thomas,WR,64,1.8367119055169496
2023,00-0033009,Tyler Boyd,WR,98,1.9375409866256728
2023,00-0033040,Tyreek Hill,WR,172,1.9764196222292172
2023,00-0033045,Ezekiel Elliott,RB,65,1.4287758495192975
2023,00-0033090,Hunter Henry,TE,61,1.6387422376495528
2023,00-0033110,Tyler Higbee,TE,70,2.15804333992502
2023,00-0033280,Christian McCaffrey,RB,83,2.387283866048625
2023,00-0033282,Curtis Samuel,WR,91,1.9136902109318756
2023,00-0033288,George Kittle,TE,90,1.99024831260354
2023,00-0033293,Aaron Jones,RB,43,2.3349537515449663
2023,00-0033307,Kendrick Bourne,WR,55,2.0167915124287403
2023,00-0033526,Samaje Perine,RB,56,1.550726542876094
2023,00-0033591,Noah Brown,WR,56,1.5127009972838983
2023,00-0033699,Austin Ekeler,RB,74,2.144313789089997
2023,00-0033857,JuJu Smith-Schuster,WR,47,1.6090549767411195
2023,00-0033858,Jonnu Smith,TE,70,2.2183235242118826
2023,00-0033881,Evan Engram,TE,144,1.8303214167504436
2023,00-0033885,David Njoku,TE,123,1.7680051764674447
2023,00-0033891,Zay Jones,WR,64,1.9249833282797226
2023,00-0033895,Gerald Everett,TE,70,2.004528660301003
2023,00-0033897,Joe Mixon,RB,65,2.195116343058402
2023,00-0033906,Alvin Kamara,RB,87,2.071121851863618
2023,00-0033908,Cooper Kupp,WR,97,2.4418068229110967
2023,00-0033921,Chris Godwin,WR,131,1.7132322772801265
2023,00-0033943,Josh Reynolds,WR,64,2.1179816173907966
2023,00-0034270,Tyler Conklin,TE,87,1.4452404263298877
2023,00-0034272,Marquez Valdes-Scantling,WR,42,1.5259281366958195
2023,00-0034348,Courtland Sutton,WR,91,2.062729728343073
2023,00-0034351,Dallas Goedert,TE,83,1.9913745106973526
2023,00-0034383,Dalton Schultz,TE,89,1.8105577245147646
2023,00-0034386,Justin Watson,WR,53,1.2240852245287794
2023,00-0034521,Allen Lazard,WR,49,1.6199705856412705
2023,00-0034613,Tanner Hudson,TE,50,1.6773084244946945
2023,00-0034646,Brandon Powell,WR,44,1.9646382915776814
2023,00-0034753,Mark Andrews,TE,61,2.3935548902477795
2023,00-0034764,Michael Gallup,WR,57,2.1788951009425146
2023,00-0034775,Christian Kirk,WR,85,1.8437623810211388
2023,00-0034777,D.J. Chark,WR,66,1.6646928826354048
2023,00-0034798,Durham Smythe,TE,43,2.0582460944519143
2023,00-0034827,D.J. Moore,WR,138,1.9784195785808436
2023,00-0034829,Mike Gesicki,TE,46,1.45135217113515
2023,00-0034837,Calvin Ridley,WR,137,2.198785640377177
2023,00-0034844,Saquon Barkley,RB,61,1.6357128628566329
2023,00-0034960,Jakobi Meyers,WR,106,2.351135626757069
2023,00-0034972,Alexander Mattison,RB,44,2.4434161449733605
2023,00-0035216,Diontae Johnson,WR,87,1.7081769463738652
2023,00-0035229,T.J. Hockenson,TE,127,1.9348328451804295
2023,00-0035243,Miles Sanders,RB,41,1.9228467363835788
2023,00-0035261,Tony Pollard,RB,67,2.4148215121926686
2023,00-0035329,Donald Parham,TE,41,2.459193932295709
2023,00-0035500,Greg Dortch,WR,41,1.5487349120894356
2023,00-0035535,Darius Slayton,WR,79,1.2529695556363492
2023,00-0035640,DK Metcalf,WR,119,2.1089320040585284
2023,00-0035644,Noah Fant,TE,43,1.6834454306071018
2023,00-0035659,Terry McLaurin,WR,132,1.8596603171798491
2023,00-0035662,Marquise Brown,WR,104,1.6389385767535962
2023,00-0035676,A.J. Brown,WR,158,1.931326860272402
2023,00-0035700,Josh Jacobs,RB,54,2.1232812154792353
2023,00-0035719,Deebo Samuel,WR,89,2.061124052432185
2023,00-0036040,Juwan Johnson,TE,59,2.202224033353929
2023,00-0036182,Nick Westbrook-Ikhine,WR,46,2.0632144699240733
2023,00-0036196,Gabe Davis,WR,82,2.1750600153046844
2023,00-0036252,Michael Pittman,WR,158,1.9926325486091696
2023,00-0036261,Brandon Aiyuk,WR,105,1.9264307197172286
2023,00-0036275,D'Andre Swift,RB,49,1.7696456556120528
2023,00-0036290,Cole Kmet,TE,90,2.0421140285784434
2023,00-0036309,Darnell Mooney,WR,61,1.8462232679260329
2023,00-0036322,Justin Jefferson,WR,100,2.0522162357205525
2023,00-0036328,Antonio Gibson,RB,59,1.5929128464347866
2023,00-0036345,K.J. Osborn,WR,75,1.966337245440421
2023,00-0036358,CeeDee Lamb,WR,182,2.356768471369942
2023,00-0036407,Jerry Jeudy,WR,87,1.9263513624345638
2023,00-0036410,Tee Higgins,WR,76,2.0562378930703025
2023,00-0036415,Van Jefferson,WR,43,1.6634497283565335
2023,00-0036550,Rashod Bateman,WR,56,2.080716480041571
2023,00-0036554,Nico Collins,WR,109,1.9575094320980084
2023,00-0036555,Chuba Hubbard,RB,44,1.3474291310769995
2023,00-0036613,Jaylen Waddle,WR,104,1.938623781795356
2023,00-0036637,Noah Gray,TE,41,2.1680023491775855
2023,00-0036849,Tutu Atwell,WR,68,1.7701406934183426
2023,00-0036875,Rhamondre Stevenson,RB,51,1.642009022166866
2023,00-0036876,Kylen Granson,TE,50,1.589676257749088
2023,00-0036894,Pat Freiermuth,TE,48,1.3888337862266151
2023,00-0036900,Ja'Marr Chase,WR,145,2.004005429887309
2023,00-0036912,DeVonta Smith,WR,113,1.9340385561418738
2023,00-0036936,Rondale Moore,WR,63,1.5307544603713286
2023,00-0036963,Amon-Ra St. Brown,WR,165,2.029844299927583
2023,00-0036970,Kyle Pitts,TE,90,1.532514964636195
2023,00-0036973,Travis Etienne,RB,73,1.8030866638339471
2023,00-0036980,Elijah Moore,WR,104,1.7855971529531347
2023,00-0036988,Josh Palmer,WR,61,2.16178967152268
2023,00-0036997,Javonte Williams,RB,59,1.8940611324917753
2023,00-0037197,Isiah Pacheco,RB,49,2.231816932706314
2023,00-0037228,Jaylen Warren,RB,74,1.5375832924733372
2023,00-0037238,Drake London,WR,112,1.7703912907693697
2023,00-0037239,Chris Olave,WR,139,1.9910260012592957
2023,00-0037240,Jameson Williams,WR,42,2.195591648961584
2023,00-0037247,George Pickens,WR,106,1.6106133111079886
2023,00-0037248,James Cook,RB,54,2.3882733618100045
2023,00-0037256,Rachaad White,RB,70,1.7956041060541923
2023,00-0037261,Khalil Shakir,WR,46,1.912240875538489
2023,00-0037267,Jerome Ford,RB,63,1.720661381092329
2023,00-0037545,Rashid Shaheed,WR,75,2.1082590882107617
2023,00-0037664,Alec Pierce,WR,65,1.7218119732963924
2023,00-0037740,Garrett Wilson,WR,168,1.7366607400032255
2023,00-0037741,Jahan Dotson,WR,83,2.0930383235422325
2023,00-0037744,Trey McBride,TE,106,1.7813606337154888
2023,00-0037746,Brian Robinson,RB,43,2.0489080168664193
2023,00-0037809,Chigoziem Okonkwo,TE,77,1.610741762495025
2023,00-0037816,Romeo Doubs,WR,96,1.9228699509173262
2023,00-0037838,Isaiah Likely,TE,40,2.007968240066839
2023,00-0037840,Kyren Williams,RB,48,2.6796972956854006
2023,00-0038041,Jake Ferguson,TE,102,2.3414555097768632
2023,00-0038117,Wan'Dale Robinson,WR,78,1.6190800744105873
2023,00-0038120,Breece Hall,RB,95,1.5614288161508738
2023,00-0038124,Christian Watson,WR,53,2.2781807686156106
2023,00-0038129,Cade Otton,TE,67,2.1671355490967175
2023,00-0038393,Dontayvion Wicks,WR,58,1.9523844909809074
2023,00-0038542,Bijan Robinson,RB,86,1.8291837299543132
2023,00-0038543,Jaxon Smith-Njigba,WR,93,1.620314530638029
2023,00-0038544,Quentin Johnston,WR,67,1.8532081115130794
2023,00-0038559,Michael Wilson,WR,58,1.902493209056235
2023,00-0038621,Demario Douglas,WR,79,1.7239595665559586
2023,00-0038933,Dalton Kincaid,TE,91,1.998560087817688
2023,00-0038938,Jalin Hyatt,WR,40,1.4200972949969581
2023,00-0038977,Tank Dell,WR,76,1.9546837487943856
2023,00-0038979,Cedric Tillman,WR,44,1.699387557959364
2023,00-0038994,Jordan Addison,WR,108,2.082240852521392
2023,00-0038996,Tucker Kraft,TE,40,2.59822255983745
2023,00-0038997,Josh Downs,WR,98,1.6755894103036404
2023,00-0039021,Roschon Johnson,RB,40,1.714044693534379
2023,00-0039032,Tyjae Spears,RB,70,1.5576739069922563
2023,00-0039052,Trey Palmer,WR,69,1.830294563585386
2023,00-0039062,Jonathan Mingo,WR,85,1.2908836178906153
2023,00-0039064,Zay Flowers,WR,109,2.1543954291052243
2023,00-0039065,Sam LaPorta,TE,122,1.8561958410644972
2023,00-0039066,Michael Mayer,TE,41,1.9044765411814357
2023,00-0039067,Rashee Rice,WR,102,2.2569723823704124
2023,00-0039075,Puka Nacua,WR,160,1.9363332586926845
2023,00-0039139,Jahmyr Gibbs,RB,72,2.1743955566802855
2023,00-0039144,Luke Musgrave,TE,46,1.9157068025391628
2023,00-0039146,Jayden Reed,WR,95,2.132404883745842
2023,00-0039165,Zach Charbonnet,RB,40,1.6030224333371734
2024,00-0030035,Adam Thielen,WR,62,1.6347551236460511
2024,00-0030061,Zach Ertz,TE,93,2.251600399516678
2024,00-0030279,Keenan Allen,WR,123,2.082919956469335
2024,00-0030506,Travis Kelce,TE,134,2.3404929383727144
2024,00-0030564,DeAndre Hopkins,WR,80,1.9564254653385433
2024,00-0031236,Brandin Cooks,WR,54,2.0406804496683266
2024,00-0031381,Davante Adams,WR,142,2.3102062962170224
2024,00-0031408,Mike Evans,WR,110,2.111269580515959
2024,00-0031544,Amari Cooper,WR,85,1.9503717523054493
2024,00-0031588,Stefon Diggs,WR,64,1.9774142121632394
2024,00-0032104,Ameer Abdullah,RB,47,2.3012867095407117
2024,00-0032211,Tyler Lockett,WR,74,1.9012096355975185
2024,00-0032385,Sterling Shepard,WR,52,1.856003477005006
2024,00-0032392,Austin Hooper,TE,59,2.2080168156653754
2024,00-0032775,Demarcus Robinson,WR,66,2.3305706856556196
2024,00-0033009,Tyler Boyd,WR,58,1.6846281063307864
2024,00-0033040,Tyreek Hill,WR,123,1.9510830043290017
2024,00-0033090,Hunter Henry,TE,97,2.0923729318220494
2024,00-0033282,Curtis Samuel,WR,46,1.854759168074689
2024,00-0033288,George Kittle,TE,94,2.300319642463248
2024,00-0033293,Aaron Jones,RB,62,2.6423747463287004
2024,00-0033375,Tim Patrick,WR,45,2.299545092242056
2024,00-0033553,James Conner,RB,55,2.1851428481665525
2024,00-0033555,Mack Hollins,WR,50,1.9238352414412656
2024,00-0033589,David Moore,WR,57,2.288617957122992
2024,00-0033591,Noah Brown,WR,56,1.724296379793876
2024,00-0033699,Austin Ekeler,RB,41,1.8050508771301814
2024,00-0033858,Jonnu Smith,TE,111,2.0874484660605237
2024,00-0033881,Evan Engram,TE,67,1.4511227156163693
2024,00-0033885,David Njoku,TE,99,2.013275994934231
2024,00-0033897,Joe Mixon,RB,52,2.3670909713982837
2024,00-0033906,Alvin Kamara,RB,89,1.8880186235225431
2024,00-0033908,Cooper Kupp,WR,100,1.8253931874906992
2024,00-0033921,Chris Godwin,WR,62,1.90841874095232
2024,00-0034159,Will Dissly,TE,64,1.8281090453306206
2024,00-0034270,Tyler Conklin,TE,73,2.0173109818283015
2024,00-0034272,Marquez Valdes-Scantling,WR,44,1.6401409203985662
2024,00-0034348,Courtland Sutton,WR,135,2.0767257022805063
2024,00-0034351,Dallas Goedert,TE,52,2.2646115530246442
2024,00-0034364,Jordan Akins,TE,58,1.852311757695259
2024,00-0034383,Dalton Schultz,TE,85,1.6555059496590676
2024,00-0034407,Ray-Ray McCloud,WR,87,1.6383418386923174
2024,00-0034521,Allen Lazard,WR,61,2.038854803361827
2024,00-0034753,Mark Andrews,TE,69,2.2980757733124504
2024,00-0034775,Christian Kirk,WR,47,1.6888433103678757
2024,00-0034827,DJ Moore,WR,142,1.8639365340467002
2024,00-0034829,Mike Gesicki,TE,83,2.168492118317454
2024,00-0034837,Calvin Ridley,WR,120,1.6976523020033105
2024,00-0034844,Saquon Barkley,RB,43,2.253666087053716
2024,00-0034960,Jakobi Meyers,WR,130,2.0522083759926866
2024,00-0034972,Alexander Mattison,RB,48,1.7957843050438291
2024,00-0034975,Justice Hill,RB,51,1.9631327350918366
2024,00-0034981,Foster Moreau,TE,43,2.598639143212579
2024,00-0035208,Olamide Zaccheaus,WR,64,2.2218043647426384
2024,00-0035216,Diontae Johnson,WR,67,1.9923137860979068
2024,00-0035229,T.J. Hockenson,TE,62,2.0488964374000656
2024,00-0035261,Tony Pollard,RB,57,1.5889142690728861
2024,00-0035406,Lil'Jordan Humphrey,WR,45,1.991987668323822
2024,00-0035500,Greg Dortch,WR,50,2.2610801593365615
2024,00-0035535,Darius Slayton,WR,72,1.6352391987976347
2024,00-0035640,DK Metcalf,WR,109,1.628408368168651
2024,00-0035644,Noah Fant,TE,64,1.8015549471710983
2024,00-0035659,Terry McLaurin,WR,118,2.0117909407160006
2024,00-0035676,A.J. Brown,WR,97,1.9096731759071321
2024,00-0035700,Josh Jacobs,RB,43,1.9710730012021633
2024,00-0035719,Deebo Samuel Sr.,WR,81,2.076918824237375
2024,00-0036040,Juwan Johnson,TE,68,1.8593339464350687
2024,00-0036139,Rico Dowdle,RB,50,2.666937509871493
2024,00-0036182,Nick Westbrook-Ikhine,WR,60,1.8510759210112155
2024,00-0036196,Gabe Davis,WR,42,2.0197324014242484
2024,00-0036244,Colby Parkinson,TE,49,2.2391110872707274
2024,00-0036252,Michael Pittman,WR,112,1.682111983577149
2024,00-0036259,Jauan Jennings,WR,113,2.101610077195801
2024,00-0036261,Brandon Aiyuk,WR,47,1.9967421786413788
2024,00-0036275,D'Andre Swift,RB,53,1.8523972401846254
2024,00-0036290,Cole Kmet,TE,59,1.8226994420885092
2024,00-0036309,Darnell Mooney,WR,106,1.8988489463394358
2024,00-0036322,Justin Jefferson,WR,154,2.244904972618527
2024,00-0036358,CeeDee Lamb,WR,154,2.062729322691122
2024,00-0036407,Jerry Jeudy,WR,148,1.844869414371073
2024,00-0036410,Tee Higgins,WR,110,2.3157346491044404
2024,00-0036415,Van Jefferson,WR,40,2.1629831590194954
2024,00-0036427,Tyler Johnson,WR,41,2.3946872302913107
2024,00-0036550,Rashod Bateman,WR,72,2.09829151070355
2024,00-0036554,Nico Collins,WR,99,2.0545752180124057
2024,00-0036555,Chuba Hubbard,RB,54,2.1980665425351753
2024,00-0036613,Jaylen Waddle,WR,85,2.1176290897012193
2024,00-0036626,Dyami Brown,WR,40,2.2049686368620316
2024,00-0036637,Noah Gray,TE,49,2.5799352364211905
2024,00-0036849,Tutu Atwell,WR,62,1.9825908683940783
2024,00-0036875,Rhamondre Stevenson,RB,43,2.4149812001330173
2024,00-0036893,Najee Harris,RB,48,1.962686858839637
2024,00-0036894,Pat Freiermuth,TE,78,1.855629612965575
2024,00-0036900,Ja'Marr Chase,WR,175,2.5393690165933887
2024,00-0036912,DeVonta Smith,WR,90,2.1256106859650257
2024,00-0036963,Amon-Ra St. Brown,WR,141,2.4634681479777916
2024,00-0036970,Kyle Pitts,TE,74,2.0045451592465993
2024,00-0036973,Travis Etienne,RB,52,1.6762179801074895
2024,00-0036980,Elijah Moore,WR,102,1.7654682742657173
2024,00-0036988,Josh Palmer,WR,67,1.6463625492587124
2024,00-0036997,Javonte Williams,RB,70,1.6305229123922929
2024,00-0037228,Jaylen Warren,RB,47,1.9626600711415718
2024,00-0037238,Drake London,WR,159,2.3618922747387696
2024,00-0037239,Chris Olave,WR,44,2.2488799207494594
2024,00-0037240,Jameson Williams,WR,91,2.3255865448973254
2024,00-0037247,George Pickens,WR,103,1.8712579231052002
2024,00-0037256,Rachaad White,RB,57,2.4790679949198915
2024,00-0037261,Khalil Shakir,WR,100,2.036721498772968
2024,00-0037267,Jerome Ford,RB,43,1.2993318788628743
2024,00-0037291,Jalen Nailor,WR,42,1.9704898929325974
2024,00-0037545,Rashid Shaheed,WR,41,2.0970832999453526
2024,00-0037664,Alec Pierce,WR,69,1.8928806970564083
2024,00-0037666,Jalen Tolbert,WR,79,2.191652111677804
2024,00-0037740,Garrett Wilson,WR,154,2.0941666008422843
2024,00-0037744,Trey McBride,TE,147,2.328267741749985
2024,00-0037801,KaVontae Turpin,WR,52,2.0019098413691747
2024,00-0037809,Chig Okonkwo,TE,71,1.7480785823863683
2024,00-0037816,Romeo Doubs,WR,73,1.8891751557121705
2024,00-0037837,Calvin Austin III,WR,58,1.3791861477792704
2024,00-0037838,Isaiah Likely,TE,58,2.3982709328079967
2024,00-0037840,Kyren Williams,RB,40,2.201770013391797
2024,00-0038041,Jake Ferguson,TE,86,1.6768108335192324
2024,00-0038117,Wan'Dale Robinson,WR,140,1.7564537576861246
2024,00-0038120,Breece Hall,RB,76,2.066187243880306
2024,00-0038124,Christian Watson,WR,54,1.9127445584305873
2024,00-0038129,Cade Otton,TE,87,2.3498845347079538
2024,00-0038134,Kenneth Walker III,RB,53,2.206462932516654
2024,00-0038393,Dontayvion Wicks,WR,76,2.191120456088883
2024,00-0038542,Bijan Robinson,RB,72,1.9828175017577854
2024,00-0038543,Jaxon Smith-Njigba,WR,138,1.7707152268063713
2024,00-0038544,Quentin Johnston,WR,91,1.891493011689438
2024,00-0038559,Michael Wilson,WR,71,1.9847758573957088
2024,00-0038563,Tre Tucker,WR,81,1.721367477508331
2024,00-0038597,Chase Brown,RB,65,2.7560457292868077
2024,00-0038606,Parker Washington,WR,53,1.5883603413064287
2024,00-0038608,Kayshon Boutte,WR,69,1.7992028879607838
2024,00-0038619,Andrei Iosivas,WR,61,2.2945508688710223
2024,00-0038621,Demario Douglas,WR,87,1.6688766427657262
2024,00-0038933,Dalton Kincaid,TE,75,2.1651649580329346
2024,00-0038935,Brenton Strange,TE,53,2.0727625049789054
2024,00-0038976,Marvin Mims Jr.,WR,53,1.8107200074374747
2024,00-0038977,Tank Dell,WR,81,2.060979512068127
2024,00-0038979,Cedric Tillman,WR,51,2.0092224062622397
2024,00-0038994,Jordan Addison,WR,100,2.3393594692028996
2024,00-0038996,Tucker Kraft,TE,71,2.345837097446323
2024,00-0038997,Josh Downs,WR,107,2.022121766894114
2024,00-0039040,De'Von Achane,RB,87,2.23929121509735
2024,00-0039062,Jonathan Mingo,WR,42,1.6756852796963704
2024,00-0039064,Zay Flowers,WR,117,1.790576148661908
2024,00-0039065,Sam LaPorta,TE,83,2.740948764384298
2024,00-0039075,Puka Nacua,WR,107,2.252705047644318
2024,00-0039139,Jahmyr Gibbs,RB,63,2.4036173021212024
2024,00-0039146,Jayden Reed,WR,76,2.042639163420971
2024,00-0039165,Zach Charbonnet,RB,52,1.2474346962240253
2024,00-0039337,Malik Nabers,WR,172,2.076853178617669
2024,00-0039338,Brock Bowers,TE,153,2.0339912723664657
2024,00-0039342,Xavier Legette,WR,85,1.8033367714942214
2024,00-0039356,Ja'Tavion Sanders,TE,43,1.931175551457103
2024,00-0039361,Bucky Irving,RB,53,2.815374130487741
2024,00-0039384,Tyrone Tracy Jr.,RB,54,1.8602898570919641
2024,00-0039424,Devaughn Vele,WR,55,2.032329778780695
2024,00-0039491,Jalen Coker,WR,46,2.00179435748736
2024,00-0039847,Theo Johnson,TE,43,1.6001134753541284
2024,00-0039849,Marvin Harrison Jr.,WR,116,2.0172164208817214
2024,00-0039855,Jalen McMillan,WR,58,2.299948717854367
2024,00-0039868,Troy Franklin,WR,53,2.042210739647381
2024,00-0039890,Adonai Mitchell,WR,55,1.9583516532322391
2024,00-0039893,Brian Thomas Jr.,WR,135,1.7802264864340889
2024,00-0039894,Xavier Worthy,WR,99,2.2352333405289393
2024,00-0039901,Keon Coleman,WR,58,2.210625376855673
2024,00-0039915,Ladd McConkey,WR,113,1.8187336149627786
2024,00-0039916,Ricky Pearsall,WR,47,1.8721072419278393
2024,00-0039919,Rome Odunze,WR,101,1.988230572010351
2025,00-0030061,Zach Ertz,TE,73,1.6731438022555387
2025,00-0030279,Keenan Allen,WR,122,1.881635156279758
2025,00-0030506,Travis Kelce,TE,109,1.8772436312503662
2025,00-0031381,Davante Adams,WR,114,2.663237925127441
2025,00-0031408,Mike Evans,WR,62,2.1472230823128484
2025,00-0031588,Stefon Diggs,WR,102,1.6920688995539654
2025,00-0032211,Tyler Lockett,WR,56,1.3817313103284354
2025,00-0032385,Sterling Shepard,WR,54,1.7651182474868663
2025,00-0033090,Hunter Henry,TE,87,2.3149822526240063
2025,00-0033280,Christian McCaffrey,RB,129,2.175098672314266
2025,00-0033288,George Kittle,TE,69,2.412633453788526
2025,00-0033293,Aaron Jones,RB,41,2.0059343117683923
2025,00-0033307,Kendrick Bourne,WR,53,1.772745615362304
2025,00-0033555,Mack Hollins,WR,65,1.8160446577033817
2025,00-0033857,JuJu Smith-Schuster,WR,45,2.6268697473433957
2025,00-0033858,Jonnu Smith,TE,55,2.1066465071606197
2025,00-0033881,Evan Engram,TE,77,1.7586106603238307
2025,00-0033885,David Njoku,TE,48,1.8883757805463877
2025,00-0033908,Cooper Kupp,WR,71,1.9448157964578836
2025,00-0033921,Chris Godwin Jr.,WR,52,1.9211333650637221
2025,00-0034348,Courtland Sutton,WR,125,1.9642803920834548
2025,00-0034351,Dallas Goedert,TE,82,2.3861904034785724
2025,00-0034383,Dalton Schultz,TE,107,2.0017387015932986
2025,00-0034753,Mark Andrews,TE,70,2.086031326587129
2025,00-0034775,Christian Kirk,WR,53,1.981600448030939
2025,00-0034827,DJ Moore,WR,85,2.305866347370423
2025,00-0034829,Mike Gesicki,TE,43,1.9727608519914226
2025,00-0034844,Saquon Barkley,RB,51,1.794493904431159
2025,00-0034960,Jakobi Meyers,WR,110,2.1164848706597694
2025,00-0035208,Olamide Zaccheaus,WR,66,2.031285916017869
2025,00-0035229,T.J. Hockenson,TE,66,2.047922417345972
2025,00-0035261,Tony Pollard,RB,41,1.561021268407519
2025,00-0035535,Darius Slayton,WR,65,1.9621377935592732
2025,00-0035640,DK Metcalf,WR,99,2.1474736010922695
2025,00-0035644,Noah Fant,TE,41,2.157126852984131
2025,00-0035659,Terry McLaurin,WR,60,1.7463296252836398
2025,00-0035662,Marquise Brown,WR,74,2.3604693648470656
2025,00-0035676,A.J. Brown,WR,121,1.7800597377917113
2025,00-0035689,Dawson Knox,TE,50,2.6030475166262455
2025,00-0035700,Josh Jacobs,RB,44,1.821384716981398
2025,00-0035719,Deebo Samuel Sr.,WR,100,2.228131365323642
2025,00-0036040,Juwan Johnson,TE,102,1.9640300287454222
2025,00-0036139,Rico Dowdle,RB,50,2.072252177898772
2025,00-0036223,Jonathan Taylor,RB,56,2.054701993762395
