season,receiver_player_id,receiver_full_name,receiver_position,posteam,receptions,yac,yac_exp,yac_oe_total,yac_oe_per_rec
2021,00-0032775,Demarcus Robinson,WR,KC,25,16.510511487722397,107.5327696800232,-91.0222581923008,-3.640890327692032
2021,00-0032778,Tajae Sharpe,WR,ATL,25,19.297232896089554,106.4373185634613,-87.14008566737175,-3.48560342669487
2021,00-0032951,Laquon Treadwell,WR,JAX,33,24.586425006389618,125.12669748067856,-100.54027247428894,-3.046674923463301
2021,00-0032972,Devontae Booker,RB,NYG,40,29.756267219781876,309.2687129974365,-279.51244577765465,-6.987811144441366
2021,00-0033009,Tyler Boyd,WR,CIN,67,49.20772209763527,303.0073611503467,-253.79963905271143,-3.7880543142195737
2021,00-0033040,Tyreek Hill,WR,KC,111,70.91742800176144,550.4136091135442,-479.4961811117828,-4.3197854154214665
2021,00-0033045,Ezekiel Elliott,RB,DAL,47,35.17938578128815,355.95785093307495,-320.7784651517868,-6.825073726633762
2021,00-0033090,Hunter Henry,TE,NE,50,37.08631590008736,178.7227214127779,-141.63640551269054,-2.832728110253811
2021,00-0033110,Tyler Higbee,TE,LA,61,41.796486496925354,318.9290404766798,-277.13255397975445,-4.543156622618925
2021,00-0033118,Kenyan Drake,RB,LV,30,19.817313209176064,222.29264736175537,-202.4753341525793,-6.749177805085977
2021,00-0033251,Zach Pascal,WR,IND,38,26.480983793735504,169.36026547849178,-142.87928168475628,-3.7599810969672705
2021,00-0033280,Christian McCaffrey,RB,CAR,37,27.063549369573593,250.39007234573364,-223.32652297616005,-6.03585197232865
2021,00-0033288,George Kittle,TE,SF,71,47.42614480853081,376.77234759926796,-329.34620279073715,-4.638678912545593
2021,00-0033293,Aaron Jones,RB,GB,52,33.91896232962608,383.4209201037884,-349.5019577741623,-6.721191495656967
2021,00-0033307,Kendrick Bourne,WR,NE,55,40.209490433335304,245.46543490886688,-205.25594447553158,-3.7319262631914834
2021,00-0033375,Tim Patrick,WR,DEN,53,38.515215784311295,189.69760292768478,-151.1823871433735,-2.8524978706296884
2021,00-0033455,Anthony Firkser,TE,TEN,34,29.229965776205063,148.31882652640343,-119.08886075019836,-3.5026135514764225
2021,00-0033526,Samaje Perine,RB,CIN,27,22.40758752822876,196.52227640151978,-174.11468887329102,-6.44869218049226
2021,00-0033536,Mike Williams,WR,LAC,76,50.47319582104683,328.83256854116917,-278.35937272012234,-3.662623325264767
2021,00-0033553,James Conner,RB,ARI,37,24.822900027036667,301.72521686553955,-276.9023168385029,-7.483846401040618
2021,00-0033611,Ricky Seals-Jones,TE,WAS,30,22.335550904273987,160.36616715043783,-138.03061624616385,-4.601020541538795
2021,00-0033681,Keelan Cole,WR,NYJ,28,21.717451691627502,100.9960150718689,-79.2785633802414,-2.8313772635800496
2021,00-0033699,Austin Ekeler,RB,LAC,70,52.54281744360924,529.0060693621635,-476.4632519185543,-6.806617884550776
2021,00-0033856,Leonard Fournette,RB,TB,69,40.29854574799538,539.8215117454529,-499.5229659974575,-7.2394632753254715
2021,00-0033858,Jonnu Smith,TE,NE,28,15.956096589565277,179.26000702381134,-163.30391043424606,-5.832282515508788
2021,00-0033871,Corey Davis,WR,NYJ,34,24.46879529953003,113.75344079732895,-89.28464549779892,-2.62601898522938
2021,00-0033881,Evan Engram,TE,NYG,46,36.331773817539215,229.10494083166122,-192.773167014122,-4.190721022046131
2021,00-0033885,David Njoku,TE,CLE,36,25.158071249723434,186.41685388982296,-161.25878264009953,-4.479410628891653
2021,00-0033891,Zay Jones,WR,LV,47,33.22477686405182,226.93285250663757,-193.70807564258575,-4.121448417927357
2021,00-0033893,Dalvin Cook,RB,MIN,34,22.013303577899933,326.27943325042725,-304.2661296725273,-8.949003813897862
2021,00-0033895,Gerald Everett,TE,SEA,48,34.19362099468708,257.0790163874626,-222.88539539277554,-4.64344573734949
2021,00-0033897,Joe Mixon,RB,CIN,42,23.80211479961872,347.7201814651489,-323.9180666655302,-7.712334920607862
2021,00-0033906,Alvin Kamara,RB,NO,47,32.768022909760475,337.1243739128113,-304.3563510030508,-6.4756670426181024
2021,00-0033908,Cooper Kupp,WR,LA,145,97.09908497333527,671.2697950340807,-574.1707100607455,-3.9597980004189344
2021,00-0033921,Chris Godwin,WR,TB,98,61.0692351013422,538.55999755859375,-477.49076245725155,-4.872354718951547
2021,00-0033932,Kenny Golladay,WR,NYG,37,26.62415310740471,140.22666454315186,-113.60251143574715,-3.070338146912085
2021,00-0033948,Jamaal Williams,RB,DET,26,18.011975973844528,202.67065715789795,-184.65868118405342,-7.102256968617439
2021,00-0033955,Jeremy McNichols,RB,TEN,28,25.226027488708496,231.22330594062805,-205.99727845191956,-7.357045658997127
2021,00-0034011,Dan Arnold,TE,JAX,28,20.304692298173904,127.00586271286011,-106.7011704146862,-3.810756086238793
2021,00-0034270,Tyler Conklin,TE,MIN,61,41.34749901294708,338.67237690091133,-297.32487788796425,-4.874178326032201
2021,00-0034272,Marquez Valdes-Scantling,WR,GB,26,18.48387747257948,110.85013923794031,-92.36626176536083,-3.552548529436955
2021,00-0034297,Byron Pringle,WR,KC,42,26.481670379638672,188.62527659535408,-162.1436062157154,-3.860562052755129
2021,00-0034301,Darrel Williams,RB,KC,47,28.926500909030437,393.9298093318939,-365.0033084228635,-7.766027838784329
2021,00-0034348,Courtland Sutton,WR,DEN,58,41.168044075369835,215.90208914875984,-174.73404507339,-3.012655949541207
2021,00-0034351,Dallas Goedert,TE,PHI,56,35.44271945953369,269.90927106142044,-234.46655160188675,-4.186902707176549
2021,00-0034367,Nyheim Hines,RB,IND,40,31.191502779722214,287.3400191664696,-256.14851638674736,-6.403712909668684
2021,00-0034383,Dalton Schultz,TE,DAL,78,53.90201300382614,381.00629433616996,-327.1042813323438,-4.193644632465946
2021,00-0034407,Ray-Ray McCloud,WR,PIT,39,29.464022368192673,198.6799716949463,-169.21594932675362,-4.338870495557785
2021,00-0034411,Russell Gage,WR,ATL,66,51.10651531815529,278.73598136007786,-227.62946604192257,-3.448931303665494
2021,00-0034418,Cedrick Wilson,WR,DAL,45,34.95196506381035,223.56000795960426,-188.60804289579391,-4.191289842128754
2021,00-0034419,Braxton Berrios,WR,NYJ,46,33.9047442227602,243.69240733981133,-209.78766311705112,-4.560601372109807
2021,00-0034521,Allen Lazard,WR,GB,40,28.33977860212326,156.39682979509234,-128.05705119296908,-3.201426279824227
2021,00-0034681,Chase Edmonds,RB,ARI,43,30.55718407034874,355.66697573661804,-325.1097916662693,-7.560692829448123
2021,00-0034753,Mark Andrews,TE,BAL,107,75.64883241057396,430.4080507569015,-354.75921834632754,-3.31550671351708
2021,00-0034764,Michael Gallup,WR,DAL,35,22.0344570428133,163.77371668070555,-141.73925963789225,-4.049693132511207
2021,00-0034765,Tre'Quan Smith,WR,NO,32,25.050698161125183,110.30163626652211,-85.25093810539693,-2.664091815793654
2021,00-0034775,Christian Kirk,WR,ARI,77,53.565077386796474,335.7155834697187,-282.1505060829222,-3.6642922867911976
2021,00-0034798,Durham Smythe,TE,MIA,34,19.779979526996613,163.01301455497742,-143.2330350279808,-4.2127363243523765
2021,00-0034827,D.J. Moore,WR,CAR,93,64.80461418628693,398.66735373437405,-333.8627395480871,-3.589921930624593
2021,00-0034829,Mike Gesicki,TE,MIA,73,53.542024962604046,312.9080944657326,-259.36606950312853,-3.55295985620724
2021,00-0034830,Hayden Hurst,TE,ATL,26,17.894911646842957,129.2948268149048,-111.39991516806185,-4.284612121848533
2021,00-0034837,Calvin Ridley,WR,ATL,31,23.150475919246674,121.30975533090532,-98.15927941165864,-3.1664283681180208
2021,00-0034844,Saquon Barkley,RB,NYG,41,26.762520015239716,350.2707386240363,-323.5082186087966,-7.890444356312112
2021,00-0034960,Jakobi Meyers,WR,NE,83,59.731410175561905,351.5820631980896,-291.8506530225277,-3.5162729279822615
2021,00-0034972,Alexander Mattison,RB,MIN,32,21.55128562450409,270.0940523147583,-248.5427666902542,-7.766961459070444
2021,00-0034981,Foster Moreau,TE,LV,30,18.986176773905754,151.99847447127104,-133.01229769736528,-4.433743256578842
2021,00-0034983,Hunter Renfrow,WR,LV,103,74.55269111692905,434.2273466810584,-359.67465556412935,-3.4919869472245564
2021,00-0035140,Mecole Hardman,WR,KC,59,36.284203946590424,371.11094439029694,-334.8267404437065,-5.675029499045873
2021,00-0035208,Olamide Zaccheaus,WR,ATL,31,23.765412509441376,111.32160479389131,-87.55619228444993,-2.824393299498385
2021,00-0035215,Deonte Harris,WR,NO,36,27.680163085460663,166.76665949821472,-139.08649641275406,-3.8635137892431684
2021,00-0035216,Diontae Johnson,WR,PIT,107,76.3737737685442,484.88654655218124,-408.51277278363705,-3.8178763811554868
2021,00-0035229,T.J. Hockenson,TE,DET,61,42.61876022815704,263.2571509703994,-220.63839074224234,-3.617022799053153
2021,00-0035243,Miles Sanders,RB,PHI,26,16.662244617938995,232.81798315048218,-216.15573853254318,-8.313682251251661
2021,00-0035250,Devin Singletary,RB,BUF,40,26.90453326702118,309.5216317176819,-282.6170984506607,-7.065427461266518
2021,00-0035261,Tony Pollard,RB,DAL,39,23.590205773711205,318.93590211868286,-295.34569634497166,-7.572966572947991
2021,00-0035311,Myles Gaskin,RB,MIA,49,32.23385360836983,369.6624928712845,-337.42863926291466,-6.886298760467646
2021,00-0035414,Jalen Guyton,WR,LAC,31,22.620000392198563,123.42125395685434,-100.80125356465578,-3.251653340795348
2021,00-0035535,Darius Slayton,WR,NYG,26,17.918578907847404,99.24531261948869,-81.32673371164128,-3.127951296601588
2021,00-0035537,Ty Johnson,RB,NYJ,34,29.26889792084694,230.3313751220703,-201.06247720122337,-5.913602270624217
2021,00-0035640,DK Metcalf,WR,SEA,75,50.63490465283394,303.3581327646971,-252.72322811186314,-3.3696430414915084
2021,00-0035644,Noah Fant,TE,DEN,68,50.98563751578331,300.2703325226903,-249.284695006907,-3.6659513971603968
2021,00-0035659,Terry McLaurin,WR,WAS,77,50.13696128129959,311.31959687545896,-261.18263559415936,-3.391982280443628
2021,00-0035662,Marquise Brown,WR,BAL,91,66.03216141462326,428.8263005167246,-362.7941391021013,-3.9867487813417726
2021,00-0035664,Darrell Henderson,RB,LA,29,18.594817966222763,232.79976004362106,-214.2049420773983,-7.3863773130137345
2021,00-0035676,A.J. Brown,WR,TEN,63,43.41657941788435,277.5343667566776,-234.11778733879328,-3.7161553545840205
2021,00-0035685,David Montgomery,RB,CHI,42,32.15013566613197,278.9181094765663,-246.76797381043434,-5.875427947867484
2021,00-0035689,Dawson Knox,TE,BUF,49,32.39974680542946,249.98716692626476,-217.5874201208353,-4.440559594302761
2021,00-0035700,Josh Jacobs,RB,LV,54,36.28054940700531,446.88933849334717,-410.60878908634186,-7.603866464561886
2021,00-0035719,Deebo Samuel,WR,SF,77,52.909302212297916,424.2762088775635,-371.36690666526556,-4.822946839808644
2021,00-0035831,James Robinson,RB,JAX,31,24.550503373146057,245.79841995239258,-221.24791657924652,-7.137029567072468
2021,00-0036182,Nick Westbrook-Ikhine,WR,TEN,38,29.025915175676346,144.47004055976868,-115.44412538409233,-3.0380032995813773
2021,00-0036196,Gabriel Davis,WR,BUF,35,23.540703982114792,130.4511130079627,-106.91040902584791,-3.054583115024226
2021,00-0036219,Marquez Callaway,WR,NO,46,33.765681982040405,155.8547611348331,-122.08907915279269,-2.6541104163650586
2021,00-0036223,Jonathan Taylor,RB,IND,40,25.963407397270203,354.9179906845093,-328.9545832872391,-8.223864582180976
2021,00-0036233,Donovan Peoples-Jones,WR,CLE,34,23.58714732527733,137.166686296463,-113.57953897118568,-3.3405746756231083
2021,00-0036247,Freddie Swain,WR,SEA,25,18.243097230792046,141.23667368292809,-122.99357645213604,-4.919743058085442
2021,00-0036252,Michael Pittman,WR,IND,88,64.59565734863281,366.95558689162135,-302.35992954298854,-3.4359082902612332
2021,00-0036261,Brandon Aiyuk,WR,SF,56,41.99021856486797,227.3329802751541,-185.34276171028614,-3.309692173397967
2021,00-0036265,A.J. Dillon,RB,GB,34,18.82721172273159,257.09288334846497,-238.26567162573338,-7.0078138713451
2021,00-0036268,Laviska Shenault,WR,JAX,63,46.5470133125782,338.26960587501526,-291.72259256243706,-4.630517342260906
2021,00-0036271,Quez Watkins,WR,PHI,43,29.983245223760605,217.10740506649017,-187.12415984272957,-4.351724647505339
2021,00-0036275,D'Andre Swift,RB,DET,62,47.629445910453796,490.3293116092682,-442.6998656988144,-7.1403204144970065
2021,00-0036290,Cole Kmet,TE,CHI,60,43.676552534103394,280.49591171741486,-236.81935918331146,-3.9469893197218577
2021,00-0036309,Darnell Mooney,WR,CHI,81,54.76753094792366,370.32825165987015,-315.5607207119465,-3.8958113668141543
2021,00-0036322,Justin Jefferson,WR,MIN,108,75.28087311983109,513.3112098947167,-438.03033677488565,-4.055836451619311
2021,00-0036326,Chase Claypool,WR,PIT,59,43.54746189713478,242.85348662734032,-199.30602473020554,-3.378068215766196
2021,00-0036328,Antonio Gibson,RB,WAS,42,25.957282170653343,337.07247722148895,-311.1151950508356,-7.407504644067514
2021,00-0036331,Devin Duvernay,WR,BAL,33,24.854789346456528,168.07902773469687,-143.22423838824034,-4.340128436007283
2021,00-0036332,Josiah Deguara,TE,GB,25,15.17883649468422,155.92059423960745,-140.74175774492323,-5.629670309796929
2021,00-0036345,K.J. Osborn,WR,MIN,50,40.04970741271973,195.34235359728336,-155.29264618456364,-3.1058529236912724
2021,00-0036358,CeeDee Lamb,WR,DAL,79,50.16402266919613,390.70313552953303,-340.5391128603369,-4.310621681776416
2021,00-0036365,Bryan Edwards,WR,LV,34,22.995514690876007,137.14507660269737,-114.14956191182137,-3.35734005623004
2021,00-0036387,Jalen Reagor,WR,PHI,33,22.551142379641533,175.70887076854706,-153.15772838890553,-4.641143284512289
2021,00-0036407,Jerry Jeudy,WR,DEN,38,30.41345125436783,173.18111777305603,-142.7676665186882,-3.7570438557549526
2021,00-0036410,Tee Higgins,WR,CIN,74,48.95014342665672,278.58987975120544,-229.63973632454872,-3.103239680061469
2021,00-0036415,Van Jefferson,WR,LA,50,33.01001787930727,231.35884921252728,-198.34883133322,-3.9669766266644
2021,00-0036422,Adam Trautman,TE,NO,27,17.43564036488533,143.0375434756279,-125.60190311074257,-4.65192233743491
2021,00-0036423,Albert Okwuegbunam,TE,DEN,33,20.19495041668415,200.90564918518066,-180.7106987684965,-5.476081780863531
2021,00-0036427,Tyler Johnson,WR,TB,36,26.684397220611572,168.02781319618225,-141.34341597557068,-3.9262059993214082
2021,00-0036550,Rashod Bateman,WR,BAL,46,33.83695778250694,182.2329146489501,-148.39595686644316,-3.225999062313982
2021,00-0036554,Nico Collins,WR,HOU,33,23.403431624174118,119.19443035125732,-95.7909987270832,-2.9027575371843395
2021,00-0036555,Chuba Hubbard,RB,CAR,25,17.189819633960724,180.26195907592773,-163.072139441967,-6.5228855776786805
2021,00-0036613,Jaylen Waddle,WR,MIA,104,71.31297278404236,484.6924018347636,-413.3794290507212,-3.9748022024107805
2021,00-0036893,Najee Harris,RB,PIT,74,56.53498986363411,543.3184695839882,-486.7834797203541,-6.5781551313561355
2021,00-0036894,Pat Freiermuth,TE,PIT,60,48.37553235888481,270.4606282347813,-222.0850958758965,-3.701418264598275
2021,00-0036900,Ja'Marr Chase,WR,CIN,81,58.927733913064,346.35035276506096,-287.42261885199696,-3.5484273932345305
2021,00-0036912,DeVonta Smith,WR,PHI,64,45.8729622066021,234.69372314959764,-188.82076094299555,-2.9503243897343054
2021,00-0036913,Kadarius Toney,WR,NYG,39,27.329464375972748,200.8093822002411,-173.47991782426834,-4.448203021135086
2021,00-0036919,Kenneth Gainwell,RB,PHI,33,27.47502675652504,217.3090615272522,-189.83403477072716,-5.752546508203853
2021,00-0036924,Michael Carter,RB,NYJ,36,24.083791881799698,267.9166135787964,-243.8328216969967,-6.773133936027686
2021,00-0036936,Rondale Moore,WR,ARI,54,35.04909195005894,413.8918676376343,-378.84277568757534,-7.0156069571773205
2021,00-0036963,Amon-Ra St. Brown,WR,DET,90,68.54281371831894,384.4955004006624,-315.9526866823435,-3.510585407581594
2021,00-0036970,Kyle Pitts,TE,ATL,68,47.48582150042057,309.83976067602634,-262.3539391756058,-3.8581461643471435
2021,00-0036980,Elijah Moore,WR,NYJ,43,28.255318582057953,205.4725650884211,-177.21724650636315,-4.121331314101469
2021,00-0036988,Josh Palmer,WR,LAC,33,24.054541140794754,128.30669249594212,-104.25215135514736,-3.1591561016711323
2021,00-0036997,Javonte Williams,RB,DEN,43,34.193810015916824,341.53007793426514,-307.3362679183483,-7.147355067868565
2022,00-0028002,Randall Cobb,WR,GB,34,25.958856344223022,152.1339665055275,-126.17511016130447,-3.7110326518030727
2022,00-0029293,Marvin Jones,WR,JAX,46,32.92898020148277,168.94581788778305,-136.01683768630028,-2.9568877757891365
2022,00-0030035,Adam Thielen,WR,MIN,70,48.75375051796436,278.27266016229987,-229.5189096443355,-3.27884156634765
2022,00-0030061,Zach Ertz,TE,ARI,47,36.04255601763725,199.59845530241728,-163.55589928478003,-3.4799127507400005
2022,00-0030068,Marquise Goodwin,WR,SEA,27,20.356501579284668,102.74297758191824,-82.38647600263357,-3.0513509630605027
2022,00-0030279,Keenan Allen,WR,LAC,66,47.251625686883926,298.5614902675152,-251.30986458063126,-3.8077252209186554
2022,00-0030288,Rex Burkhead,RB,HOU,37,30.97775799036026,273.465882062912,-242.48812407255173,-6.553733083041939
2022,00-0030431,Robert Woods,WR,TEN,53,39.099814251065254,185.97572668269277,-146.8759124316275,-2.771243630785425
2022,00-0030506,Travis Kelce,TE,KC,110,64.54872287809849,540.893768414855,-476.3450455367565,-4.330409504879604
2022,00-0030513,Latavius Murray,RB,DEN,26,19.20991513133049,230.80066394805908,-211.5907488167286,-8.138105723720331
2022,00-0030564,DeAndre Hopkins,WR,ARI,64,43.41504339128733,245.0134553015232,-201.59841191023588,-3.1499751860974357
2022,00-0031236,Brandin Cooks,WR,HOU,57,38.778964683413506,249.74706733226776,-210.96810264885426,-3.701194783313233
2022,00-0031260,Logan Thomas,TE,WAS,39,30.041726112365723,157.96997958421707,-127.92825347185135,-3.280211627483368
2022,00-0031376,Jerick McKinnon,RB,KC,56,38.19211766123772,468.1216996908188,-429.92958202958107,-7.677313964813948
2022,00-0031381,Davante Adams,WR,LV,100,69.80519720166922,414.6370986700058,-344.8319014683366,-3.448319014683366
2022,00-0031382,Jarvis Landry,WR,NO,25,17.133594170212746,90.68796252831817,-73.55436835810542,-2.942174734324217
2022,00-0031408,Mike Evans,WR,TB,77,53.831823855638504,277.1516282558441,-223.3198044002056,-2.9002572000026703
2022,00-0031428,Allen Robinson,WR,LA,33,24.495085775852203,123.2833924293518,-98.7883066534996,-2.9935850501060486
2022,00-0031544,Amari Cooper,WR,CLE,78,56.231102392077446,287.2036023810506,-230.97249998897314,-2.9611858972945275
2022,00-0031547,DeVante Parker,WR,NE,31,20.05350810289383,104.49121189117432,-84.43770378828049,-2.7237968963961445
2022,00-0031549,Nelson Agholor,WR,NE,31,21.179008349776268,157.3513720035553,-136.17236365377903,-4.3926568920573885
2022,00-0031588,Stefon Diggs,WR,BUF,108,64.81557815521955,465.1913885474205,-400.37581039220095,-3.707183429557416
2022,00-0031610,Darren Waller,TE,LV,28,19.934375822544098,126.38760924339294,-106.45323342084885,-3.8019011936017444
2022,00-0031687,Raheem Mostert,RB,MIA,31,22.63847130537033,203.1379485577345,-180.49947725236416,-5.822563782334328
2022,00-0031763,DeAndre Carter,WR,LAC,46,33.285660564899445,225.53434890508652,-192.24868834018707,-4.179319311743197
2022,00-0032104,Ameer Abdullah,RB,LV,25,22.14718496799469,184.48110437393188,-162.3339194059372,-6.493356776237488
2022,00-0032144,Melvin Gordon,RB,DEN,25,17.51210567355156,174.45429491996765,-156.9421892464161,-6.277687569856644
2022,00-0032211,Tyler Lockett,WR,SEA,84,57.88343025743961,334.2261216454208,-276.3426913879812,-3.289793945095014
2022,00-0032392,Austin Hooper,TE,TEN,41,33.29652909934521,162.18932493031025,-128.89279583096504,-3.143726727584513
2022,00-0032398,Chris Moore,WR,HOU,48,35.16830149292946,239.97065436840057,-204.80235287547112,-4.266715684905648
2022,00-0032464,Kalif Raymond,WR,DET,47,32.012562692165375,241.43523240089417,-209.4226697087288,-4.455801483164442
2022,00-0032602,J.D. McKissic,RB,WAS,27,23.270281434059143,192.78430032730103,-169.51401889324188,-6.278296996045996
2022,00-0032764,Derrick Henry,RB,TEN,33,19.885044053196907,249.52237701416016,-229.63733296096325,-6.958707059423129
2022,00-0032775,Demarcus Robinson,WR,BAL,48,33.16143289208412,184.48491497337818,-151.32348208129406,-3.152572543360293
2022,00-0033009,Tyler Boyd,WR,CIN,58,39.59272341430187,219.5642647445202,-179.97154133021832,-3.1029576091416953
2022,00-0033040,Tyreek Hill,WR,MIA,119,79.41030438244343,564.4432334601879,-485.0329290777445,-4.075906967039869
2022,00-0033090,Hunter Henry,TE,NE,41,28.629392832517624,189.61026453971863,-160.980871707201,-3.926362724565878
2022,00-0033110,Tyler Higbee,TE,LA,72,51.85576567053795,363.7112850546837,-311.85551938414574,-4.331326658113135
2022,00-0033280,Christian McCaffrey,RB,CAR,33,25.944412738084793,254.71704429388046,-228.77263155579567,-6.932503986539262
2022,00-0033280,Christian McCaffrey,RB,SF,52,36.968096405267715,379.1554280221462,-342.1873316168785,-6.580525608016894
2022,00-0033282,Curtis Samuel,WR,WAS,64,49.722760170698166,322.6336235702038,-272.9108633995056,-4.264232240617275
2022,00-0033288,George Kittle,TE,SF,60,41.10393811762333,290.8118924796581,-249.7079543620348,-4.161799239367246
2022,00-0033293,Aaron Jones,RB,GB,59,40.055065765976906,486.22011160850525,-446.16504584252834,-7.562119421059803
2022,00-0033307,Kendrick Bourne,WR,NE,35,25.750049635767937,170.69902819395065,-144.94897855818272,-4.141399387376649
2022,00-0033466,Isaiah McKenzie,WR,BUF,42,30.746130287647247,179.51242765784264,-148.7662973701954,-3.5420546992903663
2022,00-0033526,Samaje Perine,RB,CIN,38,29.016414284706116,299.2821089029312,-270.2656946182251,-7.11225512153224
2022,00-0033536,Mike Williams,WR,LAC,63,41.652916893363,281.6767481043935,-240.02383121103048,-3.8099020827147694
2022,00-0033553,James Conner,RB,ARI,46,34.85014051198959,384.3957790136337,-349.54563850164413,-7.5988182282966115
2022,00-0033555,Mack Hollins,WR,LV,57,45.46719807386398,213.07779654860497,-167.61059847474098,-2.940536815346333
2022,00-0033591,Noah Brown,WR,DAL,43,31.690066695213318,166.11332101374865,-134.42325431853533,-3.12612219345431
2022,00-0033699,Austin Ekeler,RB,LAC,107,78.80566132068634,882.7938072681427,-803.9881459474564,-7.513907906050994
2022,00-0033757,Robert Tonyan,TE,GB,53,41.07386723160744,266.1402972340584,-225.06643000245094,-4.246536415140584
2022,00-0033856,Leonard Fournette,RB,TB,73,54.230496659874916,550.8623169660568,-496.6318203061819,-6.803175620632629
2022,00-0033857,JuJu Smith-Schuster,WR,KC,78,51.80804878473282,344.6420448124409,-292.83399602770805,-3.7542820003552313
2022,00-0033858,Jonnu Smith,TE,NE,27,17.2506864964962,169.38786482810974,-152.13717833161354,-5.6347103085782795
2022,00-0033871,Corey Davis,WR,NYJ,32,23.838616281747818,116.01640541106462,-92.1777891293168,-2.88055591029115
2022,00-0033881,Evan Engram,TE,JAX,73,52.539780020713806,369.278824865818,-316.7390448451042,-4.3388910252754
2022,00-0033885,David Njoku,TE,CLE,58,41.97282803058624,283.67938193678856,-241.70655390620232,-4.167354377693143
2022,00-0033891,Zay Jones,WR,JAX,82,57.86557820439339,345.52990332245827,-287.6643251180649,-3.508101525830059
2022,00-0033893,Dalvin Cook,RB,MIN,39,28.247044444084167,322.91231848299503,-294.66527403891087,-7.555519847151561
2022,00-0033895,Gerald Everett,TE,LAC,58,42.342003881931305,305.79371854662895,-263.45171466469765,-4.5422709424947865
2022,00-0033897,Joe Mixon,RB,CIN,60,36.57746633887291,467.83386236429214,-431.25639602541924,-7.1876066004236545
2022,00-0033906,Alvin Kamara,RB,NO,57,40.77724426984787,393.6377446651459,-352.860500395298,-6.190535094654351
2022,00-0033908,Cooper Kupp,WR,LA,75,52.218880623579025,379.31391643732786,-327.09503581374884,-4.361267144183318
2022,00-0033921,Chris Godwin,WR,TB,104,69.87836374342442,542.5346037447453,-472.65624000132084,-4.544771538474238
2022,00-0033923,Kareem Hunt,RB,CLE,35,27.088837936520576,273.23283964395523,-246.14400170743465,-7.032685763069561
2022,00-0033943,Josh Reynolds,WR,DET,38,24.286507070064545,148.44279108196497,-124.15628401190042,-3.2672706318921163
2022,00-0034159,Will Dissly,TE,SEA,34,20.21323874592781,171.3133854791522,-151.1001467332244,-4.444121962741894
2022,00-0034270,Tyler Conklin,TE,NYJ,58,48.46505889296532,253.1094375923276,-204.64437869936228,-3.5283513568855565
2022,00-0034272,Marquez Valdes-Scantling,WR,KC,42,26.98920364677906,175.6823718547821,-148.69316820800304,-3.540313528761977
2022,00-0034286,Richie James,WR,NYG,57,44.7509044110775,233.26879286766052,-188.51788845658302,-3.3073313764312813
2022,00-0034348,Courtland Sutton,WR,DEN,64,48.65174436569214,224.47839583456516,-175.82665146887302,-2.747291429201141
2022,00-0034351,Dallas Goedert,TE,PHI,55,33.3428989648819,308.2623532153666,-274.9194542504847,-4.998535531826994
2022,00-0034364,Jordan Akins,TE,HOU,37,27.681396305561066,164.80532644689083,-137.12393014132977,-3.7060521659818857
2022,00-0034367,Nyheim Hines,RB,IND,25,19.43766474723816,168.99575090408325,-149.5580861568451,-5.982323446273804
2022,00-0034383,Dalton Schultz,TE,DAL,57,37.90160337090492,241.48181606829166,-203.58021269738674,-3.571582678901522
2022,00-0034411,Russell Gage,WR,TB,51,37.89343138039112,201.43619673047215,-163.54276535008103,-3.206720889217275
2022,00-0034487,Trent Sherfield,WR,MIA,30,21.430213823914528,119.74673171341419,-98.31651788949966,-3.277217262983322
2022,00-0034521,Allen Lazard,WR,GB,60,41.165293753147125,249.375551789999,-208.21025803685188,-3.4701709672808647
2022,00-0034753,Mark Andrews,TE,BAL,73,48.81526120007038,314.13708297209814,-265.32182177202776,-3.634545503726408
2022,00-0034764,Michael Gallup,WR,DAL,39,27.13312278687954,167.59381780028343,-140.4606950134039,-3.6015562823949714
2022,00-0034775,Christian Kirk,WR,JAX,84,57.73675645887852,326.00423124432564,-268.2674747854471,-3.193660414112466
2022,00-0034777,D.J. Chark,WR,DET,30,19.250711902976036,136.019969092682,-116.76925718970597,-3.8923085729901987
2022,00-0034791,Nick Chubb,RB,CLE,27,17.303614646196365,222.59802097082138,-205.29440632462502,-7.603496530541667
2022,00-0034827,D.J. Moore,WR,CAR,63,43.92214912176132,260.30552262067795,-216.38337349891663,-3.4346567222050255
2022,00-0034829,Mike Gesicki,TE,MIA,32,23.82207652926445,122.67247489094734,-98.85039836168289,-3.0890749488025904
2022,00-0034830,Hayden Hurst,TE,CIN,52,35.16840532422066,258.2055244445801,-223.03711912035942,-4.28917536769922
2022,00-0034844,Saquon Barkley,RB,NYG,57,39.48571452498436,489.7836332321167,-450.29791870713234,-7.899963486090041
2022,00-0034960,Jakobi Meyers,WR,NE,67,44.831538677215576,291.43513011932373,-246.60359144210815,-3.6806506185389276
2022,00-0034970,Irv Smith,TE,MIN,25,18.77297993004322,122.8309954404831,-104.05801551043987,-4.162320620417595
2022,00-0034981,Foster Moreau,TE,LV,33,23.471907198429108,180.9999856054783,-157.52807840704918,-4.773578133546945
2022,00-0034983,Hunter Renfrow,WR,LV,36,28.20765495300293,178.06485394388437,-149.85719899088144,-4.162699971968929
2022,00-0035140,Mecole Hardman,WR,KC,25,16.826415985822678,132.20502987504005,-115.37861388921738,-4.615144555568695
