"game_id","play_id","desc","passer_player_id","passer_full_name","passer_position","receiver_player_id","receiver_full_name","receiver_position","posteam","two_point_attempt","two_point_converted","pass_attempt","receiving_yards","first_down_pass","fumble_lost","season","week","complete_pass","yards_after_catch","pass_touchdown","first_down","interception","relative_to_endzone","wind","score_differential","xpass","vegas_wp","total_line","implied_total","relative_to_sticks","air_yards","yardline_100","half_seconds_remaining","game_seconds_remaining","ep","fixed_drive","ydstogo","temp","era","qb_hit","posteam_type","pass_location","surface","roof","qtr","down","goal_to_go","shotgun","no_huddle","pass_completion_exp","yards_after_catch_exp","yardline_exp","pass_touchdown_exp","pass_first_down_exp","pass_interception_exp","two_point_conv_exp"
"2020_01_ARI_SF",653,"(7:17) (Shotgun) 10-J.Garoppolo pass incomplete short right to 15-T.Taylor.","00-0031345","Jimmy Garoppolo","QB","00-0033292","Trent Taylor","WR","SF",0,0,1,,0,0,2020,1,"0",0.966675698757172,"0","0","0",-60,6,10,0.966675698757172,0.89993804693222,48.5,20.75,-1,4,64,1337,3137,1.00558316148818,5,5,66,"post2018","0","home","right","grass","outdoors","1","3","0","1","0",0.737507879734039,4.56058645248413,55.4394135475159,0.00148127449210733,0.447487741708755,0.00999333988875151,0
"2020_01_ARI_SF",700,"(7:05) 1-K.Murray pass short right to 29-C.Edmonds for 10 yards, TOUCHDOWN. caught at SF 12, 12 YAC","00-0035228","Kyler Murray","QB","00-0034681","Chase Edmonds","RB","ARI",0,0,1,10,1,0,2020,1,"1",0.38843360543251,"1","1","0",-12,6,-10,0.38843360543251,0.186679556965828,48.5,20.75,-12,-2,10,1325,3125,5.03085227881093,6,10,66,"post2018","0","away","right","grass","outdoors","1","1","1","0","0",0.853803992271423,7.90810775756836,4.09189224243164,0.26079249382019,0.230330511927605,0.00372997089289129,0
"2020_01_ARI_SF",804,"(6:09) 10-J.Garoppolo pass short middle to 85-G.Kittle to SF 32 for 14 yards (32-B.Baker). caught at SF 30, 2 YAC","00-0031345","Jimmy Garoppolo","QB","00-0033288","George Kittle","TE","SF",0,0,1,14,0,0,2020,1,"1",0.779590427875519,"0","0","0",-70,6,3,0.779590427875519,0.768454968929291,48.5,20.75,-5,12,82,1269,3069,-0.202560239471495,7,17,66,"post2018","0","home","middle","grass","outdoors","1","2","0","0","0",0.745116710662842,5.16405534744263,64.8359446525574,0.00242923316545784,0.157455325126648,0.0280174519866705,0
"2020_01_ARI_SF",828,"(5:29) (Shotgun) 10-J.Garoppolo pass incomplete deep left to 28-J.McKinnon.","00-0031345","Jimmy Garoppolo","QB","00-0031376","Jerick McKinnon","RB","SF",0,0,1,,0,0,2020,1,"0",0.909711182117462,"0","0","0",-46,6,3,0.909711182117462,0.787421703338623,48.5,20.75,19,22,68,1229,3029,1.02053784159943,7,3,66,"post2018","0","home","left","grass","outdoors","1","3","0","1","0",0.391502052545547,6.07674789428711,39.9232521057129,0.013995036482811,0.42609253525734,0.021874088793993,0
"2020_01_ARI_SF",894,"(4:52) (No Huddle, Shotgun) 1-K.Murray pass incomplete deep right to 13-C.Kirk.","00-0035228","Kyler Murray","QB","00-0034775","Christian Kirk","WR","ARI",0,0,1,,0,0,2020,1,"0",0.659931361675262,"0","0","0",-48,6,-3,0.659931361675262,0.264574706554413,48.5,20.75,20,28,76,1192,2992,0.0442007970996201,8,8,66,"post2018","0","away","right","grass","outdoors","1","2","0","1","1",0.361115217208862,3.61707735061646,44.3829226493835,0.0142691042274237,0.331488609313965,0.0282709840685129,0
"2020_01_ARI_SF",916,"(4:45) (No Huddle, Shotgun) 1-K.Murray pass short left to 11-L.Fitzgerald pushed ob at ARI 37 for 13 yards (55-D.Ford). PENALTY on ARI-10-D.Hopkins, Illegal Block Above the Waist, 10 yards, enforced at ARI 32. caught at AZ 22, 10 YAC","00-0035228","Kyler Murray","QB","00-0022921","Larry Fitzgerald","WR","ARI",0,0,1,8,0,0,2020,1,"1",0.984089374542236,"0","0","0",-78,6,-3,0.984089374542236,0.244785755872726,48.5,20.75,-10,-2,76,1185,2985,-0.676167336292565,8,8,66,"post2018","0","away","left","grass","outdoors","1","3","0","1","1",0.837157189846039,8.21867942810059,69.7813205718994,0.00378226884640753,0.214623034000397,0.00764696625992656,0
"2020_01_ARI_SF",1053,"(2:41) (Shotgun) 10-J.Garoppolo pass short left to 85-G.Kittle to ARI 32 for 14 yards (32-B.Baker). caught at SF 44, 24 YAC","00-0031345","Jimmy Garoppolo","QB","00-0033288","George Kittle","TE","SF",0,0,1,14,1,0,2020,1,"1",0.503228306770325,"0","1","0",-44,6,3,0.503228306770325,0.801090657711029,48.5,20.75,-8,2,46,1061,2861,3.18313425197266,9,10,66,"post2018","0","home","left","grass","outdoors","1","1","0","1","0",0.810837268829346,5.14322376251221,38.8567762374878,0.00317036104388535,0.195720717310905,0.0055391164496541,0
"2020_01_ARI_SF",1081,"(2:00) (Shotgun) 10-J.Garoppolo pass short middle to 81-J.Reed to ARI 22 for 10 yards (59-D.Campbell). caught at at ARI 29, 7 YAC","00-0031345","Jimmy Garoppolo","QB","00-0030472","Jordan Reed","TE","SF",0,0,1,10,1,0,2020,1,"1",0.477335333824158,"0","1","0",-29,6,3,0.477335333824158,0.807732820510864,48.5,20.75,-7,3,32,1020,2820,4.01492040720768,9,10,66,"post2018","0","home","middle","grass","outdoors","1","1","0","1","0",0.811443090438843,4.83694887161255,24.1630511283875,0.0101235043257475,0.198833927512169,0.00918068084865808,0
"2020_01_ARI_SF",1336,"(12:03) (Shotgun) 1-K.Murray pass incomplete short left to 10-D.Hopkins.","00-0035228","Kyler Murray","QB","00-0030564","DeAndre Hopkins","WR","ARI",0,0,1,,0,0,2020,1,"0",0.547856092453003,"0","0","0",-96,6,-3,0.547856092453003,0.250895112752914,48.5,20.75,-7,-1,95,723,2523,-0.470622257096693,10,6,66,"post2018","0","away","left","grass","outdoors","2","2","0","1","0",0.866255700588226,6.78351306915283,89.2164869308472,0.00340608088299632,0.3199862241745,0.00727592315524817,0
"2020_01_ARI_SF",1358,"(11:59) (Shotgun) 1-K.Murray pass short left to 10-D.Hopkins to ARI 11 for 6 yards (41-E.Moseley). caught at AZ 11, 0 YAC","00-0035228","Kyler Murray","QB","00-0030564","DeAndre Hopkins","WR","ARI",0,0,1,6,1,0,2020,1,"1",0.942705571651459,"0","1","0",-89,6,-3,0.942705571651459,0.233852550387383,48.5,20.75,0,6,95,719,2519,-1.12392274488229,10,6,66,"post2018","0","away","left","grass","outdoors","2","3","0","1","0",0.662141859531403,3.68684792518616,85.3131520748138,0.00212379358708858,0.576777040958405,0.0179327223449945,0
"2020_01_ARI_SF",1411,"(10:49) (No Huddle, Shotgun) 1-K.Murray pass incomplete short left to 87-M.Williams (93-D.Jones).","00-0035228","Kyler Murray","QB","00-0031558","Maxx Williams","TE","ARI",0,0,1,,0,0,2020,1,"0",0.653327703475952,"0","0","0",-89,6,-3,0.653327703475952,0.242565616965294,48.5,20.75,-10,-3,86,649,2449,-0.0906916072126478,10,7,66,"post2018","0","away","left","grass","outdoors","2","2","0","1","1",0.862780690193176,8.6319990158081,80.3680009841919,0.0031690716277808,0.227231994271278,0.00617935229092836,0
"2020_01_ARI_SF",1433,"(10:43) (Shotgun) 1-K.Murray pass short middle to 11-L.Fitzgerald to ARI 23 for 9 yards (24-K.Williams; 29-J.Tartt). caught at AZ 21, 2 YAC","00-0035228","Kyler Murray","QB","00-0022921","Larry Fitzgerald","WR","ARI",0,0,1,9,1,0,2020,1,"1",0.975648701190948,"0","1","0",-79,6,-3,0.975648701190948,0.228206694126129,48.5,20.75,0,7,86,643,2443,-0.73002214753069,10,7,66,"post2018","0","away","middle","grass","outdoors","2","3","0","1","0",0.689241230487823,5.84714603424072,73.1528539657593,0.00458874925971031,0.683113157749176,0.0252505633980036,0
"2020_01_ARI_SF",1457,"(10:21) (No Huddle, Shotgun) 1-K.Murray pass short left to 10-D.Hopkins to ARI 35 for 12 yards (54-F.Warner). caught at AZ 21, 14 YAC","00-0035228","Kyler Murray","QB","00-0030564","DeAndre Hopkins","WR","ARI",0,0,1,12,1,0,2020,1,"1",0.489243030548096,"0","1","0",-79,6,-3,0.489243030548096,0.255701094865799,48.5,20.75,-12,-2,77,621,2421,1.02242114255205,10,10,66,"post2018","0","away","left","grass","outdoors","2","1","0","1","1",0.894842505455017,7.87276315689087,71.1272368431091,0.00298504205420613,0.1668431609869,0.00837554503232241,0
"2020_01_ARI_SF",1510,"(9:27) (No Huddle, Shotgun) 1-K.Murray pass short left to 10-D.Hopkins pushed ob at SF 39 for 15 yards (41-E.Moseley). caught at SF 39, 0 YAC","00-0035228","Kyler Murray","QB","00-0030564","DeAndre Hopkins","WR","ARI",0,0,1,15,1,0,2020,1,"1",0.479113399982452,"0","1","0",-39,6,-3,0.479113399982452,0.285108864307404,48.5,20.75,5,15,54,567,2367,2.49019182682969,10,10,66,"post2018","0","away","left","grass","outdoors","2","1","0","1","1",0.6134312748909,3.71803522109985,35.2819647789001,0.00782987102866173,0.651590526103973,0.0302098877727985,0
"2020_01_ARI_SF",1564,"(8:15) (No Huddle, Shotgun) 1-K.Murray pass short left to 29-C.Edmonds pushed ob at SF 34 for 5 yards (20-J.Ward). caught at AZ 35, 1 YAC","00-0035228","Kyler Murray","QB","00-0034681","Chase Edmonds","RB","ARI",0,0,1,5,0,0,2020,1,"1",0.60031008720398,"0","0","0",-35,6,-3,0.60031008720398,0.311133593320847,48.5,20.75,-6,4,39,495,2295,2.86737012537196,10,10,66,"post2018","0","away","left","grass","outdoors","2","2","0","1","1",0.770703792572021,4.67935228347778,30.3206477165222,0.00547215668484569,0.201982825994492,0.00594090623781085,0
"2020_01_ARI_SF",1588,"(7:36) (No Huddle, Shotgun) 1-K.Murray pass incomplete short left to 29-C.Edmonds.","00-0035228","Kyler Murray","QB","00-0034681","Chase Edmonds","RB","ARI",0,0,1,,0,0,2020,1,"0",0.944034337997437,"0","0","0",-33,6,-3,0.944034337997437,0.305212914943695,48.5,20.75,-4,1,34,456,2256,2.75100914540235,10,5,66,"post2018","0","away","left","grass","outdoors","2","3","0","1","1",0.747658431529999,6.26304960250854,26.7369503974915,0.00790751911699772,0.473823338747025,0.00800089724361897,0
"2020_01_ARI_SF",1655,"(6:52) (Shotgun) 10-J.Garoppolo pass short right to 84-K.Bourne to ARI 37 for 18 yards (33-B.Murphy; 32-B.Baker). caught at AZ 49, 12 YAC","00-0031345","Jimmy Garoppolo","QB","00-0033307","Kendrick Bourne","WR","SF",0,0,1,18,1,0,2020,1,"1",0.705737471580505,"0","1","0",-49,6,3,0.705737471580505,0.809476256370544,48.5,20.75,-1,6,55,412,2212,1.69499288196675,11,7,66,"post2018","0","home","right","grass","outdoors","2","2","0","1","0",0.766533195972443,3.89431381225586,45.1056861877441,0.00356829748488963,0.4928919672966,0.0104184662923217,0
"2020_01_ARI_SF",1683,"(6:18) (No Huddle, Shotgun) 10-J.Garoppolo pass incomplete deep right to 18-D.Pettis.","00-0031345","Jimmy Garoppolo","QB","00-0034860","Dante Pettis","WR","SF",0,0,1,,0,0,2020,1,"0",0.478758871555328,"0","0","0",-3,6,3,0.478758871555328,0.824956476688385,48.5,20.75,24,34,37,378,2178,3.30861196969636,11,10,66,"post2018","0","home","right","grass","outdoors","2","1","0","1","1",0.330380797386169,2.10263967514038,0.897360324859619,0.2690849006176,0.35572749376297,0.0409111045300961,0
"2020_01_ARI_SF",1726,"(5:32) (Shotgun) 10-J.Garoppolo pass incomplete short left to 28-J.McKinnon.","00-0031345","Jimmy Garoppolo","QB","00-0031376","Jerick McKinnon","RB","SF",0,0,1,,0,0,2020,1,"0",0.972560882568359,"0","0","0",-32,6,3,0.972560882568359,0.802370131015778,48.5,20.75,-5,4,36,332,2132,2.23065786308143,11,9,66,"post2018","0","home","left","grass","outdoors","2","3","0","1","0",0.736260771751404,5.14658689498901,26.853413105011,0.00778833264485002,0.26972895860672,0.00917684752494097,0
"2020_01_ARI_SF",1836,"(3:30) (No Huddle, Shotgun) 1-K.Murray pass short left to 85-D.Arnold to ARI 42 for 13 yards (41-E.Moseley). caught at AZ 36, 6 YAC","00-0035228","Kyler Murray","QB","00-0034011","Dan Arnold","TE","ARI",0,0,1,13,1,0,2020,1,"1",0.758124649524689,"0","1","0",-64,6,-3,0.758124649524689,0.258334666490555,48.5,20.75,-2,7,71,210,2010,0.668656829278916,12,9,66,"post2018","0","away","left","grass","outdoors","2","2","0","1","1",0.753969013690948,3.65254092216492,60.3474590778351,0.00120368669740856,0.378080755472183,0.0134916733950377,0
"2020_01_ARI_SF",1887,"(2:41) (Shotgun) 1-K.Murray pass short left intended for 87-M.Williams INTERCEPTED by 29-J.Tartt (57-D.Greenlaw) at ARI 42. 29-J.Tartt to ARI 26 for 16 yards (10-D.Hopkins).","00-0035228","Kyler Murray","QB","00-0031558","Maxx Williams","TE","ARI",0,0,1,,0,0,2020,1,"0",0.741457641124725,"0","0","1",-58,6,-3,0.741457641124725,0.288887768983841,48.5,20.75,-10,5,63,161,1961,1.45517906395253,12,15,66,"post2018","0","away","left","grass","outdoors","2","1","0","1","0",0.794443905353546,3.67570996284485,54.3242900371552,0.000838291656691581,0.0575389936566353,0.00958021637052298,0
"2020_01_ARI_SF",1956,"(1:57) (Shotgun) 10-J.Garoppolo pass short right to 28-J.McKinnon to ARI 14 for 9 yards (31-C.Banjo).","00-0031345","Jimmy Garoppolo","QB","00-0031376","Jerick McKinnon","RB","SF",0,0,1,9,1,0,2020,1,"1",0.735698401927948,"0","1","0",-26,6,3,0.735698401927948,0.841970980167389,48.5,20.75,-10,-3,23,117,1917,3.65077849448426,13,7,66,"post2018","0","home","right","grass","outdoors","2","2","0","1","0",0.848657786846161,9.34695816040039,16.6530418395996,0.0324239879846573,0.322656124830246,0.00432449905201793,0
"2020_01_ARI_SF",1980,"(1:19) (Shotgun) 10-J.Garoppolo pass short middle to 28-J.McKinnon to ARI 8 for 6 yards (59-D.Campbell). caught at SF 9, 1 YAC","00-0031345","Jimmy Garoppolo","QB","00-0031376","Jerick McKinnon","RB","SF",0,0,1,6,0,0,2020,1,"1",0.726321518421173,"0","0","0",-9,6,3,0.726321518421173,0.841991424560547,48.5,20.75,-5,5,14,79,1879,4.64508294162806,13,10,66,"post2018","0","home","middle","grass","outdoors","2","1","0","1","0",0.770439326763153,3.27315425872803,5.72684574127197,0.0960141643881798,0.204023003578186,0.00893854163587093,0
"2020_01_ARI_SF",2008,"(:44) (Shotgun) 10-J.Garoppolo pass incomplete short left to 85-G.Kittle.","00-0031345","Jimmy Garoppolo","QB","00-0033288","George Kittle","TE","SF",0,0,1,,0,0,2020,1,"0",0.79168164730072,"0","0","0",-10,6,3,0.79168164730072,0.836851835250854,48.5,20.75,-6,-2,8,44,1844,4.93520694016479,13,4,66,"post2018","0","home","left","grass","outdoors","2","2","0","1","0",0.867995142936707,5.90693187713623,4.09306812286377,0.212646275758743,0.412760436534882,0.00546041363850236,0
"2020_01_ARI_SF",2034,"(:41) (Shotgun) 10-J.Garoppolo pass short middle to 15-T.Taylor to ARI 6 for 2 yards (20-D.Kirkpatrick) [55-C.Jones]. caught at AZ 6, 0 YAC","00-0031345","Jimmy Garoppolo","QB","00-0033292","Trent Taylor","WR","SF",0,0,1,2,0,0,2020,1,"1",0.951894879341125,"0","0","0",-6,6,3,0.951894879341125,0.831946969032288,48.5,20.75,-2,2,8,41,1841,4.23885376437102,13,4,66,"post2018","1","home","middle","grass","outdoors","2","3","0","1","0",0.578582763671875,2.42712426185608,3.57287573814392,0.13717457652092,0.309492945671082,0.043710608035326,0
"2020_01_ARI_SF",2139,"(:23) (No Huddle, Shotgun) 1-K.Murray pass short left to 10-D.Hopkins to SF 43 for 12 yards (41-E.Moseley).","00-0035228","Kyler Murray","QB","00-0030564","DeAndre Hopkins","WR","ARI",0,0,1,12,1,0,2020,1,"1",0.953868329524994,"0","1","0",-43,6,-6,0.953868329524994,0.209744185209274,48.5,20.75,2,12,55,23,1823,0.96644083771389,14,10,66,"post2018","0","away","left","grass","outdoors","2","1","0","1","1",0.631511151790619,2.83485579490662,40.1651442050934,0.00325513584539294,0.662723898887634,0.0136040793731809,0
"2020_01_ARI_SF",2222,"(:13) (Shotgun) 1-K.Murray pass short left to 10-D.Hopkins to SF 38 for 5 yards (56-K.Alexander). caught at SF 40, 2 YAC","00-0035228","Kyler Murray","QB","00-0030564","DeAndre Hopkins","WR","ARI",0,0,1,5,0,0,2020,1,"1",0.96835595369339,"0","0","0",-40,6,-6,0.96835595369339,0.191887572407722,48.5,20.75,-7,3,43,13,1813,0.909666640800424,14,10,66,"post2018","0","away","left","grass","outdoors","2","2","0","1","0",0.742311477661133,3.22554731369019,36.7744526863098,0.00314428075216711,0.124640934169292,0.00914457254111767,0
"2020_01_ARI_SF",2246,"(:03) 1-K.Murray spiked the ball to stop the clock.","00-0035228","Kyler Murray","QB",,,,"ARI",0,0,1,,0,0,2020,1,"0",,"0","0","0",-38,6,-6,,0.196709126234055,48.5,20.75,-5,0,38,3,1803,1.12132518197177,14,5,66,"post2018","0","away","unk","grass","outdoors","2","3","0","0","0",0,0,30.3018641471863,0,0,0,0
"2020_01_ARI_SF",2375,"(14:27) (Shotgun) 1-K.Murray pass short left to 41-K.Drake to ARI 30 for 3 yards (57-D.Greenlaw; 41-E.Moseley). caught at AZ 27, 3 YAC","00-0035228","Kyler Murray","QB","00-0033118","Kenyan Drake","RB","ARI",0,0,1,3,0,0,2020,1,"1",0.658867120742798,"0","0","0",-73,6,-3,0.658867120742798,0.247293531894684,48.5,20.75,-20,0,73,1767,1767,0.680743669625372,15,20,66,"post2018","0","away","left","grass","outdoors","3","1","0","1","0",0.831371486186981,7.17279148101807,65.8272085189819,0.00206968490965664,0.031854435801506,0.00601462693884969,0
"2020_01_ARI_SF",2399,"(13:46) (Shotgun) 1-K.Murray pass short right to 10-D.Hopkins ran ob at ARI 39 for 9 yards. caught at AZ 39, 0 YAC","00-0035228","Kyler Murray","QB","00-0030564","DeAndre Hopkins","WR","ARI",0,0,1,9,0,0,2020,1,"1",0.838432550430298,"0","0","0",-61,6,-3,0.838432550430298,0.251195579767227,48.5,20.75,-8,9,70,1726,1726,0.229791568126529,15,17,66,"post2018","0","away","right","grass","outdoors","3","2","0","1","0",0.682617247104645,3.11172080039978,57.8882791996002,0.00132611324079335,0.067035585641861,0.0252583809196949,0
"2020_01_ARI_SF",2432,"(13:15) (No Huddle, Shotgun) 1-K.Murray pass short left to 10-D.Hopkins ran ob at SF 49 for 12 yards. caught at SF 49, 0 YAC","00-0035228","Kyler Murray","QB","00-0030564","DeAndre Hopkins","WR","ARI",0,0,1,12,1,0,2020,1,"1",0.984737813472748,"0","1","0",-49,6,-3,0.984737813472748,0.256075263023376,48.5,20.75,4,12,61,1695,1695,0.386008786503226,15,8,66,"post2018","0","away","left","grass","outdoors","3","3","0","1","1",0.582727074623108,4.12211036682129,44.8778896331787,0.00537545047700405,0.609767138957977,0.0321827083826065,0
"2020_01_ARI_SF",2628,"(10:01) (No Huddle, Shotgun) 1-K.Murray pass incomplete short right [97-N.Bosa].","00-0035228","Kyler Murray","QB",,,,"ARI",0,0,1,,0,0,2020,1,"0",0.609034657478333,"0","0","0",-31,6,-3,0.609034657478333,0.330852895975113,48.5,20.75,-10,0,31,1501,1501,3.34427748667076,15,10,66,"post2018","1","away","right","grass","outdoors","3","2","0","1","1",0.557710647583008,5.82719230651855,25.1728076934814,0.00662573520094156,0.106929838657379,0.0134578002616763,0
