"season","week","player_id","full_name","position","posteam","receptions","receptions_exp","rec_attempt","rec_air_yards","rec_yards_gained","rec_yards_gained_exp","rec_touchdown","rec_touchdown_exp","total_fantasy_points","total_fantasy_points_exp","total_fantasy_points_diff","total_touchdown_diff","route_participation_proxy","team_rec_yds_exp","receiving_market_share"
"2023",6,"00-0033090","Hunter Henry","TE","NE",1,2.03,3,20,7,19.95,0,0.09,1.7,4.54,-2.84,-0.09,2.03,47.47,0.420265430798399
"2023",6,"00-0034829","Mike Gesicki","TE","NE",3,2.17,3,16,28,21.58,0,0.1,5.8,4.91,0.89,-0.1,2.17,47.47,0.45460290709922
"2023",6,"00-0033439","Pharaoh Brown","TE","NE",1,0.76,1,4,15,5.94,0,0,2.5,1.37,1.13,0,0.76,47.47,0.12513166210238
"2023",6,"00-0034383","Dalton Schultz","TE","HOU",4,4.66,7,52,61,49.01,1,1.26,14.1,17.11,-3.01,-0.26,4.66,54.88,0.893039358600583
,,,,,,,,,,,,,,,,,,,,
"2023",6,"00-0034981","Foster Moreau","TE","NO",4,2.73,4,29,33,29.49,0,0.01,7.3,5.72,1.58,-0.01,2.73,29.49,1
"2023",6,"00-0036556","Brevin Jordan","TE","HOU",1,0.82,1,2,11,5.87,0,0,2.1,1.41,0.69,0,0.82,54.88,0.106960641399417
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2023",6,"00-0035689","Dawson Knox","TE","BUF",3,4.32,6,36,17,43.03,0,0.27,4.7,10.23,-5.53,-0.27,4.32,46.84,0.91865926558497
"2023",6,"00-0031610","Darren Waller","TE","NYG",5,5.08,7,26,43,38.4,0,0.59,9.3,12.46,-3.16,-0.59,5.08,38.4,1
"2023",6,"00-0036590","Quintin Morris","TE","BUF",1,0.26,1,15,15,3.81,1,0.26,8.5,2.18,6.32,0.74,0.26,46.84,0.0813407344150299
"2023",6,"00-0034351","Dallas Goedert","TE","PHI",5,6.28,8,16,42,51.12,0,0.1,9.2,11.98,-2.78,-0.1,6.28,51.12,1
"2023",6,"00-0034270","Tyler Conklin","TE","NYJ",3,2.38,4,44,24,29.38,0,0.09,5.4,5.86,-0.46,-0.09,2.38,39.77,0.738747799849133
,,,,,,,,,,,,,,,,,,,,
"2023",6,"00-0032134","C.J. Uzomah","TE","NYJ",0,0.27,1,18,0,4.89,0,0.27,0,2.38,-2.38,-0.27,0.27,39.77,0.122957002765904
"2023",6,"00-0037805","Jeremy Ruckert","TE","NYJ",1,0.77,1,0,8,5.5,0,0,1.8,1.33,0.47,0,0.77,39.77,0.138295197384964
"2023",6,"00-0035644","Noah Fant","TE","SEA",1,0.75,1,6,9,7.19,0,0,1.9,1.49,0.41,0,0.75,35.47,0.202706512545813
"2023",6,"00-0034970","Irv Smith","TE","CIN",1,1.5,2,10,5,13.72,0,0.01,1.5,2.92,-1.42,-0.01,1.5,17.88,0.767337807606264
,,,,,,,,,,,,,,,,,,,,
"2023",6,"00-0034159","Will Dissly","TE","SEA",1,0.8,1,0,4,5.49,0,0,1.4,1.36,0.0399999999999998,0,0.8,35.47,0.154778686213702
"2023",6,"00-0035631","Drew Sample","TE","CIN",1,0.5,1,4,4,4.16,0,0,1.4,0.93,0.47,0,0.5,17.88,0.232662192393736
"2023",6,"00-0036244","Colby Parkinson","TE","SEA",3,3.04,5,18,19,22.79,0,0.45,4.9,8.04,-3.14,-0.45,3.04,35.47,0.642514801240485
"2023",6,"00-0034364","Jordan Akins","TE","CLE",0,1.29,2,17,0,14.87,0,0.01,0,2.84,-2.84,-0.01,1.29,41.43,0.358918657977311
"2023",6,"00-0034073","Ross Dwelley","TE","SF",0,0.56,1,17,0,11.86,0,0.03,0,1.96,-1.96,-0.03,0.56,27.38,0.433162892622352
"2023",6,"00-0033288","George Kittle","TE","SF",1,1.17,2,27,1,15.52,0,0.02,1.1,2.87,-1.77,-0.02,1.17,27.38,0.566837107377648
"2023",6,"00-0033885","David Njoku","TE","CLE",3,2.47,4,19,24,20.58,0,0.01,5.4,4.62,0.78,-0.01,2.47,41.43,0.496741491672701
,,,,,,,,,,,,,,,,,,,,
"2023",6,"00-0036232","Harrison Bryant","TE","CLE",0,0.66,1,6,0,5.98,0,0.01,0,1.33,-1.33,-0.01,0.66,41.43,0.144339850349988
,,,,,,,,,,,,,,,,,,,,
"2023",6,"00-0031260","Logan Thomas","TE","WAS",1,0.8,1,2,2,5.45,0,0,1.2,1.35,-0.15,0,0.8,5.45,1
"2023",6,"00-0036970","Kyle Pitts","TE","ATL",4,3.83,6,57,43,48.27,1,0.44,14.3,11.28,3.02,0.56,3.83,90.21,0.535084802128367
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2023",6,"00-0033858","Jonnu Smith","TE","ATL",4,3.3,5,48,36,35.65,1,0.52,13.6,9.98,3.62,0.48,3.3,90.21,0.395189003436426
"2023",6,"00-0031585","MyCole Pruitt","TE","ATL",1,1.28,2,6,9,6.29,0,0.52,1.9,5.05,-3.15,-0.52,1.28,90.21,0.0697261944352067
"2023",7,"00-0032141","Geoff Swaim","TE","ARI",1,0.77,1,5,8,6.79,0,0,1.8,1.46,0.34,0,0.77,80.09,0.0847796229242103
"2023",7,"00-0037744","Trey McBride","TE","ARI",3,4.37,6,26,29,41.64,0,0.04,5.9,8.75,-2.85,-0.04,4.37,80.09,0.519915095517543
"2023",7,"00-0030061","Zach Ertz","TE","ARI",3,2.65,4,24,19,26.05,0,0.01,4.9,5.3,-0.399999999999999,-0.01,2.65,80.09,0.325259083531028
,,,,,,,,,,,,,,,,,,,,
"2023",7,"00-0036244","Colby Parkinson","TE","SEA",2,1.27,2,23,26,15.41,0,0.66,4.6,6.8,-2.2,-0.66,1.27,28.96,0.532113259668508
"2023",7,"00-0035644","Noah Fant","TE","SEA",1,0.46,1,25,25,13.55,0,0.1,3.5,2.42,1.08,-0.1,0.46,28.96,0.467886740331492
"2023",7,"00-0039041","Elijah Higgins","TE","ARI",1,0.78,1,0,0,5.61,0,0,1,1.35,-0.35,0,0.78,80.09,0.0700461980272194
,,,,,,,,,,,,,,,,,,,,
"2023",7,"00-0033858","Jonnu Smith","TE","ATL",3,1.85,3,21,27,15.29,0,0.48,5.7,6.28,-0.58,-0.48,1.85,56.51,0.270571580251283
"2023",7,"00-0038129","Cade Otton","TE","TB",5,4.24,6,42,43,42.16,0,0.05,9.3,8.77,0.530000000000001,-0.05,4.24,48.45,0.870175438596491
"2023",7,"00-0036970","Kyle Pitts","TE","ATL",3,3.37,5,46,47,41.22,0,0.01,7.7,7.55,0.15,-0.01,3.37,56.51,0.729428419748717
,,,,,,,,,,,,,,,,,,,,
"2023",7,"00-0039050","Payne Durham","TE","TB",0,0.75,1,5,0,6.29,0,0,0,1.38,-1.38,0,0.75,48.45,0.129824561403509
"2023",7,"00-0033439","Pharaoh Brown","TE","NE",2,1.16,2,19,51,15.03,0,0.01,7.1,2.73,4.37,-0.01,1.16,45.45,0.330693069306931
"2023",7,"00-0035689","Dawson Knox","TE","BUF",1,1.9,3,31,10,24.45,0,0.04,2,4.61,-2.61,-0.04,1.9,75.78,0.32264449722882
"2023",7,"00-0038933","Dalton Kincaid","TE","BUF",8,5.84,8,37,75,51.33,0,0.18,15.5,12.07,3.43,-0.18,5.84,75.78,0.67735550277118
,,,,,,,,,,,,,,,,,,,,
"2023",7,"00-0034829","Mike Gesicki","TE","NE",2,1.26,2,3,5,5.22,1,0.51,8.5,4.84,3.66,0.49,1.26,45.45,0.114851485148515
"2023",7,"00-0033090","Hunter Henry","TE","NE",2,1.87,3,29,27,25.2,0,0.01,4.7,4.47,0.23,-0.01,1.87,45.45,0.554455445544554
"2023",7,"00-0038394","Will Mallory","TE","IND",0,0.76,1,6,0,7.6,0,0,0,1.53,-1.53,0,0.76,11.15,0.681614349775785
"2023",7,"00-0033217","Mo Alie-Cox","TE","IND",1,0.84,1,-6,-6,3.55,0,0.01,0.4,1.25,-0.85,-0.01,0.84,11.15,0.318385650224215
"2023",7,"00-0033885","David Njoku","TE","CLE",5,6.5,9,23,54,52.23,0,1.19,10.4,18.87,-8.47,-1.19,6.5,56.61,0.922628510863805
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2023",7,"00-0036232","Harrison Bryant","TE","CLE",0,0.64,1,-1,0,4.38,0,0.01,0,1.13,-1.13,-0.01,0.64,56.61,0.077371489136195
"2023",7,"00-0034753","Mark Andrews","TE","BAL",4,4,6,39,63,38.25,2,1.32,22.3,15.74,6.56,0.68,4,38.25,1
"2023",7,"00-0039065","Sam LaPorta","TE","DET",6,4.63,7,51,52,48.94,0,0.01,11.2,9.59,1.61,-0.01,4.63,48.94,1
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2023",7,"00-0038783","Nate Adkins","TE","DEN",1,0.65,1,-3,3,4.36,0,0,1.3,1.1,0.2,0,0.65,20.9,0.208612440191388
"2023",7,"00-0039144","Luke Musgrave","TE","GB",4,3.87,5,18,30,35.21,0,0.01,7,7.46,-0.46,-0.01,3.87,40.57,0.867882671925068
"2023",7,"00-0036422","Adam Trautman","TE","DEN",1,1.1,2,34,5,16.54,0,0.03,1.5,2.95,-1.45,-0.03,1.1,20.9,0.791387559808612
"2023",7,"00-0038809","Ben Sims","TE","GB",1,0.79,1,0,2,5.36,0,0.02,1.2,1.44,-0.24,-0.02,0.79,40.57,0.132117328074932
"2023",7,"00-0033881","Evan Engram","TE","JAX",5,5.2,7,34,45,50.52,0,0.07,9.5,10.66,-1.16,-0.07,5.2,50.52,1
"2023",7,"00-0034981","Foster Moreau","TE","NO",3,2.63,4,24,33,25.28,0,0.39,6.3,7.52,-1.22,-0.39,2.63,25.28,1
,,,,,,,,,,,,,,,,,,,,
"2023",7,"00-0030506","Travis Kelce","TE","KC",12,8.82,13,130,179,120.16,1,0.62,35.9,24.54,11.36,0.38,8.82,136.51,0.880228554684639
"2023",7,"00-0036637","Noah Gray","TE","KC",1,0.75,1,7,8,8.24,0,0.01,1.8,1.64,0.16,-0.01,0.75,136.51,0.0603618782506776
"2023",7,"00-0035329","Donald Parham","TE","LAC",1,2,3,29,9,24.94,0,0.13,1.9,5.25,-3.35,-0.13,2,50.66,0.492301618634031
"2023",7,"00-0033895","Gerald Everett","TE","LAC",3,2.39,4,23,26,20.06,1,0.85,11.6,9.5,2.1,0.15,2.39,50.66,0.395973154362416
"2023",7,"00-0032062","Blake Bell","TE","KC",1,0.78,1,6,7,8.11,0,0.02,-0.3,1.72,-2.02,-0.02,0.78,136.51,0.0594095670646839
,,,,,,,,,,,,,,,,,,,,
"2023",7,"00-0037475","Stone Smartt","TE","LAC",1,0.77,1,4,5,5.66,0,0,1.5,1.34,0.16,0,0.77,50.66,0.111725227003553
"2023",7,"00-0039066","Michael Mayer","TE","LV",2,2.63,4,35,13,28.59,0,0.03,3.3,5.64,-2.34,-0.03,2.63,43.23,0.661346287300486
"2023",7,"00-0024243","Marcedes Lewis","TE","CHI",1,0.77,1,5,16,6.99,0,0.03,2.6,1.66,0.94,-0.03,0.77,6.99,1
"2023",7,"00-0032392","Austin Hooper","TE","LV",2,1.5,2,4,18,10.13,0,0.01,3.8,3.53,0.27,-0.01,1.5,43.23,0.234328012953967
"2023",7,"00-0035562","Jesper Horsted","TE","LV",1,0.76,1,2,4,4.51,0,0,1.4,1.22,0.18,0,0.76,43.23,0.104325699745547
"2023",7,"00-0034351","Dallas Goedert","TE","PHI",5,3.75,5,22,77,34.66,1,0.11,18.7,7.85,10.85,0.89,3.75,34.66,1
,,,,,,,,,,,,,,,,,,,,
"2023",7,"00-0033110","Tyler Higbee","TE","LA",1,2.16,3,24,7,25.64,0,0.02,1.7,4.84,-3.14,-0.02,2.16,32.15,0.79751166407465
"2023",7,"00-0037304","Connor Heyward","TE","PIT",2,2.27,3,25,23,28.93,0,0.09,4.3,5.72,-1.42,-0.09,2.27,28.93,1
,,,,,,,,,,,,,,,,,,,,
"2023",7,"00-0036424","Brycen Hopkins","TE","LA",1,0.83,1,1,5,6.51,0,0,1.5,1.49,0.01,0,0.83,32.15,0.20248833592535
,,,,,,,,,,,,,,,,,,,,
"2023",7,"00-0035249","Josh Oliver","TE","MIN",2,1.7,2,2,6,13.05,0,0.01,2.6,3.03,-0.43,-0.01,1.7,101.63,0.128406966446915
"2023",7,"00-0033288","George Kittle","TE","SF",5,4.7,7,86,78,75.89,0,0.04,13,13.19,-0.19,-0.05,4.7,80.08,0.947677322677323
"2023",7,"00-0035229","T.J. Hockenson","TE","MIN",11,9.24,12,52,86,88.58,0,0.03,19.6,18.29,1.31,-0.03,9.24,101.63,0.871593033553085
"2023",7,"00-0034073","Ross Dwelley","TE","SF",1,0.79,1,0,12,4.19,0,0.03,2.2,1.39,0.81,-0.03,0.79,80.08,0.0523226773226773
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2023",7,"00-0031260","Logan Thomas","TE","WAS",4,3.97,6,43,51,39.32,0,0.01,9.1,7.96,1.14,-0.01,3.97,46.66,0.84269181311616
"2023",7,"00-0036628","John Bates","TE","WAS",0,0.49,1,11,0,7.34,0,0.01,0,1.27,-1.27,-0.01,0.49,46.66,0.157308186883841
"2023",7,"00-0031610","Darren Waller","TE","NYG",7,5.01,8,76,98,63,1,0.34,22.8,13.35,9.45,0.66,5.01,63,1
,,,,,,,,,,,,,,,,,,,,
"2023",8,"00-0033858","Jonnu Smith","TE","ATL",1,0.81,1,3,13,6.19,0,0,2.3,3.44,-1.14,-0.48,0.81,56.69,0.109190333392133
"2023",8,"00-0031585","MyCole Pruitt","TE","ATL",1,1.23,2,10,3,8.29,0,0.48,1.3,4.94,-3.64,-0.48,1.23,56.69,0.146233903686717
"2023",8,"00-0037809","Chigoziem Okonkwo","TE","TEN",4,2.67,5,35,23,29.19,0,0.02,6.7,5.96,0.739999999999999,-0.03,2.67,29.19,1
"2023",8,"00-0036970","Kyle Pitts","TE","ATL",3,3.1,5,60,35,42.21,0,0.01,6.5,7.39,-0.89,-0.01,3.1,56.69,0.74457576292115
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2023",8,"00-0037744","Trey McBride","TE","ARI",10,8.82,14,117,95,101.86,1,0.85,25.5,24.11,1.39,0.15,8.82,101.86,1
"2023",8,"00-0034753","Mark Andrews","TE","BAL",4,3.61,5,24,40,29.34,1,0.57,14,9.96,4.04,0.43,3.61,37.61,0.780111672427546
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2023",8,"00-0037838","Isaiah Likely","TE","BAL",1,0.63,1,10,10,8.27,0,0.03,2,1.63,0.37,-0.03,0.63,37.61,0.219888327572454
"2023",8,"00-0035329","Donald Parham","TE","LAC",4,3.86,5,13,43,33.42,1,0.16,14.3,8.16,6.14,0.84,3.86,33.42,1
"2023",8,"00-0036290","Cole Kmet","TE","CHI",10,7.39,10,53,79,69.81,0,0.08,17.9,14.86,3.04,-0.08,7.39,75.3,0.927091633466136
,,,,,,,,,,,,,,,,,,,,
"2023",8,"00-0033757","Robert Tonyan","TE","CHI",1,0.79,1,3,8,5.49,0,0,1.8,1.35,0.45,0,0.79,75.3,0.0729083665338646
"2023",8,"00-0035631","Drew Sample","TE","CIN",0,0.87,1,-1,0,6.43,0,0,0,1.52,-1.52,0,0.87,25.64,0.250780031201248
"2023",8,"00-0033288","George Kittle","TE","SF",9,7.52,11,105,149,93,0,0.32,23.9,18.75,5.15,-0.32,7.52,93,1
"2023",8,"00-0034970","Irv Smith","TE","CIN",4,3.18,4,4,25,19.21,0,0.54,4.5,8.34,-3.84,-0.54,3.18,25.64,0.749219968798752
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2023",8,"00-0033885","David Njoku","TE","CLE",4,4.21,8,45,77,36.12,1,0.86,17.7,13,4.7,0.14,4.21,47.32,0.763313609467456
"2023",8,"00-0034364","Jordan Akins","TE","CLE",1,0.75,1,4,6,5.48,0,0.01,1.6,1.34,0.26,-0.01,0.75,47.32,0.115807269653424
,,,,,,,,,,,,,,,,,,,,
"2023",8,"00-0036232","Harrison Bryant","TE","CLE",0,0.4,1,14,0,5.72,0,0.4,0,3.34,-3.34,-0.4,0.4,47.32,0.120879120879121
"2023",8,"00-0035644","Noah Fant","TE","SEA",2,2.11,3,16,32,20.83,0,0.01,5.2,4.25,0.95,-0.01,2.11,20.83,1
"2023",8,"00-0034383","Dalton Schultz","TE","HOU",2,3.95,5,7,5,33.32,0,0.01,2.5,8.53,-6.03,-0.01,3.95,33.32,1
"2023",8,"00-0034830","Hayden Hurst","TE","CAR",0,1.53,2,9,0,12.05,0,0,0,2.76,-2.76,0,1.53,33.32,0.361644657863145
"2023",8,"00-0036438","Stephen Sullivan","TE","CAR",1,0.61,1,11,13,8.82,0,0,2.3,1.51,0.79,0,0.61,33.32,0.264705882352941
"2023",8,"00-0037005","Tommy Tremble","TE","CAR",2,2.12,3,-1,4,12.45,1,0.51,8.4,6.41,1.99,0.49,2.12,33.32,0.373649459783914
"2023",8,"00-0033881","Evan Engram","TE","JAX",10,7.73,10,33,88,64.8,0,0.15,16.8,15.12,1.68,-0.15,7.73,72,0.9
"2023",8,"00-0037304","Connor Heyward","TE","PIT",5,4.51,6,24,24,36.18,0,0.31,7.4,9.98,-2.58,-0.31,4.51,47.71,0.758331586669461
,,,,,,,,,,,,,,,,,,,,
"2023",8,"00-0036887","Luke Farrell","TE","JAX",1,0.77,1,5,5,7.2,0,0,1.5,1.5,0,0,0.77,72,0.1
"2023",8,"00-0037451","Rod Williams","TE","PIT",0,1.49,2,8,0,11.53,0,0,0,2.66,-2.66,0,1.49,47.71,0.241668413330539
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2023",8,"00-0030506","Travis Kelce","TE","KC",6,6.5,9,43,58,60.25,0,0.15,11.8,13.45,-1.65,-0.15,6.5,84.98,0.708990350670746
"2023",8,"00-0032062","Blake Bell","TE","KC",0,0.87,1,-2,0,5.1,0,0,0,1.39,-1.39,0,0.87,84.98,0.0600141209696399
"2023",8,"00-0036637","Noah Gray","TE","KC",2,1.71,3,25,25,19.63,0,0.01,4.5,3.76,0.74,-0.01,1.71,84.98,0.230995528359614
"2023",8,"00-0038041","Jake Ferguson","TE","DAL",4,2.93,4,24,47,28.76,1,0.52,14.7,8.92,5.78,0.48,2.93,41.86,0.687052078356426
"2023",8,"00-0033110","Tyler Higbee","TE","LA",5,4.9,7,65,45,60.49,0,0.04,9.5,11.19,-1.69,-0.04,4.9,60.49,1
"2023",8,"00-0036032","Sean McKeon","TE","DAL",0,0.69,1,8,0,6.26,0,0.53,0,4.51,-4.51,-0.53,0.69,41.86,0.149546106067845
"2023",8,"00-0038547","Luke Schoonmaker","TE","DAL",1,0.83,1,0,13,6.84,0,0,2.3,1.52,0.78,0,0.83,41.86,0.163401815575729
,,,,,,,,,,,,,,,,,,,,
"2023",8,"00-0039065","Sam LaPorta","TE","DET",8,7.42,10,49,57,68.31,1,0.9,19.7,19.64,0.0599999999999987,0.1,7.42,76.31,0.895164460752195
,,,,,,,,,,,,,,,,,,,,
"2023",8,"00-0032392","Austin Hooper","TE","LV",2,1.45,2,-1,19,9.54,0,0.01,3.9,2.44,1.46,-0.01,1.45,37.12,0.257004310344828
"2023",8,"00-0039066","Michael Mayer","TE","LV",1,1.29,2,33,19,27.58,0,0.01,2.9,4.11,-1.21,-0.01,1.29,37.12,0.742995689655172
"2023",8,"00-0036754","Brock Wright","TE","DET",1,0.87,1,-1,5,8,0,0.03,1.5,1.84,-0.34,-0.03,0.87,76.31,0.104835539247805
"2023",8,"00-0039144","Luke Musgrave","TE","GB",2,2.2,3,12,9,18.46,0,0.02,2.9,4.15,-1.25,-0.02,2.2,18.46,1
,,,,,,,,,,,,,,,,,,,,
"2023",8,"00-0035229","T.J. Hockenson","TE","MIN",6,5.37,9,86,88,71.98,1,1.25,20.8,20.08,0.720000000000002,-0.25,5.37,75.8,0.949604221635884
,,,,,,,,,,,,,,,,,,,,
"2023",8,"00-0033246","Johnny Mundt","TE","MIN",1,0.86,1,-5,8,3.82,0,0.17,1.8,2.3,-0.5,-0.17,0.86,75.8,0.0503957783641161
"2023",8,"00-0033090","Hunter Henry","TE","NE",3,2.1,3,20,28,21.86,0,0.02,5.8,4.39,1.41,-0.02,2.1,70.22,0.311307319851894
"2023",8,"00-0033439","Pharaoh Brown","TE","NE",2,1.53,2,17,33,22.44,0,0.01,5.3,3.81,1.49,-0.01,1.53,70.22,0.319567074907434
"2023",8,"00-0034798","Durham Smythe","TE","MIA",3,2.06,3,25,28,25.7,0,0.3,5.8,6.44,-0.640000000000001,-0.3,2.06,40.46,0.635195254572417
,,,,,,,,,,,,,,,,,,,,
"2023",8,"00-0038720","Julian Hill","TE","MIA",1,1.63,2,6,4,14.76,0,0.01,1.4,3.15,-1.75,-0.01,1.63,40.46,0.364804745427583
,,,,,,,,,,,,,,,,,,,,
"2023",8,"00-0034829","Mike Gesicki","TE","NE",2,2.06,3,31,11,25.92,0,0.01,3.1,4.69,-1.59,-0.01,2.06,70.22,0.369125605240672
,,,,,,,,,,,,,,,,,,,,
"2023",8,"00-0037292","Andrew Ogletree","TE","IND",1,1.31,3,65,33,25.24,1,0.36,10.3,6,4.3,0.64,1.31,59.58,0.423632091305807
"2023",8,"00-0036040","Juwan Johnson","TE","NO",1,1.19,2,21,5,14.92,0,0.45,1.5,5.35,-3.85,-0.45,1.19,14.92,1
"2023",8,"00-0038394","Will Mallory","TE","IND",1,1.46,2,17,6,19.93,0,0,1.6,3.48,-1.88,0,1.46,59.58,0.334508224236321
"2023",8,"00-0033217","Mo Alie-Cox","TE","IND",1,1.58,2,10,11,14.41,0,0,2.1,3.04,-0.94,0,1.58,59.58,0.241859684457872
"2023",8,"00-0031610","Darren Waller","TE","NYG",1,1.42,2,11,4,12.87,0,0.01,1.4,2.74,-1.34,-0.01,1.42,18.57,0.693053311793215
"2023",8,"00-0034270","Tyler Conklin","TE","NYJ",0,1.5,2,5,0,11.44,0,0,0,2.66,-2.66,0,1.5,27.58,0.414793328498912
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2023",8,"00-0032134","C.J. Uzomah","TE","NYJ",1,0.78,1,4,19,6.7,0,0,2.9,1.46,1.44,0,0.78,27.58,0.242929659173314
"2023",8,"00-0038115","Daniel Bellinger","TE","NYG",0,0.78,1,2,0,5.7,0,0,0,1.36,-1.36,0,0.78,18.57,0.306946688206785
"2023",8,"00-0037805","Jeremy Ruckert","TE","NYJ",0,0.42,1,18,0,9.44,0,0.01,0,1.4,-1.4,-0.01,0.42,27.58,0.342277012327774
"2023",8,"00-0034351","Dallas Goedert","TE","PHI",4,5.37,7,25,36,44.16,0,0.02,7.6,9.9,-2.3,-0.02,5.37,44.16,1
"2023",8,"00-0031260","Logan Thomas","TE","WAS",6,5.58,8,53,44,57.44,1,0.5,16.4,14.3,2.1,0.5,5.58,71.37,0.804819952360936
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2023",8,"00-0036628","John Bates","TE","WAS",1,0.64,1,17,17,13.93,0,0.03,2.7,2.24,0.46,-0.03,0.64,71.37,0.195180047639064
"2023",8,"00-0038129","Cade Otton","TE","TB",4,4.39,6,24,27,33.47,0,0.02,6.7,7.83,-1.13,-0.02,4.39,45.39,0.737387089667328
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2023",8,"00-0038933","Dalton Kincaid","TE","BUF",5,4.98,7,36,65,45.15,1,1.09,17.5,16.04,1.46,-0.0900000000000001,4.98,45.15,1
"2023",8,"00-0039050","Payne Durham","TE","TB",0,0.46,1,22,0,11.92,0,0.03,0,1.84,-1.84,-0.03,0.46,45.39,0.262612910332672
"2023",9,"00-0037744","Trey McBride","TE","ARI",3,3.16,5,28,22,28.73,0,0.02,5.2,6.13,-0.93,-0.02,3.16,28.73,1
"2023",9,"00-0033885","David Njoku","TE","CLE",4,4.63,6,6,26,29.1,1,0.55,12.6,10.86,1.74,0.45,4.63,42.15,0.690391459074733
"2023",9,"00-0034364","Jordan Akins","TE","CLE",1,1.88,3,8,11,13.05,0,0.01,2.1,3.28,-1.18,-0.01,1.88,42.15,0.309608540925267
,,,,,,,,,,,,,,,,,,,,
"2023",9,"00-0034613","Tanner Hudson","TE","CIN",4,3.73,5,27,45,40.9,0,0.05,8.5,8.1,0.4,-0.05,3.73,85.82,0.47657888604055
"2023",9,"00-0034970","Irv Smith","TE","CIN",3,2.8,4,19,26,22.28,1,0.62,11.6,8.75,2.85,0.38,2.8,85.82,0.259613143789327
"2023",9,"00-0038933","Dalton Kincaid","TE","BUF",10,8.39,11,42,81,71.05,0,0.1,16.1,16.08,0.0200000000000031,-0.1,8.39,71.05,1
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2023",9,"00-0035631","Drew Sample","TE","CIN",3,3.4,4,-6,30,22.64,1,0.04,12,5.91,6.09,0.96,3.4,85.82,0.263807970170124
,,,,,,,,,,,,,,,,,,,,
"2023",9,"00-0036290","Cole Kmet","TE","CHI",6,5.11,8,41,55,43.9,2,0.75,23.5,14.03,9.47,1.25,5.11,51.1,0.859099804305284
"2023",9,"00-0034981","Foster Moreau","TE","NO",1,0.72,1,10,23,11.1,0,0,3.3,1.85,1.45,0,0.72,37.38,0.296950240770465
"2023",9,"00-0036040","Juwan Johnson","TE","NO",5,3.49,5,20,29,26.28,1,0.61,13.9,9.78,4.12,0.39,3.49,37.38,0.703049759229534
,,,,,,,,,,,,,,,,,,,,
"2023",9,"00-0033757","Robert Tonyan","TE","CHI",1,0.7,1,6,11,7.2,0,0.01,2.1,1.45,0.65,-0.01,0.7,51.1,0.140900195694716
"2023",9,"00-0034351","Dallas Goedert","TE","PHI",3,2.9,4,29,50,30.73,0,0.08,8,6.46,1.54,-0.08,2.9,30.73,1
"2023",9,"00-0038041","Jake Ferguson","TE","DAL",7,6.58,10,75,91,71.8,1,0.63,22.1,17.56,4.54,0.37,6.58,72.98,0.983831186626473
,,,,,,,,,,,,,,,,,,,,
"2023",9,"00-0038547","Luke Schoonmaker","TE","DAL",1,0.51,1,0,0,1.18,0,0.47,1,3.42,-2.42,-0.47,0.51,72.98,0.016168813373527
"2023",9,"00-0036438","Stephen Sullivan","TE","CAR",4,3.66,5,31,28,35.1,0,0.01,6.8,7.26,-0.46,-0.01,3.66,78.25,0.448562300319489
,,,,,,,,,,,,,,,,,,,,
"2023",9,"00-0034830","Hayden Hurst","TE","CAR",2,2.31,4,43,54,30.91,0,0.01,7.4,5.48,1.92,-0.01,2.31,78.25,0.395015974440895
"2023",9,"00-0037292","Andrew Ogletree","TE","IND",1,2.35,3,11,19,23.9,0,0.02,2.9,4.85,-1.95,-0.02,2.35,37.54,0.636654235482152
"2023",9,"00-0036876","Kylen Granson","TE","IND",0,1.28,2,13,0,13.64,0,0.01,0,2.7,-2.7,-0.01,1.28,37.54,0.363345764517848
"2023",9,"00-0037005","Tommy Tremble","TE","CAR",2,1.34,2,11,12,12.24,0,0.06,3.2,2.94,0.26,-0.06,1.34,78.25,0.156421725239617
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2023",9,"00-0032134","C.J. Uzomah","TE","NYJ",2,2.98,5,30,11,27.99,0,0.39,3.1,8.14,-5.04,-0.39,2.98,68.22,0.410290237467018
