"season","week","player_id","full_name","position","posteam","receptions","receptions_exp","rec_attempt","rec_air_yards","rec_yards_gained","rec_yards_gained_exp","rec_touchdown","rec_touchdown_exp","total_fantasy_points","total_fantasy_points_exp","total_fantasy_points_diff","total_touchdown_diff","route_participation_proxy","team_rec_yds_exp","receiving_market_share"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2021",16,"00-0033611","Ricky Seals-Jones","TE","WAS",1,0.63,1,-4,-4,3.32,0,0,0.6,0.97,-0.37,0,0.63,19.67,0.168784951703101
"2021",16,"00-0036628","John Bates","TE","WAS",2,2.13,3,13,45,16.35,1,0.08,12.5,4.22,8.28,0.92,2.13,19.67,0.831215048296899
"2021",17,"00-0034383","Dalton Schultz","TE","DAL",6,7.74,10,46,54,73.16,0,0.28,11.4,16.74,-5.34,-0.28,7.74,73.16,1
,,,,,,,,,,,,,,,,,,,,
"2021",17,"00-0030061","Zach Ertz","TE","ARI",7,6.58,9,48,41,62.85,0,0.55,11.1,17.43,-6.33,-0.55,6.58,62.85,1
,,,,,,,,,,,,,,,,,,,,
"2021",17,"00-0036970","Kyle Pitts","TE","ATL",2,2.51,4,41,69,32.15,0,0.04,8.9,5.96,2.94,-0.04,2.51,52.62,0.610984416571646
"2021",17,"00-0035689","Dawson Knox","TE","BUF",0,1.35,2,20,0,18.01,0,0.03,0,3.31,-3.31,-0.03,1.35,18.01,1
,,,,,,,,,,,,,,,,,,,,
"2021",17,"00-0035572","Parker Hesse","TE","ATL",3,2.21,3,13,31,20.47,0,0.01,6.1,4.31,1.79,-0.01,2.21,52.62,0.389015583428354
,,,,,,,,,,,,,,,,,,,,
"2021",17,"00-0034365","Ian Thomas","TE","CAR",3,2.2,3,13,33,19.3,0,0.01,6.3,4.19,2.11,-0.01,2.2,19.3,1
"2021",17,"00-0036040","Juwan Johnson","TE","NO",1,1.48,2,6,4,8.81,0,0.1,1.4,2.98,-1.58,-0.1,1.48,8.81,1
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2021",17,"00-0036894","Pat Freiermuth","TE","PIT",5,4.7,6,11,22,34.16,0,0.09,7.2,8.64,-1.44,-0.09,4.7,42.38,0.80604058518169
"2021",17,"00-0032392","Austin Hooper","TE","CLE",2,3.66,5,38,28,41.65,0,0.01,4.8,7.9,-3.1,-0.01,3.66,63.92,0.651595744680851
"2021",17,"00-0035222","Zach Gentry","TE","PIT",1,1.54,2,1,0,8.22,0,0.45,1,5.06,-4.06,-0.45,1.54,42.38,0.193959414818311
,,,,,,,,,,,,,,,,,,,,
"2021",17,"00-0033885","David Njoku","TE","CLE",4,2.61,4,22,28,21.77,1,0.46,12.8,7.55,5.25,0.54,2.61,63.92,0.34058197747184
"2021",17,"00-0036232","Harrison Bryant","TE","CLE",1,0.54,1,1,1,0.5,1,0.54,7.1,3.81,3.29,0.46,0.54,63.92,0.00782227784730914
,,,,,,,,,,,,,,,,,,,,
"2021",17,"00-0035644","Noah Fant","TE","DEN",6,4.99,7,37,92,45.32,1,0.45,21.2,12.19,9.01,0.55,4.99,62.73,0.722461342260481
"2021",17,"00-0036423","Albert Okwuegbunam","TE","DEN",2,1.62,2,-2,5,8.2,0,0.59,2.5,5.95,-3.45,-0.59,1.62,62.73,0.130718954248366
"2021",17,"00-0037011","Tre' McKitty","TE","LAC",3,2.44,3,7,22,20.97,0,0.02,5.2,4.65,0.55,-0.02,2.44,29.02,0.722605099931082
,,,,,,,,,,,,,,,,,,,,
"2021",17,"00-0033576","Eric Saubert","TE","DEN",0,0.69,1,9,0,9.21,0,0,0,1.63,-1.63,0,0.69,62.73,0.146819703491153
"2021",17,"00-0032725","Stephen Anderson","TE","LAC",1,0.9,1,-4,8,8.05,0,0,1.8,1.72,0.0800000000000001,0,0.9,29.02,0.277394900068918
,,,,,,,,,,,,,,,,,,,,
"2021",17,"00-0033895","Gerald Everett","TE","SEA",3,3.44,5,46,36,47.91,0,0.05,6.6,8.5,-1.9,-0.05,3.44,63.28,0.757111251580278
"2021",17,"00-0034159","Will Dissly","TE","SEA",1,0.71,1,8,8,8.2,0,0.01,1.8,1.61,0.19,-0.01,0.71,63.28,0.129582806573957
"2021",17,"00-0036244","Colby Parkinson","TE","SEA",1,0.72,1,5,12,7.17,0,0,2.2,1.44,0.76,0,0.72,63.28,0.113305941845765
"2021",17,"00-0033439","Pharaoh Brown","TE","HOU",1,0.79,1,4,9,6.41,0,0,1.9,1.45,0.45,0,0.79,12.08,0.530629139072848
"2021",17,"00-0033288","George Kittle","TE","SF",1,1,2,49,29,29.63,0,0.03,4.5,4.93,-0.430000000000001,-0.03,1,29.63,1
,,,,,,,,,,,,,,,,,,,,
"2021",17,"00-0036556","Brevin Jordan","TE","HOU",1,0.81,1,3,9,5.67,0,0,1.9,1.38,0.52,0,0.81,12.08,0.469370860927152
"2021",17,"00-0036887","Luke Farrell","TE","JAX",1,1.48,2,5,7,10.4,0,0,1.7,2.54,-0.84,0,1.48,16.47,0.631451123254402
"2021",17,"00-0031484","Chris Manhertz","TE","JAX",0,0.72,1,5,0,6.07,0,0,0,1.34,-1.34,0,0.72,16.47,0.368548876745598
"2021",17,"00-0033090","Hunter Henry","TE","NE",3,3.41,5,44,37,44.25,0,0.05,6.7,8.16,-1.46,-0.05,3.41,51.35,0.861733203505355
,,,,,,,,,,,,,,,,,,,,
"2021",17,"00-0033858","Jonnu Smith","TE","NE",1,0.88,1,-3,20,7.1,0,0,3.5,2.24,1.26,-0.02,0.88,51.35,0.138266796494645
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2021",17,"00-0030506","Travis Kelce","TE","KC",5,4.8,7,35,25,45.4,1,0.92,13.4,17.91,-4.51,-0.4,4.8,77.73,0.584073073459411
"2021",17,"00-0032134","C.J. Uzomah","TE","CIN",4,4.36,6,23,32,35.15,0,0.04,7.2,8.09,-0.89,-0.04,4.36,35.15,1
"2021",17,"00-0032062","Blake Bell","TE","KC",3,2.42,3,13,35,25.57,0,0.24,6.7,6.72,-0.0200000000000005,-0.24,2.42,77.73,0.328959217805223
,,,,,,,,,,,,,,,,,,,,
"2021",17,"00-0036637","Noah Gray","TE","KC",1,0.78,1,4,6,6.76,0,0,1.6,1.48,0.12,0,0.78,77.73,0.086967708735366
"2021",17,"00-0033110","Tyler Higbee","TE","LA",6,6.66,9,55,69,73.78,0,0.06,12.9,14.41,-1.51,-0.06,6.66,73.78,1
"2021",17,"00-0034753","Mark Andrews","TE","BAL",6,4.37,6,59,89,58.11,0,0.02,14.9,10.31,4.59,-0.02,4.37,61.52,0.944570871261379
"2021",17,"00-0031598","Nick Boyle","TE","BAL",1,0.75,1,2,2,3.41,0,0.18,1.2,2.19,-0.99,-0.18,0.75,61.52,0.0554291287386216
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2021",17,"00-0033217","Mo Alie-Cox","TE","IND",3,3.3,5,35,28,37.1,0,0.05,5.8,7.3,-1.5,-0.05,3.3,37.1,1
"2021",17,"00-0034981","Foster Moreau","TE","LV",1,0.8,1,4,9,6.17,0,0,1.9,1.43,0.47,0,0.8,6.17,1
"2021",17,"00-0033455","Anthony Firkser","TE","TEN",3,1.89,3,21,24,15.76,1,0.56,11.4,6.82,4.58,0.44,1.89,29.6,0.532432432432432
"2021",17,"00-0032141","Geoff Swaim","TE","TEN",3,2.28,3,-1,9,13.84,1,0.63,9.9,7.44,2.46,0.37,2.28,29.6,0.467567567567568
"2021",17,"00-0034798","Durham Smythe","TE","MIA",3,2.19,3,14,37,20.73,0,0.02,6.7,4.39,2.31,-0.02,2.19,90.3,0.229568106312292
,,,,,,,,,,,,,,,,,,,,
"2021",17,"00-0034829","Mike Gesicki","TE","MIA",4,4.31,7,92,51,69.57,0,0.02,9.1,11.65,-2.55,-0.02,4.31,90.3,0.770431893687708
"2021",17,"00-0036332","Josiah Deguara","TE","GB",2,2.07,3,18,11,17.83,0,0.49,3.1,6.76,-3.66,-0.49,2.07,34.77,0.512798389416163
"2021",17,"00-0036250","Tyler Davis","TE","GB",2,1.54,2,2,9,11.04,0,0.04,2.9,2.89,0.00999999999999979,-0.04,1.54,34.77,0.317515099223469
"2021",17,"00-0034270","Tyler Conklin","TE","MIN",5,6.71,9,31,47,51.58,0,0.01,9.7,11.94,-2.24,-0.01,6.71,51.58,1
,,,,,,,,,,,,,,,,,,,,
"2021",17,"00-0036456","Dominique Dafney","TE","GB",0,0.87,1,-1,0,5.9,0,0,0,1.49,-1.49,0,0.87,34.77,0.169686511360368
"2021",17,"00-0036290","Cole Kmet","TE","CHI",3,3.48,5,16,25,26.2,0,0.54,5.5,9.33,-3.83,-0.54,3.48,40.7,0.643734643734644
,,,,,,,,,,,,,,,,,,,,
"2021",17,"00-0032135","Jesse James","TE","CHI",1,0.48,1,3,4,3.46,0,0,1.4,0.84,0.56,0,0.48,40.7,0.085012285012285
"2021",17,"00-0027696","Jimmy Graham","TE","CHI",0,0.39,1,25,0,11.04,0,0.26,0,3.07,-3.07,-0.26,0.39,40.7,0.271253071253071
"2021",17,"00-0033881","Evan Engram","TE","NYG",1,1.53,2,3,12,10.1,0,0,2.2,2.56,-0.36,0,1.53,19.74,0.511651469098278
"2021",17,"00-0027981","Kyle Rudolph","TE","NYG",0,0.38,1,22,0,9.64,0,0.02,0,1.48,-1.48,-0.02,0.38,19.74,0.488348530901722
"2021",17,"00-0036628","John Bates","TE","WAS",3,2.46,4,39,35,30.71,0,0.33,6.5,7.48,-0.98,-0.33,2.46,42.53,0.722078532800376
"2021",17,"00-0033611","Ricky Seals-Jones","TE","WAS",1,0.86,2,26,8,11.82,0,0.28,1.8,3.73,-1.93,-0.28,0.86,42.53,0.277921467199624
"2021",17,"00-0034351","Dallas Goedert","TE","PHI",6,4.75,7,66,71,61.54,0,0.11,13.1,11.56,1.54,-0.11,4.75,61.54,1
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2021",17,"00-0027656","Rob Gronkowski","TE","TB",7,6.27,10,94,115,86.62,0,0.43,18.5,17.53,0.969999999999999,-0.43,6.27,96.87,0.894188087127078
,,,,,,,,,,,,,,,,,,,,
"2021",17,"00-0032098","Daniel Brown","TE","NYJ",2,1.59,2,7,29,11.89,0,0,4.9,2.81,2.09,0,1.59,36.48,0.32593201754386
"2021",17,"00-0036510","Kenny Yeboah","TE","NYJ",2,1.22,2,33,36,24.59,0,0.03,5.6,3.87,1.73,-0.03,1.22,36.48,0.67406798245614
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2021",17,"00-0031273","Cameron Brate","TE","TB",2,2.02,3,4,5,10.25,1,0.58,8.5,6.53,1.97,0.42,2.02,96.87,0.105811912872922
"2021",18,"00-0037005","Tommy Tremble","TE","CAR",2,3.15,5,27,7,25.73,0,0.5,3.1,10.56,-7.46,-0.77,3.15,25.73,1
"2021",18,"00-0027656","Rob Gronkowski","TE","TB",7,6.71,10,114,137,100.46,0,0.16,20.7,17.71,2.99,-0.16,6.71,118.9,0.844911690496215
,,,,,,,,,,,,,,,,,,,,
"2021",18,"00-0031273","Cameron Brate","TE","TB",2,2.26,3,11,12,18.44,0,0.02,3.2,4.2,-1,-0.02,2.26,118.9,0.155088309503785
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2021",18,"00-0034270","Tyler Conklin","TE","MIN",2,2.92,4,13,6,27.98,0,0.02,2.6,5.85,-3.25,-0.02,2.92,27.98,1
"2021",18,"00-0036290","Cole Kmet","TE","CHI",4,3.39,5,48,48,49.37,0,0.02,8.8,8.46,0.34,-0.02,3.39,64.45,0.766020170674942
,,,,,,,,,,,,,,,,,,,,
"2021",18,"00-0027696","Jimmy Graham","TE","CHI",2,1.47,2,12,16,15.08,0,0,3.6,3,0.6,0,1.47,64.45,0.233979829325058
"2021",18,"00-0035771","Mitchell Wilcox","TE","CIN",3,3.71,5,19,16,28.74,0,0.01,4.6,6.66,-2.06,-0.01,3.71,30.78,0.933723196881092
"2021",18,"00-0035631","Drew Sample","TE","CIN",1,0.56,1,-4,8,2.04,0,0,1.8,0.78,1.02,0,0.56,30.78,0.0662768031189084
"2021",18,"00-0033885","David Njoku","TE","CLE",2,1.53,2,9,11,12.42,0,0.01,3.1,2.8,0.3,-0.01,1.53,27.66,0.449023861171367
"2021",18,"00-0036232","Harrison Bryant","TE","CLE",1,1.47,3,27,9,15.24,0,0.67,1.9,7.03,-5.13,-0.67,1.47,27.66,0.550976138828633
"2021",18,"00-0031384","Richard Rodgers","TE","PHI",2,1.63,2,1,11,9.5,0,0.5,3.1,5.6,-2.5,-0.5,1.63,46.89,0.202601834079761
"2021",18,"00-0035356","Tyree Jackson","TE","PHI",3,3.39,5,38,22,37.39,1,0.65,11.2,11.05,0.149999999999999,0.35,3.39,46.89,0.797398165920239
"2021",18,"00-0034383","Dalton Schultz","TE","DAL",3,1.88,3,20,21,15.43,2,1,17.1,9.46,7.64,1,1.88,32.73,0.47143293614421
"2021",18,"00-0033658","Blake Jarwin","TE","DAL",1,1.15,2,15,6,9.98,0,0.49,1.6,5.08,-3.48,-0.49,1.15,32.73,0.304919034524901
"2021",18,"00-0033528","Jeremy Sprinkle","TE","DAL",1,0.79,1,6,10,7.32,0,0.11,2,2.19,-0.19,-0.11,0.79,32.73,0.223648029330889
,,,,,,,,,,,,,,,,,,,,
"2021",18,"00-0036332","Josiah Deguara","TE","GB",3,3.3,4,-2,66,21.79,1,0.03,15.6,5.65,9.95,0.97,3.3,35.03,0.622038252926063
"2021",18,"00-0024243","Marcedes Lewis","TE","GB",0,0.48,1,1,0,0.65,0,0.48,0,3.45,-3.45,-0.48,0.48,35.03,0.0185555238367114
,,,,,,,,,,,,,,,,,,,,
"2021",18,"00-0036754","Brock Wright","TE","DET",2,1.27,2,23,51,18.72,1,0.03,13.1,3.32,9.78,0.97,1.27,18.72,1
"2021",18,"00-0036456","Dominique Dafney","TE","GB",1,0.88,1,-1,26,6.7,0,0,3.6,1.57,2.03,0,0.88,35.03,0.191264630316871
"2021",18,"00-0036250","Tyler Davis","TE","GB",0,0.37,1,16,0,5.89,0,0.37,0,3.17,-3.17,-0.37,0.37,35.03,0.168141592920354
"2021",18,"00-0033387","Jacob Hollister","TE","JAX",3,2.33,3,7,14,16.5,0,0.24,4.4,5.42,-1.02,-0.24,2.33,16.5,1
"2021",18,"00-0030181","Jack Doyle","TE","IND",1,1.67,2,0,11,12.1,0,0.01,2.1,2.93,-0.83,-0.01,1.67,43.49,0.278224879282594
"2021",18,"00-0033217","Mo Alie-Cox","TE","IND",2,2.07,3,36,27,31.39,0,0.02,4.7,5.34,-0.64,-0.02,2.07,43.49,0.721775120717406
,,,,,,,,,,,,,,,,,,,,
"2021",18,"00-0030506","Travis Kelce","TE","KC",4,3.39,5,30,34,30.68,1,0.63,13.4,10.25,3.15,0.37,3.39,30.68,1
"2021",18,"00-0035644","Noah Fant","TE","DEN",1,0.88,2,28,16,14.27,0,0.4,2.6,4.73,-2.13,-0.4,0.88,14.27,1
,,,,,,,,,,,,,,,,,,,,
"2021",18,"00-0031610","Darren Waller","TE","LV",2,6.21,9,68,22,66.18,0,0.77,4.2,17.43,-13.23,-0.77,6.21,79.44,0.833081570996979
"2021",18,"00-0034981","Foster Moreau","TE","LV",2,1.58,2,8,50,13.26,0,0.01,7,2.99,4.01,-0.01,1.58,79.44,0.166918429003021
"2021",18,"00-0027061","Jared Cook","TE","LAC",4,4.31,7,94,80,70.55,0,0.41,12,13.8,-1.8,-0.41,4.31,76.5,0.922222222222222
"2021",18,"00-0037011","Tre' McKitty","TE","LAC",0,0.79,1,2,0,5.95,0,0.03,0,1.58,-1.58,-0.03,0.79,76.5,0.0777777777777778
,,,,,,,,,,,,,,,,,,,,
"2021",18,"00-0034829","Mike Gesicki","TE","MIA",2,2.18,3,23,22,25.25,0,0.04,4.2,4.92,-0.72,-0.04,2.18,41.87,0.60305708144256
"2021",18,"00-0033090","Hunter Henry","TE","NE",5,3.79,6,73,86,48.6,0,0.04,13.6,8.91,4.69,-0.04,3.79,48.6,1
"2021",18,"00-0034798","Durham Smythe","TE","MIA",2,1.47,2,12,32,16.62,0,0.01,5.2,3.17,2.03,-0.01,1.47,41.87,0.39694291855744
,,,,,,,,,,,,,,,,,,,,
"2021",18,"00-0032394","Nick Vannett","TE","NO",1,0.87,1,-5,10,5.14,0,0.01,2,1.42,0.58,-0.01,0.87,23.72,0.216694772344013
"2021",18,"00-0036422","Adam Trautman","TE","NO",1,0.56,1,14,18,9.01,1,0.25,8.8,2.97,5.83,0.75,0.56,23.72,0.379848229342327
"2021",18,"00-0036970","Kyle Pitts","TE","ATL",2,3.19,5,38,8,31.26,0,0.2,2.8,7.54,-4.74,-0.2,3.19,42.93,0.72816212438854
,,,,,,,,,,,,,,,,,,,,
"2021",18,"00-0036040","Juwan Johnson","TE","NO",1,0.94,2,20,5,9.57,1,0.7,7.5,6.08,1.42,0.3,0.94,23.72,0.403456998313659
"2021",18,"00-0034830","Hayden Hurst","TE","ATL",1,0.32,1,33,33,11.67,0,0.02,4.3,1.64,2.66,-0.02,0.32,42.93,0.27183787561146
,,,,,,,,,,,,,,,,,,,,
"2021",18,"00-0035689","Dawson Knox","TE","BUF",3,3.39,5,38,49,36.51,0,0.57,7.9,10.46,-2.56,-0.57,3.39,36.51,1
,,,,,,,,,,,,,,,,,,,,
"2021",18,"00-0032214","Tyler Kroft","TE","NYJ",1,2.36,3,10,5,18.36,0,0,1.5,4.22,-2.72,0,2.36,18.36,1
,,,,,,,,,,,,,,,,,,,,
"2021",18,"00-0035222","Zach Gentry","TE","PIT",4,3.85,5,14,39,33.23,0,0.02,7.9,7.28,0.62,-0.02,3.85,92.46,0.359398658879515
"2021",18,"00-0034753","Mark Andrews","TE","BAL",8,9.25,15,186,85,131.67,0,0.57,16.5,26.4,-9.9,-0.61,9.25,136.53,0.964403427818062
"2021",18,"00-0036894","Pat Freiermuth","TE","PIT",6,6.03,9,56,53,59.23,0,0.07,11.3,12.37,-1.07,-0.07,6.03,92.46,0.640601341120485
"2021",18,"00-0035249","Josh Oliver","TE","BAL",1,0.79,1,0,1,4.86,0,0,1.1,1.28,-0.18,0,0.79,136.53,0.035596572181938
"2021",18,"00-0036244","Colby Parkinson","TE","SEA",2,1.62,3,25,14,17.16,0,0.48,3.4,6.22,-2.82,-0.48,1.62,38.53,0.445367246301583
"2021",18,"00-0030061","Zach Ertz","TE","ARI",7,6.62,10,114,84,90.94,0,0.47,15.4,18.55,-3.15,-0.47,6.62,90.94,1
"2021",18,"00-0033895","Gerald Everett","TE","SEA",1,1.56,3,34,20,21.37,0,0.32,3,5.64,-2.64,-0.32,1.56,38.53,0.554632753698417
"2021",18,"00-0033110","Tyler Higbee","TE","LA",6,5.5,8,49,55,51.76,2,1.08,23.5,17.13,6.37,0.92,5.5,51.76,1
"2021",18,"00-0033288","George Kittle","TE","SF",5,5.14,7,30,10,38.39,0,0.49,6,11.9,-5.9,-0.49,5.14,38.39,1
,,,,,,,,,,,,,,,,,,,,
"2021",18,"00-0033421","Antony Auclair","TE","HOU",1,0.8,1,0,7,5.55,0,0,1.7,1.37,0.33,0,0.8,5.55,1
"2021",18,"00-0032141","Geoff Swaim","TE","TEN",1,0.88,1,-2,2,6.19,0,0,1.2,1.52,-0.32,0,0.88,37.88,0.163410770855333
"2021",18,"00-0033455","Anthony Firkser","TE","TEN",4,2.45,4,42,56,31.69,1,0.56,15.6,9,6.6,0.44,2.45,37.88,0.836589229144667
,,,,,,,,,,,,,,,,,,,,
"2021",18,"00-0027981","Kyle Rudolph","TE","NYG",4,4.04,6,30,17,35.84,0,0.02,5.7,7.73,-2.03,-0.02,4.04,58.66,0.610978520286396
"2021",18,"00-0033881","Evan Engram","TE","NYG",1,3.77,5,6,4,22.82,0,0.01,1.4,6.13,-4.73,-0.01,3.77,58.66,0.389021479713604
"2021",18,"00-0036628","John Bates","TE","WAS",1,1.05,2,16,5,10.09,0,0.26,1.5,3.59,-2.09,-0.26,1.05,10.09,1
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2021",19,"00-0033258","Darrell Daniels","TE","ARI",2,2.58,3,-8,2,14.8,0,0.01,2.2,4.1,-1.9,-0.01,2.58,45.07,0.328378078544486
"2021",19,"00-0033110","Tyler Higbee","TE","LA",3,2.97,4,31,46,37.18,0,0.04,7.6,6.94,0.659999999999999,-0.04,2.97,37.18,1
"2021",19,"00-0030061","Zach Ertz","TE","ARI",3,3.18,4,18,21,30.27,0,0.01,5.1,6.28,-1.18,-0.01,3.18,45.07,0.671621921455514
"2021",19,"00-0031610","Darren Waller","TE","LV",7,7.84,12,114,76,97.56,0,0.45,14.6,20.28,-5.68,-0.45,7.84,114.69,0.850640857964949
"2021",19,"00-0032134","C.J. Uzomah","TE","CIN",6,4.26,6,43,64,48.88,1,0.45,18.4,11.86,6.54,0.55,4.26,48.88,1
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2021",19,"00-0034981","Foster Moreau","TE","LV",0,1.77,3,21,0,17.13,0,0.42,0,6.01,-6.01,-0.42,1.77,114.69,0.149359142035051
"2021",19,"00-0035689","Dawson Knox","TE","BUF",5,2.56,5,73,89,42.2,2,1,25.9,12.77,13.13,1,2.56,42.2,1
"2021",19,"00-0033090","Hunter Henry","TE","NE",1,2.02,4,57,30,32.07,0,0.44,4,7.85,-3.85,-0.44,2.02,32.07,1
,,,,,,,,,,,,,,,,,,,,
"2021",19,"00-0033879","O.J. Howard","TE","TB",1,0.82,1,3,3,6.23,0,0.06,1.3,1.83,-0.53,-0.06,0.82,70.1,0.0888730385164051
"2021",19,"00-0031273","Cameron Brate","TE","TB",3,2.47,3,5,29,19.35,0,0.11,5.9,5.07,0.83,-0.11,2.47,70.1,0.276034236804565
"2021",19,"00-0027656","Rob Gronkowski","TE","TB",5,4.4,6,37,31,44.52,1,0.8,14.1,13.64,0.459999999999999,0.2,4.4,70.1,0.63509272467903
"2021",19,"00-0034351","Dallas Goedert","TE","PHI",6,7.01,12,155,92,103.54,0,0.08,15.2,17.86,-2.66,-0.08,7.01,103.54,1
,,,,,,,,,,,,,,,,,,,,
"2021",19,"00-0030506","Travis Kelce","TE","KC",5,4.87,7,59,108,59.34,1,0.06,25.88,13.44,12.44,1.37,4.87,80.79,0.734496843668771
"2021",19,"00-0036894","Pat Freiermuth","TE","PIT",4,3.61,5,14,25,26.8,0,0.01,6.5,6.36,0.14,-0.01,3.61,48.8,0.549180327868853
,,,,,,,,,,,,,,,,,,,,
"2021",19,"00-0036637","Noah Gray","TE","KC",0,1.54,2,13,0,16.34,0,0.01,0,3.21,-3.21,-0.01,1.54,80.79,0.20225275405372
"2021",19,"00-0032062","Blake Bell","TE","KC",1,0.87,1,-1,3,5.11,0,0.04,1.3,1.63,-0.33,-0.04,0.87,80.79,0.0632504022775096
"2021",19,"00-0035222","Zach Gentry","TE","PIT",4,3.08,4,14,33,22,0,0.03,7.3,5.47,1.83,-0.03,3.08,48.8,0.450819672131148
,,,,,,,,,,,,,,,,,,,,
"2021",19,"00-0033288","George Kittle","TE","SF",1,2.1,3,11,18,20.98,0,0.01,2.8,4.27,-1.47,-0.01,2.1,20.98,1
"2021",19,"00-0034383","Dalton Schultz","TE","DAL",7,5.92,8,58,89,65.19,0,0.02,15.9,12.53,3.37,-0.02,5.92,76.85,0.848275862068966
"2021",19,"00-0033658","Blake Jarwin","TE","DAL",0,0.68,1,14,0,11.66,0,0,0,1.87,-1.87,0,0.68,76.85,0.151724137931035
"2021",20,"00-0035689","Dawson Knox","TE","BUF",2,3.29,4,9,9,27.81,0,0.01,2.9,6.11,-3.21,-0.01,3.29,27.81,1
"2021",20,"00-0030506","Travis Kelce","TE","KC",8,6.28,9,73,96,78.22,1,0.45,23.6,16.8,6.8,0.55,6.28,92.72,0.843615185504745
,,,,,,,,,,,,,,,,,,,,
"2021",20,"00-0036637","Noah Gray","TE","KC",2,1.58,2,9,14,14.5,0,0,3.4,3.06,0.34,0,1.58,92.72,0.156384814495255
"2021",20,"00-0032134","C.J. Uzomah","TE","CIN",7,6.3,8,30,71,55.65,0,0.05,14.1,12.16,1.94,-0.05,6.3,55.65,1
"2021",20,"00-0033455","Anthony Firkser","TE","TEN",0,0.79,1,3,0,5.32,0,0,0,1.33,-1.33,0,0.79,5.32,1
,,,,,,,,,,,,,,,,,,,,
"2021",20,"00-0027656","Rob Gronkowski","TE","TB",4,6.35,11,152,85,103.5,0,0.54,12.5,19.92,-7.42,-0.54,6.35,134.11,0.771754529863545
"2021",20,"00-0033110","Tyler Higbee","TE","LA",4,4.8,7,70,51,63.37,0,0.09,9.1,11.67,-2.57,-0.09,4.8,76.77,0.825452650775042
"2021",20,"00-0035603","Kendall Blanton","TE","LA",2,1.4,2,13,18,13.4,1,0.35,9.8,4.83,4.97,0.65,1.4,76.77,0.174547349224958
"2021",20,"00-0031273","Cameron Brate","TE","TB",1,2.02,3,29,9,24.68,0,0.09,1.9,5.01,-3.11,-0.09,2.02,134.11,0.184028036686302
,,,,,,,,,,,,,,,,,,,,
"2021",20,"00-0033879","O.J. Howard","TE","TB",1,0.77,1,4,7,5.93,0,0,1.7,1.37,0.33,0,0.77,134.11,0.0442174334501529
,,,,,,,,,,,,,,,,,,,,
"2021",20,"00-0024243","Marcedes Lewis","TE","GB",1,0.89,1,-1,0,6.89,0,0.01,-1,1.64,-2.64,-0.01,0.89,41.26,0.16698982064954
"2021",20,"00-0036456","Dominique Dafney","TE","GB",0,1.19,2,34,0,19.22,0,0.02,0,3.26,-3.26,-0.02,1.19,41.26,0.465826466311197
"2021",20,"00-0033288","George Kittle","TE","SF",4,3.92,6,75,63,59.61,0,0.14,10.3,10.7,-0.399999999999999,-0.14,3.92,65.39,0.91160727940052
,,,,,,,,,,,,,,,,,,,,
"2021",20,"00-0036332","Josiah Deguara","TE","GB",0,0.67,1,18,0,15.15,0,0.01,0,2.22,-2.22,-0.01,0.67,41.26,0.367183713039263
"2021",20,"00-0036429","Charlie Woerner","TE","SF",0,0.81,1,0,0,5.78,0,0,0,1.4,-1.4,0,0.81,65.39,0.08839272059948
,,,,,,,,,,,,,,,,,,,,
"2021",21,"00-0032134","C.J. Uzomah","TE","CIN",0,1.42,2,15,0,18.02,0,0.01,0,3.26,-3.26,-0.01,1.42,32.91,0.547553934974172
"2021",21,"00-0030506","Travis Kelce","TE","KC",10,8.32,11,70,95,89.39,1,1.06,25.5,23.63,1.87,-0.06,8.32,89.39,1
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2021",21,"00-0035631","Drew Sample","TE","CIN",1,1.57,2,11,4,14.89,0,0.01,1.4,3.1,-1.7,-0.01,1.57,32.91,0.452446065025828
"2021",21,"00-0033288","George Kittle","TE","SF",2,2.89,5,55,27,39.35,1,0.4,10.7,9.2,1.5,0.6,2.89,39.35,1
"2021",21,"00-0033110","Tyler Higbee","TE","LA",2,2.24,3,2,18,14.31,0,0.21,3.8,4.9,-1.1,-0.21,2.24,45.84,0.31217277486911
,,,,,,,,,,,,,,,,,,,,
"2021",21,"00-0035603","Kendall Blanton","TE","LA",5,4.16,5,6,57,31.53,0,0.06,10.7,7.67,3.03,-0.06,4.16,45.84,0.68782722513089
,,,,,,,,,,,,,,,,,,,,
"2021",22,"00-0036424","Brycen Hopkins","TE","LA",4,3.03,4,25,47,31.38,0,0.02,8.7,6.26,2.44,-0.02,3.03,31.38,1
,,,,,,,,,,,,,,,,,,,,
