season,week,posteam,implied_total,total_line,vegas_wp
2021,3,BUF,19,45.5,0.9265019743530891
2021,3,CAR,25.5,43,0.8775418605377425
2021,3,CHI,18.75,45,0.16443748624332138
2021,3,CIN,20,42.5,0.7425789904026758
2021,3,CLE,18.75,45,0.8166078753667334
2021,3,DAL,24,51.5,0.8282546445504944
2021,3,DEN,15.75,42,0.93452811625696
2021,3,DET,29.25,51,0.1902163579160797
2021,3,GB,23.5,50.5,0.6246824691007877
2021,3,HOU,25.5,43,0.1688431632420462
2021,3,IND,21.25,47,0.2587339461188425
2021,3,JAX,29.75,51.5,0.20808104017291157
2021,3,KC,24.25,55,0.4952534806184672
2021,3,LA,28,55,0.701259987008187
2021,3,LAC,24.25,55,0.4686964123859757
2021,3,LV,20.5,45,0.5736730877389885
2021,3,MIA,20.5,45,0.3908792509051378
2021,3,MIN,27.75,53.5,0.6013094927701687
2021,3,NE,20.5,44,0.18423287611307484
2021,3,NO,20.5,44,0.7345934313232615
2021,3,NYG,22.5,48,0.6378679123469998
2021,3,NYJ,15.75,42,0.05587234760961717
2021,3,PHI,24,51.5,0.09233523963313711
2021,3,PIT,20,42.5,0.21814176045224223
2021,3,SEA,27.75,53.5,0.4644570033281343
2021,3,SF,23.5,50.5,0.33464043990510406
2021,3,TB,28,55,0.2463451155832873
2021,3,TEN,21.25,47,0.7825850957787954
2021,3,WAS,19,45.5,0.055751869971721366
2021,4,ARI,25,53.5,0.7396250300937227
2021,4,ATL,24.25,47.5,0.512596551579279
2021,4,BAL,21.5,44,0.7413183944438819
2021,4,BUF,14.25,47.5,0.9835152214681598
2021,4,CAR,23.5,51.5,0.21103594435511955
2021,4,CHI,19.5,42,0.8648467010685377
2021,4,CIN,19.25,46,0.517254345394947
2021,4,CLE,26.5,52,0.6284763331694736
2021,4,DAL,23.5,51.5,0.7652726893955841
2021,4,DEN,21.5,44,0.3115760405166334
2021,4,DET,19.5,42,0.13502822106792814
2021,4,GB,19.25,45,0.8240773841954658
2021,4,HOU,14.25,47.5,0.043783690254596684
2021,4,IND,19.5,41.5,0.7247570413809554
2021,4,JAX,19.25,46,0.47669038976784106
2021,4,KC,30.5,53.5,0.8514192834977181
2021,4,LA,25,53.5,0.2788696343513948
2021,4,LAC,24.5,52,0.8447118719963178
2021,4,LV,24.5,52,0.1281155527862071
2021,4,MIA,19.5,41.5,0.37386152360831265
2021,4,MIN,26.5,52,0.34098451813591313
2021,4,NE,27.75,49.5,0.33422638684511186
2021,4,NO,17.75,43,0.7682225144826449
2021,4,NYG,17.75,43,0.3039246806697539
2021,4,NYJ,25,44.5,0.42245131548517784
2021,4,PHI,30.5,53.5,0.14023551267811532
2021,4,PIT,19.25,45,0.1192524354888259
2021,4,SEA,24.75,52,0.5837361853496702
2021,4,SF,24.75,52,0.4384723388500721
2021,4,TB,27.75,49.5,0.7006050205394013
2021,4,TEN,25,44.5,0.5894642963515241
2021,4,WAS,24.25,47.5,0.4380440935006454
2021,5,ARI,21.25,48.5,0.8762626565735916
2021,5,ATL,21.25,45.5,0.8276616628964742
2021,5,BAL,19.5,46.5,0.3469267807840144
2021,5,BUF,27.25,57,0.7728299614455963
2021,5,CAR,21.75,46,0.7483554844980809
2021,5,CHI,20.25,46,0.5975348240342633
2021,5,CIN,26,50,0.41047860531266483
2021,5,CLE,22,46.5,0.5190436570780241
2021,5,DAL,22.75,53,0.8518629198273022
2021,5,DEN,21,40,0.21339819252621706
2021,5,DET,19.75,49.5,0.14194894282569487
2021,5,GB,26,50,0.647316587359843
2021,5,HOU,23.75,39.5,0.4401990338316504
2021,5,IND,19.5,46.5,0.682315773349706
2021,5,JAX,26.5,49,0.11801457736577765
2021,5,KC,27.25,57,0.2893155705449837
2021,5,LA,28,53.5,0.6367399353872647
2021,5,LAC,22,46.5,0.3685159060560057
2021,5,LV,20.25,46,0.39437136437979936
2021,5,MIA,18.5,48,0.0897001418054136
2021,5,MIN,19.75,49.5,0.8682503286869295
2021,5,NE,23.75,39.5,0.5633856137593587
2021,5,NO,23,43.5,0.711100423673414
2021,5,NYG,22.75,53,0.1276966086964535
2021,5,NYJ,21.25,45.5,0.11072690442555093
2021,5,PHI,21.75,46,0.3452110149125258
2021,5,PIT,21,40,0.70347285370032
2021,5,SEA,28,53.5,0.3351048625572102
2021,5,SF,21.25,48.5,0.17477845596639735
2021,5,TB,18.5,48,0.9241527699042058
2021,5,TEN,26.5,49,0.8683211207389832
2021,5,WAS,23,43.5,0.33039106599549456
2021,6,ARI,22.5,48,0.8262764046441264
2021,6,BAL,23.75,50.5,0.8859906031535222
2021,6,BUF,29.75,53.5,0.7331456512093124
2021,6,CAR,24,45.5,0.2456893411430029
2021,6,CHI,24.75,44,0.26260656301143037
2021,6,CIN,25,46.5,0.8938100581819362
2021,6,CLE,22.5,48,0.19161734817054818
2021,6,DAL,27,50.5,0.5372832681017041
2021,6,DEN,20.25,45.5,0.2660058354215127
2021,6,DET,25,46.5,0.09476343518518818
2021,6,GB,24.75,44,0.7545344785407737
2021,6,HOU,16.5,43.5,0.06994320202116774
2021,6,IND,16.5,43.5,0.933252672786298
2021,6,JAX,25,47.5,0.37237506384650876
2021,6,KC,30,54,0.8045772918065388
2021,6,LA,28.5,49.5,0.9300945866852999
2021,6,LAC,23.75,50.5,0.11542255048955077
2021,6,LV,20.25,45.5,0.6421247506141663
2021,6,MIA,25,47.5,0.6508688562933136
2021,6,MIN,24,45.5,0.7031051575609829
2021,6,NE,27,50.5,0.4431659093167709
2021,6,NYG,28.5,49.5,0.11832580800406248
2021,6,PHI,30,53,0.07610557174196711
2021,6,PIT,18.75,43,0.7416281449026428
2021,6,SEA,18.75,43,0.2715260855877235
2021,6,TB,30,53,0.9004274451569334
2021,6,TEN,29.75,53.5,0.2465181432518305
2021,6,WAS,30,54,0.21631877534359928
2021,7,ARI,13.25,47,0.9418951804821308
2021,7,ATL,25,48.5,0.6988926116497287
2021,7,BAL,19.5,45.5,0.4091801523349149
2021,7,CAR,22.75,42.5,0.42564180526304496
2021,7,CHI,17.25,47,0.015936003075947783
2021,7,CIN,19.5,45.5,0.5533029682213262
2021,7,CLE,19.25,40.5,0.8050281992464354
2021,7,DEN,19.25,40.5,0.19021071794819325
2021,7,DET,17,51,0.1862569925052902
2021,7,GB,19.75,48,0.8401514720916748
2021,7,HOU,13.25,47,0.06367976499949632
2021,7,IND,19,41.5,0.5411921575387318
2021,7,KC,30.75,57.5,0.07908458497513493
2021,7,LA,17,51,0.8101594847496905
2021,7,LV,23.5,48,0.7179978021553584
2021,7,MIA,25,48.5,0.31949955181799067
2021,7,NE,18,43,0.9532854638687552
2021,7,NO,24,42,0.6719298209204818
2021,7,NYG,22.75,42.5,0.6524909725556007
2021,7,NYJ,18,43,0.03586848327639116
2021,7,PHI,23.5,48,0.21646801830158885
2021,7,SEA,24,42,0.3610781879723072
2021,7,SF,19,41.5,0.539013510528952
2021,7,TB,17.25,47,0.9906521252223424
2021,7,TEN,30.75,57.5,0.7984191070473384
2021,7,WAS,19.75,48,0.11181208034615724
2021,8,ARI,22.25,51,0.5068723584683437
2021,8,ATL,22.25,47,0.539658951156951
2021,8,BUF,16.75,48.5,0.8742171143210532
2021,8,CAR,22.25,47,0.5219913458244669
2021,8,CHI,22.25,40,0.4533110382183204
2021,8,CIN,27.5,43.5,0.81760107477506
2021,8,CLE,18.75,43,0.6085162665005084
2021,8,DAL,22.5,49.5,0.31540882266484777
2021,8,DEN,20.5,45,0.7175744366138539
2021,8,DET,25.75,48.5,0.11044717396018898
2021,8,GB,22.25,51,0.46722730385585565
2021,8,HOU,32,47,0.010882816806028135
2021,8,IND,24,51,0.5929989115774474
2021,8,JAX,20,44,0.07392426089267845
2021,8,KC,21.25,53,0.7941187381744385
2021,8,LA,32,47,0.9802742141943711
2021,8,LAC,23.5,50.5,0.5210890398953449
2021,8,MIA,16.75,48.5,0.15105193100190753
2021,8,MIN,22.5,49.5,0.6748200369998812
2021,8,NE,23.5,50.5,0.48376071210543314
2021,8,NO,26.25,48.5,0.5264337413327794
2021,8,NYG,21.25,53,0.22502008825540543
2021,8,NYJ,27.5,43.5,0.25207363194571086
2021,8,PHI,25.75,48.5,0.8999195646855138
2021,8,PIT,18.75,43,0.4390233883814536
2021,8,SEA,20,44,0.8973723905427116
2021,8,SF,22.25,40,0.6544756186372854
2021,8,TB,26.25,48.5,0.4653082499233341
2021,8,TEN,24,51,0.3616887417147294
2021,8,WAS,20.5,45,0.2985604213816779
2021,9,ARI,19.5,44.5,0.7515223075946171
2021,9,ATL,18,43,0.5408838480710983
2021,9,BAL,21.75,51,0.49249202545209747
2021,9,BUF,31.25,48,0.755428745609815
2021,9,CAR,22.5,41.5,0.20358981575866764
2021,9,CHI,16.5,40,0.1017381210896102
2021,9,CIN,22.5,47.5,0.24152364158700015
2021,9,CLE,22.5,47.5,0.8704724704677409
2021,9,DAL,19.75,50,0.2859641701205626
2021,9,DEN,19.75,50,0.7265473051837313
2021,9,GB,20.5,48,0.0924686538529093
2021,9,HOU,20.5,45,0.21883411807263448
2021,9,IND,17.75,46,0.9392569134632747
2021,9,JAX,31.25,48,0.32658965817906654
2021,9,KC,20.5,48,0.9126449323469593
2021,9,LA,23.25,53.5,0.3208178010586973
2021,9,LAC,25.25,49.5,0.6394801426849356
2021,9,LV,25,47,0.5254002224766847
2021,9,MIA,20.5,45,0.8133769193116356
2021,9,MIN,21.75,51,0.47342938624206
2021,9,NE,22.5,41.5,0.7860942096040959
2021,9,NO,18,43,0.4092120055317878
2021,9,NYG,25,47,0.5198591959242728
2021,9,NYJ,17.75,46,0.03382569171997326
2021,9,PHI,25.25,49.5,0.3681441505572626
2021,9,PIT,16.5,40,0.885501794276699
2021,9,SF,19.5,44.5,0.21479171774619465
2021,9,TEN,23.25,53.5,0.7385168216138517
2021,10,ARI,17.5,42,0.1751733049444441
2021,10,ATL,23.5,55,0.06457565461579517
2021,10,BAL,27.5,46.5,0.4895855634840149
2021,10,BUF,30,47,0.9731630258835279
2021,10,CAR,17.5,42,0.8414004476535583
2021,10,CLE,21.5,45.5,0.16359284193033155
2021,10,DAL,23.5,55,0.9371549829977456
2021,10,DEN,21.75,44.5,0.26121608127356954
2021,10,DET,17,43,0.3756265726449328
2021,10,GB,23.25,49.5,0.7265578206034673
2021,10,IND,18.5,47.5,0.9216620687578545
2021,10,JAX,18.5,47.5,0.08286774094651142
2021,10,KC,28,53.5,0.7961269836676748
2021,10,LA,26.75,50,0.18346021864216214
2021,10,LAC,25.25,53.5,0.4492235426914017
2021,10,LV,28,53.5,0.16739986962754622
2021,10,MIA,27.5,46.5,0.47153548810757306
2021,10,MIN,25.25,53.5,0.5795447094099864
2021,10,NE,21.5,45.5,0.809349675476551
2021,10,NO,20.5,44,0.2546710665780922
2021,10,NYJ,30,47,0.023320393803392056
2021,10,PHI,21.75,44.5,0.7171474969194781
2021,10,PIT,17,43,0.6272620248269105
2021,10,SEA,23.25,49.5,0.3063229211436139
2021,10,SF,26.75,50,0.757935879722474
2021,10,TB,30.5,51,0.43787524119970644
2021,10,TEN,20.5,44,0.7378166674503259
2021,10,WAS,30.5,51,0.6064612085733165
2021,11,ARI,21.75,46,0.7484176220831933
2021,11,ATL,27.25,47.5,0.09833552372219856
2021,11,BAL,24,43,0.6939575799873897
2021,11,BUF,21,49.5,0.248548960287008
2021,11,CAR,19.75,43,0.47431941159690416
2021,11,CHI,24,43,0.35420913854133
2021,11,CIN,25.75,50.5,0.6983914010560334
2021,11,CLE,14.75,42.5,0.9071254546825702
2021,11,DAL,26.75,56,0.13285008345935811
2021,11,DET,14.75,42.5,0.11593655739789424
2021,11,GB,24.5,48,0.3341534819740516
2021,11,HOU,17,44.5,0.6417167333345258
2021,11,IND,21,49.5,0.7209716172832432
2021,11,JAX,25.75,45,0.038386434873822636
2021,11,KC,26.75,56,0.869172005426316
2021,11,LAC,21,47.5,0.8188966757325984
2021,11,LV,25.75,50.5,0.3040626130956096
2021,11,MIA,24,44.5,0.7335217835298226
2021,11,MIN,24.5,48,0.6642764184141388
2021,11,NE,27.25,47.5,0.9073305608970779
2021,11,NO,20,42.5,0.10388002223239304
2021,11,NYG,19,49.5,0.08148743533932319
2021,11,NYJ,24,44.5,0.30354832495121575
2021,11,PHI,20,42.5,0.8744907153619301
2021,11,PIT,21,47.5,0.1868507274756989
2021,11,SEA,21.75,46,0.2794098388714095
2021,11,SF,25.75,45,0.8974379831925035
2021,11,TB,19,49.5,0.9147701986630757
2021,11,TEN,17,44.5,0.36226979239734924
2021,11,WAS,19.75,43,0.49561617379226997
2021,12,ATL,23.75,46,0.8038170553486923
2021,12,BAL,22,47,0.7628089769681294
2021,12,BUF,26,45,0.9339011500279109
2021,12,CAR,21,41,0.27808972886568695
2021,12,CHI,21.75,41.5,0.6140773199936922
2021,12,CIN,20,43.5,0.910391939064813
2021,12,CLE,22,47,0.30296574905514717
2021,12,DAL,22,51,0.44125127836817574
2021,12,DEN,25,47.5,0.6989013280334144
2021,12,DET,21.75,41.5,0.4508579559624195
2021,12,GB,24.5,47,0.6899434518829011
2021,12,HOU,20.75,44.5,0.5143667177669704
2021,12,IND,28,53,0.5133317396393977
2021,12,JAX,23.75,46,0.1682969486835137
2021,12,LA,24.5,47,0.23461703899155062
2021,12,LAC,25,47.5,0.26350686621355013
2021,12,LV,22,51,0.6160067302014401
2021,12,MIA,21,41,0.7824590240206039
2021,12,MIN,22.75,49,0.30431158333157116
2021,12,NE,17.75,43,0.8861205194677625
2021,12,NO,26,45,0.059237209693024595
2021,12,NYG,24.75,45.5,0.5810005283146574
2021,12,NYJ,20.75,44.5,0.5251776449953096
2021,12,PHI,24.75,45.5,0.4846220889594406
2021,12,PIT,20,43.5,0.05856765008024922
2021,12,SEA,24,47,0.37331012959236454
2021,12,SF,22.75,49,0.672398027548423
2021,12,TB,28,53,0.5673562757304458
2021,12,TEN,17.75,43,0.11472566694659087
2021,12,WAS,24,47,0.5815781322368715
2021,13,ARI,25.5,43.5,0.9555067715867498
2021,13,ATL,31,51,0.11332612924434216
2021,13,BAL,24,44,0.6592805203485583
2021,13,BUF,18.5,40,0.47860761284828185
2021,13,CHI,25.5,43.5,0.05920031510892095
2021,13,CIN,23.5,49.5,0.22873309393912186
2021,13,DAL,26,46,0.8408929901197553
2021,13,DEN,19,46.5,0.08221826976357907
2021,13,DET,27.25,47.5,0.48095072575790043
2021,13,HOU,27.75,45.5,0.04175839699294794
2021,13,IND,27.75,45.5,0.9638133610997881
2021,13,JAX,17,48,0.04851514227328942
2021,13,KC,19,46.5,0.9108816587700034
2021,13,LA,17,48,0.9497569478475131
2021,13,LAC,23.5,49.5,0.7704198518832502
2021,13,LV,23.25,47.5,0.37287169411995197
2021,13,MIA,16.75,40,0.8009533647334937
2021,13,MIN,27.25,47.5,0.5437390902484702
2021,13,NE,18.5,40,0.5870723289516568
2021,13,NO,26,46,0.17952997074462473
2021,13,NYG,16.75,40,0.2072289225065195
2021,13,NYJ,24.5,44,0.20257401273125394
2021,13,PHI,24.5,44,0.8140950130693841
2021,13,PIT,24,44,0.33427728067626034
2021,13,SEA,23.75,44.5,0.484460421372205
2021,13,SF,23.75,44.5,0.5408398899165067
2021,13,TB,31,51,0.8884150981903076
2021,13,WAS,23.25,47.5,0.6448312799135844
2021,14,ARI,24,51,0.3338564446878055
2021,14,ATL,19.25,41,0.6768199339270591
2021,14,BAL,20.5,44,0.11146888146368844
2021,14,BUF,24.5,52.5,0.1697347689314733
2021,14,CAR,19.25,41,0.3449973183393967
2021,14,CHI,15.75,43,0.16176057731874086
2021,14,CIN,25.75,49,0.26001697398411727
2021,14,CLE,20.5,44,0.8572881143601214
2021,14,DAL,27.25,48,0.9319952670460443
2021,14,DEN,14.5,42,0.9348132126033306
2021,14,DET,14.5,42,0.05309944618081014
2021,14,GB,15.75,43,0.7805137473051664
2021,14,HOU,25.25,40.5,0.1346491269135653
2021,14,JAX,18,44.5,0.07224509900258153
2021,14,KC,19,48,0.9862718615267012
2021,14,LA,24,51,0.6713647485948078
2021,14,LAC,17.25,44,0.9323688131921432
2021,14,LV,19,48,0.018340847122281533
2021,14,MIN,20.75,45,0.8970191069503328
2021,14,NO,23.25,42,0.8253653792234568
2021,14,NYG,17.25,44,0.05287038305738411
2021,14,NYJ,23.25,42,0.16559658624637294
2021,14,PIT,20.75,45,0.10165782477744063
2021,14,SEA,25.25,40.5,0.8508994241182306
2021,14,SF,25.75,49,0.7714626874330861
2021,14,TB,24.5,52.5,0.8282833912177011
2021,14,TEN,18,44.5,0.9157684674629798
2021,14,WAS,27.25,48,0.05617440486093195
2021,15,ARI,30.5,48,0.26329512527063736
2021,15,ATL,19.25,48,0.13479972374559362
2021,15,BAL,27.5,45.5,0.19081031543060917
2021,15,BUF,14.5,43,0.9558958850923132
2021,15,CAR,14.5,43,0.06062705511116571
2021,15,CHI,27.5,48,0.08970441178652394
2021,15,CIN,21,45,0.5858089453459394
2021,15,CLE,22,41,0.24131810858293817
2021,15,DAL,27.25,43,0.9239717873174753
2021,15,DEN,21,45,0.47186419399290835
2021,15,DET,30.5,48,0.5588214776168265
2021,15,GB,27.5,45.5,0.7843985057302885
2021,15,HOU,17,40,0.6330558362283878
2021,15,IND,23.5,46,0.8166816275493772
2021,15,JAX,17,40,0.31137376956688795
2021,15,KC,28.5,54,0.5825368928099259
2021,15,LA,19.75,47,0.7508536459043108
2021,15,LAC,28.5,54,0.4806886991629234
2021,15,LV,22,41,0.7487303553119539
2021,15,MIA,15.75,42,0.6869280869546145
2021,15,MIN,27.5,48,0.8911584730733905
2021,15,NE,23.5,46,0.17249113996513188
2021,15,NO,17,45.5,0.5217853334957155
2021,15,NYG,27.25,43,0.07152490923763252
2021,15,NYJ,15.75,42,0.33681020757649094
2021,15,PHI,14.75,39.5,0.7742518302220016
2021,15,PIT,21.5,44,0.424043789151169
2021,15,SEA,19.75,47,0.26887530541047455
2021,15,SF,19.25,48,0.8742612728050776
2021,15,TB,17,45.5,0.5229206692319416
2021,15,TEN,21.5,44,0.6495282202959061
2021,15,WAS,14.75,39.5,0.20603447913890705
2021,16,ARI,22.5,48,0.393200644699391
2021,16,ATL,17.5,42.5,0.6935308078924814
2021,16,BAL,17.75,43,0.10402246817414251
2021,16,BUF,21.25,43.5,0.7630436063483602
2021,16,CAR,28,44.5,0.05999529991233127
2021,16,CHI,17,41,0.17690136325810896
2021,16,CIN,17.75,43,0.904455242761925
2021,16,CLE,19.5,46.5,0.18417485202368225
2021,16,DAL,17.5,45.5,0.9523570052215031
2021,16,DEN,21.5,42,0.4864567204525596
2021,16,DET,17.5,42.5,0.29699251559727335
2021,16,GB,19.5,46.5,0.83022072500196
2021,16,HOU,29.75,46,0.41620531004099626
2021,16,IND,22.5,48,0.6045353862105822
2021,16,JAX,20,42.5,0.35573939427816204
2021,16,KC,16.75,44,0.9649950596002432
2021,16,LA,26,48.5,0.8491544595786503
2021,16,LAC,29.75,46,0.5354613045754022
2021,16,LV,21.5,42,0.5599340115602199
2021,16,MIA,20.25,37.5,0.854765847325325
2021,16,MIN,26,48.5,0.16060410239733755
2021,16,NE,21.25,43.5,0.21259679476399035
2021,16,NO,20.25,37.5,0.13651333031512602
2021,16,NYG,15,41,0.1452976001084966
2021,16,NYJ,20,42.5,0.7085014566265303
2021,16,PHI,15,41,0.8493859646684032
2021,16,PIT,16.75,44,0.01831881371545559
2021,16,SEA,17,41,0.7845524905943403
2021,16,SF,24.5,45.5,0.6285107461735606
2021,16,TB,28,44.5,0.9288356457572904
2021,16,TEN,24.5,45.5,0.35633006236619413
2021,16,WAS,17.5,45.5,0.02107927565846415
2021,17,ARI,23.25,53,0.6563497322619788
2021,17,ATL,16.25,46.5,0.09818607005808089
2021,17,BAL,27,47,0.5182426003739238
2021,17,BUF,16.25,46.5,0.9116472797775772
2021,17,CAR,15,37,0.3073619624886375
2021,17,CHI,14.75,36.5,0.9749588379784236
2021,17,CIN,27.25,51,0.3111371089846401
2021,17,CLE,22.25,43.5,0.25212739663628114
2021,17,DAL,23.25,53,0.3841034112588355
2021,17,DEN,18.75,45.5,0.07774701319317086
2021,17,DET,16.5,41.5,0.06247874874862029
2021,17,GB,14.5,42,0.9526532421240935
2021,17,HOU,15,44,0.1767360668274736
2021,17,IND,19,46.5,0.5973581491776232
2021,17,JAX,12.25,42,0.015620001601353746
2021,17,KC,27.25,51,0.7534845276125546
2021,17,LA,27,47,0.549957517714905
2021,17,LAC,18.75,45.5,0.932363136248155
2021,17,LV,19,46.5,0.3911017139079207
2021,17,MIA,19,41,0.1388428472964237
2021,17,MIN,14.5,42,0.03900693077663163
2021,17,NE,12.25,42,0.9874854275469107
2021,17,NO,15,37,0.6898149448846068
2021,17,NYG,14.75,36.5,0.034155967825016904
2021,17,NYJ,31.25,48,0.4194313371080463
2021,17,PHI,25.5,44.5,0.5751300180951755
2021,17,PIT,22.25,43.5,0.6744551283198519
2021,17,SEA,16.5,41.5,0.9348029639039721
2021,17,SF,15,44,0.8340927382310233
2021,17,TB,31.25,48,0.5566428663608255
2021,17,TEN,19,41,0.8629554232646678
2021,17,WAS,25.5,44.5,0.41797901869847853
2021,18,ARI,21.25,48,0.4755082925531402
2021,18,ATL,22.25,40,0.09883619850734249
2021,18,BAL,19,41,0.5906328717828728
2021,18,BUF,13.5,43,0.9342218999621235
2021,18,CAR,16,43,0.18676027816392254
2021,18,CHI,21,45.5,0.500168200620189
2021,18,CIN,15.75,38,0.1558103217408061
2021,18,CLE,15.75,38,0.8634447262837337
2021,18,DAL,26.25,46,0.8513974736134212
2021,18,DEN,28,44.5,0.25191301402618305
2021,18,DET,24.5,45,0.5272734822898076
2021,18,GB,24.5,45,0.47954335694480693
2021,18,HOU,26.75,43,0.09482621554339474
2021,18,IND,28.5,43,0.36056995513292106
2021,18,JAX,28.5,43,0.5631012545218547
2021,18,KC,28,44.5,0.7606873408897805
2021,18,LA,21.75,46.5,0.6706323380368935
2021,18,LAC,25.75,48,0.33878607044961345
2021,18,LV,25.75,48,0.6086785685702603
2021,18,MIA,23.5,41,0.6781929172002353
2021,18,MIN,21,45.5,0.5032022033225407
2021,18,NE,23.5,41,0.28115497006658924
2021,18,NO,22.25,40,0.8748809167316982
2021,18,NYG,21,36,0.1413447771366399
2021,18,NYJ,13.5,43,0.08313911534590974
2021,18,PHI,26.25,46,0.13399388146919244
2021,18,PIT,19,41,0.4385083271977114
2021,18,SEA,21.25,48,0.38946485918547435
2021,18,SF,21.75,46.5,0.33606205975138437
2021,18,TB,16,43,0.8604742036027424
2021,18,TEN,26.75,43,0.8937096931040287
2021,18,WAS,21,36,0.8485598971402339
2022,1,ARI,30,54,0.03716287512394093
2022,1,ATL,24.75,43.5,0.558816245324175
2022,1,BAL,25.25,44,0.888868112190097
2022,1,BUF,26.25,51.5,0.765046303825719
2022,1,CAR,20,42.5,0.3454586421342
2022,1,CHI,22.25,38,0.3549845656035122
2022,1,CIN,18.5,44.5,0.46013479454917516
2022,1,CLE,20,42.5,0.6887402407927057
2022,1,DAL,26,49.5,0.17856525233170634
2022,1,DEN,25,44,0.5650023822822878
2022,1,DET,27.5,49,0.1401837722613261
2022,1,GB,22.25,47,0.14577431703206425
2022,1,HOU,26.5,46,0.5736168215221438
2022,1,IND,26.5,46,0.5059319305020671
2022,1,JAX,20.25,43.5,0.2921583545496229
2022,1,KC,30,54,0.9211431822993539
2022,1,LA,26.25,51.5,0.18060115076921152
2022,1,LAC,24.5,52.5,0.7994605632928702
2022,1,LV,24.5,52.5,0.21289564197495875
2022,1,MIA,22,47,0.849049371268068
2022,1,MIN,22.25,47,0.8511876513560612
2022,1,NE,22,47,0.175222797677494
2022,1,NO,24.75,43.5,0.4323659483175386
2022,1,NYG,19,43.5,0.1524236621439457
2022,1,NYJ,25.25,44,0.10137685828483786
2022,1,PHI,27.5,49,0.7945359945297241
2022,1,PIT,18.5,44.5,0.5392273918827414
2022,1,SEA,25,44,0.48549050029287943
2022,1,SF,22.25,38,0.6188394658124217
2022,1,TB,26,49.5,0.8285212556521098
2022,1,TEN,19,43.5,0.8202729204953727
2022,1,WAS,20.25,43.5,0.6969617100344367
2022,2,ARI,23,51.5,0.11438493331650024
2022,2,ATL,18,46.5,0.08696659751364064
2022,2,BAL,20.5,44,0.7923578755171211
2022,2,BUF,18.75,47.5,0.8967488100752234
2022,2,CAR,22.5,44,0.5153396313007061
2022,2,CHI,15.75,42,0.08553990951929193
2022,2,CIN,24.75,42,0.38571712287034715
2022,2,CLE,16,38.5,0.7823145515285432
2022,2,DAL,24.75,42,0.5469778991978744
2022,2,DEN,17.75,46,0.7793357083874364
2022,2,DET,24.75,48.5,0.791002748855229
2022,2,GB,15.75,42,0.8936771731528025
2022,2,HOU,17.75,46,0.24358072830364108
2022,2,IND,23.25,43.5,0.18439079078551768
2022,2,JAX,23.25,43.5,0.7935709926619459
2022,2,KC,24.25,52.5,0.5702309152990018
2022,2,LA,18,46.5,0.9643955721009162
2022,2,LAC,24.25,52.5,0.4467776007950306
2022,2,LV,23,51.5,0.85059730639526
2022,2,MIA,20.5,44,0.1619177667067989
2022,2,MIN,23.5,49.5,0.09455837853551079
2022,2,NE,21.5,40,0.7672229138287631
2022,2,NO,23.25,44,0.38342760748346344
2022,2,NYG,22.5,44,0.5553182023229883
2022,2,NYJ,16,38.5,0.21064091093408374
2022,2,PHI,23.5,49.5,0.8416122097235459
2022,2,PIT,21.5,40,0.27668970758042166
2022,2,SEA,15.75,40,0.06941439658581254
2022,2,SF,15.75,40,0.9350498422332432
2022,2,TB,23.25,44,0.6206606701016426
2022,2,TEN,18.75,47.5,0.09539604638406424
2022,2,WAS,24.75,48.5,0.1234455139886426
2022,3,ARI,26.25,49,0.12562781409655194
2022,3,ATL,21,43,0.592575085513732
2022,3,BAL,24,45.5,0.6952220878817819
2022,3,BUF,29,54,0.6429601770847342
2022,3,CAR,21.5,41,0.798930199636898
2022,3,CHI,18.5,40,0.5852877152593512
2022,3,CIN,26.25,46,0.9116269564256072
2022,3,CLE,16.75,38,0.7108527940252553
2022,3,DAL,18.75,38.5,0.5886201626453242
2022,3,DEN,22.5,44,0.38982316205639456
2022,3,DET,22.75,52,0.5287208242439909
2022,3,GB,20.25,41.5,0.7824456706643105
2022,3,HOU,18.5,40,0.4446954828287874
2022,3,IND,27.75,51,0.3644057009369135
2022,3,JAX,19.75,46,0.6607007612943725
2022,3,KC,27.75,51,0.6904193290237337
2022,3,LA,26.25,49,0.852408504486084
2022,3,LAC,19.75,46,0.2870449144080466
2022,3,LV,23.5,45.5,0.23324572650194172
2022,3,MIA,29,54,0.3402173849376472
2022,3,MIN,22.75,52,0.4992771778594364
2022,3,NE,24,45.5,0.3078723284868432
2022,3,NO,21.5,41,0.2520499769746075
2022,3,NYG,18.75,38.5,0.4145587081870725
2022,3,NYJ,26.25,46,0.07480003724857749
2022,3,PHI,26.5,47,0.923193253003634
2022,3,PIT,16.75,38,0.32293463460411187
2022,3,SEA,21,43,0.48783548487656153
2022,3,SF,22.5,44,0.6585715794935822
2022,3,TB,20.25,41.5,0.24492311738222317
2022,3,TEN,23.5,45.5,0.7118982258770201
2022,3,WAS,26.5,47,0.05951214946708975
2022,4,ARI,21.5,44,0.5309922155140865
2022,4,ATL,24.5,48,0.518268993055379
2022,4,BAL,26.5,50,0.6482060758336898
2022,4,BUF,26.5,50,0.41856961514129015
2022,4,CAR,21.5,44,0.48049882185161114
2022,4,CHI,18,39,0.3514418172891493
2022,4,CIN,22.25,48.5,0.7340183911785003
2022,4,CLE,24.5,48,0.4783894847546305
2022,4,DAL,18.75,40.5,0.7329410037824087
2022,4,DEN,21.5,45.5,0.3205081696725554
2022,4,DET,22.75,48.5,0.21883997934700838
