season,week,posteam,implied_total,total_line,vegas_wp
2022,4,GB,15.25,40.5,0.6543621095762189
2022,4,HOU,25.25,45,0.07778827705876712
2022,4,IND,19.25,43,0.3400682379802068
2022,4,JAX,18.75,44,0.33183283979694045
2022,4,KC,22.75,46.5,0.8636346161365509
2022,4,LA,20.5,42,0.270149202066188
2022,4,LAC,25.25,45,0.9322040984124849
2022,4,LV,21.5,45.5,0.6954353642132546
2022,4,MIA,22.25,48.5,0.2918751668027144
2022,4,MIN,23,42,0.7166858385317028
2022,4,NE,15.25,40.5,0.2908158759215708
2022,4,NO,23,42,0.2461165010745504
2022,4,NYG,18,39,0.7305116171638172
2022,4,NYJ,19,41,0.5074599594103567
2022,4,PHI,18.75,44,0.7519337393400493
2022,4,PIT,19,41,0.5419553445096601
2022,4,SEA,22.75,48.5,0.7174213353603605
2022,4,SF,20.5,42,0.736007008017326
2022,4,TB,22.75,46.5,0.11314113129428101
2022,4,TEN,19.25,43,0.773794072014945
2022,4,WAS,18.75,40.5,0.20687265001638944
2022,5,ARI,27,48.5,0.16844668436576338
2022,5,ATL,17.75,46,0.08996791777119302
2022,5,BAL,22.25,47.5,0.7079830904801686
2022,5,BUF,15,44,0.9622858961423238
2022,5,CAR,23,40,0.09051262961950172
2022,5,CHI,17,44,0.13916787659474042
2022,5,CIN,22.25,47.5,0.33045309223234653
2022,5,CLE,24,47,0.49211201736560234
2022,5,DAL,18.25,42,0.7281948743044746
2022,5,DEN,19.25,42,0.7462011287883689
2022,5,DET,21.75,46.5,0.15182098199381708
2022,5,GB,16.75,42,0.711033671841783
2022,5,HOU,18.5,44,0.4035157918930053
2022,5,IND,19.25,42,0.3481553763745408
2022,5,JAX,18.5,44,0.5813564482872208
2022,5,KC,22,51.5,0.5808312643488397
2022,5,LA,18.25,42,0.35615446611102347
2022,5,LAC,24,47,0.5476979260497232
2022,5,LV,22,51.5,0.4022950261533261
2022,5,MIA,24.5,46,0.35140731917563245
2022,5,MIN,17,44,0.8449430672370803
2022,5,NE,21.75,46.5,0.8950744313853127
2022,5,NO,20,45.5,0.7385263935622532
2022,5,NYG,16.75,42,0.23315443946369757
2022,5,NYJ,24.5,46,0.6359591997332044
2022,5,PHI,27,48.5,0.8362814792688342
2022,5,PIT,15,44,0.022842602348448614
2022,5,SEA,20,45.5,0.29818321970295403
2022,5,SF,23,40,0.9015596438262422
2022,5,TB,17.75,46,0.9000758952704185
2022,5,TEN,22,43,0.6110204745802963
2022,5,WAS,22,43,0.35280067703940654
2022,6,ARI,26.25,50,0.3903714732768444
2022,6,ATL,24.75,46,0.6629061196689253
2022,6,BAL,25.75,46,0.7396340215844768
2022,6,BUF,28.25,54,0.5627414143421281
2022,6,CAR,15.75,41.5,0.2090409404509479
2022,6,CHI,19.75,38.5,0.39896411751396954
2022,6,CIN,22.75,42.5,0.4137097954050853
2022,6,CLE,20.25,43,0.2718271302893791
2022,6,DAL,18,42.5,0.08652137967874296
2022,6,DEN,21,45.5,0.524449010395591
2022,6,GB,18.5,44.5,0.47197892083741644
2022,6,IND,20,41,0.42733187529032957
2022,6,JAX,20,41,0.5210495234735842
2022,6,KC,28.25,54,0.47250235440402194
2022,6,LA,15.75,41.5,0.7904961195684248
2022,6,LAC,21,45.5,0.529859442981736
2022,6,MIA,24,45,0.28217498779214695
2022,6,MIN,24,45,0.7613925827126755
2022,6,NE,20.25,43,0.7438091640434568
2022,6,NO,22.75,42.5,0.5890391676553658
2022,6,NYG,25.75,46,0.29868627891972144
2022,6,NYJ,18.5,44.5,0.5930394132932028
2022,6,PHI,18,42.5,0.8839059177471754
2022,6,PIT,28.5,47,0.44201145965164
2022,6,SEA,26.25,50,0.6746915202648913
2022,6,SF,24.75,46,0.22258694238732
2022,6,TB,28.5,47,0.6014761027767143
2022,6,WAS,19.75,38.5,0.6302249218545415
2022,7,ARI,20.75,44,0.7190936002648746
2022,7,ATL,20.5,47.5,0.053967008345006486
2022,7,BAL,19.75,46,0.7710367550452549
2022,7,CAR,26.25,39.5,0.5215021593838322
2022,7,CHI,15.25,40,0.5912477647264799
2022,7,CIN,20.5,47.5,0.9427871950088985
2022,7,CLE,19.75,46,0.24907106343729823
2022,7,DAL,21.25,49.5,0.7443857088423612
2022,7,DEN,19.5,37,0.33663543240746135
2022,7,DET,21.25,49.5,0.3176023709368333
2022,7,GB,22.75,41.5,0.5113276151266504
2022,7,HOU,19.5,46,0.24334681501886735
2022,7,IND,20.25,43,0.2191631086781377
2022,7,JAX,20.5,44,0.5622644015683821
2022,7,KC,25,49,0.6705148528542435
2022,7,LAC,23,51.5,0.3003824308504012
2022,7,LV,19.5,46,0.6537305718218839
2022,7,MIA,18.5,44.5,0.8715148154766329
2022,7,NE,15.25,40,0.3517640641060078
2022,7,NO,20.75,44,0.24601781641749637
2022,7,NYG,20.5,44,0.45470520940379827
2022,7,NYJ,19.5,37,0.6900309187173843
2022,7,PIT,18.5,44.5,0.1398317202258466
2022,7,SEA,23,51.5,0.6523148940234889
2022,7,SF,25,49,0.29401087615102073
2022,7,TB,26.25,39.5,0.5436570822816484
2022,7,TEN,20.25,43,0.7947152051058681
2022,7,WAS,22.75,41.5,0.45248912893970256
2022,8,ARI,22.25,48.5,0.1972606986414141
2022,8,ATL,18.25,41,0.5939635480109315
2022,8,BAL,22,46,0.45826511777622597
2022,8,BUF,18.25,47,0.9398551250879581
2022,8,CAR,18.25,41,0.36458055053264127
2022,8,CHI,16.25,43,0.03822461755231085
2022,8,CIN,24,45,0.3292129431410609
2022,8,CLE,24,45,0.7596155429469312
2022,8,DAL,16.25,43,0.9226961018783706
2022,8,DEN,20,41,0.4466827545186569
2022,8,DET,27.75,52,0.5030593326581376
2022,8,GB,18.25,47,0.05932104340983466
2022,8,HOU,20,39,0.2765809007444962
2022,8,IND,18.75,40.5,0.5598719572791686
2022,8,JAX,20,41,0.6084194162062235
2022,8,LA,21.5,42,0.3939254878962486
2022,8,LV,24.75,48.5,0.1918814749386421
2022,8,MIA,27.75,52,0.5283137579118052
2022,8,MIN,22.25,48.5,0.756632845218365
2022,8,NE,21.5,40,0.6595661329186482
2022,8,NO,24.75,48.5,0.8418046439450884
2022,8,NYG,20.75,44.5,0.29481801365194366
2022,8,NYJ,21.5,40,0.3017660470047433
2022,8,PHI,16,43,0.9270444440841674
2022,8,PIT,16,43,0.04660068339478585
2022,8,SEA,20.75,44.5,0.6822518766936609
2022,8,SF,21.5,42,0.613111317765956
2022,8,TB,22,46,0.4493366018318882
2022,8,TEN,20,39,0.7372856687415729
2022,8,WAS,18.75,40.5,0.41542934323266395
2022,9,ARI,24,49.5,0.3691126425733923
2022,9,ATL,26,49.5,0.5157662969211052
2022,9,BAL,23.5,46,0.8354908074102094
2022,9,BUF,28.5,46,0.7511847471552235
2022,9,CAR,18,43,0.026725504974062154
2022,9,CHI,25,46,0.2204698012479837
2022,9,CIN,18,43,0.9403045977864946
2022,9,DET,26.75,49.5,0.5660460429605225
2022,9,GB,26.75,49.5,0.48555180898740663
2022,9,HOU,29.75,45.5,0.1282678555904163
2022,9,IND,17.5,40,0.13136029662878265
2022,9,JAX,25,47.5,0.39870514096144366
2022,9,KC,15.5,45,0.6575173157456872
2022,9,LA,20,43,0.5283102206155365
2022,9,LAC,26,49.5,0.5328645199092465
2022,9,LV,25,47.5,0.592264487695965
2022,9,MIA,25,46,0.7814093277139483
2022,9,MIN,23.25,43.5,0.6415454336102047
2022,9,NE,17.5,40,0.8588585308913527
2022,9,NO,23.5,46,0.1429649672640759
2022,9,NYJ,28.5,46,0.2524020767818064
2022,9,PHI,29.75,45.5,0.8641002120927481
2022,9,SEA,24,49.5,0.5715749263763428
2022,9,TB,20,43,0.46935846981329793
2022,9,TEN,15.5,45,0.38753406021278347
2022,9,WAS,23.25,43.5,0.4271825151196842
2022,10,ARI,17.25,38,0.6608703391892568
2022,10,ATL,22,41.5,0.29426287489689207
2022,10,BUF,20.25,47,0.7953382902928362
2022,10,CAR,22,41.5,0.7244916733295199
2022,10,CHI,22.75,48.5,0.6107711244713177
2022,10,CLE,23,49,0.2015049352056063
2022,10,DAL,24,44.5,0.6660802815042969
2022,10,DEN,18.75,40,0.45169097335258523
2022,10,DET,22.75,48.5,0.37608395333875694
2022,10,GB,24,44.5,0.33927701029263563
2022,10,HOU,18,41.5,0.13476138043084313
2022,10,IND,18.25,41,0.588552811582014
2022,10,JAX,20.75,51.5,0.07731803092091079
2022,10,KC,20.75,51.5,0.9264140167543965
2022,10,LA,17.25,38,0.30850384073952836
2022,10,LAC,18.5,45.5,0.3847681639610596
2022,10,LV,18.25,41,0.41097231299631176
2022,10,MIA,23,49,0.806553811286435
2022,10,MIN,20.25,47,0.2488226874064033
2022,10,NO,19.25,39.5,0.32916941545730416
2022,10,NYG,18,41.5,0.8464145241305232
2022,10,PHI,16,43,0.6010445947556391
2022,10,PIT,19.25,39.5,0.7141360032231839
2022,10,SEA,21.25,45,0.1762833506576717
2022,10,SF,18.5,45.5,0.6387050864489183
2022,10,TB,21.25,45,0.804929097761979
2022,10,TEN,18.75,40,0.5624723810765702
2022,10,WAS,16,43,0.3482027828024747
2022,11,ARI,26.75,43.5,0.09915245816748261
2022,11,ATL,22.75,48.5,0.6382723911753241
2022,11,BAL,14.5,42,0.8172477587820992
2022,11,BUF,21.5,50.5,0.8003732529160889
2022,11,CAR,14.5,42,0.18870059377513826
2022,11,CHI,22.75,48.5,0.45641534198676387
2022,11,CIN,21.25,39,0.6974267363548279
2022,11,CLE,21.5,50.5,0.2367752519516107
2022,11,DAL,25,48.5,0.8713989402566638
2022,11,DEN,19.5,41.5,0.6922787993641223
2022,11,DET,20.5,44,0.7510359845464191
2022,11,GB,18.75,40.5,0.2828773568878739
2022,11,HOU,22,41,0.0946159044646525
2022,11,IND,26,45.5,0.5314119399107736
2022,11,KC,29,52.5,0.599375672027713
2022,11,LA,18.5,39.5,0.28554672172196727
2022,11,LAC,29,52.5,0.3970961645245552
2022,11,LV,19.5,41.5,0.3600088185802499
2022,11,MIN,25,48.5,0.1336264678187016
2022,11,NE,17.5,38.5,0.6166732738602836
2022,11,NO,18.5,39.5,0.6686180147987145
2022,11,NYG,20.5,44,0.2655964842269355
2022,11,NYJ,17.5,38.5,0.45946133467886185
2022,11,PHI,26,45.5,0.49414212976036404
2022,11,PIT,21.25,39,0.2851442080608456
2022,11,SF,26.75,43.5,0.9100977401984365
2022,11,TEN,18.75,40.5,0.6610778560403917
2022,11,WAS,22,41,0.9105376458879728
2022,12,ARI,25.5,48.5,0.5468726110836817
2022,12,ATL,18.5,40.5,0.33558996725413537
2022,12,BAL,23.25,43,0.7034241924077711
2022,12,BUF,32,54,0.7309388346235517
2022,12,CAR,18.75,36.5,0.7222175882412836
2022,12,CHI,14,36.5,0.12076882566584068
2022,12,CIN,22,43,0.6032004924920888
2022,12,CLE,22.5,42,0.3480396311972815
2022,12,DAL,17.5,45.5,0.78384203237036
2022,12,DEN,18.75,36.5,0.24032238445512052
2022,12,DET,32,54,0.24540684232928536
2022,12,GB,19.75,46,0.1477566147223115
2022,12,HOU,16.5,47,0.01925477196481714
2022,12,IND,18.75,40,0.3115481193793022
2022,12,JAX,23.25,43,0.27316272121282487
2022,12,KC,12.75,42,0.9555865310960345
2022,12,LA,12.75,42,0.04903416797676003
2022,12,LAC,25.5,48.5,0.4065256365471687
2022,12,LV,21.75,47.5,0.37590795508310154
2022,12,MIA,16.5,47,0.9792104292271743
2022,12,MIN,20,42.5,0.5971904832583207
2022,12,NE,20,42.5,0.41176131761704504
2022,12,NO,17.25,44,0.08841442864818067
2022,12,NYG,17.5,45.5,0.16795083272310354
2022,12,NYJ,14,36.5,0.843464617846442
2022,12,PHI,19.75,46,0.8458426107059827
2022,12,PIT,18.75,40,0.6591153717112083
2022,12,SEA,21.75,47.5,0.6198156885181864
2022,12,SF,17.25,44,0.9167867935065067
2022,12,TB,22.5,42,0.6292034876994819
2022,12,TEN,22,43,0.44753670936281037
2022,12,WAS,18.5,40.5,0.6870114743709564
2022,13,ATL,22,43,0.23766218398052916
2022,13,BAL,15.5,40.5,0.5572277364822533
2022,13,BUF,23.5,43.5,0.8369854092597961
2022,13,CHI,24.5,45,0.4957039262726903
2022,13,CIN,27.75,53,0.5257696087543782
2022,13,CLE,27.25,47,0.8194301446278891
2022,13,DAL,16.75,44.5,0.8340629862700231
2022,13,DEN,15.5,40.5,0.3972539725899697
2022,13,DET,25.25,51.5,0.8941680143276851
2022,13,GB,24.5,45,0.4890330331082368
2022,13,HOU,27.25,47,0.2225310069997645
2022,13,IND,16.75,44.5,0.12712780747217262
2022,13,JAX,25.25,51.5,0.12877038577066693
2022,13,KC,27.75,53,0.48494085468924963
2022,13,LA,24,41,0.26681502444385474
2022,13,LAC,23.25,49,0.3908144337921472
2022,13,LV,23.25,49,0.6512656580593627
2022,13,MIA,20.75,46,0.2535044441285122
2022,13,MIN,20.5,44,0.7998357340693474
2022,13,NE,23.5,43.5,0.12060668811202051
2022,13,NO,18.75,41,0.6801268811579103
2022,13,NYG,21.25,40,0.42976080842858144
2022,13,NYJ,20.5,44,0.2397198236388404
2022,13,PHI,19.75,44.5,0.8754424296892607
2022,13,PIT,22,43,0.7537119241861197
2022,13,SEA,24,41,0.7135543769500294
2022,13,SF,20.75,46,0.7677977164586385
2022,13,TB,18.75,41,0.39590257260243644
2022,13,TEN,19.75,44.5,0.12519692543440777
2022,13,WAS,21.25,40,0.496304988497475
2022,14,ARI,23,44,0.33672551508615944
2022,14,BAL,17.75,37,0.6861013264979345
2022,14,BUF,16.75,43.5,0.8318075981794619
2022,14,CAR,20.5,44.5,0.6989790162869861
2022,14,CIN,21.25,47,0.8037721373267093
2022,14,CLE,21.25,47,0.17231843023396587
2022,14,DAL,13.75,44.5,0.7414386804614749
2022,14,DEN,26.5,44.5,0.08687557988164445
2022,14,DET,24.5,51.5,0.7776997516984525
2022,14,HOU,13.75,44.5,0.2760045842733234
2022,14,JAX,19.5,42,0.654132445694153
2022,14,KC,26.5,44.5,0.9155218142729539
2022,14,LA,24.5,42.5,0.10747573867832358
2022,14,LAC,28.75,54.5,0.6653254499306549
2022,14,LV,24.5,42.5,0.8794776262908146
2022,14,MIA,28.75,54.5,0.35462970702730595
2022,14,MIN,24.5,51.5,0.27023876354638177
2022,14,NE,23,44,0.6703556552529335
2022,14,NYG,26,44.5,0.037473418790875915
2022,14,NYJ,16.75,43.5,0.14369847057252258
2022,14,PHI,26,44.5,0.9353619410145668
2022,14,PIT,17.75,37,0.37975824244466483
2022,14,SEA,20.5,44.5,0.3018211268261075
2022,14,SF,17.25,38,0.9242440350985123
2022,14,TB,17.25,38,0.056834748598973674
2022,14,TEN,19.5,42,0.3522473090130805
2022,15,ARI,18,37.5,0.3883919144524424
2022,15,ATL,19.25,43.5,0.13110328402528257
2022,15,BAL,18.5,39.5,0.3629899499937892
2022,15,BUF,18.5,44,0.7003030595187629
2022,15,CAR,17,36.5,0.2617361986149962
2022,15,CHI,28.25,48,0.20269061198744637
2022,15,CIN,25.25,47,0.6190324635654689
2022,15,CLE,18.5,39.5,0.7528955359927945
2022,15,DAL,26.25,48.5,0.758711382753255
2022,15,DEN,18,37.5,0.660986668864886
2022,15,DET,21,44,0.542784807131146
2022,15,GB,15.75,39.5,0.8944051073147701
2022,15,HOU,31.5,48.5,0.23540723930407123
2022,15,IND,21.5,46.5,0.810334587965994
2022,15,JAX,26.25,48.5,0.19679039017891217
2022,15,KC,31.5,48.5,0.7490091237015464
2022,15,LA,15.75,39.5,0.13429789058864117
2022,15,LAC,21.75,46.5,0.6783913310730096
2022,15,LV,22,45,0.5392466570998802
2022,15,MIA,18.5,44,0.3350902087044503
2022,15,MIN,21.5,46.5,0.16731795799425747
2022,15,NE,22,45,0.4184536738998722
2022,15,NO,19.25,43.5,0.8486351280842187
2022,15,NYG,18,40.5,0.6726447704338258
2022,15,NYJ,21,44,0.45027556113506617
2022,15,PHI,28.25,48,0.8370844897855283
2022,15,PIT,17,36.5,0.735758953574878
2022,15,SEA,23,43,0.1543169360254602
2022,15,SF,23,43,0.8616201798121135
2022,15,TB,25.25,47,0.5067211254419159
2022,15,TEN,21.75,46.5,0.30062119775223284
2022,15,WAS,18,40.5,0.4365570901469751
2022,16,ARI,24.5,41.5,0.3823837857782738
2022,16,ATL,14.25,35,0.12448302577390817
2022,16,BAL,14.25,35,0.8672810475063654
2022,16,BUF,24,40,0.8226896748188242
2022,16,CAR,23,43.5,0.7791455108385821
2022,16,CHI,24,40,0.19707272034694348
2022,16,CIN,22.5,42,0.9128888826929034
2022,16,CLE,14.5,32,0.479843888603724
2022,16,DAL,22,48,0.5065087515747908
2022,16,DEN,19.75,36.5,0.0884516734402366
2022,16,DET,23,43.5,0.2541481186621279
2022,16,GB,22.75,49,0.4344105711058964
2022,16,HOU,15.5,34,0.4840814849714202
2022,16,IND,24,44.5,0.22621384983020024
2022,16,JAX,17,36.5,0.7074331909418106
2022,16,KC,20,50.5,0.9283190047740937
2022,16,LA,19.75,36.5,0.8310222323052585
2022,16,LAC,24,44.5,0.8259329133563571
2022,16,LV,18,38.5,0.6261467900203199
2022,16,MIA,22.75,49,0.6014906635811162
2022,16,MIN,21.75,48,0.6865133060448205
2022,16,NE,22.5,42,0.1266159902184457
2022,16,NO,14.5,32,0.4722856423921055
2022,16,NYG,21.75,48,0.3033606696031056
2022,16,NYJ,17,36.5,0.2115234984161842
2022,16,PHI,22,48,0.4530288497174995
2022,16,PIT,18,38.5,0.3935413473483288
2022,16,SEA,20,50.5,0.045267437371338426
2022,16,SF,15.5,37.5,0.8376562260091305
2022,16,TB,24.5,41.5,0.6724758962608086
2022,16,TEN,15.5,34,0.5055780247957619
2022,16,WAS,15.5,37.5,0.16529048934669635
2022,17,ARI,17,41,0.36475836674668893
2022,17,ATL,17,41,0.6669856096307437
2022,17,BAL,17.25,35.5,0.5973797461816244
2022,17,CAR,18.5,40.5,0.5139706048925043
2022,17,CHI,24,52.5,0.1610253936163179
2022,17,CLE,20.25,41.5,0.6780353828022878
2022,17,DAL,27.5,41,0.9289316061424883
2022,17,DEN,16.25,46,0.13940423570813673
2022,17,DET,24,52.5,0.8624551528516937
2022,17,GB,22.25,47.5,0.9399850408236186
2022,17,HOU,23.25,43,0.07660245897014437
2022,17,IND,16.5,38.5,0.10741008558765044
2022,17,JAX,23.25,43,0.9287852531877057
2022,17,KC,16.25,46,0.851700256835764
2022,17,LA,17.5,41.5,0.1666219847108651
2022,17,LAC,17.5,41.5,0.8916988055552205
2022,17,LV,25.75,41.5,0.3083717885751729
2022,17,MIA,19.25,41.5,0.34032175884540405
2022,17,MIN,22.25,47.5,0.13696703786923037
2022,17,NE,19.25,41.5,0.6535312803807083
2022,17,NO,18,41.5,0.6357781705209765
2022,17,NYG,16.5,38.5,0.876180097705028
2022,17,NYJ,22,43,0.2036180879730391
2022,17,PHI,18,41.5,0.27913403471416615
2022,17,PIT,17.25,35.5,0.3857971497756593
2022,17,SEA,22,43,0.8479187292839164
2022,17,SF,25.75,41.5,0.7004357912228443
2022,17,TB,18.5,40.5,0.48694585698636034
2022,17,TEN,27.5,41,0.06394483766099068
2022,17,WAS,20.25,41.5,0.3737281950724607
2022,18,ARI,13,40,0.058965035429517886
2022,18,ATL,17.25,40.5,0.692431726363989
2022,18,BAL,14,39,0.03668105969382581
2022,18,BUF,18,44,0.8316365437848228
2022,18,CAR,19,41.5,0.3561472786324365
2022,18,CHI,24.5,42.5,0.07636940900976422
2022,18,CIN,14,39,0.9412586304449266
2022,18,CLE,18.75,40,0.2653427115714579
2022,18,DAL,24,40.5,0.3140498023596592
2022,18,DEN,16.25,38.5,0.6904109413425128
2022,18,DET,21.75,49,0.3928173116203082
2022,18,GB,21.75,49,0.6737421978603709
2022,18,HOU,17.5,38,0.5224312211982906
2022,18,IND,17.5,38,0.43039092794060707
2022,18,JAX,16.75,39.5,0.5374121296664943
2022,18,KC,30.25,51.5,0.944828227714256
2022,18,LA,18,41.5,0.5047201065700156
2022,18,LAC,16.25,38.5,0.31067420897288106
2022,18,LV,30.25,51.5,0.053237617866767825
2022,18,MIA,17,37.5,0.6189952852234007
2022,18,MIN,24.5,42.5,0.9374918266081474
2022,18,NE,18,44,0.20077889552759007
2022,18,NO,19,41.5,0.7093097797611303
2022,18,NYG,13,42.5,0.023717917317824983
2022,18,NYJ,17,37.5,0.413827083442571
2022,18,PHI,13,42.5,0.9825274218683657
2022,18,PIT,18.75,40,0.7156961506869254
2022,18,SEA,18,41.5,0.5920738649794333
2022,18,SF,13,40,0.9438706918766624
2022,18,TB,17.25,40.5,0.3008371080202913
2022,18,TEN,16.75,39.5,0.4767929596059462
2022,18,WAS,24,40.5,0.7137545580665271
2023,1,ARI,15.5,38,0.38168700635433195
2023,1,ATL,18.5,40.5,0.708592184565284
2023,1,BAL,17,43.5,0.8829011705896394
2023,1,BUF,23.5,44.5,0.6530353285571826
2023,1,CAR,18.5,40.5,0.3120363437113286
2023,1,CHI,20,41,0.21025752619107982
2023,1,CIN,23.75,46.5,0.33232439870167024
2023,1,CLE,23.75,46.5,0.7183902621408792
2023,1,DAL,24,44.5,0.9739810445091941
2023,1,DEN,20,43,0.5859036738319057
2023,1,DET,24.5,53,0.4117588599522908
2023,1,GB,20,41,0.7702722044314367
2023,1,HOU,17,43.5,0.11471348579489944
2023,1,IND,24.75,45.5,0.24727636816409918
2023,1,JAX,24.75,45.5,0.6888328221306872
2023,1,KC,24.5,53,0.6409707252056368
2023,1,LA,20.25,45,0.5453313289162438
2023,1,LAC,23.75,50.5,0.5991225757010995
2023,1,LV,20,43,0.5191351549191909
2023,1,MIA,23.75,50.5,0.39374412963023553
2023,1,MIN,20.5,45,0.5698105096817017
2023,1,NE,24,44.5,0.2049139973962462
2023,1,NO,19,41,0.6232391898830731
2023,1,NYG,24,44.5,0.08322425262820707
2023,1,NYJ,23.5,44.5,0.3315615125000477
2023,1,PHI,24,44.5,0.8195808447640518
2023,1,PIT,21.5,41.5,0.06593688175351939
2023,1,SEA,20.25,45,0.5755953953408938
2023,1,SF,21.5,41.5,0.9123830785827031
2023,1,TB,20.5,45,0.5082283458158152
2023,1,TEN,19,41,0.44392364951116703
2023,1,WAS,15.5,38,0.6489580404960502
2023,2,ARI,22.5,40,0.6268726764566829
2023,2,ATL,18.75,40.5,0.47709824609292023
2023,2,BAL,21,45.5,0.5883958595139639
2023,2,BUF,19.75,47,0.8944986851678955
2023,2,CAR,21.25,39.5,0.2529886929536203
2023,2,CHI,19.25,41,0.2646853640675545
2023,2,CIN,21,45.5,0.3566472596888032
2023,2,CLE,20.75,39,0.5487914065900561
2023,2,DAL,15,38.5,0.9104765093011041
2023,2,DEN,17.25,38.5,0.5175517049743129
2023,2,DET,21.5,47.5,0.5825651417816838
2023,2,GB,18.75,40.5,0.5340724376880605
2023,2,HOU,20.5,40,0.0933024901402349
2023,2,IND,20.5,40,0.8388357354061944
2023,2,JAX,27,50.5,0.30314646735787393
2023,2,KC,27,50.5,0.7617791295051575
2023,2,LA,26.25,45,0.19750022849479276
2023,2,LAC,24,45.5,0.645809566634175
2023,2,LV,19.75,47,0.14690381749161854
2023,2,MIA,24.25,46.5,0.8314993600050609
2023,2,MIN,21.5,49,0.15006293675352664
2023,2,NE,24.25,46.5,0.1656328651275653
2023,2,NO,21.25,39.5,0.7106291289840426
2023,2,NYG,22.5,40,0.30864123126957566
2023,2,NYJ,15,38.5,0.07362117447015874
2023,2,PHI,21.5,49,0.8078069401458955
2023,2,PIT,20.75,39,0.5078338474382001
2023,2,SEA,21.5,47.5,0.38813953785222227
2023,2,SF,26.25,45,0.7859374425321255
2023,2,TB,19.25,41,0.6691171864376348
2023,2,TEN,24,45.5,0.4299115672073295
2023,2,WAS,17.25,38.5,0.3324450402619346
2023,3,ARI,27.5,43.5,0.5215874864903262
2023,3,ATL,22.25,47.5,0.172988533987744
2023,3,BAL,18,43.5,0.6511130589539843
2023,3,BUF,24.75,44,0.902594885459313
2023,3,CAR,18.75,42.5,0.2550103715273305
2023,3,CHI,17.5,48,0.026990281517650296
2023,3,CIN,21.25,45.5,0.623616366336743
2023,3,CLE,17.25,38,0.8207543129101396
2023,3,DAL,27.5,43.5,0.4548807262557826
2023,3,DEN,20.75,47.5,0.04599455547513726
2023,3,DET,22.25,47.5,0.8236314821988344
2023,3,GB,21.5,41.5,0.18396238678211063
2023,3,HOU,18,43.5,0.6715640979153769
2023,3,IND,18,43.5,0.35504187060419845
2023,3,JAX,18,43.5,0.3321191149494236
2023,3,KC,17.5,48,0.9655594174067179
2023,3,LA,21.25,45.5,0.38945520964815566
2023,3,LAC,26.5,54,0.5842131144470639
2023,3,LV,20.25,43.5,0.3162040062015876
2023,3,MIA,20.75,47.5,0.9423991995798031
2023,3,MIN,26.5,54,0.4426609692541329
2023,3,NE,19,35.5,0.8179379105567932
2023,3,NO,21.5,41.5,0.81917231796043255
2023,3,NYG,16.5,43.5,0.09293342913146546
2023,3,NYJ,19,35.5,0.18460790851506695
2023,3,PHI,25,44,0.9040003953041968
2023,3,PIT,20.25,43.5,0.6433416218575786
2023,3,SEA,18.75,42.5,0.7145387386982329
2023,3,SF,16.5,43.5,0.8927803651282662
2023,3,TB,25,44,0.1604440386480717
2023,3,TEN,17.25,38,0.18868273656366907
2023,3,WAS,24.75,44,0.10261763414046937
2023,4,ARI,14.5,44,0.03119558031680479
2023,4,ATL,19.5,42.5,0.1272981820885039
2023,4,BAL,20.25,38.5,0.8447151046532851
2023,4,BUF,25.25,53,0.7955673601892258
2023,4,CAR,25.5,46.5,0.4268673607517803
2023,4,CHI,25,47,0.6074040834650849
2023,4,CIN,22,41.5,0.3019653516003018
2023,4,CLE,20.25,38.5,0.17843908866314928
2023,4,DAL,18.25,43,0.9221065641988013
2023,4,DEN,25,47,0.3680294679993011
2023,4,DET,23.75,45,0.8757728224908801
2023,4,GB,23.75,45,0.06949371922768652
2023,4,HOU,22.25,41.5,0.7613807955513829
2023,4,IND,22.75,44.5,0.14466367395774557
2023,4,JAX,19.5,42.5,0.849084101376995
2023,4,KC,25.5,41.5,0.8350194014035739
2023,4,LA,22.75,44.5,0.8279884392280732
2023,4,LAC,21,49,0.8760336129391779
2023,4,LV,21,49,0.09327559025898095
2023,4,MIA,25.25,53,0.1461131360858559
2023,4,MIN,25.5,46.5,0.6118252412194297
2023,4,NE,18.25,43,0.07960001063142012
2023,4,NO,18.5,41,0.3932736339519233
2023,4,NYG,24.5,46.5,0.18628449376953382
2023,4,NYJ,25.5,41.5,0.14917006575050099
2023,4,PHI,16.75,43,0.6535904644365781
2023,4,PIT,22.25,41.5,0.2185501246025318
2023,4,SEA,24.5,46.5,0.8484797648021154
2023,4,SF,14.5,44,0.9700024724006653
2023,4,TB,18.5,41,0.6563405542134713
2023,4,TEN,22,41.5,0.7638736544019085
2023,4,WAS,16.75,43,0.2810826667224721
2023,5,ARI,24.25,45.5,0.21242257460296432
2023,5,ATL,19.75,42,0.583499230787158
2023,5,BAL,21.5,38.5,0.7829735493435274
2023,5,BUF,21.5,48.5,0.348602332159335
2023,5,CAR,17,43.5,0.049719097497359144
2023,5,CHI,19.75,45.5,0.7388896561059795
2023,5,CIN,24.25,45.5,0.7628796979000694
2023,5,DAL,20.75,45,0.09058000259109981
2023,5,DEN,20,42.5,0.4494429307212639
2023,5,DET,17,43.5,0.9628091403122606
2023,5,GB,22,45,0.4112067157571966
2023,5,HOU,19.75,42,0.461568486330838
2023,5,IND,23,43.5,0.5745487347245215
2023,5,JAX,21.5,48.5,0.6147179772823284
2023,5,KC,28,52.5,0.7673453433859734
2023,5,LA,27,50.5,0.2519932285124692
2023,5,LV,22,45,0.6487962822119395
2023,5,MIA,17.5,47.5,0.9536278056648543
