"game_id","play_id","desc","rusher_player_id","full_name","posteam","two_point_attempt","two_point_converted","rush_attempt","first_down_rush","fumble_lost","season","week","rushing_yards","rush_touchdown","first_down","posteam_type","run_location","run_gap","run_gap_dir","surface","wind","temp","roof","position","yardline_100","half_seconds_remaining","game_seconds_remaining","fixed_drive","era","xpass","qtr","down","goal_to_go","ydstogo","shotgun","no_huddle","qb_dropback","qb_scramble","score_differential","ep","vegas_wp","implied_total","rushing_yards_exp","rushing_td_exp","rushing_fd_exp","two_point_conv_exp","rush_yards_exp","rush_touchdown_exp","rush_first_down_exp"
"2021_01_ARI_TEN",55,"(15:00) 22-D.Henry left tackle to TEN 22 for -3 yards (55-C.Jones).","00-0032764","Derrick Henry","TEN",0,0,1,0,0,2021,1,-3,"0","0","home","left","tackle","left_tackle","grass",8,60,"outdoors","RB",75,1800,3600,1,"post2018",0.491432994604111,"1","1","0",10,"0","0","0","0",0,1.4740977678448,0.569056928157806,25.75,4.44689273834229,0.00112682720646262,0.0721598565578461,0,4.44689273834229,0.00112682720646262,0.0721598565578461
"2021_01_ARI_TEN",181,"(12:55) (No Huddle, Shotgun) 1-K.Murray right end pushed ob at TEN 13 for 10 yards (37-A.Hooker). PENALTY on ARI-4-R.Moore, Offensive Holding, 10 yards, enforced at TEN 21.","00-0035228","Kyler Murray","ARI",0,0,1,0,0,2021,1,2,"0","0","away","right","end","right_end","grass",8,60,"outdoors","QB",23,1675,3475,2,"post2018",0.419833272695541,"1","1","0",10,"1","1","0","0",0,4.46437545947265,0.603060185909271,25.75,6.55089378356934,0.0449814535677433,0.240041881799698,0,6.55089378356934,0.0449814535677433,0.240041881799698
"2021_01_ARI_TEN",282,"(11:40) (No Huddle, Shotgun) 2-C.Edmonds up the middle to TEN 9 for no gain (98-J.Simmons).","00-0034681","Chase Edmonds","ARI",0,0,1,0,0,2021,1,0,"0","0","away","middle","guard","middle_guard","grass",8,60,"outdoors","RB",9,1600,3400,2,"post2018",0.351697713136673,"1","1","1",9,"1","1","0","0",0,5.12539256492164,0.626654922962189,25.75,3.33783721923828,0.0426386147737503,0.0626376271247864,0,3.33783721923828,0.0426386147737503,0.0626376271247864
"2021_01_ARI_TEN",473,"(9:17) 22-D.Henry up the middle to TEN 19 for -1 yards (99-J.Watt, 25-Z.Collins).","00-0032764","Derrick Henry","TEN",0,0,1,0,0,2021,1,-1,"0","0","home","middle","guard","middle_guard","grass",8,60,"outdoors","RB",80,1457,3257,3,"post2018",0.511558532714844,"1","1","0",10,"0","0","0","0",-3,1.29786128224805,0.453888863325119,25.75,4.20451784133911,0.00088633387349546,0.0784002095460892,0,4.20451784133911,0.00088633387349546,0.0784002095460892
"2021_01_ARI_TEN",716,"(8:11) 22-D.Henry left end to TEN 27 for 2 yards (91-M.Dogbe).","00-0032764","Derrick Henry","TEN",0,0,1,0,0,2021,1,2,"0","0","home","left","end","left_end","grass",8,60,"outdoors","RB",75,1391,3191,5,"post2018",0.532014489173889,"1","1","0",10,"0","0","0","0",-10,1.51892727729864,0.290035456418991,25.75,4.65437602996826,0.00119017239194363,0.15880112349987,0,4.65437602996826,0.00119017239194363,0.15880112349987
"2021_01_ARI_TEN",737,"(7:24) 22-D.Henry left tackle to TEN 34 for 7 yards (9-I.Simmons). PENALTY on TEN-2-J.Jones, Unnecessary Roughness, 15 yards, enforced at TEN 34.","00-0032764","Derrick Henry","TEN",0,0,1,0,0,2021,1,7,"0","0","home","left","tackle","left_tackle","grass",8,60,"outdoors","RB",73,1344,3144,5,"post2018",0.705298066139221,"1","2","0",8,"0","0","0","0",-10,1.03565931343473,0.284557521343231,25.75,4.32976198196411,0.00114077317994088,0.152177169919014,0,4.32976198196411,0.00114077317994088,0.152177169919014
"2021_01_ARI_TEN",816,"(6:44) (Shotgun) Direct snap to 2-C.Edmonds.  2-C.Edmonds left end to ARI 39 for 4 yards (58-H.Landry).","00-0034681","Chase Edmonds","ARI",0,0,1,0,0,2021,1,4,"0","0","away","left","end","left_end","grass",8,60,"outdoors","RB",65,1304,3104,6,"post2018",0.484677165746689,"1","1","0",10,"1","0","0","0",10,1.45233074156567,0.747596204280853,25.75,5.31040906906128,0.00524332653731108,0.142711237072945,0,5.31040906906128,0.00524332653731108,0.142711237072945
"2021_01_ARI_TEN",1011,"(2:24) 22-D.Henry left tackle to TEN 31 for -1 yards (98-C.Peters).","00-0032764","Derrick Henry","TEN",0,0,1,0,0,2021,1,-1,"0","0","home","left","tackle","left_tackle","grass",8,60,"outdoors","RB",68,1044,2844,7,"post2018",0.554105460643768,"1","1","0",10,"0","0","0","0",-10,2.11078434041701,0.322899341583252,25.75,4.36423635482788,0.000929426576476544,0.0925193876028061,0,4.36423635482788,0.000929426576476544,0.0925193876028061
"2021_01_ARI_TEN",1032,"(1:49) (No Huddle) 22-D.Henry right tackle to TEN 33 for 2 yards (25-Z.Collins, 90-R.Lawrence).","00-0032764","Derrick Henry","TEN",0,0,1,0,0,2021,1,2,"0","0","home","right","tackle","right_tackle","grass",8,60,"outdoors","RB",69,1009,2809,7,"post2018",0.798348605632782,"1","2","0",11,"0","1","0","0",-10,1.20105696027167,0.297504037618637,25.75,4.42503261566162,0.000949807465076447,0.0536326318979263,0,4.42503261566162,0.000949807465076447,0.0536326318979263
"2021_01_ARI_TEN",1185,"(14:16) (Shotgun) 6-J.Conner up the middle to TEN 42 for 3 yards (48-B.Dupree).","00-0033553","James Conner","ARI",0,0,1,0,0,2021,1,3,"0","0","away","middle","guard","middle_guard","grass",8,60,"outdoors","RB",45,856,2656,8,"post2018",0.46919310092926,"2","1","0",10,"1","0","0","0",10,3.02575515606441,0.768007099628448,25.75,4.42298793792725,0.00192607170902193,0.068227507174015,0,4.42298793792725,0.00192607170902193,0.068227507174015
