"season","week","player_id","full_name","position","posteam","receptions","receptions_exp","rush_attempt","rec_attempt","rush_yards_gained","rush_yards_gained_exp","rush_touchdown","rush_touchdown_exp","rec_touchdown","rec_touchdown_exp","rec_yards_gained","rec_yards_gained_exp","total_fantasy_points","total_fantasy_points_exp","total_fantasy_points_diff","total_touchdown_diff","expected_td_equity","team_rush_att","backfield_command","target_volume"
"2023",14,"00-0033280","Christian McCaffrey","RB","SF",1,0.79,16,1,145,82.21,0,0.18,0,0,8,7.82,16.3,10.86,5.44,-0.18,0.18,20,0.8,0.895
"2023",14,"00-0037525","Jordan Mason","RB","SF",1,0.62,4,1,20,12.03,1,0.34,0,0,6,4.02,9.6,4.31,5.29,0.66,0.34,20,0.2,0.81
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",14,"00-0038542","Bijan Robinson","RB","ATL",5,5.73,10,7,34,44.27,1,0.37,0,0.87,54,31.61,19.8,20.76,-0.959999999999997,-0.24,1.24,22,0.454545454545455,5.365
"2023",14,"00-0034681","Chase Edmonds","RB","TB",2,1.53,8,2,40,36.94,0,0.02,0,0,18,13.44,7.8,6.74,1.06,-0.02,0.02,33,0.242424242424242,1.765
"2023",14,"00-0037256","Rachaad White","RB","TB",2,1.67,25,2,102,111.43,0,0.27,1,0.02,33,8.52,21.5,15.4,6.1,0.71,0.29,33,0.757575757575758,1.835
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",14,"00-0031687","Raheem Mostert","RB","MIA",1,0.87,21,1,96,90.24,2,1.27,0,0,4,5.59,23,18.07,4.93,0.73,1.27,28,0.75,0.935
"2023",14,"00-0039032","Tyjae Spears","RB","TEN",6,5.62,7,8,29,28.75,0,0.05,0,0.09,89,46.24,17.8,13.97,3.83,-0.14,0.14,24,0.291666666666667,5.81
"2023",14,"00-0032764","Derrick Henry","RB","TEN",1,1.37,17,2,34,60.64,2,1.55,0,0.01,17,10.68,18.1,17.87,0.23,0.44,1.56,24,0.708333333333333,1.185
"2023",14,"00-0039040","De'Von Achane","RB","MIA",5,6.13,7,9,47,37.67,0,0.05,0,0.09,24,62.15,12.1,16.99,-4.89,-0.14,0.14,28,0.25,5.565
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",14,"00-0035125","Alec Ingold","RB","MIA",1,0.78,0,1,0,0,0,0,0,0,13,5.77,2.3,1.38,0.92,0,0,28,0,0.89
"2023",15,"00-0038542","Bijan Robinson","RB","ATL",1,2.22,7,3,11,35.48,0,0.23,0,0.01,3,17.31,0.4,8.94,-8.54,-0.24,0.24,26,0.269230769230769,1.61
"2023",15,"00-0037263","Tyler Allgeier","RB","ATL",1,0.54,14,1,45,59.19,0,0.09,0,0,6,2.56,6.1,7.29,-1.19,-0.09,0.09,26,0.538461538461538,0.77
,,,,,,,,,,,,,,,,,,,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",15,"00-0036555","Chuba Hubbard","RB","CAR",2,1.29,22,2,87,88.48,0,0.56,0,0.01,16,10.42,12.3,14.63,-2.33,-0.57,0.57,28,0.785714285714286,1.645
"2023",15,"00-0030578","Cordarrelle Patterson","RB","ATL",1,2.03,5,3,-2,21.75,0,0.06,1,0.66,2,13.64,7,9.88,-2.88,0.28,0.72,26,0.192307692307692,1.515
"2023",15,"00-0035243","Miles Sanders","RB","CAR",2,1.49,6,2,2,27.85,0,0.16,0,0.06,11,9.39,3.3,6.55,-3.25,-0.22,0.22,28,0.214285714285714,1.745
"2023",15,"00-0036973","Travis Etienne","RB","JAX",4,4.28,10,6,31,44.5,0,0.04,0,0.03,28,30.77,9.9,12.19,-2.29,-0.07,0.07,13,0.769230769230769,4.14
"2023",15,"00-0038454","Keaton Mitchell","RB","BAL",2,1.7,9,2,73,40.96,0,0.09,0,0.01,15,8.79,10.8,7.28,3.52,-0.1,0.1,30,0.3,1.85
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",15,"00-0034184","Gus Edwards","RB","BAL",1,0.52,16,1,58,53.68,1,1.54,0,0,11,4.77,13.9,15.61,-1.71,-0.54,1.54,30,0.533333333333333,0.76
"2023",15,"00-0034975","Justice Hill","RB","BAL",0,0.79,5,1,23,20.97,0,0.02,0,0,0,5.66,2.3,3.59,-1.29,-0.02,0.02,30,0.166666666666667,0.395
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",15,"00-0037267","Jerome Ford","RB","CLE",4,4,8,5,20,33.63,0,0.09,0,0.04,11,23.2,7.1,10.45,-3.35,-0.13,0.13,17,0.470588235294118,4
"2023",15,"00-0038098","Pierre Strong","RB","CLE",2,1.56,2,2,2,9.73,0,0,0,0,9,9.3,3.1,3.51,-0.41,0,0,17,0.117647058823529,1.78
,,,,,,,,,,,,,,,,,,,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",15,"00-0039021","Roschon Johnson","RB","CHI",4,4.07,5,6,36,23.43,0,0.02,0,0.02,24,28.47,10,9.5,0.5,-0.04,0.04,17,0.294117647058824,4.035
"2023",15,"00-0036906","Khalil Herbert","RB","CHI",1,0.83,6,1,8,25.84,0,0.02,0,0,4,6.11,2.2,4.18,-1.98,-0.02,0.02,17,0.352941176470588,0.915
"2023",15,"00-0033923","Kareem Hunt","RB","CLE",1,0.46,7,1,8,24.24,0,0.49,0,0,12,3.25,3,6.15,-3.15,-0.49,0.49,17,0.411764705882353,0.73
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",15,"00-0035261","Tony Pollard","RB","DAL",2,2.45,11,3,52,47.52,0,0.14,0,0.01,5,17.92,7.7,9.84,-2.14,-0.15,0.15,15,0.733333333333333,2.225
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",15,"00-0037248","James Cook","RB","BUF",2,1.75,25,3,179,116.89,1,0.41,1,0.7,42,14.62,36.1,21.58,14.52,0.89,1.11,39,0.641025641025641,1.875
"2023",15,"00-0036139","Rico Dowdle","RB","DAL",2,2.4,3,3,4,12.83,0,0.01,0,0.03,8,17.58,3.2,5.63,-2.43,-0.04,0.04,15,0.2,2.2
"2023",15,"00-0035537","Ty Johnson","RB","BUF",1,0.86,9,1,54,41.09,0,0.21,0,0,4,7.96,6.8,7.07,-0.269999999999999,-0.21,0.21,39,0.230769230769231,0.93
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",15,"00-0035685","David Montgomery","RB","DET",2,2.51,17,3,85,72.09,0,0.17,0,0.08,-3,18.94,10.2,13.09,-2.89,-0.25,0.25,28,0.607142857142857,2.255
"2023",15,"00-0038794","Jaleel McLaughlin","RB","DEN",2,2.24,2,3,2,9.37,0,0.01,0,0.18,16,14.15,3.8,5.69,-1.89,-0.19,0.19,20,0.1,2.12
"2023",15,"00-0039139","Jahmyr Gibbs","RB","DET",2,1.55,11,2,100,46.92,1,0.65,1,0.23,8,11.86,24.8,12.68,12.12,1.12,0.88,28,0.392857142857143,1.775
"2023",15,"00-0036997","Javonte Williams","RB","DEN",2,1.73,12,2,27,48.08,0,0.68,0,0,-7,11.31,4,11.76,-7.76,-0.68,0.68,20,0.6,1.865
"2023",15,"00-0033526","Samaje Perine","RB","DEN",1,0.81,6,1,37,24.76,0,0.14,0,0,11,6.74,5.8,4.79,1.01,-0.14,0.14,20,0.3,0.905
"2023",15,"00-0032764","Derrick Henry","RB","TEN",4,2.99,16,4,9,69.75,0,0.8,0,0.01,1,22.24,5,17.04,-12.04,-0.81,0.81,25,0.64,3.495
"2023",15,"00-0039032","Tyjae Spears","RB","TEN",1,0.84,9,1,30,45.99,0,0.04,0,0,7,5.12,4.7,6.2,-1.5,-0.04,0.04,25,0.36,0.92
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",15,"00-0035250","Devin Singletary","RB","HOU",4,3.75,26,5,121,106.82,0,0.86,0,0.01,49,25.5,21,22.19,-1.19,-0.87,0.87,28,0.928571428571429,3.875
"2023",15,"00-0033854","Dare Ogunbowale","RB","HOU",0,0.7,1,1,17,6.49,0,0,0,0,0,6.24,1.7,2,-0.3,0,0,28,0.0357142857142857,0.35
"2023",15,"00-0034959","Andrew Beck","RB","HOU",1,0.85,0,1,0,0,0,0,0,0,-5,2.74,0.5,1.13,-0.63,0,0,28,0,0.925
"2023",15,"00-0031376","Jerick McKinnon","RB","KC",3,2.26,4,3,11,18.33,0,0.03,1,0.19,19,16.12,16.16,8.96,7.2,1.32,0.22,17,0.235294117647059,2.63
"2023",15,"00-0033045","Ezekiel Elliott","RB","NE",5,4.78,11,6,25,48.94,0,0.53,0,0.09,21,30.7,9.6,16.51,-6.91,-0.62,0.62,15,0.733333333333333,4.89
"2023",15,"00-0036360","Clyde Edwards-Helaire","RB","KC",4,2.89,13,4,37,53.94,0,0.27,1,0.66,64,16.69,20.1,15.57,4.53,0.07,0.93,17,0.764705882352941,3.445
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",15,"00-0033699","Austin Ekeler","RB","LAC",4,4.62,5,6,9,19.06,0,0.01,0,0.01,29,21.36,7.8,8.78,-0.979999999999999,-0.02,0.02,26,0.192307692307692,4.31
"2023",15,"00-0038040","Zamir White","RB","LV",3,3.04,17,4,69,68.75,1,0.82,0,0.21,16,22.48,17.5,18.34,-0.84,-0.03,1.03,25,0.68,3.02
"2023",15,"00-0032104","Ameer Abdullah","RB","LV",2,1.43,6,2,32,28.97,0,0.05,0,0.01,13,15,6.5,6.18,0.32,-0.06,0.06,25,0.24,1.715
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",15,"00-0036370","Joshua Kelley","RB","LAC",1,0.72,5,1,22,21.52,0,0.02,0,0,6,4.46,1.8,3.45,-1.65,-0.02,0.02,26,0.192307692307692,0.86
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",15,"00-0038597","Chase Brown","RB","CIN",3,2.56,7,3,23,36.31,0,0.03,0,0.01,28,18.54,8.1,8.24,-0.140000000000001,-0.04,0.04,18,0.388888888888889,2.78
"2023",15,"00-0037276","Ty Chandler","RB","MIN",3,3.28,23,4,132,95.14,1,0.7,0,0.08,25,23.05,24.7,19.78,4.92,0.22,0.78,24,0.958333333333333,3.14
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",15,"00-0033897","Joe Mixon","RB","CIN",3,2.39,10,3,47,36.31,1,1.01,0,0,14,16.36,15.1,13.71,1.39,-0.01,1.01,18,0.555555555555556,2.695
"2023",15,"00-0035291","Trayveon Williams","RB","CIN",1,0.84,1,1,10,6.21,0,0,0,0.02,2,5.08,2.2,2.09,0.11,-0.02,0.02,18,0.0555555555555556,0.92
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",15,"00-0034844","Saquon Barkley","RB","NYG",2,1.38,9,2,14,40.18,0,0.01,0,0.01,23,15.19,5.7,7.05,-1.35,-0.02,0.02,12,0.75,1.69
"2023",15,"00-0033906","Alvin Kamara","RB","NO",5,4.1,16,5,66,71.79,0,0.48,0,0.03,44,34.46,16,17.74,-1.74,-0.51,0.51,24,0.666666666666667,4.55
"2023",15,"00-0033948","Jamaal Williams","RB","NO",1,0.79,8,1,24,34.01,0,0.13,0,0,2,5.61,3.6,5.54,-1.94,-0.13,0.13,24,0.333333333333333,0.895
,,,,,,,,,,,,,,,,,,,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",15,"00-0033308","Matt Breida","RB","NYG",2,2.21,3,3,10,13.66,0,0,0,0.02,11,15.47,4.1,5.26,-1.16,-0.02,0.02,12,0.25,2.105
"2023",15,"00-0038396","Eric Gray","RB","NYG",3,3.07,0,4,0,0,0,0,0,0.03,6,20.61,3.6,5.29,-1.69,-0.03,0.03,12,0,3.035
"2023",15,"00-0031687","Raheem Mostert","RB","MIA",2,1.68,15,2,42,52.14,2,3.21,0,0.05,1,8.58,18.3,27.36,-9.06,-1.26,3.26,26,0.576923076923077,1.84
"2023",15,"00-0039040","De'Von Achane","RB","MIA",3,2.39,9,3,32,40.96,0,0.1,0,0.01,30,16.69,9.2,8.83,0.369999999999999,-0.11,0.11,26,0.346153846153846,2.695
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",15,"00-0033893","Dalvin Cook","RB","NYJ",1,0.81,1,1,4,3.99,0,0,0,0,6,5.25,2,1.74,0.26,0,0,11,0.0909090909090909,0.905
"2023",15,"00-0038120","Breece Hall","RB","NYJ",1,1.52,6,2,12,26.94,0,0.01,0,0,6,4.29,2.8,4.73,-1.93,-0.01,0.01,11,0.545454545454545,1.26
"2023",15,"00-0034115","Jeff Wilson","RB","MIA",1,1.04,2,2,5,9.7,0,0.01,0,0.2,1,7.97,1.6,4.07,-2.47,-0.21,0.21,26,0.0769230769230769,1.02
"2023",15,"00-0038389","Israel Abanikanda","RB","NYJ",2,1.61,4,2,8,17.58,0,0.01,0,0.01,11,7.48,3.9,4.19,-0.29,-0.02,0.02,11,0.363636363636364,1.805
"2023",15,"00-0036275","D'Andre Swift","RB","PHI",2,2.01,18,3,74,77.17,0,0.66,0,0.08,1,19.06,9.5,16.13,-6.63,-0.74,0.74,24,0.75,2.005
"2023",15,"00-0038134","Kenneth Walker","RB","SEA",3,2.36,19,3,86,80.99,1,0.07,0,0.01,26,14,20.2,12.32,7.88,0.92,0.08,23,0.826086956521739,2.68
"2023",15,"00-0039165","Zach Charbonnet","RB","SEA",0,0.77,4,1,16,17.46,0,0.04,0,0.01,0,5.8,1.6,3.41,-1.81,-0.05,0.05,23,0.173913043478261,0.385
,,,,,,,,,,,,,,,,,,,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",15,"00-0036919","Kenneth Gainwell","RB","PHI",0,0.57,6,1,21,22.87,0,0.5,0,0,0,8.52,2.1,6.76,-4.66,-0.5,0.5,24,0.25,0.285
"2023",15,"00-0037228","Jaylen Warren","RB","PIT",5,4.98,10,6,40,45.1,0,0.89,0,0.02,28,36.93,11.8,18.62,-6.82,-0.91,0.91,22,0.454545454545455,4.99
"2023",15,"00-0036251","Zack Moss","RB","IND",3,2.38,4,3,13,15.89,0,0.01,1,0.05,20,16.88,12.3,5.98,6.32,0.94,0.06,32,0.125,2.69
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",15,"00-0037120","Tyler Goodson","RB","IND",2,1.6,11,2,69,43.97,0,0.21,0,0.16,10,10.07,9.9,9.26,0.640000000000001,-0.37,0.37,32,0.34375,1.8
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",15,"00-0038705","Emari Demercado","RB","ARI",1,2.47,4,3,64,22.3,1,0.01,0,0.02,6,17.66,14,6.64,7.36,0.97,0.03,21,0.19047619047619,1.735
"2023",15,"00-0033280","Christian McCaffrey","RB","SF",5,3.04,18,5,115,83.68,1,1.01,2,0.61,72,34.91,41.7,24.59,17.11,1.38,1.62,23,0.782608695652174,4.02
"2023",15,"00-0029892","Kyle Juszczyk","RB","SF",2,1.61,0,2,0,0,0,0,0,0.01,26,14.48,4.6,3.1,1.5,-0.01,0.01,23,0,1.805
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",15,"00-0033553","James Conner","RB","ARI",3,2.49,14,3,86,55.03,1,0.67,0,0,3,15.64,17.9,14.6,3.3,0.33,0.67,21,0.666666666666667,2.745
"2023",15,"00-0036924","Michael Carter","RB","ARI",3,2.34,3,3,27,13.81,0,0,0,0.19,10,14.89,6.7,6.35,0.350000000000001,-0.19,0.19,21,0.142857142857143,2.67
"2023",15,"00-0037256","Rachaad White","RB","TB",2,1.24,21,2,89,88.44,0,0.1,1,0.04,50,16.3,21.9,12.6,9.3,0.86,0.14,24,0.875,1.62
"2023",15,"00-0033293","Aaron Jones","RB","GB",4,3.16,13,4,53,50,0,1.04,0,0.08,16,22.59,10.9,17.16,-6.26,-1.12,1.12,15,0.866666666666667,3.58
,,,,,,,,,,,,,,,,,,,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",15,"00-0035973","Patrick Taylor","RB","GB",2,1.42,1,2,6,4.77,0,0,0,0.1,-4,4.76,2.2,2.98,-0.78,-0.1,0.1,15,0.0666666666666667,1.71
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",15,"00-0036328","Antonio Gibson","RB","WAS",5,4.15,4,5,15,16.63,0,0.09,0,0.01,20,31.83,8.5,9.58,-1.08,-0.1,0.1,15,0.266666666666667,4.575
"2023",15,"00-0037840","Kyren Williams","RB","LA",5,4.87,27,7,152,105.92,1,0.9,0,1.11,3,42.04,24.5,32.49,-7.99,-1.01,2.01,33,0.818181818181818,4.935
"2023",15,"00-0032975","Jonathan Williams","RB","WAS",0,0.84,1,1,-2,4.41,0,0,0,0,0,6.57,-0.2,1.96,-2.16,0,0,15,0.0666666666666667,0.42
,,,,,,,,,,,,,,,,,,,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",16,"00-0036924","Michael Carter","RB","ARI",0,0.79,0,1,0,0,0,0,0,0,0,6.38,0,1.44,-1.44,0,0,14,0,0.395
"2023",16,"00-0038705","Emari Demercado","RB","ARI",7,5.74,2,8,10,12.42,0,0.01,0,0.03,40,40.53,12,11.24,0.760000000000002,-0.04,0.04,14,0.142857142857143,6.37
"2023",16,"00-0033553","James Conner","RB","ARI",5,3.99,12,5,45,56.72,0,0.04,1,0.05,67,27.24,22.2,12.92,9.28,0.91,0.09,14,0.857142857142857,4.495
"2023",16,"00-0039021","Roschon Johnson","RB","CHI",3,2.5,9,3,37,40.54,0,0.33,0,0.03,16,19.22,8.3,10.64,-2.34,-0.36,0.36,29,0.310344827586207,2.75
"2023",16,"00-0036906","Khalil Herbert","RB","CHI",1,1.13,20,2,112,90.63,1,0.39,0,0.35,9,11.39,19.1,15.75,3.35,0.26,0.74,29,0.689655172413793,1.065
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",16,"00-0033280","Christian McCaffrey","RB","SF",6,7.35,14,10,103,62.56,1,0.56,0,0.18,28,56.57,25.1,23.71,1.39,0.26,0.74,14,1,6.675
"2023",16,"00-0029892","Kyle Juszczyk","RB","SF",1,1.52,0,2,0,0,0,0,0,0,5,14.81,1.5,3.03,-1.53,0,0,14,0,1.26
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",16,"00-0034975","Justice Hill","RB","BAL",3,2.5,10,3,26,45.09,0,0.15,0,0.05,31,18.89,8.7,10.1,-1.4,-0.2,0.2,19,0.526315789473684,2.75
"2023",16,"00-0033376","Patrick Ricard","RB","BAL",0,0.86,0,1,0,0,0,0,0,0.26,0,4.36,0,2.87,-2.87,-0.26,0.26,19,0,0.43
"2023",16,"00-0034184","Gus Edwards","RB","BAL",1,0.63,9,1,31,30.6,1,1.08,0,0.01,39,8.3,14,11.05,2.95,-0.0900000000000001,1.09,19,0.473684210526316,0.815
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",16,"00-0033699","Austin Ekeler","RB","LAC",3,3.26,15,4,65,68.65,0,0.15,0,0.04,23,22.56,11.8,13.5,-1.7,-0.19,0.19,18,0.833333333333333,3.13
"2023",16,"00-0038045","Isaiah Spiller","RB","LAC",1,0.79,2,1,1,8.83,0,0,0,0.03,4,4.92,1.5,2.33,-0.83,-0.03,0.03,18,0.111111111111111,0.895
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",16,"00-0033897","Joe Mixon","RB","CIN",2,3.19,11,4,43,49.16,0,0.27,0,0.03,7,22.33,9,13.08,-4.08,-0.3,0.3,15,0.733333333333333,2.595
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",16,"00-0037228","Jaylen Warren","RB","PIT",5,4.96,8,6,24,38.19,0,0.08,0,0.03,30,33.13,10.4,12.73,-2.33,-0.11,0.11,27,0.296296296296296,4.98
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",16,"00-0038597","Chase Brown","RB","CIN",2,1.31,4,2,16,18.27,0,0.01,0,0.01,8,8.96,4.4,4.14,0.26,-0.02,0.02,15,0.266666666666667,1.655
"2023",16,"00-0035250","Devin Singletary","RB","HOU",3,2.43,9,3,44,40.33,0,0.01,0,0.01,19,17.19,9.3,8.3,1,-0.02,0.02,13,0.692307692307692,2.715
"2023",16,"00-0037267","Jerome Ford","RB","CLE",1,1.71,15,2,25,61.71,1,0.62,0,0.1,-2,12.64,9.3,14.39,-5.09,0.28,0.72,27,0.555555555555556,1.355
"2023",16,"00-0033923","Kareem Hunt","RB","CLE",2,3.12,7,4,11,24.5,1,0.87,0,0.03,5,24.41,9.6,13.37,-3.77,0.1,0.9,27,0.259259259259259,2.56
"2023",16,"00-0034959","Andrew Beck","RB","HOU",2,1.34,0,2,0,0,0,0,1,0.48,6,5.59,8.6,4.77,3.83,0.52,0.48,13,0,1.67
"2023",16,"00-0033854","Dare Ogunbowale","RB","HOU",0,2.13,1,3,6,6.04,0,0,0,0,0,18.99,0.6,4.67,-4.07,0,0,13,0.0769230769230769,1.065
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",16,"00-0038098","Pierre Strong","RB","CLE",0,0.85,5,1,22,23.09,0,0.03,0,0.03,0,6.61,2.2,4.17,-1.97,-0.06,0.06,27,0.185185185185185,0.425
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",16,"00-0037258","Dameon Pierce","RB","HOU",1,1.53,3,2,6,13.18,0,0.01,0,0.01,10,11.8,2.6,4.11,-1.51,-0.02,0.02,13,0.230769230769231,1.265
"2023",16,"00-0036139","Rico Dowdle","RB","DAL",0,0.75,2,2,4,8.44,0,0.01,0,0.21,0,7.68,0.4,3.69,-3.29,-0.22,0.22,16,0.125,0.375
"2023",16,"00-0038738","Hunter Luepke","RB","DAL",1,0.76,2,1,3,5.91,0,0.01,0,0.01,8,6.05,2.1,2.03,0.0700000000000003,-0.02,0.02,16,0.125,0.88
"2023",16,"00-0034115","Jeff Wilson","RB","MIA",1,0.74,5,1,21,18.51,0,0.07,0,0.01,4,5.97,3.5,3.66,-0.16,-0.08,0.08,23,0.217391304347826,0.87
"2023",16,"00-0039040","De'Von Achane","RB","MIA",1,1.86,7,3,24,33.69,0,0.07,0,0.03,7,20.3,4.1,7.85,-3.75,-0.1,0.1,23,0.304347826086957,1.43
"2023",16,"00-0035125","Alec Ingold","RB","MIA",2,1.63,0,2,0,0,0,0,0,0.08,12,10.13,3.2,3.12,0.0800000000000001,-0.08,0.08,23,0,1.815
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",16,"00-0031687","Raheem Mostert","RB","MIA",1,0.64,11,1,46,40.64,0,0.78,1,0.39,4,1.94,12,11.9,0.0999999999999996,-0.17,1.17,23,0.478260869565217,0.82
"2023",16,"00-0035261","Tony Pollard","RB","DAL",1,0.79,12,1,38,45.19,0,0.78,0,0.01,5,6.38,5.3,10.7,-5.4,-0.79,0.79,16,0.75,0.895
"2023",16,"00-0039139","Jahmyr Gibbs","RB","DET",4,5.91,15,7,80,58.58,2,0.98,0,0.45,20,42.81,24,24.63,-0.630000000000003,0.57,1.43,32,0.46875,4.955
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",16,"00-0035685","David Montgomery","RB","DET",2,1.69,17,2,55,62.3,1,1.35,0,0,14,13.06,14.9,17.35,-2.45,-0.35,1.35,32,0.53125,1.845
"2023",16,"00-0032918","C.J. Ham","RB","MIN",1,0.75,0,1,0,0,0,0,0,0,6,6.8,1.6,1.45,0.15,0,0,10,0,0.875
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",16,"00-0033293","Aaron Jones","RB","GB",1,2.14,21,3,127,84.98,0,1.49,0,0.01,8,17.14,14.5,21.34,-6.84,-1.5,1.5,31,0.67741935483871,1.57
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",16,"00-0035243","Miles Sanders","RB","CAR",1,1.55,3,2,3,13.23,0,0,0,0.02,5,12.84,1.8,4.27,-2.47,-0.02,0.02,19,0.157894736842105,1.275
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",16,"00-0035973","Patrick Taylor","RB","GB",1,0.86,3,1,4,8.64,0,0.1,0,0,-1,7.1,1.3,3.03,-1.73,-0.1,0.1,31,0.0967741935483871,0.93
"2023",16,"00-0036555","Chuba Hubbard","RB","CAR",1,0.85,16,1,43,64.75,1,0.55,0,0,8,5.93,12.1,11.23,0.870000000000003,0.45,0.55,19,0.842105263157895,0.925
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",16,"00-0038542","Bijan Robinson","RB","ATL",7,7.55,12,10,72,50.33,0,0.62,0,0.51,50,58.39,19.2,25.18,-5.98,-1.13,1.13,28,0.428571428571429,7.275
"2023",16,"00-0030578","Cordarrelle Patterson","RB","ATL",2,1.69,7,2,26,29.35,0,0.44,0,0.01,7,13.95,5.3,8.71,-3.41,-0.45,0.45,28,0.25,1.845
"2023",16,"00-0037263","Tyler Allgeier","RB","ATL",1,0.87,9,1,69,38.32,1,0.2,0,0,19,5.59,15.8,6.49,9.31,0.8,0.2,28,0.321428571428571,0.935
"2023",16,"00-0036223","Jonathan Taylor","RB","IND",0,0.88,18,1,43,67.42,1,1.87,0,0,0,6.65,10.3,19.54,-9.24,-0.87,1.87,21,0.857142857142857,0.44
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",16,"00-0037120","Tyler Goodson","RB","IND",1,1.68,1,2,15,6.51,0,0.01,0,0.01,15,12.05,4,3.69,0.31,-0.02,0.02,21,0.0476190476190476,1.34
"2023",16,"00-0037256","Rachaad White","RB","TB",6,5.75,20,7,39,81.09,1,0.73,0,0.12,38,40.81,19.7,23.05,-3.35,0.15,0.85,30,0.666666666666667,5.875
"2023",16,"00-0036973","Travis Etienne","RB","JAX",3,2.49,6,3,12,27.06,0,0.01,0,0.02,19,14.61,6.1,6.88,-0.779999999999999,-0.03,0.03,7,0.857142857142857,2.745
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",16,"00-0032104","Ameer Abdullah","RB","LV",1,0.66,2,1,11,12.63,0,0.01,0,0.22,1,2.56,2.2,3.53,-1.33,-0.23,0.23,24,0.0833333333333333,0.83
"2023",16,"00-0037197","Isiah Pacheco","RB","KC",4,3.28,11,4,26,45.76,1,0.12,0,0.02,0,19.33,10.6,10.61,-0.00999999999999979,0.86,0.14,15,0.733333333333333,3.64
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2023",16,"00-0038040","Zamir White","RB","LV",0,0.83,22,1,145,96.4,0,0.15,0,0,0,3.79,14.5,11.77,2.73,-0.15,0.15,24,0.916666666666667,0.415
"2023",16,"00-0036360","Clyde Edwards-Helaire","RB","KC",3,2.35,4,3,6,20.02,0,0.02,0,0.12,42,11.7,7.8,6.37,1.43,-0.14,0.14,15,0.266666666666667,2.675
"2023",16,"00-0038794","Jaleel McLaughlin","RB","DEN",4,4.13,6,5,37,32,0,0.04,0,0.04,30,28.07,10.7,10.61,0.0899999999999999,-0.08,0.08,19,0.31578947368421,4.065
"2023",16,"00-0031595","Michael Burton","RB","DEN",1,0.66,1,1,0,3.02,0,0,0,0.28,4,3.12,1.4,2.98,-1.58,-0.28,0.28,19,0.0526315789473684,0.83
"2023",16,"00-0033045","Ezekiel Elliott","RB","NE",9,8.34,12,11,27,53.2,0,0.1,1,0.1,33,60.66,21,20.91,0.0899999999999999,0.8,0.2,19,0.631578947368421,8.67
"2023",16,"00-0036997","Javonte Williams","RB","DEN",3,2.3,11,3,24,38.75,1,1.31,0,0.02,-5,12.03,10.9,16.26,-5.36,-0.33,1.33,19,0.578947368421053,2.65
"2023",16,"00-0033526","Samaje Perine","RB","DEN",4,3.62,1,5,2,4.28,0,0,0,0.01,27,23.58,6.9,6.5,0.4,-0.01,0.01,19,0.0526315789473684,3.81
,,,,,,,,,,,,,,,,,,,,,,0,,,0
