"season","week","player_id","full_name","position","posteam","receptions","receptions_exp","rush_attempt","rec_attempt","rush_yards_gained","rush_yards_gained_exp","rush_touchdown","rush_touchdown_exp","rec_touchdown","rec_touchdown_exp","rec_yards_gained","rec_yards_gained_exp","total_fantasy_points","total_fantasy_points_exp","total_fantasy_points_diff","total_touchdown_diff","expected_td_equity","team_rush_att","backfield_command","target_volume"
"2020",16,"00-0028087","Dion Lewis","RB","NYG",0,0,1,0,15,4.35,0,0.04,0,0,0,0,1.5,0.66,0.84,-0.04,0.04,10,0.1,0
"2020",16,"00-0032780","Jordan Howard","RB","PHI",0,0,3,0,8,14.12,0,0.05,0,0,0,0,0.8,1.72,-0.92,-0.05,0.05,20,0.15,0
"2020",16,"00-0034414","Boston Scott","RB","PHI",0,0,2,0,17,12.12,0,0.01,0,0,0,0,1.7,1.26,0.44,-0.01,0.01,20,0.1,0
"2020",16,"00-0032577","D.J. Foster","RB","ARI",0,0,1,0,0,3.45,0,0,0,0,0,0,0,0.36,-0.36,0,0,19,0.0526315789473684,0
"2020",16,"00-0025394","Adrian Peterson","RB","DET",0,0,4,0,10,17.96,0,0.01,0,0,0,0,1,1.83,-0.83,-0.01,0.01,14,0.285714285714286,0
"2020",16,"00-0032764","Derrick Henry","RB","TEN",0,0,23,0,98,111.15,0,0.1,0,0,0,0,9.8,11.74,-1.94,-0.1,0.1,24,0.958333333333333,0
"2020",17,"00-0034816","Ronald Jones","RB","TB",0,0,12,0,78,48.13,1,0.44,0,0,0,0,13.8,7.45,6.35,0.56,0.44,17,0.705882352941177,0
"2020",17,"00-0027966","Mark Ingram","RB","BAL",0,0,9,0,39,43.56,0,0.07,0,0,0,0,3.9,4.76,-0.86,-0.07,0.07,36,0.25,0
"2020",17,"00-0036158","J.K. Dobbins","RB","BAL",0,0,13,0,160,69.67,2,0.49,0,0,0,0,28,9.93,18.07,1.51,0.49,36,0.361111111111111,0
"2020",17,"00-0033526","Samaje Perine","RB","CIN",0,0,9,0,51,43.68,0,0.04,0,0,0,0,5.1,4.6,0.5,-0.04,0.04,16,0.5625,0
"2020",17,"00-0034975","Justice Hill","RB","BAL",0,0,2,0,21,10.88,0,0.02,0,0,0,0,2.1,1.23,0.87,-0.02,0.02,36,0.0555555555555556,0
"2020",17,"00-0033950","Wayne Gallman","RB","NYG",0,0,11,0,65,47.55,0,0.04,0,0,0,0,6.5,4.99,1.51,-0.04,0.04,17,0.647058823529412,0
"2020",17,"00-0036208","Artavis Pierce","RB","CHI",0,0,1,0,-1,4.18,0,0.01,0,0,0,0,-0.1,0.45,-0.55,-0.01,0.01,23,0.0434782608695652,0
"2020",17,"00-0033948","Jamaal Williams","RB","GB",0,0,5,0,26,20.18,0,0.09,0,0,0,0,2.6,2.53,0.0700000000000003,-0.09,0.09,17,0.294117647058824,0
"2020",17,"00-0036265","A.J. Dillon","RB","GB",0,0,1,0,3,5.41,0,0.03,0,0,0,0,0.3,0.73,-0.43,-0.03,0.03,17,0.0588235294117647,0
"2020",17,"00-0034799","Kalen Ballage","RB","LAC",0,0,13,0,36,51.26,1,1.33,0,0,0,0,9.6,13.1,-3.5,-0.33,1.33,29,0.448275862068966,0
"2020",17,"00-0028074","Anthony Sherman","RB","KC",0,0,1,0,6,3.12,0,0,0,0,0,0,0.6,0.32,0.28,0,0,15,0.0666666666666667,0
"2020",17,"00-0032972","Devontae Booker","RB","LV",0,0,5,0,16,24.37,0,0.02,0,0,0,0,1.6,2.56,-0.96,-0.02,0.02,20,0.25,0
"2020",17,"00-0035912","LeVante Bellamy","RB","DEN",0,0,1,0,0,4.53,0,0,0,0,0,0,0,0.46,-0.46,0,0,29,0.0344827586206897,0
"2020",17,"00-0025394","Adrian Peterson","RB","DET",0,0,7,0,63,28.54,1,0.41,0,0,0,0,12.3,5.34,6.96,0.59,0.41,19,0.368421052631579,0
"2020",17,"00-0034208","Mike Boone","RB","MIN",0,0,5,0,29,13.61,0,1.5,0,0,0,0,2.9,10.38,-7.48,-1.5,1.5,26,0.192307692307692,0
"2020",17,"00-0035860","Tony Jones","RB","NO",0,0,3,0,13,13.19,0,0.01,0,0,0,0,1.3,1.4,-0.0999999999999999,-0.01,0.01,21,0.142857142857143,0
"2020",17,"00-0036336","Anthony McFarland","RB","PIT",0,0,5,0,17,23.05,0,0.1,0,0,0,0,1.7,2.93,-1.23,-0.1,0.1,17,0.294117647058824,0
"2020",17,"00-0035217","Benny Snell","RB","PIT",0,0,3,0,10,13.95,0,0.01,0,0,0,0,1,1.44,-0.44,-0.01,0.01,17,0.176470588235294,0
"2020",17,"00-0034750","Rashaad Penny","RB","SEA",0,0,6,0,19,24.47,0,0.13,0,0,0,0,1.9,3.25,-1.35,-0.13,0.13,22,0.272727272727273,0
"2020",17,"00-0032426","Alex Collins","RB","SEA",0,0,5,0,29,15.33,1,0.43,0,0,0,0,8.9,4.13,4.77,0.57,0.43,22,0.227272727272727,0
"2020",17,"00-0032764","Derrick Henry","RB","TEN",0,0,34,0,250,161.66,2,1.71,0,0,0,0,35,26.43,8.57,0.29,1.71,34,1,0
"2020",17,"00-0032741","Peyton Barber","RB","WAS",0,0,4,0,10,21.23,0,0.03,0,0,0,0,1,2.33,-1.33,-0.03,0.03,25,0.16,0
"2020",18,"00-0034184","Gus Edwards","RB","BAL",0,0,8,0,38,35.9,0,0.08,0,0,0,0,3.8,4.09,-0.29,-0.08,0.08,17,0.470588235294118,0
"2020",18,"00-0033955","Jeremy McNichols","RB","TEN",0,0,1,0,4,6.77,0,0,0,0,0,0,0.4,0.7,-0.3,0,0,20,0.05,0
"2020",18,"00-0036297","Darrynton Evans","RB","TEN",0,0,1,0,1,4.63,0,0,0,0,0,0,0.1,0.49,-0.39,0,0,20,0.05,0
"2020",18,"00-0034597","Ryan Nall","RB","CHI",0,0,1,0,0,4.65,0,0,0,0,0,0,0,0.47,-0.47,0,0,13,0.0769230769230769,0
"2020",18,"00-0032897","Derek Watt","RB","PIT",0,0,2,0,2,6.5,0,0,0,0,0,0,0.2,0.67,-0.47,0,0,15,0.133333333333333,0
"2020",18,"00-0031045","Carlos Hyde","RB","SEA",0,0,4,0,5,17.21,0,0.01,0,0,0,0,0.5,1.78,-1.28,-0.01,0.01,20,0.2,0
"2020",19,"00-0034184","Gus Edwards","RB","BAL",0,0,10,0,42,44.74,0,0.04,0,0,0,0,4.2,4.69,-0.49,-0.04,0.04,20,0.5,0
"2020",19,"00-0032209","T.J. Yeldon","RB","BUF",0,0,2,0,4,8.17,0,0.01,0,0,0,0,0.4,0.86,-0.46,-0.01,0.01,9,0.222222222222222,0
"2020",19,"00-0036265","A.J. Dillon","RB","GB",0,0,6,0,27,28.43,0,0.09,0,0,0,0,2.7,3.35,-0.65,-0.09,0.09,32,0.1875,0
"2020",19,"00-0033948","Jamaal Williams","RB","GB",0,0,12,0,65,43.85,0,0.84,0,0,0,0,6.5,9.45,-2.95,-0.84,0.84,32,0.375,0
"2020",19,"00-0032450","Dwayne Washington","RB","NO",0,0,1,0,2,4.68,0,0,0,0,0,0,0.2,0.48,-0.28,0,0,23,0.0434782608695652,0
"2020",20,"00-0034816","Ronald Jones","RB","TB",0,0,10,0,16,42.03,0,0.03,0,0,0,0,1.6,4.38,-2.78,-0.03,0.03,22,0.454545454545455,0
"2021",1,"00-0032764","Derrick Henry","RB","TEN",3,3.28,17,4,58,70.64,0,1.24,0,0.01,19,26.69,10.7,20.51,-9.81,-1.25,1.25,20,0.85,3.14
"2021",1,"00-0034681","Chase Edmonds","RB","ARI",4,3.48,12,4,63,54.8,0,0.13,0,0.1,43,25.87,14.6,12.88,1.72,-0.23,0.23,28,0.428571428571429,3.74
"2021",1,"00-0033955","Jeremy McNichols","RB","TEN",3,2.92,2,4,9,9.02,0,0.01,0,0.01,24,26.51,6.3,6.59,-0.289999999999999,-0.02,0.02,20,0.1,2.96
"2021",1,"00-0035125","Alec Ingold","RB","LV",4,3.12,0,4,0,0,0,0,0,0.05,22,25.8,6.2,5.98,0.22,-0.05,0.05,16,0,3.56
"2021",1,"00-0035700","Josh Jacobs","RB","LV",1,1.57,10,2,34,38.21,2,0.46,0,0.02,6,14.46,17,9.68,7.32,1.52,0.48,16,0.625,1.285
"2021",1,"00-0036457","Ty'Son Williams","RB","BAL",3,3.27,9,4,65,42.55,1,0.2,0,0.04,29,23.96,18.4,11.38,7.02,0.76,0.24,21,0.428571428571429,3.135
"2021",1,"00-0033118","Kenyan Drake","RB","LV",5,4.1,6,5,11,24.49,0,0.03,0,0.03,59,37.51,12,10.64,1.36,-0.06,0.06,16,0.375,4.55
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",1,"00-0033376","Patrick Ricard","RB","BAL",2,2.42,0,3,0,0,0,0,0,0.02,15,22.34,3.5,4.75,-1.25,-0.02,0.02,21,0,2.21
,,,,,,,,,,,,,,,,,,,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",1,"00-0030874","Damien Williams","RB","CHI",4,4.16,6,5,12,25.28,0,0.12,0,0.02,28,31.73,8,10.66,-2.66,-0.14,0.14,22,0.272727272727273,4.08
"2021",1,"00-0035664","Darrell Henderson","RB","LA",1,0.82,16,1,70,61.08,1,1.45,0,0.06,17,7.31,15.7,16.68,-0.98,-0.51,1.51,17,0.941176470588235,0.91
"2021",1,"00-0035685","David Montgomery","RB","CHI",1,0.79,16,1,108,64.74,1,0.41,0,0,10,5.95,18.8,10.31,8.49,0.59,0.41,22,0.727272727272727,0.895
"2021",1,"00-0034791","Nick Chubb","RB","CLE",2,1.74,15,2,83,60.05,2,0.9,0,0.01,18,14.69,22.1,14.65,7.45,1.09,0.91,21,0.714285714285714,1.87
"2021",1,"00-0032956","Andy Janovich","RB","CLE",0,0.81,0,1,0,0,0,0,0,0.01,0,8.62,0,1.71,-1.71,-0.01,0.01,21,0,0.405
"2021",1,"00-0036360","Clyde Edwards-Helaire","RB","KC",3,2.54,14,3,43,59.97,0,0.16,0,0.02,29,19.66,10.2,12.79,-2.59,-0.18,0.18,16,0.875,2.77
,,,,,,,,,,,,,,,,,,,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",1,"00-0033923","Kareem Hunt","RB","CLE",3,2.37,6,3,33,22.77,1,0.77,0,0.01,26,18.43,16.9,12,4.9,0.22,0.78,21,0.285714285714286,2.685
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",1,"00-0035261","Tony Pollard","RB","DAL",4,3.4,3,4,14,16.05,0,0.01,0,0.08,29,22.75,8.3,7.84,0.460000000000001,-0.09,0.09,14,0.214285714285714,3.7
"2021",1,"00-0033856","Leonard Fournette","RB","TB",5,5.83,9,7,32,35.55,0,0.19,0,0.15,27,45.92,10.9,16.04,-5.14,-0.34,0.34,13,0.692307692307692,5.415
"2021",1,"00-0033045","Ezekiel Elliott","RB","DAL",2,1.33,11,2,33,43.41,0,0.53,0,0.36,6,7.53,5.9,11.78,-5.88,-0.89,0.89,14,0.785714285714286,1.665
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",1,"00-0030456","Giovani Bernard","RB","TB",2,2.12,0,3,0,0,0,0,0,0.02,12,25.04,3.2,4.76,-1.56,-0.02,0.02,13,0,2.06
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",1,"00-0032144","Melvin Gordon","RB","DEN",3,2.4,11,3,101,51.91,1,0.09,0,0.03,17,18.26,20.8,10.13,10.67,0.88,0.12,25,0.44,2.7
"2021",1,"00-0034844","Saquon Barkley","RB","NYG",1,1.96,10,3,26,44.2,0,0.2,0,0.36,1,12.56,3.7,10.99,-7.29,-0.56,0.56,14,0.714285714285714,1.48
"2021",1,"00-0032972","Devontae Booker","RB","NYG",1,0.78,4,1,7,18.8,0,0.05,0,0,6,6.51,2.3,3.63,-1.33,-0.05,0.05,14,0.285714285714286,0.89
"2021",1,"00-0036997","Javonte Williams","RB","DEN",1,0.61,14,1,45,62.36,0,0.15,0,0.01,-4,2.18,5.1,7.99,-2.89,-0.16,0.16,25,0.56,0.805
"2021",1,"00-0032813","Elijhaa Penny","RB","NYG",0,0.79,0,1,0,0,0,0,0,0,0,5.65,0,1.37,-1.37,0,0,14,0,0.395
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",1,"00-0036569","Gary Brightwell","RB","NYG",1,0.78,0,1,0,0,0,0,0,0,6,5.36,1.6,1.33,0.27,0,0,14,0,0.89
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",1,"00-0033293","Aaron Jones","RB","GB",2,1.4,5,2,9,22.67,0,0.05,0,0.01,13,10.37,4.2,5.06,-0.859999999999999,-0.06,0.06,14,0.357142857142857,1.7
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",1,"00-0033906","Alvin Kamara","RB","NO",3,3.28,20,4,83,84.62,0,0.51,1,0.59,8,20.25,18.1,20.39,-2.29,-0.1,1.1,31,0.645161290322581,3.14
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",1,"00-0035860","Tony Jones","RB","NO",1,0.79,11,1,50,47.77,0,0.08,0,0.31,3,3.65,6.3,8.28,-1.98,-0.39,0.39,31,0.354838709677419,0.895
"2021",1,"00-0036265","A.J. Dillon","RB","GB",1,1.66,4,2,19,19.31,0,0.01,0,0,7,11.63,3.6,4.85,-1.25,-0.01,0.01,14,0.285714285714286,1.33
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",1,"00-0034109","Phillip Lindsay","RB","HOU",0,0.81,8,1,25,34.66,1,0.39,0,0.59,0,2.16,8.5,10.39,-1.89,0.02,0.98,37,0.216216216216216,0.405
"2021",1,"00-0032187","David Johnson","RB","HOU",3,2.48,3,4,10,13.37,0,0.01,1,0.93,18,18.11,11.8,11.27,0.530000000000001,0.0599999999999999,0.94,37,0.0810810810810811,2.74
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",1,"00-0030288","Rex Burkhead","RB","HOU",1,1.6,0,2,0,0,0,0,0,0.04,6,12.69,1.6,3.1,-1.5,-0.04,0.04,37,0,1.3
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",1,"00-0027966","Mark Ingram","RB","HOU",0,0.38,26,1,85,102.96,1,1.63,0,0.05,0,9.45,14.5,21.72,-7.22,-0.68,1.68,37,0.702702702702703,0.19
"2021",1,"00-0035831","James Robinson","RB","JAX",3,4.12,5,6,25,21.79,0,0.01,0,0.02,29,39.56,8.4,10.41,-2.01,-0.03,0.03,14,0.357142857142857,3.56
"2021",1,"00-0031045","Carlos Hyde","RB","JAX",2,1.67,9,2,44,38.68,0,0.01,0,0,14,12.63,7.8,6.92,0.880000000000001,-0.01,0.01,14,0.642857142857143,1.835
"2021",1,"00-0036328","Antonio Gibson","RB","WAS",3,3.33,20,5,90,92.85,0,0.15,0,0.03,18,25.43,11.8,16.25,-4.45,-0.18,0.18,23,0.869565217391304,3.165
"2021",1,"00-0034440","Justin Jackson","RB","LAC",1,0.85,1,1,5,3.96,0,0.01,0,0,2,6.3,1.7,1.96,-0.26,-0.01,0.01,25,0.04,0.925
"2021",1,"00-0032602","J.D. McKissic","RB","WAS",0,0.63,1,1,8,6.31,0,0,0,0,0,0.91,0.8,1.38,-0.58,0,0,23,0.0434782608695652,0.315
,,,,,,,,,,,,,,,,,,,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",1,"00-0031062","James White","RB","NE",6,4.77,4,7,12,17.83,0,0.03,0,0.06,49,43.69,12.1,11.45,0.649999999999999,-0.09,0.09,29,0.137931034482759,5.385
"2021",1,"00-0036020","Salvon Ahmed","RB","MIA",2,1.95,3,3,4,12.53,0,0.02,0,0.04,24,22.52,4.8,5.82,-1.02,-0.06,0.06,17,0.176470588235294,1.975
"2021",1,"00-0036875","Rhamondre Stevenson","RB","NE",1,0.85,1,1,2,4.08,0,0,0,0,9,6.82,0.1,1.96,-1.86,0,0,29,0.0344827586206897,0.925
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",1,"00-0035657","Damien Harris","RB","NE",2,2.38,23,3,100,94.77,0,0.28,0,0.02,17,18.7,11.7,15.55,-3.85,-0.3,0.3,29,0.793103448275862,2.19
"2021",1,"00-0035311","Myles Gaskin","RB","MIA",5,3.95,9,5,49,40.61,0,0.08,0,0.02,27,29.23,12.6,11.53,1.07,-0.1,0.1,17,0.529411764705882,4.475
"2021",1,"00-0033893","Dalvin Cook","RB","MIN",6,5.74,20,7,61,85.52,1,0.57,0,0.02,43,42.58,20.4,22.1,-1.7,0.41,0.59,22,0.909090909090909,5.87
"2021",1,"00-0033897","Joe Mixon","RB","CIN",4,3.32,29,4,127,127.35,1,0.99,0,0.01,23,27.34,25,24.78,0.219999999999999,0,1,34,0.852941176470588,3.66
"2021",1,"00-0033526","Samaje Perine","RB","CIN",1,0.65,5,1,22,23.38,0,0.01,0,0,7,4.86,3.9,3.55,0.350000000000001,-0.01,0.01,34,0.147058823529412,0.825
"2021",1,"00-0034972","Alexander Mattison","RB","MIN",1,0.86,1,1,2,4.32,0,0,0,0,4,7.79,1.6,2.09,-0.49,0,0,22,0.0454545454545455,0.93
"2021",1,"00-0032104","Ameer Abdullah","RB","MIN",2,1.57,1,2,4,5.28,0,0.01,0,0,15,14.28,3.9,3.58,0.32,-0.01,0.01,22,0.0454545454545455,1.785
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",1,"00-0032918","C.J. Ham","RB","MIN",2,1.57,0,2,0,0,0,0,0,0,9,13.8,2.9,2.97,-0.0700000000000003,0,0,22,0,1.785
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",1,"00-0036924","Michael Carter","RB","NYJ",1,1.67,4,2,6,18.02,0,0.01,0,0,14,12.99,3,4.84,-1.84,-0.01,0.01,17,0.235294117647059,1.335
"2021",1,"00-0033280","Christian McCaffrey","RB","CAR",9,6.73,21,9,98,89.68,0,0.57,0,0.12,89,53.6,27.7,25.22,2.48,-0.69,0.69,21,1,7.865
"2021",1,"00-0035537","Ty Johnson","RB","NYJ",1,1.92,4,3,15,20,0,0.01,0,0.02,11,22.26,3.6,6.29,-2.69,-0.03,0.03,17,0.235294117647059,1.46
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",1,"00-0036555","Chuba Hubbard","RB","CAR",2,1.34,0,2,0,0,0,0,0,0.01,4,10.8,2.4,2.48,-0.0800000000000001,-0.01,0.01,21,0,1.67
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",1,"00-0030578","Cordarrelle Patterson","RB","ATL",2,1.56,7,2,54,32.22,0,0.06,0,0.01,13,13.63,8.7,6.6,2.1,-0.07,0.07,24,0.291666666666667,1.78
"2021",1,"00-0032063","Mike Davis","RB","ATL",3,4.51,15,6,49,68.6,0,0.29,0,0.7,23,26.95,10.2,20.01,-9.81,-0.99,0.99,24,0.625,3.755
"2021",1,"00-0030968","Keith Smith","RB","ATL",3,2.08,2,3,13,9.51,0,0.01,0,0.01,18,20.37,6.1,5.14,0.959999999999999,-0.02,0.02,24,0.0833333333333333,2.54
"2021",1,"00-0035243","Miles Sanders","RB","PHI",4,4.14,15,5,74,70.41,0,0.1,0,0.06,39,27.5,17.3,15.77,1.53,-0.16,0.16,24,0.625,4.07
,,,,,,,,,,,,,,,,,,,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",1,"00-0036919","Kenneth Gainwell","RB","PHI",2,2.46,9,3,37,35.06,1,0.15,0,0.01,6,16.61,12.3,8.6,3.7,0.84,0.16,24,0.375,2.23
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",1,"00-0036893","Najee Harris","RB","PIT",1,2.04,16,3,45,63.12,0,0.37,0,0.42,4,12.07,5.9,14.3,-8.4,-0.79,0.79,16,1,1.52
"2021",1,"00-0035250","Devin Singletary","RB","BUF",3,3.54,11,5,72,52.18,0,0.21,0,0.32,8,24.33,11,14.39,-3.39,-0.53,0.53,15,0.733333333333333,3.27
"2021",1,"00-0034367","Nyheim Hines","RB","IND",6,6.09,9,8,34,48.04,0,0.05,0,0.06,48,46.73,14.2,16.19,-1.99,-0.11,0.11,26,0.346153846153846,6.045
"2021",1,"00-0036223","Jonathan Taylor","RB","IND",6,5.71,17,7,56,68.39,0,0.9,0,0.17,60,41.2,17.6,23.07,-5.47,-1.07,1.07,26,0.653846153846154,5.855
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",1,"00-0033594","Chris Carson","RB","SEA",3,2.5,16,3,91,76.43,0,0.11,0,0.02,26,20.49,12.7,12.96,-0.260000000000002,-0.13,0.13,19,0.842105263157895,2.75
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",1,"00-0036425","DeeJay Dallas","RB","SEA",1,0.87,1,1,5,4.23,0,0.03,0,0.01,5,6.55,2,2.15,-0.15,-0.04,0.04,19,0.0526315789473684,0.935
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",1,"00-0033948","Jamaal Williams","RB","DET",8,7.04,9,9,54,35.52,1,0.53,0,0.06,56,53.03,25,19.46,5.54,0.41,0.59,20,0.45,7.52
"2021",1,"00-0036275","D'Andre Swift","RB","DET",8,8.63,11,11,39,47.28,0,0.16,1,0.22,65,64.97,24.4,22.13,2.27,0.62,0.38,20,0.55,8.315
"2021",1,"00-0029892","Kyle Juszczyk","RB","SF",1,0.77,0,1,0,0,0,0,0,0,7,8.21,1.7,1.6,0.0999999999999999,0,0,22,0,0.885
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",1,"00-0034171","Jason Cabinda","RB","DET",0,0.74,0,1,0,0,0,0,0,0,0,6.13,0,1.37,-1.37,0,0,20,0,0.37
"2021",1,"00-0035806","Jamycal Hasty","RB","SF",1,0.52,1,1,3,1.69,1,0.3,0,0.01,15,4.51,8.8,3.01,5.79,0.69,0.31,22,0.0454545454545455,0.76
,,,,,,,,,,,,,,,,,,,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",2,"00-0032063","Mike Davis","RB","ATL",7,5.71,9,7,38,41.26,0,0.05,0,0.02,25,43.44,13.3,14.59,-1.29,-0.07,0.07,18,0.5,6.355
"2021",2,"00-0030578","Cordarrelle Patterson","RB","ATL",5,5.53,7,7,11,22.28,1,0.12,1,0.25,58,28.17,23.9,12.84,11.06,1.63,0.37,18,0.388888888888889,5.265
"2021",2,"00-0033856","Leonard Fournette","RB","TB",4,3.42,11,4,52,46.2,0,0.29,0,0.23,24,27.21,11.6,13.86,-2.26,-0.52,0.52,17,0.647058823529412,3.71
"2021",2,"00-0034816","Ronald Jones","RB","TB",1,2.55,6,3,27,27.65,0,0.05,0,0.01,9,22.63,4.6,7.96,-3.36,-0.06,0.06,17,0.352941176470588,1.775
"2021",2,"00-0030968","Keith Smith","RB","ATL",0,0.79,2,1,3,10.28,0,0.01,0,0,0,7.24,0.3,2.6,-2.3,-0.01,0.01,18,0.111111111111111,0.395
"2021",2,"00-0030456","Giovani Bernard","RB","TB",2,1.7,0,2,0,0,0,0,0,0.02,16,17.23,3.6,3.54,0.06,-0.02,0.02,17,0,1.85
,,,,,,,,,,,,,,,,,,,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",2,"00-0035311","Myles Gaskin","RB","MIA",4,4.16,5,5,25,21.9,0,0.02,0,0.01,21,27.28,8.6,9.23,-0.630000000000001,-0.03,0.03,16,0.3125,4.08
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",2,"00-0036251","Zack Moss","RB","BUF",2,1.65,8,2,26,28.23,2,0.92,0,0.07,8,11.31,15.4,11.58,3.82,1.01,0.99,23,0.347826086956522,1.825
"2021",2,"00-0035250","Devin Singletary","RB","BUF",2,2.28,13,3,82,60.34,1,0.22,0,0.07,9,24.29,17.1,12.51,4.59,0.71,0.29,23,0.565217391304348,2.14
"2021",2,"00-0036020","Salvon Ahmed","RB","MIA",0,2.19,6,3,17,28.03,0,0.01,0,0.07,0,15.78,1.7,7.06,-5.36,-0.08,0.08,16,0.375,1.095
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",2,"00-0030874","Damien Williams","RB","CHI",2,2.22,2,3,6,10.26,0,0.01,0,0.01,-2,17.26,2.4,5.11,-2.71,-0.02,0.02,22,0.0909090909090909,2.11
"2021",2,"00-0035685","David Montgomery","RB","CHI",3,3.25,20,4,61,87.38,0,0.4,0,0.09,18,24.52,10.9,17.38,-6.48,-0.49,0.49,22,0.909090909090909,3.125
"2021",2,"00-0033897","Joe Mixon","RB","CIN",1,1.62,20,2,69,91.15,0,0.05,0,0,2,11.96,8.1,12.23,-4.13,-0.05,0.05,20,1,1.31
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",2,"00-0033526","Samaje Perine","RB","CIN",0,0.79,0,1,0,0,0,0,0,0.01,0,5.88,0,1.42,-1.42,-0.01,0.01,20,0,0.395
"2021",2,"00-0036857","Chris Evans","RB","CIN",1,0.78,0,1,0,0,0,0,0,0,14,7.36,2.4,1.54,0.86,0,0,20,0,0.89
"2021",2,"00-0035261","Tony Pollard","RB","DAL",3,2.57,13,3,109,55.75,1,0.44,0,0.02,31,17.96,23,12.67,10.33,0.54,0.46,29,0.448275862068966,2.785
"2021",2,"00-0033699","Austin Ekeler","RB","LAC",9,7.04,9,9,54,41.28,0,0.02,0,0.21,61,61.13,22.5,19.39,3.11,-0.23,0.23,14,0.642857142857143,8.02
"2021",2,"00-0036650","Larry Rountree","RB","LAC",1,0.88,1,1,-1,4.04,0,0.01,0,0.01,-1,6.72,0.8,2.08,-1.28,-0.02,0.02,14,0.0714285714285714,0.94
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",2,"00-0034440","Justin Jackson","RB","LAC",1,0.82,4,1,21,17.81,0,0.06,0,0.03,8,7.2,3.9,3.84,0.0600000000000005,-0.09,0.09,14,0.285714285714286,0.91
"2021",2,"00-0033045","Ezekiel Elliott","RB","DAL",2,1.63,16,2,71,68.5,1,0.34,0,0.01,12,13.97,16.3,11.94,4.36,0.65,0.35,29,0.551724137931034,1.815
"2021",2,"00-0032144","Melvin Gordon","RB","DEN",2,1.21,13,2,31,55.32,0,0.18,0,0.04,38,13.17,8.9,9.42,-0.52,-0.22,0.22,26,0.5,1.605
"2021",2,"00-0035831","James Robinson","RB","JAX",3,2.5,11,3,47,50.32,0,0.04,0,0.01,17,17.88,9.4,9.58,-0.18,-0.05,0.05,13,0.846153846153846,2.75
"2021",2,"00-0036997","Javonte Williams","RB","DEN",1,0.87,13,1,64,54.99,0,0.14,0,0,10,6.56,8.4,7.91,0.49,-0.14,0.14,26,0.5,0.935
"2021",2,"00-0031045","Carlos Hyde","RB","JAX",0,1.5,2,2,7,8.99,0,0,0,0.02,0,12.97,0.7,3.82,-3.12,-0.02,0.02,13,0.153846153846154,0.75
"2021",2,"00-0033293","Aaron Jones","RB","GB",6,4.59,17,6,67,71.34,1,1.46,3,1.22,48,23.92,41.5,30.22,11.28,1.32,2.68,24,0.708333333333333,5.295
"2021",2,"00-0036275","D'Andre Swift","RB","DET",4,4.04,8,5,37,34.36,0,0.13,0,0.03,41,28.11,11.8,11.23,0.57,-0.16,0.16,15,0.533333333333333,4.02
,,,,,,,,,,,,,,,,,,,,,,0,,,0
"2021",2,"00-0034171","Jason Cabinda","RB","DET",1,0.79,0,1,0,0,0,0,0,0,4,6.11,1.4,1.42,-0.02,0,0,15,0,0.895
"2021",2,"00-0033948","Jamaal Williams","RB","DET",3,2.17,7,3,25,25.29,0,0.12,0,0.03,12,16.41,6.7,7.24,-0.54,-0.15,0.15,15,0.466666666666667,2.585
