season,player_id,full_name,position,posteam,kind,opportunities,neutral_opps,neutral_share,early_down_share,mean_wp
2021,00-0027942,A.J. Green,WR,ARI,target,93,35,0.3763440860215054,0.6989247311827957,0.5197390929379931
2021,00-0027944,Julio Jones,WR,TEN,target,48,25,0.5208333333333334,0.6458333333333334,0.5509651359558725
2021,00-0027966,Mark Ingram,RB,HOU,carry,92,46,0.5,0.9130434782608695,0.3689403335955556
2021,00-0027966,Mark Ingram,RB,NO,carry,68,35,0.5147058823529411,0.9705882352941176,0.32154478009547083
2021,00-0027981,Kyle Rudolph,TE,NYG,target,40,23,0.575,0.65,0.1947231899848248
2021,00-0029000,Cole Beasley,WR,BUF,target,113,66,0.584070796460177,0.7256637168141593,0.7491435923766102
2021,00-0029239,Brandon Bolden,RB,NE,carry,45,17,0.37777777777777777,0.5333333333333333,0.5183768671300676
2021,00-0029239,Brandon Bolden,RB,NE,target,49,12,0.24489795918367346,0.5510204081632653,0.5103937051584468
2021,00-0029293,Marvin Jones,WR,JAX,target,120,47,0.39166666666666666,0.7583333333333333,0.2050017376704242
2021,00-0030035,Adam Thielen,WR,MIN,target,95,56,0.5894736842105263,0.6736842105263158,0.5332232731406724
2021,00-0030061,Zach Ertz,TE,ARI,target,82,35,0.4268292682926829,0.7073170731707317,0.5016021806884248
2021,00-0030068,Marquise Goodwin,WR,CHI,target,40,19,0.475,0.75,0.3836044181764464
2021,00-0030108,Ryan Griffin,TE,NYJ,target,42,16,0.38095238095238093,0.6904761904761905,0.20996782120591023
2021,00-0030181,Jack Doyle,TE,IND,target,45,25,0.5555555555555556,0.7111111111111111,0.5706875659121408
2021,00-0030279,Keenan Allen,WR,LAC,target,158,88,0.5569620253164557,0.6392405063291139,0.5358667722635295
2021,00-0030288,Rex Burkhead,RB,HOU,carry,122,67,0.5491803278688525,0.8032786885245902,0.39660173959954165
2021,00-0030431,Robert Woods,WR,LA,target,70,42,0.6,0.7142857142857143,0.6288915532707785
2021,00-0030506,Travis Kelce,TE,KC,target,134,68,0.5074626865671642,0.7313432835820896,0.6367315061393874
2021,00-0030513,Latavius Murray,RB,BAL,carry,119,67,0.5630252100840336,0.8991596638655462,0.6280019040647071
2021,00-0030564,DeAndre Hopkins,WR,ARI,target,64,35,0.546875,0.71875,0.678181540890364
2021,00-0030578,Cordarrelle Patterson,RB,ATL,carry,153,105,0.6862745098039216,0.9215686274509803,0.481439219812065
2021,00-0030578,Cordarrelle Patterson,RB,ATL,target,69,41,0.5942028985507246,0.7391304347826086,0.47021179512629036
2021,00-0030874,Damien Williams,RB,CHI,carry,40,20,0.5,0.9,0.4788250428236097
2021,00-0031045,Carlos Hyde,RB,JAX,carry,72,28,0.3888888888888889,0.875,0.23106199267714245
2021,00-0031235,Odell Beckham,WR,LA,target,49,27,0.5510204081632653,0.5102040816326531,0.5849977314528839
2021,00-0031236,Brandin Cooks,WR,HOU,target,134,68,0.5074626865671642,0.5970149253731343,0.21470009760269562
2021,00-0031273,Cameron Brate,TE,TB,target,57,30,0.5263157894736842,0.7543859649122807,0.7000274325786322
2021,00-0031285,Devonta Freeman,RB,BAL,carry,133,77,0.5789473684210527,0.9097744360902256,0.5662878530092986
2021,00-0031285,Devonta Freeman,RB,BAL,target,42,21,0.5,0.8571428571428571,0.4315062170526722
2021,00-0031325,Sammy Watkins,WR,BAL,target,49,27,0.5510204081632653,0.6938775510204082,0.5764931565986908
2021,00-0031381,Davante Adams,WR,GB,target,169,98,0.5798816568047337,0.6863905325443787,0.6441004174780762
2021,00-0031382,Jarvis Landry,WR,CLE,target,87,42,0.4827586206896552,0.7471264367816092,0.5926674892376134
2021,00-0031408,Mike Evans,WR,TB,target,114,61,0.5350877192982456,0.7543859649122807,0.7579885783039539
2021,00-0031428,Allen Robinson,WR,CHI,target,67,23,0.34328358208955223,0.582089552238806,0.3576437032993191
2021,00-0031544,Amari Cooper,WR,DAL,target,104,60,0.5769230769230769,0.7403846153846154,0.5993153769567682
2021,00-0031547,DeVante Parker,WR,MIA,target,73,25,0.3424657534246575,0.6575342465753424,0.31771457940479586
2021,00-0031549,Nelson Agholor,WR,NE,target,64,27,0.421875,0.78125,0.5056872841196309
2021,00-0031588,Stefon Diggs,WR,BUF,target,164,87,0.5304878048780488,0.725609756097561,0.7646900180526001
2021,00-0031610,Darren Waller,TE,LV,target,93,48,0.5161290322580645,0.7956989247311828,0.3617876067867763
2021,00-0031763,DeAndre Carter,WR,WAS,target,44,24,0.5454545454545454,0.6590909090909091,0.3316767133410188
2021,00-0031941,Jamison Crowder,WR,NYJ,target,73,34,0.4657534246575342,0.6986301369863014,0.2006490947117251
2021,00-0032009,Adam Humphries,WR,WAS,target,62,24,0.3870967741935484,0.5645161290322581,0.2686316863583641
2021,00-0032058,Tevin Coleman,RB,NYJ,carry,84,51,0.6071428571428571,0.9285714285714286,0.3854008211024589
2021,00-0032063,Mike Davis,RB,ATL,carry,138,79,0.572463768115942,0.9347826086956522,0.475400630786074
2021,00-0032063,Mike Davis,RB,ATL,target,58,26,0.4482758620689655,0.6551724137931034,0.3914147220604154
2021,00-0032104,Ameer Abdullah,RB,CAR,carry,44,22,0.5,0.9090909090909091,0.4726838378780732
2021,00-0032104,Ameer Abdullah,RB,CAR,target,49,18,0.3673469387755102,0.5918367346938775,0.24178600259508637
2021,00-0032134,C.J. Uzomah,TE,CIN,target,63,26,0.4126984126984127,0.7619047619047619,0.4828505385814915
2021,00-0032141,Geoff Swaim,TE,TEN,target,40,20,0.5,0.925,0.5857037853449583
2021,00-0032144,Melvin Gordon,RB,DEN,carry,203,103,0.5073891625615764,0.9408866995073891,0.6128211329123228
2021,00-0032187,David Johnson,RB,HOU,carry,67,39,0.582089552238806,0.8656716417910447,0.35108052379320126
2021,00-0032187,David Johnson,RB,HOU,target,42,18,0.42857142857142855,0.5952380952380952,0.28798929825242814
2021,00-0032211,Tyler Lockett,WR,SEA,target,108,64,0.5925925925925926,0.7962962962962963,0.5595515431288093
2021,00-0032257,Duke Johnson,RB,MIA,carry,71,23,0.323943661971831,0.8873239436619719,0.7157174239695911
2021,00-0032355,Chester Rogers,WR,TEN,target,43,21,0.4883720930232558,0.6511627906976745,0.4622669977428348
2021,00-0032385,Sterling Shepard,WR,NYG,target,53,24,0.4528301886792453,0.660377358490566,0.21389847920770239
2021,00-0032392,Austin Hooper,TE,CLE,target,62,40,0.6451612903225806,0.7741935483870968,0.550647145526151
2021,00-0032426,Alex Collins,RB,SEA,carry,108,74,0.6851851851851852,0.9259259259259259,0.4688449860722931
2021,00-0032464,Kalif Raymond,WR,DET,target,71,37,0.5211267605633803,0.7464788732394366,0.20459326399750483
2021,00-0032602,J.D. McKissic,RB,WAS,carry,49,33,0.673469387755102,0.8163265306122449,0.3899176363803598
2021,00-0032602,J.D. McKissic,RB,WAS,target,54,26,0.48148148148148145,0.6666666666666666,0.3116411924904032
2021,00-0032688,Robby Anderson,WR,CAR,target,110,46,0.41818181818181815,0.7272727272727273,0.3264455646530553
2021,00-0032741,Peyton Barber,RB,LV,carry,55,26,0.4727272727272727,0.9090909090909091,0.6387153969334329
2021,00-0032764,Derrick Henry,RB,TEN,carry,220,101,0.4590909090909091,0.9272727272727272,0.5480119982654439
2021,00-0032775,Demarcus Robinson,WR,KC,target,41,22,0.5365853658536586,0.7804878048780488,0.6368267439204984
2021,00-0032780,Jordan Howard,RB,PHI,carry,86,39,0.45348837209302323,0.872093023255814,0.7381680256059003
2021,00-0032951,Laquon Treadwell,WR,JAX,target,51,13,0.2549019607843137,0.6078431372549019,0.1793775468411196
2021,00-0032972,Devontae Booker,RB,NYG,carry,145,88,0.6068965517241379,0.8827586206896552,0.2565201361123274
2021,00-0032972,Devontae Booker,RB,NYG,target,45,23,0.5111111111111111,0.7111111111111111,0.1840465418750682
2021,00-0032977,Rashard Higgins,WR,CLE,target,47,24,0.5106382978723404,0.6170212765957447,0.44060511000544517
2021,00-0033009,Tyler Boyd,WR,CIN,target,95,50,0.5263157894736842,0.6947368421052632,0.5095345226025503
2021,00-0033040,Tyreek Hill,WR,KC,target,159,87,0.5471698113207547,0.7295597484276729,0.6510461510036253
2021,00-0033045,Ezekiel Elliott,RB,DAL,carry,240,145,0.6041666666666666,0.8625,0.672700021284174
2021,00-0033045,Ezekiel Elliott,RB,DAL,target,65,35,0.5384615384615384,0.7538461538461538,0.5866375980806949
2021,00-0033090,Hunter Henry,TE,NE,target,75,25,0.3333333333333333,0.6266666666666667,0.4924908268079161
2021,00-0033110,Tyler Higbee,TE,LA,target,85,41,0.4823529411764706,0.7176470588235294,0.6161211289301076
2021,00-0033118,Kenyan Drake,RB,LV,carry,63,35,0.5555555555555556,0.9047619047619048,0.6043432138290623
2021,00-0033118,Kenyan Drake,RB,LV,target,40,20,0.5,0.85,0.4365829377764385
2021,00-0033217,Mo Alie-Cox,TE,IND,target,45,25,0.5555555555555556,0.7333333333333333,0.5513519959278508
2021,00-0033251,Zach Pascal,WR,IND,target,69,27,0.391304347826087,0.7971014492753623,0.5524125201990358
2021,00-0033280,Christian McCaffrey,RB,CAR,carry,99,61,0.6161616161616161,0.9292929292929293,0.666755169517163
2021,00-0033280,Christian McCaffrey,RB,CAR,target,41,15,0.36585365853658536,0.7073170731707317,0.6388750207360562
2021,00-0033288,George Kittle,TE,SF,target,94,49,0.5212765957446809,0.7446808510638298,0.6220551241843149
2021,00-0033293,Aaron Jones,RB,GB,carry,171,118,0.6900584795321637,0.9473684210526315,0.6741017210555988
2021,00-0033293,Aaron Jones,RB,GB,target,65,58,0.8923076923076924,0.7076923076923077,0.6659298300743103
2021,00-0033307,Kendrick Bourne,WR,NE,target,70,30,0.42857142857142855,0.7428571428571429,0.5379857216728852
2021,00-0033375,Tim Patrick,WR,DEN,target,85,42,0.49411764705882355,0.7411764705882353,0.4229720412623411
2021,00-0033455,Anthony Firkser,TE,TEN,target,43,16,0.37209302325581395,0.3953488372093023,0.5724700734088317
2021,00-0033526,Samaje Perine,RB,CIN,carry,55,16,0.2909090909090909,0.7818181818181819,0.5195669568200338
2021,00-0033536,Mike Williams,WR,LAC,target,130,70,0.5384615384615384,0.7538461538461538,0.5005426973188977
2021,00-0033553,James Conner,RB,ARI,carry,202,77,0.3811881188118812,0.8168316831683168,0.7182537587865264
2021,00-0033572,Jamal Agnew,WR,JAX,target,40,11,0.275,0.575,0.11863509983068725
2021,00-0033594,Chris Carson,RB,SEA,carry,54,42,0.7777777777777778,0.9074074074074074,0.6882361764157261
2021,00-0033611,Ricky Seals-Jones,TE,WAS,target,51,29,0.5686274509803921,0.6470588235294118,0.2709675004933231
2021,00-0033681,Keelan Cole,WR,NYJ,target,52,15,0.28846153846153844,0.5961538461538461,0.17455257346474845
2021,00-0033699,Austin Ekeler,RB,LAC,carry,208,112,0.5384615384615384,0.9230769230769231,0.6235064698550968
2021,00-0033699,Austin Ekeler,RB,LAC,target,95,46,0.4842105263157895,0.7789473684210526,0.4856902241878644
2021,00-0033854,Dare Ogunbowale,RB,JAX,carry,44,24,0.5454545454545454,0.8636363636363636,0.352071958175611
2021,00-0033856,Leonard Fournette,RB,TB,carry,180,102,0.5666666666666667,0.9,0.7827796671875855
2021,00-0033856,Leonard Fournette,RB,TB,target,84,49,0.5833333333333334,0.8809523809523809,0.7290008098685317
2021,00-0033858,Jonnu Smith,TE,NE,target,45,25,0.5555555555555556,0.8888888888888888,0.5787326455116272
2021,00-0033871,Corey Davis,WR,NYJ,target,59,17,0.288135593220339,0.7796610169491526,0.14033339023602573
2021,00-0033881,Evan Engram,TE,NYG,target,73,36,0.4931506849315068,0.6027397260273972,0.25276906869981913
2021,00-0033885,David Njoku,TE,CLE,target,53,23,0.4339622641509434,0.7547169811320755,0.4611990114351084
2021,00-0033891,Zay Jones,WR,LV,target,70,35,0.5,0.6714285714285714,0.4229746635051665
2021,00-0033893,Dalvin Cook,RB,MIN,carry,251,149,0.5936254980079682,0.9123505976095617,0.6211990326912813
2021,00-0033893,Dalvin Cook,RB,MIN,target,49,36,0.7346938775510204,0.8163265306122449,0.5097580956804747
2021,00-0033895,Gerald Everett,TE,SEA,target,63,37,0.5873015873015873,0.7142857142857143,0.4973293017066594
2021,00-0033897,Joe Mixon,RB,CIN,carry,294,151,0.5136054421768708,0.9319727891156463,0.6026398370262461
2021,00-0033897,Joe Mixon,RB,CIN,target,48,28,0.5833333333333334,0.8333333333333334,0.5910226129732716
2021,00-0033906,Alvin Kamara,RB,NO,carry,241,129,0.5352697095435685,0.9045643153526971,0.6802813507991831
2021,00-0033906,Alvin Kamara,RB,NO,target,67,44,0.6567164179104478,0.746268656716418,0.5117064133632248
2021,00-0033908,Cooper Kupp,WR,LA,target,192,94,0.4895833333333333,0.765625,0.626122152245818
2021,00-0033921,Chris Godwin,WR,TB,target,127,81,0.6377952755905512,0.7559055118110236,0.7438092150663091
2021,00-0033923,Kareem Hunt,RB,CLE,carry,79,42,0.5316455696202531,0.8354430379746836,0.5877732781247249
2021,00-0033925,D'Onta Foreman,RB,TEN,carry,133,67,0.5037593984962406,0.924812030075188,0.6528133948923188
2021,00-0033932,Kenny Golladay,WR,NYG,target,77,37,0.4805194805194805,0.7012987012987013,0.24814493543710167
2021,00-0033948,Jamaal Williams,RB,DET,carry,153,96,0.6274509803921569,0.8562091503267973,0.29928068064318303
2021,00-0033955,Jeremy McNichols,RB,TEN,carry,41,12,0.2926829268292683,0.8292682926829268,0.7242886675202299
2021,00-0034011,Dan Arnold,TE,JAX,target,42,16,0.38095238095238093,0.6190476190476191,0.15068415816575345
2021,00-0034109,Phillip Lindsay,RB,HOU,carry,50,34,0.68,1,0.2842014597550134
2021,00-0034115,Jeffery Wilson,RB,SF,carry,79,42,0.5316455696202531,0.9367088607594937,0.8328645995146111
2021,00-0034253,Dontrell Hilliard,RB,TEN,carry,56,25,0.44642857142857145,0.8928571428571429,0.5935976171084412
2021,00-0034270,Tyler Conklin,TE,MIN,target,87,47,0.5402298850574713,0.735632183908046,0.46846086531051656
2021,00-0034272,Marquez Valdes-Scantling,WR,GB,target,56,29,0.5178571428571429,0.6428571428571429,0.6008796666210816
2021,00-0034297,Byron Pringle,WR,KC,target,60,34,0.5666666666666667,0.7833333333333333,0.6709216170570775
2021,00-0034301,Darrel Williams,RB,KC,carry,144,85,0.5902777777777778,0.8888888888888888,0.787432801786862
2021,00-0034301,Darrel Williams,RB,KC,target,57,37,0.6491228070175439,0.8070175438596491,0.6825714334079653
2021,00-0034348,Courtland Sutton,WR,DEN,target,100,44,0.44,0.65,0.3940842449747352
2021,00-0034351,Dallas Goedert,TE,PHI,target,77,39,0.5064935064935064,0.7012987012987013,0.547674765926822
2021,00-0034367,Nyheim Hines,RB,IND,carry,56,27,0.48214285714285715,0.8571428571428571,0.6391803364593734
2021,00-0034367,Nyheim Hines,RB,IND,target,57,25,0.43859649122807015,0.8245614035087719,0.5476858558913431
2021,00-0034383,Dalton Schultz,TE,DAL,target,106,52,0.49056603773584906,0.7641509433962265,0.5852268013546039
2021,00-0034407,Ray-Ray McCloud,WR,PIT,target,66,34,0.5151515151515151,0.6515151515151515,0.4093627569205693
2021,00-0034411,Russell Gage,WR,ATL,target,94,46,0.48936170212765956,0.6170212765957447,0.27785692816402663
2021,00-0034414,Boston Scott,RB,PHI,carry,87,35,0.40229885057471265,0.8390804597701149,0.6329612790756783
2021,00-0034418,Cedrick Wilson,WR,DAL,target,62,23,0.3709677419354839,0.5161290322580645,0.46895384113070265
2021,00-0034419,Braxton Berrios,WR,NYJ,target,65,26,0.4,0.6615384615384615,0.22755215011928573
2021,00-0034440,Justin Jackson,RB,LAC,carry,69,33,0.4782608695652174,0.9130434782608695,0.7302208923560338
2021,00-0034521,Allen Lazard,WR,GB,target,60,38,0.6333333333333333,0.6333333333333333,0.695478392194612
2021,00-0034676,James Washington,WR,PIT,target,44,17,0.38636363636363635,0.7272727272727273,0.33022404851360737
2021,00-0034681,Chase Edmonds,RB,ARI,carry,116,58,0.5,0.9051724137931034,0.700815705825366
2021,00-0034681,Chase Edmonds,RB,ARI,target,53,23,0.4339622641509434,0.7358490566037735,0.6101590989878014
2021,00-0034750,Rashaad Penny,RB,SEA,carry,119,76,0.6386554621848739,0.9747899159663865,0.6681429830168476
2021,00-0034753,Mark Andrews,TE,BAL,target,158,85,0.5379746835443038,0.740506329113924,0.46886081408750724
2021,00-0034764,Michael Gallup,WR,DAL,target,62,26,0.41935483870967744,0.7096774193548387,0.6069361561188295
2021,00-0034765,Tre'Quan Smith,WR,NO,target,51,25,0.49019607843137253,0.6078431372549019,0.3733752872147015
2021,00-0034775,Christian Kirk,WR,ARI,target,103,42,0.4077669902912621,0.7572815533980582,0.525427669493704
2021,00-0034791,Nick Chubb,RB,CLE,carry,228,119,0.5219298245614035,0.9385964912280702,0.6138319547304459
2021,00-0034798,Durham Smythe,TE,MIA,target,41,20,0.4878048780487805,0.926829268292683,0.5685821009665677
2021,00-0034816,Ronald Jones,RB,TB,carry,101,68,0.6732673267326733,0.900990099009901,0.7943120471911855
2021,00-0034827,D.J. Moore,WR,CAR,target,164,83,0.5060975609756098,0.7195121951219512,0.37754007238004916
2021,00-0034829,Mike Gesicki,TE,MIA,target,113,52,0.46017699115044247,0.7168141592920354,0.4415523971128824
2021,00-0034837,Calvin Ridley,WR,ATL,target,52,31,0.5961538461538461,0.6153846153846154,0.3749254415026651
2021,00-0034844,Saquon Barkley,RB,NYG,carry,162,96,0.5925925925925926,0.9012345679012346,0.27516756180445706
2021,00-0034844,Saquon Barkley,RB,NYG,target,57,26,0.45614035087719296,0.9298245614035088,0.25493838117906475
2021,00-0034845,Sony Michel,RB,LA,carry,208,103,0.4951923076923077,0.8846153846153846,0.737600604972333
2021,00-0034960,Jakobi Meyers,WR,NE,target,128,57,0.4453125,0.6328125,0.5195730028205653
2021,00-0034972,Alexander Mattison,RB,MIN,carry,135,73,0.5407407407407407,0.9185185185185185,0.620277875778079
2021,00-0034981,Foster Moreau,TE,LV,target,44,25,0.5681818181818182,0.8181818181818182,0.4919805355516887
2021,00-0034983,Hunter Renfrow,WR,LV,target,129,73,0.5658914728682171,0.6666666666666666,0.3949822824404661
2021,00-0035140,Mecole Hardman,WR,KC,target,83,49,0.5903614457831325,0.8313253012048193,0.6595272851374325
2021,00-0035208,Olamide Zaccheaus,WR,ATL,target,54,24,0.4444444444444444,0.7037037037037037,0.31624418502044194
2021,00-0035215,Deonte Harris,WR,NO,target,59,25,0.423728813559322,0.6779661016949152,0.43460706808573213
2021,00-0035216,Diontae Johnson,WR,PIT,target,173,75,0.43352601156069365,0.6994219653179191,0.37488367206902073
2021,00-0035229,T.J. Hockenson,TE,DET,target,86,39,0.45348837209302323,0.7209302325581395,0.1593988128005297
2021,00-0035243,Miles Sanders,RB,PHI,carry,138,83,0.6014492753623188,0.9202898550724637,0.6126079861661553
2021,00-0035250,Devin Singletary,RB,BUF,carry,188,79,0.42021276595744683,0.9680851063829787,0.8431127799484145
2021,00-0035250,Devin Singletary,RB,BUF,target,50,27,0.54,0.84,0.607908469510803
2021,00-0035261,Tony Pollard,RB,DAL,carry,130,67,0.5153846153846153,0.9384615384615385,0.6919926587008657
2021,00-0035261,Tony Pollard,RB,DAL,target,47,26,0.5531914893617021,0.7872340425531915,0.6197485418468677
2021,00-0035311,Myles Gaskin,RB,MIA,carry,173,93,0.5375722543352601,0.9190751445086706,0.5796537979373179
2021,00-0035311,Myles Gaskin,RB,MIA,target,63,33,0.5238095238095238,0.7142857142857143,0.45169354286987257
2021,00-0035414,Jalen Guyton,WR,LAC,target,48,20,0.4166666666666667,0.6041666666666666,0.5087112071003805
2021,00-0035535,Darius Slayton,WR,NYG,target,58,34,0.5862068965517241,0.7586206896551724,0.3058095604157079
2021,00-0035537,Ty Johnson,RB,NYJ,carry,61,26,0.4262295081967213,0.8524590163934426,0.23371396667789668
2021,00-0035537,Ty Johnson,RB,NYJ,target,55,16,0.2909090909090909,0.6181818181818182,0.10979378684549536
2021,00-0035567,Craig Reynolds,RB,DET,carry,55,24,0.43636363636363634,0.8181818181818182,0.38640189875255926
2021,00-0035628,D'Ernest Johnson,RB,CLE,carry,100,36,0.36,0.86,0.6687995376187791
2021,00-0035640,DK Metcalf,WR,SEA,target,129,76,0.5891472868217055,0.6976744186046512,0.49055056478070147
2021,00-0035644,Noah Fant,TE,DEN,target,91,45,0.4945054945054945,0.7142857142857143,0.37542137078264176
2021,00-0035657,Damien Harris,RB,NE,carry,202,125,0.6188118811881188,0.9257425742574258,0.6091329024662032
2021,00-0035659,Terry McLaurin,WR,WAS,target,130,80,0.6153846153846154,0.7230769230769231,0.3612016313951244
2021,00-0035662,Marquise Brown,WR,BAL,target,147,71,0.48299319727891155,0.7414965986394558,0.46667344945597944
2021,00-0035664,Darrell Henderson,RB,LA,carry,149,66,0.4429530201342282,0.8859060402684564,0.7199670924487112
2021,00-0035664,Darrell Henderson,RB,LA,target,40,16,0.4,0.875,0.559020984926974
2021,00-0035676,A.J. Brown,WR,TEN,target,105,49,0.4666666666666667,0.6761904761904762,0.482911671924549
2021,00-0035685,David Montgomery,RB,CHI,carry,225,113,0.5022222222222222,0.9022222222222223,0.43702780344989145
2021,00-0035685,David Montgomery,RB,CHI,target,51,20,0.39215686274509803,0.7058823529411765,0.2464833646623518
2021,00-0035689,Dawson Knox,TE,BUF,target,71,26,0.36619718309859156,0.7323943661971831,0.6443749518296846
2021,00-0035700,Josh Jacobs,RB,LV,carry,217,142,0.6543778801843319,0.9354838709677419,0.4993934673086843
2021,00-0035700,Josh Jacobs,RB,LV,target,64,39,0.609375,0.90625,0.3722428776000015
2021,00-0035715,Derrick Gore,RB,KC,carry,51,23,0.45098039215686275,0.9215686274509803,0.8879730911815867
2021,00-0035719,Deebo Samuel,WR,SF,target,121,57,0.47107438016528924,0.7107438016528925,0.5359126993109596
2021,00-0035831,James Robinson,RB,JAX,carry,164,88,0.5365853658536586,0.9329268292682927,0.2654779167361034
2021,00-0035831,James Robinson,RB,JAX,target,46,9,0.1956521739130435,0.8260869565217391,0.1642175997637779
2021,00-0035860,Tony Jones,RB,NO,carry,54,23,0.42592592592592593,0.8333333333333334,0.4857442164213555
2021,00-0036020,Salvon Ahmed,RB,MIA,carry,54,28,0.5185185185185185,0.9444444444444444,0.5033258464708761
2021,00-0036182,Nick Westbrook-Ikhine,WR,TEN,target,57,24,0.42105263157894735,0.6140350877192983,0.4691317195660974
2021,00-0036196,Gabriel Davis,WR,BUF,target,63,31,0.49206349206349204,0.6190476190476191,0.7142351333646471
2021,00-0036219,Marquez Callaway,WR,NO,target,84,45,0.5357142857142857,0.5476190476190477,0.4430607452578399
2021,00-0036223,Jonathan Taylor,RB,IND,carry,332,175,0.5271084337349398,0.8855421686746988,0.6754889145994234
2021,00-0036223,Jonathan Taylor,RB,IND,target,52,26,0.5,0.7884615384615384,0.5513559439818626
2021,00-0036233,Donovan Peoples-Jones,WR,CLE,target,59,31,0.5254237288135594,0.6440677966101694,0.4499768739864228
2021,00-0036247,Freddie Swain,WR,SEA,target,41,23,0.5609756097560976,0.6097560975609756,0.49661648382315204
2021,00-0036251,Zack Moss,RB,BUF,carry,96,42,0.4375,0.9166666666666666,0.8572680891569082
2021,00-0036252,Michael Pittman,WR,IND,target,130,71,0.5461538461538461,0.6307692307692307,0.5485133359658639
2021,00-0036261,Brandon Aiyuk,WR,SF,target,86,48,0.5581395348837209,0.7441860465116279,0.5124475625480504
2021,00-0036265,A.J. Dillon,RB,GB,carry,187,100,0.5347593582887701,0.8983957219251337,0.6817376014455061
2021,00-0036268,Laviska Shenault,WR,JAX,target,100,35,0.35,0.59,0.20289608009878066
2021,00-0036271,Quez Watkins,WR,PHI,target,63,37,0.5873015873015873,0.6349206349206349,0.3933720576913247
2021,00-0036275,D'Andre Swift,RB,DET,carry,151,85,0.5629139072847682,0.847682119205298,0.24037707379268589
2021,00-0036275,D'Andre Swift,RB,DET,target,78,29,0.3717948717948718,0.717948717948718,0.14577724391426444
2021,00-0036290,Cole Kmet,TE,CHI,target,93,40,0.43010752688172044,0.7311827956989247,0.3193074275488607
2021,00-0036309,Darnell Mooney,WR,CHI,target,141,64,0.45390070921985815,0.6950354609929078,0.3981787652521814
2021,00-0036322,Justin Jefferson,WR,MIN,target,170,91,0.5352941176470588,0.6294117647058823,0.5095989757405487
2021,00-0036326,Chase Claypool,WR,PIT,target,105,47,0.44761904761904764,0.6,0.37826152980264205
2021,00-0036328,Antonio Gibson,RB,WAS,carry,259,174,0.6718146718146718,0.8764478764478765,0.4698261477297521
2021,00-0036328,Antonio Gibson,RB,WAS,target,53,33,0.6226415094339622,0.9056603773584906,0.3976956342602114
2021,00-0036331,Devin Duvernay,WR,BAL,target,47,23,0.48936170212765956,0.7021276595744681,0.519994013915532
2021,00-0036345,K.J. Osborn,WR,MIN,target,82,31,0.3780487804878049,0.5975609756097561,0.50326638822875025
2021,00-0036358,CeeDee Lamb,WR,DAL,target,121,66,0.5454545454545454,0.743801652892562,0.6156866799955757
2021,00-0036360,Clyde Edwards-Helaire,RB,KC,carry,119,60,0.5042016806722689,0.9831932773109243,0.7335143369786878
2021,00-0036365,Bryan Edwards,WR,LV,target,60,29,0.48333333333333334,0.7,0.4741501566537146
2021,00-0036387,Jalen Reagor,WR,PHI,target,57,27,0.47368421052631576,0.6666666666666666,0.41394234714393785
2021,00-0036407,Jerry Jeudy,WR,DEN,target,56,31,0.5535714285714286,0.6607142857142857,0.4546055139944656
2021,00-0036410,Tee Higgins,WR,CIN,target,111,58,0.5225225225225225,0.7207207207207207,0.48835492903927163
2021,00-0036415,Van Jefferson,WR,LA,target,89,39,0.43820224719101125,0.7640449438202247,0.5856517633482725
2021,00-0036422,Adam Trautman,TE,NO,target,44,21,0.4772727272727273,0.75,0.44144503680356273
2021,00-0036423,Albert Okwuegbunam,TE,DEN,target,40,21,0.525,0.725,0.5387598030880326
2021,00-0036427,Tyler Johnson,WR,TB,target,56,26,0.4642857142857143,0.625,0.5851675108595102
2021,00-0036550,Rashod Bateman,WR,BAL,target,68,38,0.5588235294117647,0.7647058823529411,0.4807787375415073
2021,00-0036554,Nico Collins,WR,HOU,target,60,30,0.5,0.6166666666666667,0.22916540344075806
2021,00-0036555,Chuba Hubbard,RB,CAR,carry,172,106,0.6162790697674418,0.9069767441860465,0.5218516109710243
2021,00-0036567,Elijah Mitchell,RB,SF,carry,207,121,0.5845410628019324,0.9516908212560387,0.676915564031592
2021,00-0036613,Jaylen Waddle,WR,MIA,target,140,93,0.6642857142857143,0.6785714285714286,0.4846981751645217
2021,00-0036755,Jaret Patterson,RB,WAS,carry,68,38,0.5588235294117647,0.9117647058823529,0.38110836526706243
2021,00-0036875,Rhamondre Stevenson,RB,NE,carry,133,61,0.45864661654135336,0.9548872180451128,0.7101249786135847
2021,00-0036893,Najee Harris,RB,PIT,carry,307,156,0.50814332247557,0.9153094462540716,0.46436842328637895
2021,00-0036893,Najee Harris,RB,PIT,target,94,28,0.2978723404255319,0.6914893617021277,0.28238586507514096
2021,00-0036894,Pat Freiermuth,TE,PIT,target,80,36,0.45,0.6,0.41279600478584055
2021,00-0036900,Ja'Marr Chase,WR,CIN,target,128,62,0.484375,0.6953125,0.49214673712981494
2021,00-0036906,Khalil Herbert,RB,CHI,carry,103,51,0.49514563106796117,0.9223300970873787,0.40265966678702847
2021,00-0036912,DeVonta Smith,WR,PHI,target,105,64,0.6095238095238096,0.7333333333333333,0.45060139018114204
2021,00-0036913,Kadarius Toney,WR,NYG,target,57,38,0.6666666666666666,0.6491228070175439,0.19687282392697575
2021,00-0036919,Kenneth Gainwell,RB,PHI,carry,69,29,0.42028985507246375,0.7681159420289855,0.6171971265905342
