season,player_id,full_name,position,posteam,kind,opportunities,neutral_opps,neutral_share,early_down_share,mean_wp
2021,00-0036919,Kenneth Gainwell,RB,PHI,target,50,28,0.56,0.68,0.2943822222122981
2021,00-0036924,Michael Carter,RB,NYJ,carry,148,64,0.43243243243243246,0.9459459459459459,0.23635088076747543
2021,00-0036924,Michael Carter,RB,NYJ,target,55,20,0.36363636363636365,0.8545454545454545,0.1662382031040827
2021,00-0036936,Rondale Moore,WR,ARI,target,64,29,0.453125,0.734375,0.6844762550546193
2021,00-0036963,Amon-Ra St. Brown,WR,DET,target,121,43,0.35537190082644626,0.6446280991735537,0.22864927160729687
2021,00-0036970,Kyle Pitts,TE,ATL,target,110,63,0.5727272727272728,0.7090909090909091,0.4140299696576304
2021,00-0036980,Elijah Moore,WR,NYJ,target,78,29,0.3717948717948718,0.6410256410256411,0.16522678059043647
2021,00-0036984,Trey Sermon,RB,SF,carry,41,19,0.4634146341463415,0.9512195121951219,0.6143666404049571
2021,00-0036988,Josh Palmer,WR,LAC,target,49,19,0.3877551020408163,0.7142857142857143,0.4836846494961682
2021,00-0036997,Javonte Williams,RB,DEN,carry,203,104,0.5123152709359606,0.8817733990147784,0.531195180996417
2021,00-0036997,Javonte Williams,RB,DEN,target,53,20,0.37735849056603776,0.6981132075471698,0.3989439304667648
2022,00-0027942,A.J. Green,WR,ARI,target,49,15,0.30612244897959184,0.5918367346938775,0.16245856606644893
2022,00-0027944,Julio Jones,WR,TB,target,43,19,0.4418604651162791,0.6744186046511628,0.4207299084547802
2022,00-0027966,Mark Ingram,RB,NO,carry,64,46,0.71875,0.859375,0.5088452940570424
2022,00-0028002,Randall Cobb,WR,GB,target,50,28,0.56,0.76,0.5627526908647269
2022,00-0029293,Marvin Jones,WR,JAX,target,81,30,0.37037037037037035,0.7160493827160493,0.43376845490750804
2022,00-0030035,Adam Thielen,WR,MIN,target,109,55,0.5045871559633027,0.7155963302752294,0.5386426799585561
2022,00-0030061,Zach Ertz,TE,ARI,target,71,22,0.30985915492957744,0.704225352112676,0.2299458521713793
2022,00-0030068,Marquise Goodwin,WR,SEA,target,42,22,0.5238095238095238,0.6666666666666666,0.3747545632823381
2022,00-0030279,Keenan Allen,WR,LAC,target,89,64,0.7191011235955056,0.6179775280898876,0.5423249920013915
2022,00-0030288,Rex Burkhead,RB,HOU,target,51,21,0.4117647058823529,0.45098039215686275,0.3031980427802089
2022,00-0030431,Robert Woods,WR,TEN,target,91,55,0.6043956043956044,0.6263736263736264,0.44628202502564884
2022,00-0030506,Travis Kelce,TE,KC,target,153,86,0.5620915032679739,0.7254901960784313,0.7349700023331772
2022,00-0030513,Latavius Murray,RB,DEN,carry,161,107,0.6645962732919255,0.8695652173913043,0.48157404429120276
2022,00-0030564,DeAndre Hopkins,WR,ARI,target,98,57,0.5816326530612245,0.7551020408163265,0.3943994620625994
2022,00-0030578,Cordarrelle Patterson,RB,ATL,carry,144,76,0.5277777777777778,0.9097222222222222,0.42800502527744444
2022,00-0031236,Brandin Cooks,WR,HOU,target,93,53,0.5698924731182796,0.6774193548387096,0.28634994101327227
2022,00-0031260,Logan Thomas,TE,WAS,target,61,24,0.39344262295081966,0.7540983606557377,0.3830553106753706
2022,00-0031376,Jerick McKinnon,RB,KC,carry,72,29,0.4027777777777778,0.9444444444444444,0.7367707656820939
2022,00-0031376,Jerick McKinnon,RB,KC,target,72,36,0.5,0.7083333333333334,0.7824390820639285
2022,00-0031381,Davante Adams,WR,LV,target,181,82,0.4530386740331492,0.7071823204419889,0.45325880645067773
2022,00-0031382,Jarvis Landry,WR,NO,target,40,19,0.475,0.75,0.38677972833849494
2022,00-0031408,Mike Evans,WR,TB,target,128,63,0.4921875,0.7109375,0.49641310500505353
2022,00-0031428,Allen Robinson,WR,LA,target,52,29,0.5576923076923077,0.5192307692307693,0.4786684733307294
2022,00-0031544,Amari Cooper,WR,CLE,target,132,85,0.6439393939393939,0.5984848484848485,0.4774972202624971
2022,00-0031547,DeVante Parker,WR,NE,target,47,32,0.6808510638297872,0.7872340425531915,0.3704616909814463
2022,00-0031549,Nelson Agholor,WR,NE,target,53,33,0.6226415094339622,0.71698113207547165,0.4366838454602743
2022,00-0031588,Stefon Diggs,WR,BUF,target,154,85,0.551948051948052,0.7987012987012987,0.7643588868849729
2022,00-0031610,Darren Waller,TE,LV,target,44,19,0.4318181818181818,0.7272727272727273,0.46603637163799294
2022,00-0031687,Raheem Mostert,RB,MIA,carry,181,116,0.6408839779005525,0.9668508287292817,0.4962904396163331
2022,00-0031687,Raheem Mostert,RB,MIA,target,42,28,0.6666666666666666,0.7857142857142857,0.4635491026898048
2022,00-0031763,DeAndre Carter,WR,LAC,target,65,31,0.47692307692307695,0.6461538461538462,0.47628299425100873
2022,00-0032144,Melvin Gordon,RB,DEN,carry,90,65,0.7222222222222222,0.9222222222222223,0.5838021128043895
2022,00-0032208,Phillip Dorsett,WR,HOU,target,40,17,0.425,0.775,0.16500504606665345
2022,00-0032211,Tyler Lockett,WR,SEA,target,117,59,0.5042735042735043,0.7350427350427351,0.44492391997582137
2022,00-0032392,Austin Hooper,TE,TEN,target,60,31,0.5166666666666667,0.6333333333333333,0.38377168156706226
2022,00-0032398,Chris Moore,WR,HOU,target,74,37,0.5,0.7567567567567568,0.2230220281140105
2022,00-0032464,Kalif Raymond,WR,DET,target,64,42,0.65625,0.640625,0.40388391172231763
2022,00-0032602,J.D. McKissic,RB,WAS,target,42,9,0.21428571428571427,0.5476190476190477,0.25046179683227504
2022,00-0032764,Derrick Henry,RB,TEN,carry,349,220,0.6303724928366762,0.9484240687679083,0.5919425395305034
2022,00-0032764,Derrick Henry,RB,TEN,target,41,24,0.5853658536585366,0.926829268292683,0.5133025397421656
2022,00-0032775,Demarcus Robinson,WR,BAL,target,75,50,0.6666666666666666,0.76,0.5540544486542545
2022,00-0033009,Tyler Boyd,WR,CIN,target,85,40,0.47058823529411764,0.6352941176470588,0.6416753666188211
2022,00-0033040,Tyreek Hill,WR,MIA,target,170,88,0.5176470588235295,0.7,0.47975977488677013
2022,00-0033045,Ezekiel Elliott,RB,DAL,carry,231,141,0.6103896103896104,0.8528138528138528,0.6836700687322007
2022,00-0033090,Hunter Henry,TE,NE,target,59,34,0.576271186440678,0.559322033898305,0.4823406841053422
2022,00-0033110,Tyler Higbee,TE,LA,target,108,56,0.5185185185185185,0.8055555555555556,0.3964172534367578
2022,00-0033118,Kenyan Drake,RB,BAL,carry,109,45,0.41284403669724773,0.926605504587156,0.7004208649175427
2022,00-0033280,Christian McCaffrey,RB,CAR,carry,87,46,0.5287356321839081,0.7701149425287356,0.4859280548424128
2022,00-0033280,Christian McCaffrey,RB,CAR,target,43,17,0.3953488372093023,0.7441860465116279,0.3109667297712593
2022,00-0033280,Christian McCaffrey,RB,SF,carry,159,105,0.660377358490566,0.9182389937106918,0.7791430577635765
2022,00-0033280,Christian McCaffrey,RB,SF,target,65,47,0.7230769230769231,0.7076923076923077,0.727585863150083
2022,00-0033282,Curtis Samuel,WR,WAS,target,93,44,0.4731182795698925,0.6021505376344086,0.3326958671955376
2022,00-0033288,George Kittle,TE,SF,target,86,58,0.6744186046511628,0.6744186046511628,0.6662562482030574
2022,00-0033293,Aaron Jones,RB,GB,carry,213,115,0.539906103286385,0.9061032863849765,0.5577391515755937
2022,00-0033293,Aaron Jones,RB,GB,target,73,47,0.6438356164383562,0.7945205479452054,0.48970162087441615
2022,00-0033307,Kendrick Bourne,WR,NE,target,48,24,0.5,0.6875,0.3713153088659359
2022,00-0033308,Matt Breida,RB,NYG,carry,54,23,0.42592592592592593,0.8888888888888888,0.45667146451564306
2022,00-0033466,Isaiah McKenzie,WR,BUF,target,65,44,0.676923076923077,0.676923076923077,0.6848375464861209
2022,00-0033526,Samaje Perine,RB,CIN,carry,96,45,0.46875,0.9166666666666666,0.7144466674937479
2022,00-0033526,Samaje Perine,RB,CIN,target,51,29,0.5686274509803921,0.6666666666666666,0.6060272090173527
2022,00-0033536,Mike Williams,WR,LAC,target,93,51,0.5483870967741935,0.6881720430107527,0.5972066285244035
2022,00-0033553,James Conner,RB,ARI,carry,183,113,0.6174863387978142,0.8469945355191257,0.40881242938994145
2022,00-0033553,James Conner,RB,ARI,target,58,34,0.5862068965517241,0.7586206896551724,0.2586279402678664
2022,00-0033555,Mack Hollins,WR,LV,target,94,45,0.4787234042553192,0.6808510638297872,0.4357672874333381
2022,00-0033591,Noah Brown,WR,DAL,target,75,45,0.6,0.6133333333333333,0.5786304932895192
2022,00-0033699,Austin Ekeler,RB,LAC,carry,204,121,0.5931372549019608,0.8774509803921569,0.6125931761660683
2022,00-0033699,Austin Ekeler,RB,LAC,target,127,63,0.49606299212598426,0.8110236220472441,0.4912934171520109
2022,00-0033757,Robert Tonyan,TE,GB,target,67,30,0.44776119402985076,0.7164179104477612,0.4826723356920629
2022,00-0033854,Dare Ogunbowale,RB,HOU,carry,43,26,0.6046511627906976,0.813953488372093,0.34652819787780204
2022,00-0033856,Leonard Fournette,RB,TB,carry,189,132,0.6984126984126984,0.8571428571428571,0.6534925092890254
2022,00-0033856,Leonard Fournette,RB,TB,target,83,38,0.4578313253012048,0.8313253012048193,0.4645732861258858
2022,00-0033857,JuJu Smith-Schuster,WR,KC,target,102,53,0.5196078431372549,0.7254901960784313,0.7311465661674054
2022,00-0033871,Corey Davis,WR,NYJ,target,64,28,0.4375,0.578125,0.2694654506660754
2022,00-0033881,Evan Engram,TE,JAX,target,101,50,0.49504950495049505,0.7128712871287128,0.4724435904968326
2022,00-0033885,David Njoku,TE,CLE,target,80,50,0.625,0.6875,0.4064951946187647
2022,00-0033891,Zay Jones,WR,JAX,target,122,56,0.45901639344262296,0.6885245901639344,0.4527356146833568
2022,00-0033893,Dalvin Cook,RB,MIN,carry,264,149,0.5643939393939394,0.9545454545454546,0.6183513648149638
2022,00-0033893,Dalvin Cook,RB,MIN,target,56,19,0.3392857142857143,0.7857142857142857,0.5001501371183881
2022,00-0033895,Gerald Everett,TE,LAC,target,88,42,0.4772727272727273,0.7045454545454546,0.5051984004260845
2022,00-0033897,Joe Mixon,RB,CIN,carry,210,82,0.3904761904761905,0.9285714285714286,0.694316889157008
2022,00-0033897,Joe Mixon,RB,CIN,target,75,36,0.48,0.9333333333333333,0.6438619450964325
2022,00-0033906,Alvin Kamara,RB,NO,carry,223,128,0.5739910313901345,0.9192825112107623,0.6048114559837124
2022,00-0033906,Alvin Kamara,RB,NO,target,77,35,0.45454545454545453,0.8311688311688312,0.44119731905528453
2022,00-0033908,Cooper Kupp,WR,LA,target,98,60,0.6122448979591837,0.7857142857142857,0.4989448641685232
2022,00-0033921,Chris Godwin,WR,TB,target,145,83,0.5724137931034483,0.696551724137931,0.4849272573081713
2022,00-0033923,Kareem Hunt,RB,CLE,carry,123,69,0.5609756097560976,0.8048780487804879,0.6209041870679948
2022,00-0033923,Kareem Hunt,RB,CLE,target,44,28,0.6363636363636364,0.6818181818181818,0.45576968394743744
2022,00-0033925,D'Onta Foreman,RB,CAR,carry,204,113,0.553921568627451,0.9215686274509803,0.5817435610900277
2022,00-0033943,Josh Reynolds,WR,DET,target,59,26,0.4406779661016949,0.7966101694915254,0.40050298107537124
2022,00-0033948,Jamaal Williams,RB,DET,carry,263,147,0.55893536121673,0.8859315589353612,0.5425988937275268
2022,00-0034115,Jeffery Wilson,RB,MIA,carry,84,50,0.5952380952380952,0.9047619047619048,0.6777906967770486
2022,00-0034115,Jeffery Wilson,RB,SF,carry,92,60,0.6521739130434783,0.9456521739130435,0.7582902129253616
2022,00-0034184,Gus Edwards,RB,BAL,carry,87,64,0.735632183908046,0.8620689655172413,0.6406903980278421
2022,00-0034270,Tyler Conklin,TE,NYJ,target,87,42,0.4827586206896552,0.5977011494252874,0.28604509880640494
2022,00-0034272,Marquez Valdes-Scantling,WR,KC,target,81,43,0.5308641975308642,0.7037037037037037,0.7114174457979792
2022,00-0034286,Richie James,WR,NYG,target,70,33,0.4714285714285714,0.6571428571428571,0.3102315167404023
2022,00-0034348,Courtland Sutton,WR,DEN,target,109,69,0.6330275229357798,0.6972477064220184,0.43870635653561
2022,00-0034351,Dallas Goedert,TE,PHI,target,69,38,0.5507246376811594,0.8260869565217391,0.7709821754175683
2022,00-0034364,Jordan Akins,TE,HOU,target,56,25,0.44642857142857145,0.5714285714285714,0.2434589135473061
2022,00-0034383,Dalton Schultz,TE,DAL,target,89,53,0.5955056179775281,0.8314606741573034,0.6396814064112762
2022,00-0034411,Russell Gage,WR,TB,target,72,35,0.4861111111111111,0.7222222222222222,0.4513974365636629
2022,00-0034414,Boston Scott,RB,PHI,carry,54,10,0.18518518518518517,0.8703703703703703,0.8983140157328712
2022,00-0034440,Justin Jackson,RB,DET,carry,43,26,0.6046511627906976,0.8837209302325582,0.5150382664262981
2022,00-0034487,Trent Sherfield,WR,MIA,target,51,31,0.6078431372549019,0.6078431372549019,0.5079145817926116
2022,00-0034521,Allen Lazard,WR,GB,target,101,55,0.5445544554455446,0.6435643564356436,0.520877805663026
2022,00-0034681,Chase Edmonds,RB,MIA,carry,42,20,0.47619047619047616,0.8809523809523809,0.6013602514174723
2022,00-0034750,Rashaad Penny,RB,SEA,carry,57,42,0.7368421052631579,0.9122807017543859,0.5127693682647588
2022,00-0034753,Mark Andrews,TE,BAL,target,114,77,0.6754385964912281,0.7456140350877193,0.6713862828527365
2022,00-0034764,Michael Gallup,WR,DAL,target,74,49,0.6621621621621622,0.5675675675675675,0.6295089705680447
2022,00-0034775,Christian Kirk,WR,JAX,target,134,63,0.4701492537313433,0.7089552238805971,0.40066946233873624
2022,00-0034777,D.J. Chark,WR,DET,target,52,26,0.5,0.5384615384615384,0.5181057642822942
2022,00-0034791,Nick Chubb,RB,CLE,carry,303,182,0.6006600660066007,0.9405940594059405,0.5488216582979968
2022,00-0034827,D.J. Moore,WR,CAR,target,118,67,0.5677966101694916,0.6779661016949152,0.4145880531893407
2022,00-0034829,Mike Gesicki,TE,MIA,target,53,21,0.39622641509433965,0.71698113207547165,0.4300996843915222
2022,00-0034830,Hayden Hurst,TE,CIN,target,68,37,0.5441176470588235,0.6764705882352942,0.5988216317125667
2022,00-0034838,Royce Freeman,RB,HOU,carry,41,27,0.6585365853658537,0.926829268292683,0.3797310163756664
2022,00-0034844,Saquon Barkley,RB,NYG,carry,295,178,0.6033898305084746,0.9559322033898305,0.4996589815930733
2022,00-0034844,Saquon Barkley,RB,NYG,target,77,41,0.5324675324675324,0.7532467532467533,0.3626244444228322
2022,00-0034860,Dante Pettis,WR,CHI,target,42,22,0.5238095238095238,0.47619047619047616,0.21910885037655295
2022,00-0034960,Jakobi Meyers,WR,NE,target,98,46,0.46938775510204084,0.6020408163265306,0.5187515063600197
2022,00-0034972,Alexander Mattison,RB,MIN,carry,74,31,0.4189189189189189,0.9459459459459459,0.5857224451130506
2022,00-0034975,Justice Hill,RB,BAL,carry,49,24,0.4897959183673469,0.8979591836734694,0.6225534182574067
2022,00-0034981,Foster Moreau,TE,LV,target,54,29,0.5370370370370371,0.7777777777777778,0.43832298994325186
2022,00-0034983,Hunter Renfrow,WR,LV,target,51,19,0.37254901960784315,0.6078431372549019,0.43177899048328466
2022,00-0035208,Olamide Zaccheaus,WR,ATL,target,61,28,0.45901639344262296,0.6721311475409836,0.332080071043895
2022,00-0035216,Diontae Johnson,WR,PIT,target,149,88,0.5906040268456376,0.7315436241610739,0.40207171695137645
2022,00-0035229,T.J. Hockenson,TE,DET,target,44,22,0.5,0.7727272727272727,0.36145644409565875
2022,00-0035229,T.J. Hockenson,TE,MIN,target,87,40,0.45977011494252873,0.6206896551724138,0.4074725161990688
2022,00-0035243,Miles Sanders,RB,PHI,carry,260,119,0.4576923076923077,0.9,0.7758894051776412
2022,00-0035250,Devin Singletary,RB,BUF,carry,177,101,0.5706214689265536,0.9322033898305084,0.7709004184452153
2022,00-0035250,Devin Singletary,RB,BUF,target,52,40,0.7692307692307693,0.8461538461538461,0.7152176020810237
2022,00-0035261,Tony Pollard,RB,DAL,carry,193,120,0.6217616580310881,0.9119170984455959,0.6674230807247317
2022,00-0035261,Tony Pollard,RB,DAL,target,55,26,0.4727272727272727,0.7818181818181819,0.6194401773135971
2022,00-0035298,Scott Miller,WR,TB,target,40,14,0.35,0.775,0.5040670607530047
2022,00-0035500,Greg Dortch,WR,ARI,target,64,27,0.421875,0.65625,0.20936146693722435
2022,00-0035535,Darius Slayton,WR,NYG,target,71,34,0.4788732394366197,0.7887323943661971,0.3972743747536172
2022,00-0035639,Parris Campbell,WR,IND,target,92,35,0.3804347826086957,0.6956521739130435,0.36241805369562086
2022,00-0035640,DK Metcalf,WR,SEA,target,142,85,0.5985915492957746,0.7253521126760564,0.458761869106042
2022,00-0035644,Noah Fant,TE,SEA,target,63,39,0.6190476190476191,0.7936507936507936,0.44657182439261794
2022,00-0035657,Damien Harris,RB,NE,carry,106,75,0.7075471698113207,0.9339622641509434,0.4808995371491139
2022,00-0035659,Terry McLaurin,WR,WAS,target,120,66,0.55,0.6416666666666667,0.39040373456009547
2022,00-0035662,Marquise Brown,WR,ARI,target,107,59,0.5514018691588785,0.6728971962616822,0.2736463880949748
2022,00-0035676,A.J. Brown,WR,PHI,target,145,80,0.5517241379310345,0.7448275862068966,0.762409496153223
2022,00-0035685,David Montgomery,RB,CHI,carry,201,110,0.5472636815920398,0.8706467661691543,0.30054387497473006
2022,00-0035685,David Montgomery,RB,CHI,target,40,19,0.475,0.6,0.20092351584003154
2022,00-0035689,Dawson Knox,TE,BUF,target,65,44,0.676923076923077,0.7846153846153846,0.7160490428939319
2022,00-0035700,Josh Jacobs,RB,LV,carry,341,182,0.533724340175953,0.9120234604105572,0.541609611120826
2022,00-0035700,Josh Jacobs,RB,LV,target,64,28,0.4375,0.96875,0.38997725343256207
2022,00-0035719,Deebo Samuel,WR,SF,target,94,56,0.5957446808510638,0.7872340425531915,0.6814522972600436
2022,00-0035806,Jamycal Hasty,RB,JAX,carry,46,25,0.5434782608695652,0.8913043478260869,0.6024680400024289
2022,00-0035831,James Robinson,RB,JAX,carry,81,47,0.5802469135802469,0.8641975308641975,0.6215242146525854
2022,00-0036040,Juwan Johnson,TE,NO,target,65,35,0.5384615384615384,0.676923076923077,0.4427651459431778
2022,00-0036158,J.K. Dobbins,RB,BAL,carry,92,78,0.8478260869565217,0.9565217391304348,0.6607394260556801
2022,00-0036165,Isaiah Hodgins,WR,NYG,target,43,23,0.5348837209302325,0.6744186046511628,0.353098309587357
2022,00-0036182,Nick Westbrook-Ikhine,WR,TEN,target,50,27,0.54,0.6,0.4396574891422643
2022,00-0036196,Gabe Davis,WR,BUF,target,93,64,0.6881720430107527,0.6989247311827957,0.7475747291339181
2022,00-0036223,Jonathan Taylor,RB,IND,carry,192,121,0.6302083333333334,0.875,0.42810119536171953
2022,00-0036223,Jonathan Taylor,RB,IND,target,42,26,0.6190476190476191,0.6666666666666666,0.3855671728099076
2022,00-0036232,Harrison Bryant,TE,CLE,target,43,28,0.6511627906976745,0.7674418604651163,0.445086639908386
2022,00-0036233,Donovan Peoples-Jones,WR,CLE,target,96,49,0.5104166666666666,0.65625,0.36558410962334165
2022,00-0036251,Zack Moss,RB,IND,carry,76,20,0.2631578947368421,0.9342105263157895,0.48125727154761555
2022,00-0036252,Michael Pittman,WR,IND,target,142,59,0.4154929577464789,0.6408450704225352,0.3715627546622932
2022,00-0036259,Jauan Jennings,WR,SF,target,56,31,0.5535714285714286,0.4642857142857143,0.6808327693522317
2022,00-0036261,Brandon Aiyuk,WR,SF,target,114,67,0.5877192982456141,0.7543859649122807,0.6708618534683953
2022,00-0036265,A.J. Dillon,RB,GB,carry,186,101,0.543010752688172,0.8870967741935484,0.5730306076258923
2022,00-0036265,A.J. Dillon,RB,GB,target,43,21,0.4883720930232558,0.813953488372093,0.44453148838798623
2022,00-0036271,Quez Watkins,WR,PHI,target,51,32,0.6274509803921569,0.7254901960784313,0.7408441335839384
2022,00-0036275,D'Andre Swift,RB,DET,carry,100,47,0.47,0.82,0.5569876967865227
2022,00-0036275,D'Andre Swift,RB,DET,target,70,38,0.5428571428571428,0.7857142857142857,0.5072984367255621
2022,00-0036290,Cole Kmet,TE,CHI,target,70,34,0.4857142857142857,0.7571428571428571,0.28612069745796553
2022,00-0036309,Darnell Mooney,WR,CHI,target,62,38,0.6129032258064516,0.7096774193548387,0.3381121087086297
2022,00-0036322,Justin Jefferson,WR,MIN,target,185,104,0.5621621621621622,0.7351351351351352,0.5169144675030198
2022,00-0036326,Chase Claypool,WR,PIT,target,50,20,0.4,0.66,0.24846606801884263
2022,00-0036328,Antonio Gibson,RB,WAS,carry,149,89,0.5973154362416108,0.9194630872483222,0.49063365146867
2022,00-0036328,Antonio Gibson,RB,WAS,target,58,29,0.5,0.8103448275862069,0.46658287526525816
2022,00-0036331,Devin Duvernay,WR,BAL,target,49,36,0.7346938775510204,0.7959183673469388,0.6695471909277293
2022,00-0036345,K.J. Osborn,WR,MIN,target,90,30,0.3333333333333333,0.7,0.44417221604605095
2022,00-0036358,CeeDee Lamb,WR,DAL,target,156,86,0.5512820512820513,0.7243589743589743,0.6213098646739337
2022,00-0036360,Clyde Edwards-Helaire,RB,KC,carry,71,40,0.5633802816901409,0.9577464788732394,0.7115897897263648
2022,00-0036370,Joshua Kelley,RB,LAC,carry,69,50,0.7246376811594203,0.8985507246376812,0.6877268110426182
2022,00-0036383,Eno Benjamin,RB,ARI,carry,71,40,0.5633802816901409,0.9436619718309859,0.3749146394441229
2022,00-0036407,Jerry Jeudy,WR,DEN,target,100,60,0.6,0.74,0.38585608926878184
2022,00-0036410,Tee Higgins,WR,CIN,target,110,53,0.4818181818181818,0.8,0.6603894853795669
2022,00-0036414,Cam Akers,RB,LA,carry,188,108,0.574468085106383,0.9308510638297872,0.4522664559978131
2022,00-0036415,Van Jefferson,WR,LA,target,44,19,0.4318181818181818,0.7045454545454546,0.345985544949971
2022,00-0036493,Deon Jackson,RB,IND,carry,68,28,0.4117647058823529,0.9264705882352942,0.4159173050666942
2022,00-0036554,Nico Collins,WR,HOU,target,66,34,0.5151515151515151,0.696969696969697,0.20417764628302512
2022,00-0036555,Chuba Hubbard,RB,CAR,carry,95,57,0.6,0.7578947368421053,0.5716518342494965
2022,00-0036567,Elijah Mitchell,RB,SF,carry,45,28,0.6222222222222222,0.9555555555555556,0.8197304341528151
2022,00-0036572,Shi Smith,WR,CAR,target,42,20,0.47619047619047616,0.7142857142857143,0.35926605846824666
2022,00-0036613,Jaylen Waddle,WR,MIA,target,118,64,0.5423728813559322,0.6779661016949152,0.4772887676556564
2022,00-0036829,Caleb Huntley,RB,ATL,carry,76,41,0.5394736842105263,0.9605263157894737,0.4420320689555649
2022,00-0036862,Ben Skowronek,WR,LA,target,61,26,0.4262295081967213,0.7049180327868853,0.32546908646863976
2022,00-0036875,Rhamondre Stevenson,RB,NE,carry,210,108,0.5142857142857142,0.8761904761904762,0.5642185064703447
2022,00-0036875,Rhamondre Stevenson,RB,NE,target,90,47,0.5222222222222223,0.7444444444444445,0.4077741023392572
2022,00-0036876,Kylen Granson,TE,IND,target,40,19,0.475,0.725,0.4067350328405155
2022,00-0036893,Najee Harris,RB,PIT,carry,272,178,0.6544117647058824,0.9669117647058824,0.4838971609530265
2022,00-0036893,Najee Harris,RB,PIT,target,53,25,0.4716981132075472,0.7358490566037735,0.31440007017336713
2022,00-0036894,Pat Freiermuth,TE,PIT,target,98,51,0.5204081632653061,0.6530612244897959,0.3591035923107446
2022,00-0036900,Ja'Marr Chase,WR,CIN,target,134,46,0.34328358208955223,0.7089552238805971,0.6574464321358879
2022,00-0036906,Khalil Herbert,RB,CHI,carry,129,65,0.5038759689922481,0.9302325581395349,0.375903060872743
2022,00-0036912,DeVonta Smith,WR,PHI,target,137,77,0.5620437956204379,0.708029197080292,0.7338874918243197
2022,00-0036919,Kenneth Gainwell,RB,PHI,carry,53,20,0.37735849056603776,0.71698113207547165,0.8455431236411041
2022,00-0036924,Michael Carter,RB,NYJ,carry,114,70,0.6140350877192983,0.9385964912280702,0.44123911668072663
2022,00-0036924,Michael Carter,RB,NYJ,target,54,30,0.5555555555555556,0.8333333333333334,0.25882239934516194
2022,00-0036936,Rondale Moore,WR,ARI,target,56,34,0.6071428571428571,0.7321428571428571,0.3611744004966957
2022,00-0036955,Terrace Marshall,WR,CAR,target,47,23,0.48936170212765956,0.7659574468085106,0.3132871570441569
2022,00-0036963,Amon-Ra St. Brown,WR,DET,target,146,81,0.5547945205479452,0.6506849315068494,0.4934120934665346
2022,00-0036970,Kyle Pitts,TE,ATL,target,59,38,0.6440677966101694,0.6779661016949152,0.41980116139560686
2022,00-0036973,Travis Etienne,RB,JAX,carry,221,119,0.5384615384615384,0.9004524886877828,0.5416065419454346
2022,00-0036973,Travis Etienne,RB,JAX,target,45,17,0.37777777777777777,0.6222222222222222,0.4393632407196694
2022,00-0036980,Elijah Moore,WR,NYJ,target,65,30,0.46153846153846156,0.6153846153846154,0.2704028671079029
2022,00-0036988,Josh Palmer,WR,LAC,target,108,66,0.6111111111111112,0.6851851851851852,0.45183573147334094
2022,00-0036997,Javonte Williams,RB,DEN,carry,47,37,0.7872340425531915,0.9148936170212766,0.5588911778115212
2022,00-0037157,Zonovan Knight,RB,NYJ,carry,85,52,0.611764705882353,0.9529411764705882,0.4160978998112329
2022,00-0037197,Isiah Pacheco,RB,KC,carry,170,79,0.4647058823529412,0.9235294117647059,0.8227684452232686
2022,00-0037228,Jaylen Warren,RB,PIT,carry,77,43,0.5584415584415584,0.948051948051948,0.43788051195337785
2022,00-0037238,Drake London,WR,ATL,target,118,57,0.4830508474576271,0.7372881355932204,0.3580248013662364
2022,00-0037239,Chris Olave,WR,NO,target,120,53,0.44166666666666665,0.6166666666666667,0.41037092446363715
2022,00-0037247,George Pickens,WR,PIT,target,85,46,0.5411764705882353,0.6352941176470588,0.400779029282296
2022,00-0037248,James Cook,RB,BUF,carry,89,46,0.5168539325842697,0.9325842696629213,0.8523860804820329
2022,00-0037252,Greg Dulcich,TE,DEN,target,55,36,0.6545454545454545,0.7454545454545455,0.34351025115373146
2022,00-0037256,Rachaad White,RB,TB,carry,130,73,0.5615384615384615,0.8846153846153846,0.5756215563107123
2022,00-0037256,Rachaad White,RB,TB,target,58,29,0.5,0.7758620689655172,0.462447827126731
2022,00-0037258,Dameon Pierce,RB,HOU,carry,220,157,0.7136363636363636,0.9,0.2849772025124614
2022,00-0037263,Tyler Allgeier,RB,ATL,carry,211,100,0.47393364928909953,0.8578199052132701,0.4082002150383976
2022,00-0037525,Jordan Mason,RB,SF,carry,43,7,0.16279069767441862,0.9302325581395349,0.947960803675097
2022,00-0037664,Alec Pierce,WR,IND,target,78,37,0.47435897435897434,0.6794871794871795,0.3633764856065752
2022,00-0037740,Garrett Wilson,WR,NYJ,target,146,71,0.4863013698630137,0.678082191780822,0.27981002563020624
2022,00-0037741,Jahan Dotson,WR,WAS,target,63,26,0.4126984126984127,0.6507936507936508,0.2957888483062261
2022,00-0037742,Treylon Burks,WR,TEN,target,54,35,0.6481481481481481,0.7037037037037037,0.44988440314342304
2022,00-0037746,Brian Robinson,RB,WAS,carry,205,149,0.7268292682926829,0.8878048780487805,0.5042309441694582
2022,00-0037755,Jelani Woods,TE,IND,target,40,15,0.375,0.825,0.2707312038529153
2022,00-0037809,Chigoziem Okonkwo,TE,TEN,target,47,30,0.6382978723404256,0.723404255319149,0.4171221999033958
2022,00-0037816,Romeo Doubs,WR,GB,target,67,36,0.5373134328358209,0.7164179104477612,0.5731655858924487
2022,00-0037838,Isaiah Likely,TE,BAL,target,60,33,0.55,0.6166666666666667,0.5290213616002197
