season,player_id,full_name,position,games,pts,exp_pts,gap,td,td_exp,gap_per_game,td_gap,fade_flag,exp_per_game
2020,00-0029000,Cole Beasley,WR,18,236,217.64,18.359999999999996,5,5.379999999999999,1.0199999999999998,-0.379999999999999,FALSE,12.091111111111111
2020,00-0029141,Alfred Morris,RB,9,40.7,34.24,6.460000000000001,2,0.9500000000000002,0.7177777777777778,1.0499999999999998,FALSE,3.8044444444444445
2020,00-0029263,Russell Wilson,QB,17,381.7399999999999,379.14000000000004,2.6000000000000174,44,43.040000000000006,0.15294117647058925,0.9599999999999937,FALSE,22.302352941176473
2020,00-0029293,Marvin Jones,WR,16,227.8,213.47999999999996,14.32,9,6.459999999999999,0.895,2.540000000000001,FALSE,13.342499999999998
2020,00-0029567,Nick Foles,QB,9,104.17999999999999,124.19000000000001,-20.009999999999998,11,13.43,-2.223333333333333,-2.4299999999999997,FALSE,13.79888888888889
2020,00-0029604,Kirk Cousins,QB,16,312.20000000000005,300.1,12.099999999999982,36,34.41,0.7562499999999989,1.5900000000000034,FALSE,18.75625
2020,00-0029608,T.Y. Hilton,WR,16,169.39999999999998,183.16999999999996,-13.770000000000003,5,5.54,-0.8606250000000002,-0.54,FALSE,11.448124999999997
2020,00-0029701,Ryan Tannehill,QB,17,355.55999999999995,300.59999999999997,54.960000000000015,41,32.870000000000005,3.232941176470589,8.129999999999995,TRUE,17.682352941176468
2020,00-0029738,Darren Fells,TE,12,76.2,51.43999999999999,24.759999999999998,4,1.7600000000000002,2.063333333333333,2.2399999999999998,TRUE,4.286666666666666
2020,00-0029892,Kyle Juszczyk,RB,16,81.60000000000001,67.19,14.409999999999998,6,3.47,0.9006249999999999,2.53,FALSE,4.199375
2020,00-0030035,Adam Thielen,WR,15,252,224.61,27.389999999999997,14,10.88,1.8259999999999998,3.119999999999999,TRUE,14.974
2020,00-0030061,Zach Ertz,TE,11,77.49999999999999,118.80999999999999,-41.31,1,2.29,-3.755454545454546,-1.29,FALSE,10.800909090909089
2020,00-0030181,Jack Doyle,TE,14,86.1,80.06,6.040000000000001,4,2.9,0.4314285714285715,1.1,FALSE,5.718571428571429
2020,00-0030216,Josh Hill,TE,9,19.3,21.750000000000004,-2.45,1,1.02,-0.27222222222222225,-0.020000000000000018,FALSE,2.416666666666667
2020,00-0030279,Keenan Allen,WR,14,245.10000000000002,245.88000000000005,-0.7800000000000029,8,5.98,-0.055714285714285924,2.0199999999999996,FALSE,17.562857142857148
2020,00-0030288,Rex Burkhead,RB,10,107.60000000000002,94.32999999999998,13.269999999999998,6,3.7899999999999996,1.3269999999999997,2.2100000000000004,FALSE,9.432999999999998
2020,00-0030431,Robert Woods,WR,18,270.40000000000003,258.46999999999997,11.930000000000003,9,5.580000000000001,0.6627777777777779,3.419999999999999,FALSE,14.359444444444442
2020,00-0030456,Giovani Bernard,RB,16,158.1,159.35000000000002,-1.2500000000000024,6,5.0699999999999985,-0.07812500000000015,0.9300000000000015,FALSE,9.959375000000001
2020,00-0030470,Vance McDonald,TE,10,24.900000000000002,34.739999999999995,-9.839999999999998,0,1.09,-0.9839999999999998,-1.09,FALSE,3.4739999999999993
2020,00-0030472,Jordan Reed,TE,10,73.1,80.22999999999999,-7.130000000000002,4,2.76,-0.7130000000000002,1.2400000000000002,FALSE,8.023
2020,00-0030496,Le'Veon Bell,RB,12,68,90.08,-22.080000000000002,1,3.35,-1.84,-2.35,FALSE,7.506666666666667
2020,00-0030506,Travis Kelce,TE,18,397.76,353.42999999999995,44.33,14,12.6,2.4627777777777777,1.4000000000000004,TRUE,19.634999999999998
2020,00-0030513,Latavius Murray,RB,16,146.2,130.34999999999997,15.849999999999998,6,4.430000000000001,0.9906249999999999,1.5699999999999994,FALSE,8.146874999999998
2020,00-0030549,Tyler Eifert,TE,14,82.9,104.96000000000001,-22.06,2,3.66,-1.5757142857142856,-1.6600000000000001,FALSE,7.497142857142857
2020,00-0030564,DeAndre Hopkins,WR,16,287.8,287.68,0.120000000000001,6,7.57,0.007500000000000062,-1.5700000000000003,FALSE,17.98
2020,00-0030578,Cordarrelle Patterson,WR,16,63.6,82.36999999999999,-18.77,1,2.3799999999999994,-1.173125,-1.3799999999999994,FALSE,5.148124999999999
2020,00-0030663,Willie Snead,WR,15,104.60000000000001,92.2,12.400000000000002,3,2.1999999999999993,0.8266666666666668,0.8000000000000007,FALSE,6.1466666666666665
2020,00-0030710,Trey Burton,TE,12,89.69999999999999,98.77999999999999,-9.080000000000002,5,4.679999999999999,-0.7566666666666668,0.3200000000000012,FALSE,8.231666666666666
2020,00-0030968,Keith Smith,RB,12,17.6,25.29,-7.689999999999999,0,0.22,-0.6408333333333333,-0.22,FALSE,2.1075
2020,00-0031045,Carlos Hyde,RB,11,85.39999999999999,83.18,2.219999999999998,4,3,0.20181818181818165,1,FALSE,7.561818181818182
2020,00-0031051,John Brown,WR,12,115.40000000000002,132.89,-17.49000000000001,3,4.6499999999999995,-1.4575000000000007,-1.6499999999999995,FALSE,11.074166666666665
2020,00-0031062,James White,RB,14,116.6,115.16000000000001,1.4400000000000035,3,2.54,0.1028571428571431,0.45999999999999996,FALSE,8.225714285714286
2020,00-0031236,Brandin Cooks,WR,15,231.3,219.47000000000003,11.830000000000002,6,6.5,0.7886666666666667,-0.5,FALSE,14.631333333333336
2020,00-0031237,Teddy Bridgewater,QB,15,245.1,255.78000000000003,-10.679999999999998,20,23.42,-0.7119999999999999,-3.4200000000000017,FALSE,17.052000000000003
2020,00-0031260,Logan Thomas,TE,17,189.01999999999998,194.44,-5.419999999999998,6,5.359999999999999,-0.3188235294117646,0.6400000000000006,FALSE,11.43764705882353
2020,00-0031273,Cameron Brate,TE,17,105.69999999999999,97.01,8.690000000000001,3,2.87,0.5111764705882353,0.1299999999999999,FALSE,5.706470588235295
2020,00-0031280,Derek Carr,QB,16,286.12,302.6,-16.48,30,35.5,-1.03,-5.5,FALSE,18.9125
2020,00-0031325,Sammy Watkins,WR,11,89.69999999999999,110.09999999999998,-20.400000000000002,2,4.42,-1.8545454545454547,-2.42,FALSE,10.009090909090908
2020,00-0031376,Jerick McKinnon,RB,14,126.2,126.27,-0.06999999999999451,6,4.379999999999998,-0.004999999999999608,1.6200000000000019,FALSE,9.019285714285713
2020,00-0031381,Davante Adams,WR,16,401.7,345.32,56.38000000000001,20,16.01,3.5237500000000006,3.9899999999999984,TRUE,21.5825
2020,00-0031382,Jarvis Landry,WR,17,223.16,219.75,3.4100000000000037,7,7.949999999999999,0.20058823529411787,-0.9499999999999993,FALSE,12.926470588235293
2020,00-0031384,Richard Rodgers,TE,8,70.5,52.24,18.26,2,1.04,2.2825,0.96,FALSE,6.53
2020,00-0031387,Eric Ebron,TE,16,160.99999999999997,181.17999999999998,-20.180000000000007,6,6.629999999999999,-1.2612500000000004,-0.629999999999999,FALSE,11.323749999999999
2020,00-0031408,Mike Evans,WR,20,292.00000000000006,271.29999999999995,20.699999999999996,15,13.319999999999999,1.0349999999999997,1.6800000000000015,TRUE,13.564999999999998
2020,00-0031428,Allen Robinson,WR,17,274.40000000000003,264.29,10.110000000000003,6,7.1499999999999995,0.5947058823529413,-1.1499999999999995,FALSE,15.546470588235294
2020,00-0031544,Amari Cooper,WR,16,236.79999999999998,234.4,2.4000000000000012,5,7.009999999999999,0.15000000000000008,-2.009999999999999,FALSE,14.65
2020,00-0031547,DeVante Parker,WR,14,166.3,186.24,-19.939999999999994,4,6.370000000000001,-1.424285714285714,-2.370000000000001,FALSE,13.302857142857144
2020,00-0031549,Nelson Agholor,WR,16,185.6,168.38,17.22,8,7.1,1.07625,0.9000000000000004,FALSE,10.52375
2020,00-0031588,Stefon Diggs,WR,19,391.70000000000005,351.54999999999995,40.15000000000002,10,9.159999999999998,2.113157894736843,0.8400000000000016,TRUE,18.502631578947366
2020,00-0031595,Michael Burton,RB,8,12.1,16.57,-4.469999999999999,0,0.6400000000000001,-0.5587499999999999,-0.6400000000000001,FALSE,2.07125
2020,00-0031598,Nick Boyle,TE,9,37.3,31.94,5.36,2,1.2500000000000002,0.5955555555555556,0.7499999999999998,FALSE,3.548888888888889
2020,00-0031610,Darren Waller,TE,16,278.6,268.34,10.260000000000005,9,8.18,0.6412500000000003,0.8200000000000003,FALSE,16.77125
2020,00-0031687,Raheem Mostert,RB,8,99.69999999999999,89.28,10.419999999999998,3,3.14,1.3024999999999998,-0.14000000000000012,FALSE,11.16
2020,00-0031806,Malcolm Brown,RB,18,115.4,133.75,-18.349999999999998,5,6.219999999999999,-1.0194444444444444,-1.2199999999999989,FALSE,7.430555555555555
2020,00-0031868,Damiere Byrd,WR,14,114.89999999999999,132.48,-17.58,1,2.06,-1.2557142857142856,-1.06,FALSE,9.462857142857143
2020,00-0031941,Jamison Crowder,WR,12,172.01999999999998,137.82,34.19999999999999,7,2.81,2.849999999999999,4.1899999999999995,TRUE,11.485
2020,00-0031951,James O'Shaughnessy,TE,15,54.199999999999996,62.27999999999999,-8.080000000000002,0,0.36,-0.5386666666666667,-0.36,FALSE,4.151999999999999
2020,00-0032054,Breshad Perriman,WR,12,99.1,102.3,-3.1999999999999975,3,3.0999999999999996,-0.26666666666666644,-0.09999999999999964,FALSE,8.525
2020,00-0032062,Blake Bell,TE,11,22.2,27.44,-5.239999999999998,0,0.73,-0.4763636363636362,-0.73,FALSE,2.4945454545454546
2020,00-0032063,Mike Davis,RB,14,206.50000000000003,218.8,-12.299999999999995,8,9.55,-0.8785714285714282,-1.5500000000000007,FALSE,15.62857142857143
2020,00-0032128,Chris Conley,WR,14,97.10000000000001,103.91,-6.8100000000000005,2,2.93,-0.4864285714285715,-0.9300000000000002,FALSE,7.422142857142857
2020,00-0032135,Jesse James,TE,12,38.900000000000006,41.47,-2.5699999999999994,2,1.82,-0.21416666666666662,0.17999999999999994,FALSE,3.455833333333333
2020,00-0032144,Melvin Gordon,RB,15,198.4,189.29,9.110000000000003,10,6.32,0.6073333333333335,3.6799999999999997,FALSE,12.619333333333334
2020,00-0032187,David Johnson,RB,12,179.50000000000003,179.67000000000002,-0.17000000000000703,8,9.38,-0.014166666666667252,-1.3800000000000008,FALSE,14.972500000000002
2020,00-0032211,Tyler Lockett,WR,17,271.70000000000005,257.87,13.830000000000005,10,8.929999999999998,0.8135294117647062,1.070000000000002,FALSE,15.168823529411766
2020,00-0032241,Todd Gurley,RB,15,163.20000000000002,184.73999999999998,-21.54,9,8.889999999999999,-1.436,0.11000000000000121,FALSE,12.315999999999999
2020,00-0032257,Duke Johnson,RB,11,84.40000000000002,101.03000000000002,-16.630000000000003,2,2.64,-1.511818181818182,-0.6400000000000001,FALSE,9.184545454545455
2020,00-0032385,Sterling Shepard,WR,12,162.49999999999997,147.14000000000001,15.36,4,2.65,1.28,1.35,FALSE,12.261666666666668
2020,00-0032392,Austin Hooper,TE,15,134.7,158.69,-23.989999999999995,5,6.12,-1.599333333333333,-1.12,FALSE,10.579333333333333
2020,00-0032394,Nick Vannett,TE,11,29.5,36.08,-6.580000000000001,1,1.2,-0.5981818181818183,-0.19999999999999996,FALSE,3.28
2020,00-0032464,Kalif Raymond,WR,9,27.400000000000002,31.28,-3.88,0,0.5400000000000001,-0.4311111111111111,-0.5400000000000001,FALSE,3.4755555555555557
2020,00-0032543,Alex Erickson,WR,9,24.6,28.56,-3.960000000000001,0,0.26,-0.4400000000000001,-0.26,FALSE,3.1733333333333333
2020,00-0032602,J.D. McKissic,RB,17,200.7,217.56,-16.86,4,4.890000000000001,-0.9917647058823529,-0.8900000000000006,FALSE,12.797647058823529
2020,00-0032688,Robby Anderson,WR,16,223.79999999999998,227.67999999999998,-3.880000000000006,3,4.73,-0.24250000000000038,-1.7300000000000004,FALSE,14.229999999999999
2020,00-0032741,Peyton Barber,RB,14,55,74.41000000000001,-19.409999999999997,4,4.69,-1.3864285714285711,-0.6900000000000004,FALSE,5.315
2020,00-0032764,Derrick Henry,RB,17,341.20000000000005,311.47,29.730000000000004,17,13.940000000000001,1.7488235294117649,3.0599999999999987,TRUE,18.321764705882355
2020,00-0032765,Michael Thomas,WR,9,102.2,124.89000000000001,-22.690000000000005,1,3.8099999999999996,-2.5211111111111117,-2.8099999999999996,FALSE,13.876666666666669
2020,00-0032775,Demarcus Robinson,WR,17,112.1,116.95,-4.849999999999996,3,3.82,-0.2852941176470586,-0.8199999999999998,FALSE,6.879411764705883
2020,00-0032791,Jakeem Grant,WR,14,81.3,92.4,-11.099999999999996,1,1.7700000000000002,-0.7928571428571426,-0.7700000000000002,FALSE,6.6000000000000005
2020,00-0032918,C.J. Ham,RB,11,25.5,24.199999999999996,1.3000000000000003,1,0.8099999999999999,0.11818181818181821,0.19000000000000006,FALSE,2.1999999999999997
2020,00-0032950,Carson Wentz,QB,12,204.40000000000003,227.24999999999997,-22.849999999999987,21,20.97,-1.9041666666666657,0.030000000000001137,FALSE,18.937499999999996
2020,00-0032972,Devontae Booker,RB,15,85.69999999999999,81.80000000000001,3.8999999999999977,3,2,0.25999999999999984,1,FALSE,5.453333333333334
2020,00-0032977,Rashard Higgins,WR,14,137.5,125.02000000000001,12.479999999999999,4,4.1899999999999995,0.8914285714285713,-0.1899999999999995,FALSE,8.930000000000001
2020,00-0032980,Marcus Johnson,WR,8,39.5,51.059999999999995,-11.559999999999997,0,0.9900000000000001,-1.4449999999999996,-0.9900000000000001,FALSE,6.382499999999999
2020,00-0033009,Tyler Boyd,WR,15,192.64,188.70000000000005,3.9400000000000004,4,4.9799999999999995,0.2626666666666667,-0.9799999999999995,FALSE,12.580000000000004
2020,00-0033025,Jalen Richard,RB,12,51.099999999999994,49.169999999999995,1.9299999999999993,1,0.9300000000000002,0.16083333333333327,0.06999999999999984,FALSE,4.097499999999999
2020,00-0033040,Tyreek Hill,WR,18,389.79999999999995,342.95,46.85,17,13.620000000000001,2.602777777777778,3.379999999999999,TRUE,19.052777777777777
2020,00-0033045,Ezekiel Elliott,RB,15,223.70000000000005,278.73,-55.03,8,13.539999999999996,-3.6686666666666667,-5.539999999999996,FALSE,18.582
2020,00-0033090,Hunter Henry,TE,14,145.29999999999998,170.04,-24.739999999999995,4,5.5600000000000005,-1.7671428571428567,-1.5600000000000005,FALSE,12.145714285714286
2020,00-0033094,Marvin Hall,WR,11,60.300000000000004,61.36,-1.0599999999999983,2,1.4400000000000002,-0.09636363636363621,0.5599999999999998,FALSE,5.578181818181818
2020,00-0033106,Jared Goff,QB,17,269.98,284.58000000000004,-14.6,26,25.78,-0.8588235294117647,0.21999999999999886,FALSE,16.740000000000002
2020,00-0033110,Tyler Higbee,TE,17,132.10000000000002,118.58000000000001,13.52,5,3.32,0.7952941176470588,1.6800000000000002,FALSE,6.97529411764706
2020,00-0033114,Mike Thomas,WR,10,30.299999999999997,31.78,-1.4799999999999993,1,0.45000000000000007,-0.14799999999999994,0.5499999999999999,FALSE,3.178
2020,00-0033118,Kenyan Drake,RB,15,192.20000000000002,229.59999999999997,-37.400000000000006,10,14.350000000000001,-2.4933333333333336,-4.350000000000001,FALSE,15.306666666666665
2020,00-0033119,Jacoby Brissett,QB,11,20.580000000000002,21.21,-0.6299999999999986,3,2.9200000000000004,-0.05727272727272714,0.07999999999999963,FALSE,1.9281818181818182
2020,00-0033127,Will Fuller,WR,11,188.9,145.04000000000002,43.86,8,4.63,3.9872727272727273,3.37,TRUE,13.185454545454547
2020,00-0033217,Mo Alie-Cox,TE,15,87.60000000000002,76.65,10.950000000000005,2,1.96,0.7300000000000003,0.040000000000000036,FALSE,5.11
2020,00-0033251,Zach Pascal,WR,17,149.6,150.11,-0.5100000000000051,6,5.899999999999999,-0.0300000000000003,0.10000000000000142,FALSE,8.83
2020,00-0033258,Darrell Daniels,TE,8,23.2,21.17,2.0300000000000002,1,0.43000000000000005,0.25375000000000003,0.57,FALSE,2.64625
2020,00-0033282,Curtis Samuel,WR,15,212.1,188.56,23.539999999999996,5,4.569999999999999,1.569333333333333,0.4300000000000006,TRUE,12.570666666666666
2020,00-0033288,George Kittle,TE,8,125.1,107.16999999999999,17.929999999999993,2,1.6400000000000003,2.241249999999999,0.35999999999999965,FALSE,13.396249999999998
2020,00-0033293,Aaron Jones,RB,16,282.6,276.25000000000006,6.350000000000003,12,13.030000000000001,0.3968750000000002,-1.0300000000000011,FALSE,17.265625000000004
2020,00-0033296,Alex Armah,RB,12,7.7,18.66,-10.96,0,0.91,-0.9133333333333334,-0.91,FALSE,1.555
2020,00-0033307,Kendrick Bourne,WR,15,129.7,124.46,5.240000000000002,2,3.2600000000000002,0.34933333333333344,-1.2600000000000002,FALSE,8.297333333333333
2020,00-0033308,Matt Breida,RB,10,42,44.989999999999995,-2.9899999999999967,0,0.6200000000000001,-0.29899999999999965,-0.6200000000000001,FALSE,4.499
2020,00-0033319,Nick Mullens,QB,10,124.16,137.62,-13.460000000000003,12,13.219999999999999,-1.3460000000000003,-1.2199999999999989,FALSE,13.762
2020,00-0033357,Taysom Hill,QB,17,164.62000000000003,179.29000000000005,-14.67,13,15.970000000000002,-0.8629411764705882,-2.9700000000000024,FALSE,10.546470588235296
2020,00-0033367,C.J. Board,WR,9,21.400000000000006,25.360000000000003,-3.9600000000000004,0,0.16000000000000003,-0.44000000000000006,-0.16000000000000003,FALSE,2.817777777777778
2020,00-0033375,Tim Patrick,WR,15,161.20000000000002,139.41000000000003,21.790000000000006,6,5.12,1.452666666666667,0.8799999999999999,TRUE,9.294000000000002
2020,00-0033376,Patrick Ricard,RB,10,25.1,32.81,-7.710000000000002,1,1.6300000000000001,-0.7710000000000001,-0.6300000000000001,FALSE,3.281
2020,00-0033387,Jacob Hollister,TE,14,65.9,87.28,-21.380000000000003,3,3.5600000000000005,-1.5271428571428574,-0.5600000000000005,FALSE,6.234285714285714
2020,00-0033439,Pharaoh Brown,TE,8,42.3,30.23,12.07,2,1.08,1.50875,0.9199999999999999,FALSE,3.77875
2020,00-0033455,Anthony Firkser,TE,16,90.1,94.52000000000001,-4.420000000000001,1,2.5,-0.27625000000000005,-1.5,FALSE,5.907500000000001
2020,00-0033466,Isaiah McKenzie,WR,17,104.88,79.53000000000002,25.349999999999998,7,3.5100000000000002,1.491176470588235,3.4899999999999998,TRUE,4.678235294117648
2020,00-0033471,Isaiah Ford,WR,9,55.6,71.41999999999999,-15.82,0,1.09,-1.7577777777777779,-1.09,FALSE,7.935555555555554
2020,00-0033526,Samaje Perine,RB,11,65.7,56.93,8.770000000000001,3,2.38,0.7972727272727274,0.6200000000000001,FALSE,5.175454545454546
2020,00-0033536,Mike Williams,WR,14,153.7,157.85,-4.149999999999999,5,6.16,-0.2964285714285713,-1.1600000000000001,FALSE,11.275
2020,00-0033537,Deshaun Watson,QB,16,372.44,357.16,15.279999999999998,36,37.36,0.9549999999999998,-1.3599999999999994,FALSE,22.3225
2020,00-0033553,James Conner,RB,14,184.29999999999998,197.62,-13.319999999999993,7,8.74,-0.951428571428571,-1.7400000000000002,FALSE,14.115714285714287
2020,00-0033555,Mack Hollins,WR,9,37.599999999999994,43.53999999999999,-5.94,1,1.07,-0.66,-0.07000000000000006,FALSE,4.837777777777777
2020,00-0033567,Brian Hill,RB,16,95.39999999999998,98.35,-2.95,1,1.6400000000000003,-0.184375,-0.6400000000000003,FALSE,6.146875
2020,00-0033572,Jamal Agnew,WR,12,25.200000000000003,35.89999999999999,-10.7,0,1.01,-0.8916666666666666,-1.01,FALSE,2.991666666666666
2020,00-0033589,David Moore,WR,17,120.3,102.83999999999999,17.460000000000004,6,5.5,1.027058823529412,0.5,FALSE,6.049411764705882
2020,00-0033591,Noah Brown,WR,9,29.8,40.86,-11.059999999999999,0,0.5300000000000001,-1.2288888888888887,-0.5300000000000001,FALSE,4.54
2020,00-0033594,Chris Carson,RB,13,197.00000000000003,184.35999999999999,12.64,9,7.499999999999999,0.9723076923076923,1.5000000000000009,FALSE,14.18153846153846
2020,00-0033681,Keelan Cole,WR,16,149.39999999999998,155.98,-6.5800000000000045,5,4.859999999999999,-0.4112500000000003,0.14000000000000057,FALSE,9.74875
2020,00-0033699,Austin Ekeler,RB,10,165.3,161.93000000000004,3.369999999999999,3,4.09,0.3369999999999999,-1.0899999999999999,FALSE,16.193000000000005
2020,00-0033725,Corey Clement,RB,8,21.000000000000004,20.730000000000004,0.27,1,0.5900000000000001,0.03375,0.4099999999999999,FALSE,2.5912500000000005
2020,00-0033733,Greg Ward,WR,16,133.1,122.57,10.529999999999998,6,2.4899999999999998,0.6581249999999998,3.5100000000000002,FALSE,7.660625
2020,00-0033757,Robert Tonyan,TE,17,198.8,134.23000000000002,64.57,12,6.589999999999998,3.7982352941176467,5.410000000000002,TRUE,7.895882352941178
2020,00-0033856,Leonard Fournette,RB,16,218.79999999999998,212.79,6.010000000000005,10,8.03,0.3756250000000003,1.9700000000000006,FALSE,13.299375
2020,00-0033857,JuJu Smith-Schuster,WR,17,268.8,240.08,28.720000000000006,10,6.609999999999999,1.6894117647058826,3.3900000000000006,TRUE,14.122352941176471
2020,00-0033858,Jonnu Smith,TE,15,143.10000000000002,139.77,3.329999999999996,9,7.18,0.22199999999999973,1.8200000000000003,FALSE,9.318000000000001
2020,00-0033869,Mitchell Trubisky,QB,11,170.66000000000003,191.35000000000005,-20.689999999999998,18,20.74,-1.8809090909090906,-2.7399999999999984,FALSE,17.39545454545455
2020,00-0033871,Corey Davis,WR,15,191.40000000000003,171.73999999999998,19.660000000000007,5,4.58,1.310666666666667,0.41999999999999993,FALSE,11.449333333333332
2020,00-0033873,Patrick Mahomes,QB,18,441.6000000000001,445.0799999999999,-3.479999999999988,46,49.20000000000001,-0.19333333333333266,-3.20000000000001,FALSE,24.726666666666663
2020,00-0033881,Evan Engram,TE,16,140.99999999999997,181.57999999999996,-40.58,2,3.7699999999999996,-2.53625,-1.7699999999999996,FALSE,11.348749999999997
2020,00-0033885,David Njoku,TE,13,63.900000000000006,66.24,-2.34,2,2.9,-0.18,-0.8999999999999999,FALSE,5.095384615384615
2020,00-0033891,Zay Jones,WR,11,36.56,37.67,-1.1100000000000003,1,1.4500000000000002,-0.10090909090909093,-0.4500000000000002,FALSE,3.424545454545455
2020,00-0033893,Dalvin Cook,RB,14,337.79999999999995,298.75000000000006,39.05,17,15.05,2.789285714285714,1.9499999999999993,TRUE,21.33928571428572
2020,00-0033895,Gerald Everett,TE,17,92.9,106.78999999999999,-13.889999999999997,2,2.54,-0.8170588235294116,-0.54,FALSE,6.2817647058823525
