"season","week","player_id","full_name","position","posteam","receptions","receptions_exp","rec_attempt","rec_air_yards","rec_yards_gained","rec_yards_gained_exp","rec_touchdown","rec_touchdown_exp","total_fantasy_points","total_fantasy_points_exp","total_fantasy_points_diff","total_touchdown_diff","tprr_proxy","yprr_proxy","team_targets","first_read_share","team_rec_exp","vacated_targets"
"2021",8,"00-0032355","Chester Rogers","WR","TEN",0,0.76,1,2,0,5.49,0,0.01,0,1.34,-1.34,-0.01,1.31578947368421,7.22368421052632,20,0.05,13.85,13.09
"2021",8,"00-0036182","Nick Westbrook-Ikhine","WR","TEN",2,2.01,3,16,16,18.72,1,0.54,9.6,7.13,2.47,0.46,1.49253731343284,9.3134328358209,20,0.15,13.85,11.84
,,,,,,,,,,,,,,,,,,,,,,,
"2021",8,"00-0035021","Ashton Dulin","WR","IND",0,2.26,4,96,0,55.18,0,0.1,0,8.37,-8.37,-0.1,1.76991150442478,24.4159292035398,32,0.125,20.01,17.75
"2021",8,"00-0034348","Courtland Sutton","WR","DEN",2,2.53,4,58,40,39.94,0,0.07,6,6.93,-0.93,-0.07,1.58102766798419,15.7865612648221,11,0.363636363636364,7.11,4.58
"2021",8,"00-0031763","DeAndre Carter","WR","WAS",3,3.04,6,94,51,47.04,1,0.34,14.1,9.8,4.3,0.66,1.97368421052632,15.4736842105263,20,0.3,11.62,8.58
"2021",8,"00-0035659","Terry McLaurin","WR","WAS",3,4.77,7,57,23,46.7,0,0.42,6.5,12.65,-6.15,-0.43,1.46750524109015,9.79035639412998,20,0.35,11.62,6.85
"2021",8,"00-0036407","Jerry Jeudy","WR","DEN",4,2.76,4,36,39,32.4,0,0.12,7.9,7.4,0.5,-0.12,1.44927536231884,11.7391304347826,11,0.363636363636364,7.11,4.35
"2021",8,"00-0033375","Tim Patrick","WR","DEN",3,1.82,3,43,64,33.61,0,0.03,9.4,5.36,4.04,-0.03,1.64835164835165,18.467032967033,11,0.272727272727273,7.11,5.29
"2021",8,"00-0034104","Cam Sims","WR","WAS",1,1.14,2,19,20,10.79,0,0.25,3,3.7,-0.7,-0.25,1.75438596491228,9.46491228070176,20,0.1,11.62,10.48
"2021",8,"00-0032009","Adam Humphries","WR","WAS",2,1.51,3,45,35,19.84,0,0.16,5.5,4.48,1.02,-0.16,1.98675496688742,13.1390728476821,20,0.15,11.62,10.11
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"2021",8,"00-0036671","Dax Milne","WR","WAS",1,1.16,2,27,22,18.18,0,0.11,3.2,3.65,-0.45,-0.11,1.72413793103448,15.6724137931034,20,0.1,11.62,10.46
"2021",9,"00-0036261","Brandon Aiyuk","WR","SF",6,4.68,8,101,89,69.11,1,0.44,18.7,14.96,3.74,0.55,1.70940170940171,14.767094017094,20,0.4,12.7,8.02
"2021",9,"00-0034775","Christian Kirk","WR","ARI",6,4.27,6,56,91,49.32,0,0.04,16.42,11.3,5.12,-0.42,1.40515222482436,11.5503512880562,14,0.428571428571429,10.36,6.09
,,,,,,,,,,,,,,,,,,,,,,,
"2021",9,"00-0036936","Rondale Moore","WR","ARI",5,4.19,5,-5,25,24.26,0,0.1,7.5,7.24,0.26,-0.1,1.19331742243437,5.78997613365155,14,0.357142857142857,10.36,6.17
"2021",9,"00-0035719","Deebo Samuel","WR","SF",5,6.13,9,81,63,70.78,0,0.03,11.3,13.4,-2.1,-0.03,1.46818923327896,11.5464926590538,20,0.45,12.7,6.57
"2021",9,"00-0035126","Antoine Wesley","WR","ARI",3,1.9,3,45,62,29.05,0,0.39,9.2,7.16,2.04,-0.39,1.57894736842105,15.2894736842105,14,0.214285714285714,10.36,8.46
"2021",9,"00-0029632","Mohamed Sanu","WR","SF",1,1.89,3,35,5,26.5,0,0.09,1.5,5.08,-3.58,-0.09,1.58730158730159,14.021164021164,20,0.15,12.7,10.81
,,,,,,,,,,,,,,,,,,,,,,,
"2021",9,"00-0034411","Russell Gage","WR","ATL",7,5.86,8,65,64,66.33,0,0.08,13.4,12.95,0.450000000000001,-0.08,1.36518771331058,11.3191126279863,12,0.666666666666667,7.61,1.75
"2021",9,"00-0030085","Kenny Stills","WR","NO",2,2.09,5,103,30,41.71,1,0.82,11,11.21,-0.210000000000001,0.18,2.39234449760766,19.9569377990431,23,0.217391304347826,13.65,11.56
"2021",9,"00-0035215","Deonte Harris","WR","NO",6,5.89,8,47,52,59.37,0,0.11,11.2,12.47,-1.27,-0.11,1.35823429541596,10.0797962648557,23,0.347826086956522,13.65,7.76
"2021",9,"00-0034765","Tre'Quan Smith","WR","NO",3,2.61,4,53,53,42.04,0,0.05,8.3,7.11,1.19,-0.05,1.53256704980843,16.1072796934866,23,0.173913043478261,13.65,11.04
,,,,,,,,,,,,,,,,,,,,,,,
"2021",9,"00-0035208","Olamide Zaccheaus","WR","ATL",3,1.17,3,43,58,17.65,2,0.83,20.8,7.94,12.86,1.17,2.56410256410256,15.0854700854701,12,0.25,7.61,6.44
"2021",9,"00-0036219","Marquez Callaway","WR","NO",3,3.06,6,73,25,41.63,1,0.75,11.5,11.7,-0.199999999999999,0.25,1.96078431372549,13.6045751633987,23,0.260869565217391,13.65,10.59
"2021",9,"00-0032778","Tajae Sharpe","WR","ATL",1,0.58,1,8,12,7.63,0,0,2.2,1.36,0.84,0,1.72413793103448,13.1551724137931,12,0.0833333333333333,7.61,7.03
"2021",9,"00-0036268","Laviska Shenault","WR","JAX",4,3.1,4,11,24,25.89,0,0.04,6,6.97,-0.970000000000001,-0.12,1.29032258064516,8.35161290322581,15,0.266666666666667,10.46,7.36
"2021",9,"00-0033572","Jamal Agnew","WR","JAX",3,3.73,5,26,27,35.05,0,0.04,6.8,8.13,-1.33,-0.04,1.34048257372654,9.39678284182306,15,0.333333333333333,10.46,6.73
,,,,,,,,,,,,,,,,,,,,,,,
"2021",9,"00-0027685","Emmanuel Sanders","WR","BUF",4,5.12,8,107,65,82.64,0,0.29,10.5,15.14,-4.64,-0.29,1.5625,16.140625,31,0.258064516129032,21.9,16.78
"2021",9,"00-0031588","Stefon Diggs","WR","BUF",6,5.67,8,72,85,69.57,0,0.06,14.5,12.97,1.53,-0.06,1.41093474426808,12.2698412698413,31,0.258064516129032,21.9,16.23
"2021",9,"00-0029000","Cole Beasley","WR","BUF",8,8.29,11,64,33,85.62,0,0.41,11.3,19.29,-7.99,-0.41,1.32689987937274,10.3281061519904,31,0.354838709677419,21.9,13.61
"2021",9,"00-0029293","Marvin Jones","WR","JAX",3,2.89,5,53,21,33.55,0,0.55,5.1,9.52,-4.42,-0.55,1.73010380622837,11.6089965397924,15,0.333333333333333,10.46,7.57
,,,,,,,,,,,,,,,,,,,,,,,
"2021",9,"00-0033466","Isaiah McKenzie","WR","BUF",2,1.55,2,6,10,13.59,0,0.02,3,3.04,-0.04,-0.02,1.29032258064516,8.76774193548387,31,0.0645161290322581,21.9,20.35
"2021",9,"00-0032951","Laquon Treadwell","WR","JAX",0,0.74,1,8,0,9.14,0,0,0,1.68,-1.68,0,1.35135135135135,12.3513513513514,15,0.0666666666666667,10.46,9.72
"2021",9,"00-0036196","Gabriel Davis","WR","BUF",0,1.27,2,11,0,10.72,0,0.01,0,2.38,-2.38,-0.01,1.5748031496063,8.44094488188976,31,0.0645161290322581,21.9,20.63
"2021",9,"00-0031428","Allen Robinson","WR","CHI",4,3.21,6,87,68,52.9,0,0.04,10.8,8.76,2.04,-0.04,1.86915887850467,16.4797507788162,16,0.375,8.51,5.3
"2021",9,"00-0035216","Diontae Johnson","WR","PIT",5,4.18,6,38,56,43.98,0,0.08,11.7,10.57,1.13,-0.13,1.43540669856459,10.5215311004785,15,0.4,9.39,5.21
"2021",9,"00-0036326","Chase Claypool","WR","PIT",3,2.91,5,36,30,26.2,0,0.92,7.3,12.88,-5.58,-1.03,1.71821305841924,9.00343642611684,15,0.333333333333333,9.39,6.48
"2021",9,"00-0030068","Marquise Goodwin","WR","CHI",1,1.93,4,102,50,41.39,0,0.05,6,6.38,-0.38,-0.05,2.07253886010363,21.4455958549223,16,0.25,8.51,6.58
"2021",9,"00-0034676","James Washington","WR","PIT",1,1.55,3,55,42,30.72,0,0.11,6.5,7.23,-0.73,-0.22,1.93548387096774,19.8193548387097,15,0.2,9.39,7.84
"2021",9,"00-0036309","Darnell Mooney","WR","CHI",3,3.37,6,93,41,46.46,1,0.36,20.6,11.22,9.38,1.56,1.78041543026706,13.786350148368,16,0.375,8.51,5.14
,,,,,,,,,,,,,,,,,,,,,,,
"2021",9,"00-0034407","Ray-Ray McCloud","WR","PIT",1,0.75,1,2,12,4.62,0,0,2.2,1.22,0.98,0,1.33333333333333,6.16,15,0.0666666666666667,9.39,8.64
"2021",9,"00-0036410","Tee Higgins","WR","CIN",6,4.54,8,129,78,75.37,0,0.46,13.8,14.81,-1.01,-0.46,1.76211453744493,16.6013215859031,24,0.333333333333333,13.99,9.45
"2021",9,"00-0036900","Ja'Marr Chase","WR","CIN",6,7.68,13,172,49,99.09,0,1.29,8.9,27.99,-19.09,-1.58,1.69270833333333,12.90234375,24,0.541666666666667,13.99,6.31
"2021",9,"00-0033114","Mike Thomas","WR","CIN",1,0.62,1,16,16,12.46,0,0.01,2.6,1.93,0.67,-0.01,1.61290322580645,20.0967741935484,24,0.0416666666666667,13.99,13.37
"2021",9,"00-0033009","Tyler Boyd","WR","CIN",1,1.15,2,32,11,18.1,0,0.13,2.1,3.76,-1.66,-0.13,1.73913043478261,15.7391304347826,24,0.0833333333333333,13.99,12.84
"2021",9,"00-0036233","Donovan Peoples-Jones","WR","CLE",2,1.31,3,84,86,38.93,1,0.21,16.6,6.44,10.16,0.79,2.29007633587786,29.7175572519084,9,0.333333333333333,5.52,4.21
"2021",9,"00-0036999","Anthony Schwartz","WR","CLE",1,0.67,1,13,15,11.13,0,0.03,2.5,1.96,0.54,-0.03,1.49253731343284,16.6119402985075,9,0.111111111111111,5.52,4.85
"2021",9,"00-0031382","Jarvis Landry","WR","CLE",3,3.54,5,32,11,37.85,0,0.66,4.1,11.3,-7.2,-0.66,1.41242937853107,10.6920903954802,9,0.555555555555556,5.52,1.98
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"2021",9,"00-0031544","Amari Cooper","WR","DAL",2,3.37,5,74,37,47.15,0,0.09,5.7,8.62,-2.92,-0.09,1.48367952522255,13.9910979228487,27,0.185185185185185,15.74,12.37
"2021",9,"00-0036358","CeeDee Lamb","WR","DAL",2,4.65,9,212,23,100.61,0,0.73,4.3,19.11,-14.81,-0.73,1.93548387096774,21.6365591397849,27,0.333333333333333,15.74,11.09
"2021",9,"00-0034418","Cedrick Wilson","WR","DAL",2,3.33,5,39,28,38.5,0,0.07,4.8,7.59,-2.79,-0.07,1.5015015015015,11.5615615615616,27,0.185185185185185,15.74,12.41
"2021",9,"00-0036407","Jerry Jeudy","WR","DEN",6,6.2,8,45,69,66.98,0,0.14,12.9,13.71,-0.81,-0.14,1.29032258064516,10.8032258064516,16,0.5,11.18,4.98
"2021",9,"00-0033591","Noah Brown","WR","DAL",0,0.68,1,15,0,13.63,0,0.02,0,2.17,-2.17,-0.02,1.47058823529412,20.0441176470588,27,0.037037037037037,15.74,15.06
,,,,,,,,,,,,,,,,,,,,,,,
"2021",9,"00-0033375","Tim Patrick","WR","DEN",4,2.92,5,91,85,52.78,1,0.31,18.5,10.06,8.44,0.69,1.71232876712329,18.0753424657534,16,0.3125,11.18,8.26
"2021",9,"00-0034348","Courtland Sutton","WR","DEN",1,1.51,2,25,9,26.16,0,0.01,3.9,5.47,-1.57,-0.01,1.32450331125828,17.3245033112583,16,0.125,11.18,9.67
"2021",9,"00-0035864","Kendall Hinton","WR","DEN",1,0.55,1,14,40,10.55,0,0.03,5,1.81,3.19,-0.03,1.81818181818182,19.1818181818182,16,0.0625,11.18,10.63
"2021",9,"00-0034867","Malik Turner","WR","DAL",5,3.71,7,57,33,36.31,2,1.35,20.3,15.43,4.87,0.65,1.88679245283019,9.78706199460916,27,0.259259259259259,15.74,12.03
"2021",9,"00-0033040","Tyreek Hill","WR","KC",4,6.29,11,199,37,118.11,0,0.15,7.3,19.66,-12.36,-0.16,1.74880763116057,18.7774244833068,19,0.578947368421053,12.27,5.98
,,,,,,,,,,,,,,,,,,,,,,,
"2021",9,"00-0035140","Mecole Hardman","WR","KC",3,4.55,6,47,20,42.87,0,0.83,5,13.83,-8.83,-0.83,1.31868131868132,9.42197802197802,19,0.31578947368421,12.27,7.72
"2021",9,"00-0032775","Demarcus Robinson","WR","KC",1,0.78,1,1,2,3.52,0,0.15,1.2,2.03,-0.83,-0.15,1.28205128205128,4.51282051282051,19,0.0526315789473684,12.27,11.49
"2021",9,"00-0031381","Davante Adams","WR","GB",6,8.1,14,162,42,100.28,0,0.28,10.2,19.83,-9.63,-0.28,1.7283950617284,12.3802469135802,22,0.636363636363636,12.87,4.77
"2021",9,"00-0028002","Randall Cobb","WR","GB",3,2.81,5,62,50,31.29,0,0.27,8,7.57,0.43,-0.27,1.77935943060498,11.135231316726,22,0.227272727272727,12.87,10.06
"2021",9,"00-0029664","Josh Gordon","WR","KC",0,0.65,1,16,0,13.3,0,0,0,2,-2,0,1.53846153846154,20.4615384615385,19,0.0526315789473684,12.27,11.62
,,,,,,,,,,,,,,,,,,,,,,,
"2021",9,"00-0034272","Marquez Valdes-Scantling","WR","GB",2,1.46,2,18,19,18.22,0,0,3.9,3.3,0.6,0,1.36986301369863,12.4794520547945,22,0.0909090909090909,12.87,11.41
"2021",9,"00-0034521","Allen Lazard","WR","GB",1,0.5,1,12,20,7.07,1,0.06,9,1.54,7.46,0.94,2,14.14,22,0.0454545454545455,12.87,12.37
"2021",9,"00-0033471","Isaiah Ford","WR","MIA",0,0.75,1,0,0,5.19,0,0,0,1.29,-1.29,0,1.33333333333333,6.92,22,0.0454545454545455,14.08,13.33
"2021",9,"00-0032128","Chris Conley","WR","HOU",2,2.2,3,17,38,23.22,0,0,5.8,4.55,1.25,0,1.36363636363636,10.5545454545455,28,0.107142857142857,17.48,15.28
"2021",9,"00-0031236","Brandin Cooks","WR","HOU",6,8.28,14,121,54,88.01,0,1.11,11.4,23.73,-12.33,-1.11,1.69082125603865,10.6292270531401,28,0.5,17.48,9.2
"2021",9,"00-0036554","Nico Collins","WR","HOU",3,2.26,3,15,27,19.02,0,0.03,5.7,4.34,1.36,-0.03,1.32743362831858,8.41592920353982,28,0.107142857142857,17.48,15.22
"2021",9,"00-0036613","Jaylen Waddle","WR","MIA",8,7.01,10,103,83,89.14,0,0.1,16.3,16.52,-0.219999999999999,-0.1,1.4265335235378,12.716119828816,22,0.454545454545455,14.08,7.07
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"2021",9,"00-0026035","Danny Amendola","WR","HOU",3,3.96,7,89,49,56.31,0,0.39,7.9,12.54,-4.64,-0.45,1.76767676767677,14.219696969697,28,0.25,17.48,13.52
"2021",9,"00-0035844","Kirk Merritt","WR","MIA",1,1.85,3,56,13,35.47,0,0.08,2.3,5.86,-3.56,-0.08,1.62162162162162,19.172972972973,22,0.136363636363636,14.08,12.23
"2021",9,"00-0033555","Mack Hollins","WR","MIA",3,2.99,6,84,22,49.48,1,0.6,11.2,11.55,-0.350000000000001,0.4,2.0066889632107,16.5484949832776,22,0.272727272727273,14.08,11.09
"2021",9,"00-0030669","Albert Wilson","WR","MIA",1,1.48,2,15,11,16.79,0,0.01,2.1,3.21,-1.11,-0.01,1.35135135135135,11.3445945945946,22,0.0909090909090909,14.08,12.6
"2021",9,"00-0032398","Chris Moore","WR","HOU",1,0.78,1,1,4,4.84,0,0,1.4,1.29,0.11,0,1.28205128205128,6.2051282051282,28,0.0357142857142857,17.48,16.7
"2021",9,"00-0036271","Quez Watkins","WR","PHI",2,2.01,3,36,9,25.55,0,0.01,2.9,4.62,-1.72,-0.01,1.49253731343284,12.7114427860697,10,0.3,6.08,4.07
"2021",9,"00-0030279","Keenan Allen","WR","LAC",12,9.54,13,83,104,98.58,0,0.68,22.4,23.5,-1.1,-0.68,1.36268343815514,10.3333333333333,22,0.590909090909091,15.31,5.77
"2021",9,"00-0035414","Jalen Guyton","WR","LAC",1,1.27,2,18,19,16,0,0.01,2.9,2.93,-0.0300000000000002,-0.01,1.5748031496063,12.5984251968504,22,0.0909090909090909,15.31,14.04
"2021",9,"00-0033536","Mike Williams","WR","LAC",2,3.12,5,64,58,35.24,0,1.57,7.8,16.04,-8.24,-1.57,1.6025641025641,11.2948717948718,22,0.227272727272727,15.31,12.19
"2021",9,"00-0036912","DeVonta Smith","WR","PHI",5,3.18,6,105,116,65.46,1,0.6,22.6,13.32,9.28,0.4,1.88679245283019,20.5849056603774,10,0.6,6.08,2.9
"2021",9,"00-0036988","Josh Palmer","WR","LAC",2,1.38,2,22,22,19.61,0,0.01,4.2,3.4,0.8,-0.01,1.44927536231884,14.2101449275362,22,0.0909090909090909,15.31,13.93
,,,,,,,,,,,,,,,,,,,,,,,
"2021",9,"00-0036387","Jalen Reagor","WR","PHI",1,0.89,1,-2,-6,5.29,0,0,0.4,1.44,-1.04,0,1.12359550561798,5.9438202247191,10,0.1,6.08,5.19
,,,,,,,,,,,,,,,,,,,,,,,
"2021",9,"00-0034983","Hunter Renfrow","WR","LV",7,6.89,9,24,49,50.93,1,0.88,17.9,17.27,0.629999999999999,0.12,1.30624092888244,7.39187227866473,17,0.529411764705882,10.58,3.69
"2021",9,"00-0036365","Bryan Edwards","WR","LV",0,2.09,4,73,0,40.91,0,0.87,0,11.4,-11.4,-0.87,1.91387559808612,19.5741626794258,17,0.235294117647059,10.58,8.49
"2021",9,"00-0033932","Kenny Golladay","WR","NYG",2,1.4,3,50,28,27.09,0,0.04,4.8,4.37,0.43,-0.04,2.14285714285714,19.35,5,0.6,2.61,1.21
"2021",9,"00-0033891","Zay Jones","WR","LV",1,1.6,4,73,20,33.05,0,0.7,3,9.12,-6.12,-0.7,2.5,20.65625,17,0.235294117647059,10.58,8.98
"2021",9,"00-0036913","Kadarius Toney","WR","NYG",1,0.5,1,5,9,4.69,0,0,1.7,1.39,0.31,0,2,9.38,5,0.2,2.61,2.11
,,,,,,,,,,,,,,,,,,,,,,,
"2021",9,"00-0035535","Darius Slayton","WR","NYG",0,0.71,1,7,0,7.97,0,0,0,1.53,-1.53,0,1.40845070422535,11.2253521126761,5,0.2,2.61,1.9
"2021",9,"00-0036550","Rashod Bateman","WR","BAL",5,5.24,8,111,52,85.11,0,0.13,10.2,14.53,-4.33,-0.13,1.52671755725191,16.2423664122137,22,0.363636363636364,15.08,9.84
"2021",9,"00-0035662","Marquise Brown","WR","BAL",9,8.47,12,91,116,87.66,0,0.48,20.6,20.14,0.460000000000001,-0.48,1.41676505312869,10.3494687131051,22,0.545454545454545,15.08,6.61
"2021",9,"00-0036322","Justin Jefferson","WR","MIN",3,2.61,5,79,69,40.13,1,0.26,17,8.89,8.11,0.74,1.91570881226054,15.3754789272031,15,0.333333333333333,8.67,6.06
"2021",9,"00-0030035","Adam Thielen","WR","MIN",2,4.01,7,73,6,49.29,1,0.95,8.6,14.64,-6.04,0.05,1.74563591022444,12.2917705735661,15,0.466666666666667,8.67,4.66
"2021",9,"00-0036345","K.J. Osborn","WR","MIN",1,1.29,2,17,20,16.91,0,0.01,3,3.03,-0.0299999999999998,-0.01,1.55038759689922,13.1085271317829,15,0.133333333333333,8.67,7.38
"2021",9,"00-0033839","Dede Westbrook","WR","MIN",0,0.76,1,4,0,6.26,0,0,0,1.4,-1.4,0,1.31578947368421,8.23684210526316,15,0.0666666666666667,8.67,7.91
"2021",9,"00-0036331","Devin Duvernay","WR","BAL",2,1.37,2,1,8,5.56,1,0.67,8.8,5.95,2.85,0.33,1.45985401459854,4.05839416058394,22,0.0909090909090909,15.08,13.71
"2021",9,"00-0033307","Kendrick Bourne","WR","NE",3,3,4,23,34,28.65,0,0.01,6.4,5.92,0.48,-0.01,1.33333333333333,9.55,8,0.5,5.49,2.49
"2021",9,"00-0034960","Jakobi Meyers","WR","NE",1,2.49,4,33,8,26.03,0,0.33,1.8,7.08,-5.28,-0.33,1.60642570281124,10.4538152610442,8,0.5,5.49,3
"2021",9,"00-0034827","D.J. Moore","WR","CAR",3,3.92,7,95,32,58.8,0,0.41,7.6,13.2,-5.6,-0.42,1.78571428571429,15,13,0.538461538461538,8.05,4.13
,,,,,,,,,,,,,,,,,,,,,,,
"2021",9,"00-0032688","Robby Anderson","WR","CAR",1,1.96,3,11,2,16.64,0,0.02,1.2,3.75,-2.55,-0.02,1.53061224489796,8.48979591836735,13,0.230769230769231,8.05,6.09
"2021",9,"00-0036955","Terrace Marshall","WR","CAR",0,0.83,1,-2,0,4.9,0,0,0,1.33,-1.33,0,1.20481927710843,5.90361445783133,13,0.0769230769230769,8.05,7.22
"2021",9,"00-0030663","Willie Snead","WR","CAR",1,1.34,2,11,6,12.41,0,0,1.6,2.6,-1,0,1.49253731343284,9.26119402985075,13,0.153846153846154,8.05,6.71
"2021",9,"00-0034419","Braxton Berrios","WR","NYJ",2,2.23,3,16,5,19.56,0,0.02,2.5,4.28,-1.78,-0.02,1.34529147982063,8.77130044843049,35,0.0857142857142857,21.76,19.53
"2021",9,"00-0031941","Jamison Crowder","WR","NYJ",5,4.84,7,30,38,37.86,0,0.04,8.8,8.87,-0.0699999999999985,-0.04,1.44628099173554,7.82231404958678,35,0.2,21.76,16.92
"2021",9,"00-0036255","Denzel Mims","WR","NYJ",1,2.94,5,61,20,46.64,0,0.02,3,7.7,-4.7,-0.02,1.70068027210884,15.8639455782313,35,0.142857142857143,21.76,18.82
"2021",9,"00-0036252","Michael Pittman","WR","IND",5,4,6,24,64,32.85,1,0.41,17.4,9.76,7.64,0.59,1.5,8.2125,16,0.375,9.93,5.93
"2021",9,"00-0035021","Ashton Dulin","WR","IND",2,1.38,2,23,23,20.6,0,0.01,4.3,3.5,0.8,-0.01,1.44927536231884,14.9275362318841,16,0.125,9.93,8.55
"2021",9,"00-0033681","Keelan Cole","WR","NYJ",5,4.86,8,88,66,67.99,0,0.49,11.6,14.61,-3.01,-0.49,1.64609053497942,13.9897119341564,35,0.228571428571429,21.76,16.9
"2021",9,"00-0036980","Elijah Moore","WR","NYJ",7,4.57,8,87,84,58.66,2,0.46,27.4,13.19,14.21,1.54,1.75054704595186,12.835886214442,35,0.228571428571429,21.76,17.19
"2021",9,"00-0033251","Zach Pascal","WR","IND",4,3.76,7,142,58,79.83,0,0.29,9.8,13.47,-3.67,-0.29,1.86170212765957,21.2313829787234,16,0.4375,9.93,6.17
"2021",9,"00-0035510","Jeff Smith","WR","NYJ",3,2.32,4,68,40,39.14,0,0.03,7,6.42,0.58,-0.03,1.72413793103448,16.8706896551724,35,0.114285714285714,21.76,19.44
"2021",9,"00-0036228","Dezmon Patmon","WR","IND",1,0.79,1,4,7,6.26,0,0.01,1.7,1.49,0.21,-0.01,1.26582278481013,7.92405063291139,16,0.0625,9.93,9.14
,,,,,,,,,,,,,,,,,,,,,,,
"2021",9,"00-0033908","Cooper Kupp","WR","LA",11,10.35,13,54,95,88,0,0.19,20.5,20.31,0.190000000000001,-0.19,1.256038647343,8.5024154589372,30,0.433333333333333,21.89,11.54
"2021",9,"00-0030431","Robert Woods","WR","LA",7,7.6,10,58,98,78.27,0,0.14,17.4,16.86,0.540000000000003,-0.14,1.31578947368421,10.2986842105263,30,0.333333333333333,21.89,14.29
"2021",9,"00-0035676","A.J. Brown","WR","TEN",5,7.68,11,84,42,95.91,0,0.73,9.2,21.67,-12.47,-0.73,1.43229166666667,12.48828125,17,0.647058823529412,12.39,4.71
,,,,,,,,,,,,,,,,,,,,,,,
"2021",9,"00-0027944","Julio Jones","WR","TEN",4,3.16,4,14,35,29.57,0,0.05,7.5,6.41,1.09,-0.05,1.26582278481013,9.35759493670886,17,0.235294117647059,12.39,9.23
"2021",9,"00-0036182","Nick Westbrook-Ikhine","WR","TEN",1,0.73,1,8,14,9.67,0,0.02,2.4,1.79,0.61,-0.02,1.36986301369863,13.2465753424658,17,0.0588235294117647,12.39,11.66
"2021",9,"00-0032355","Chester Rogers","WR","TEN",0,0.82,1,2,0,5.59,0,0.03,0,1.58,-1.58,-0.03,1.21951219512195,6.81707317073171,17,0.0588235294117647,12.39,11.57
"2021",9,"00-0036415","Van Jefferson","WR","LA",3,3.94,7,74,41,50.37,0,1.05,7.1,15.25,-8.15,-1.05,1.77664974619289,12.7842639593909,30,0.233333333333333,21.89,17.95
,,,,,,,,,,,,,,,,,,,,,,,
"2021",10,"00-0036358","CeeDee Lamb","WR","DAL",6,4.73,7,31,94,38.28,2,0.81,28.6,14.12,14.48,1.17,1.47991543340381,8.09302325581395,18,0.388888888888889,12.68,7.95
"2021",10,"00-0034764","Michael Gallup","WR","DAL",3,3.23,5,57,42,46.16,0,0.48,7.2,10.73,-3.53,-0.48,1.54798761609907,14.2910216718266,18,0.277777777777778,12.68,9.45
"2021",10,"00-0035208","Olamide Zaccheaus","WR","ATL",2,4.93,7,49,22,52.07,0,0.07,4.2,10.54,-6.34,-0.07,1.41987829614604,10.5618661257607,15,0.466666666666667,9.7,4.77
"2021",10,"00-0034411","Russell Gage","WR","ATL",0,1.72,3,38,0,28.28,0,0.1,0,5.17,-5.17,-0.1,1.74418604651163,16.4418604651163,15,0.2,9.7,7.98
"2021",10,"00-0031544","Amari Cooper","WR","DAL",4,3.06,4,32,51,39.93,0,0.11,9.1,7.69,1.41,-0.11,1.30718954248366,13.0490196078431,18,0.222222222222222,12.68,9.62
,,,,,,,,,,,,,,,,,,,,,,,
"2021",10,"00-0032778","Tajae Sharpe","WR","ATL",1,0.82,1,0,0,5.23,0,0,1,1.36,-0.36,0,1.21951219512195,6.37804878048781,15,0.0666666666666667,9.7,8.88
"2021",10,"00-0033591","Noah Brown","WR","DAL",1,0.84,1,4,18,8.11,0,0,2.8,1.67,1.13,0,1.19047619047619,9.6547619047619,18,0.0555555555555556,12.68,11.84
"2021",10,"00-0034867","Malik Turner","WR","DAL",1,0.82,1,7,7,10.38,0,0.01,1.7,1.93,-0.23,-0.01,1.21951219512195,12.6585365853659,18,0.0555555555555556,12.68,11.86
"2021",10,"00-0036951","Frank Darby","WR","ATL",1,1.59,3,50,14,22.68,0,0.2,2.4,5.03,-2.63,-0.2,1.88679245283019,14.2641509433962,15,0.2,9.7,8.11
"2021",10,"00-0034132","Christian Blake","WR","ATL",0,0.64,1,17,0,12.74,0,0.02,0,2.04,-2.04,-0.02,1.5625,19.90625,15,0.0666666666666667,9.7,9.06
"2021",10,"00-0036550","Rashod Bateman","WR","BAL",6,5.21,8,59,80,49.41,0,0.38,14,12.43,1.57,-0.38,1.53550863723608,9.48368522072937,28,0.285714285714286,18.67,13.46
"2021",10,"00-0035662","Marquise Brown","WR","BAL",6,8.9,13,101,37,90.3,0,0.26,9.7,19.49,-9.79,-0.26,1.46067415730337,10.1460674157303,28,0.464285714285714,18.67,9.77
"2021",10,"00-0031325","Sammy Watkins","WR","BAL",1,1.35,3,64,7,27.88,0,0.3,-0.3,5.94,-6.24,-0.3,2.22222222222222,20.6518518518518,28,0.107142857142857,18.67,17.32
"2021",10,"00-0030669","Albert Wilson","WR","MIA",4,3.17,5,40,87,36.15,0,0.02,14.6,8.44,6.16,-0.06,1.57728706624606,11.403785488959,18,0.277777777777778,10.04,6.87
"2021",10,"00-0036331","Devin Duvernay","WR","BAL",4,3.21,4,7,28,24.07,0,0.02,8.7,6.49,2.21,-0.02,1.24610591900312,7.49844236760125,28,0.142857142857143,18.67,15.46
,,,,,,,,,,,,,,,,,,,,,,,
