"season","week","player_id","full_name","position","posteam","receptions","receptions_exp","rec_attempt","rec_air_yards","rec_yards_gained","rec_yards_gained_exp","rec_touchdown","rec_touchdown_exp","total_fantasy_points","total_fantasy_points_exp","total_fantasy_points_diff","total_touchdown_diff","tprr_proxy","yprr_proxy","team_targets","first_read_share","team_rec_exp","vacated_targets"
"2022",17,"00-0036268","Laviska Shenault","WR","CAR",2,2.49,3,-11,13,11.79,0,0.04,4,4.6,-0.6,-0.04,1.20481927710843,4.73493975903614,20,0.15,12.63,10.14
"2022",17,"00-0031408","Mike Evans","WR","TB",10,6.34,12,220,207,105.24,3,0.5,48.7,19.88,28.82,2.5,1.89274447949527,16.5993690851735,26,0.461538461538462,16.44,10.1
"2022",17,"00-0027944","Julio Jones","WR","TB",1,1.36,2,16,10,14.77,0,0.02,3.3,3.66,-0.36,-0.02,1.47058823529412,10.8602941176471,26,0.0769230769230769,16.44,15.08
"2022",17,"00-0033921","Chris Godwin","WR","TB",9,6.59,9,51,120,66.56,0,0.03,21,15.55,5.45,-0.03,1.36570561456753,10.1001517450683,26,0.346153846153846,16.44,9.85
,,,,,,,,,,,,,,,,,,,,,,,
"2022",17,"00-0034411","Russell Gage","WR","TB",3,2.15,3,15,33,19.74,0,0.05,6.3,4.44,1.86,-0.05,1.3953488372093,9.18139534883721,26,0.115384615384615,16.44,14.29
"2022",17,"00-0036955","Terrace Marshall","WR","CAR",2,1.64,3,45,15,27.86,0,0.38,3.5,6.69,-3.19,-0.38,1.82926829268293,16.9878048780488,20,0.15,12.63,10.99
,,,,,,,,,,,,,,,,,,,,,,,
"2022",17,"00-0037745","Velus Jones","WR","CHI",0,0.28,1,36,0,11.21,0,0.03,1.3,2.28,-0.98,-0.04,3.57142857142857,40.0357142857143,11,0.0909090909090909,6.61,6.33
"2022",17,"00-0034297","Byron Pringle","WR","CHI",0,1.98,4,61,0,32.08,0,0.33,0,7.15,-7.15,-0.33,2.02020202020202,16.2020202020202,11,0.363636363636364,6.61,4.63
"2022",17,"00-0036963","Amon-Ra St. Brown","WR","DET",4,3.5,5,56,62,55.43,0,0.03,10.2,9.23,0.969999999999999,-0.03,1.42857142857143,15.8371428571429,16,0.3125,11.48,7.98
"2022",17,"00-0037240","Jameson Williams","WR","DET",0,2.33,3,26,0,33.08,0,0.05,4,6.67,-2.67,-0.06,1.28755364806867,14.1974248927039,16,0.1875,11.48,9.15
"2022",17,"00-0032464","Kalif Raymond","WR","DET",3,2.32,3,22,40,27.56,0,0.08,7.4,6.24,1.16,-0.1,1.29310344827586,11.8793103448276,16,0.1875,11.48,9.16
"2022",17,"00-0034777","D.J. Chark","WR","DET",2,2.6,4,64,56,52.85,0,0.06,7.6,8.26,-0.66,-0.06,1.53846153846154,20.3269230769231,16,0.25,11.48,8.88
"2022",17,"00-0035624","N'Keal Harry","WR","CHI",1,0.73,1,10,16,9.83,0,0,2.6,1.72,0.88,0,1.36986301369863,13.4657534246575,11,0.0909090909090909,6.61,5.88
"2022",17,"00-0033943","Josh Reynolds","WR","DET",1,0.73,1,4,5,4.4,0,0.18,1.5,2.23,-0.73,-0.18,1.36986301369863,6.02739726027397,16,0.0625,11.48,10.75
,,,,,,,,,,,,,,,,,,,,,,,
"2022",17,"00-0034860","Dante Pettis","WR","CHI",0,0.74,1,5,0,7.03,0,0,0,1.45,-1.45,0,1.35135135135135,9.5,11,0.0909090909090909,6.61,5.87
"2022",17,"00-0034279","Equanimeous St. Brown","WR","CHI",2,2.18,3,24,20,24.49,0,0.01,4,4.69,-0.69,-0.01,1.37614678899083,11.2339449541284,11,0.272727272727273,6.61,4.43
"2022",17,"00-0036326","Chase Claypool","WR","CHI",0,0.7,1,18,0,15.59,0,0,0,2.28,-2.28,0,1.42857142857143,22.2714285714286,11,0.0909090909090909,6.61,5.91
"2022",17,"00-0036233","Donovan Peoples-Jones","WR","CLE",1,2.21,3,16,13,17.29,1,0.19,8.3,5.07,3.23,0.81,1.35746606334842,7.8235294117647,7,0.428571428571429,3.91,1.7
"2022",17,"00-0035659","Terry McLaurin","WR","WAS",2,3.16,5,38,25,37.51,0,0.01,5.7,7.7,-2,-0.01,1.58227848101266,11.870253164557,15,0.333333333333333,8.44,5.28
"2022",17,"00-0031544","Amari Cooper","WR","CLE",3,1.7,4,71,105,33.02,2,0.32,25.5,6.94,18.56,1.68,2.35294117647059,19.4235294117647,7,0.571428571428571,3.91,2.21
"2022",17,"00-0033282","Curtis Samuel","WR","WAS",1,1.13,2,39,6,16.65,0,0.03,1.6,2.97,-1.37,-0.03,1.76991150442478,14.7345132743363,15,0.133333333333333,8.44,7.31
"2022",17,"00-0037741","Jahan Dotson","WR","WAS",3,3.69,7,112,37,53.46,0,0.19,6.7,10.2,-3.5,-0.19,1.8970189701897,14.4878048780488,15,0.466666666666667,8.44,4.75
,,,,,,,,,,,,,,,,,,,,,,,
"2022",17,"00-0034104","Cam Sims","WR","WAS",1,0.46,1,16,16,9.41,0,0.01,2.6,1.47,1.13,-0.01,2.17391304347826,20.4565217391304,15,0.0666666666666667,8.44,7.98
"2022",17,"00-0036358","CeeDee Lamb","WR","DAL",11,9.64,14,130,100,113.13,0,0.34,21,23.02,-2.02,-0.34,1.45228215767635,11.7354771784232,27,0.518518518518518,17.76,8.12
"2022",17,"00-0036652","Racey McMath","WR","TEN",1,1.02,2,36,39,14.65,0,0.04,4.9,2.74,2.16,-0.04,1.96078431372549,14.3627450980392,22,0.0909090909090909,11.05,10.03
"2022",17,"00-0029608","T.Y. Hilton","WR","DAL",4,3.14,5,54,50,38.61,0,0.03,9,7.21,1.79,-0.03,1.59235668789809,12.296178343949,27,0.185185185185185,17.76,14.62
"2022",17,"00-0030431","Robert Woods","WR","TEN",5,4.98,9,72,39,51.5,1,0.23,14.9,11.53,3.37,0.77,1.80722891566265,10.3413654618474,22,0.409090909090909,11.05,6.07
"2022",17,"00-0033591","Noah Brown","WR","DAL",1,2.41,4,25,7,22.82,0,0.03,1.7,4.87,-3.17,-0.03,1.6597510373444,9.46887966804979,27,0.148148148148148,17.76,15.35
"2022",17,"00-0036182","Nick Westbrook-Ikhine","WR","TEN",1,1.31,3,59,4,21.97,0,0.1,1.4,4.11,-2.71,-0.1,2.29007633587786,16.7709923664122,22,0.136363636363636,11.05,9.74
"2022",17,"00-0034764","Michael Gallup","WR","DAL",3,2.57,4,45,39,40.45,0,0.02,6.9,6.75,0.15,-0.02,1.55642023346304,15.7392996108949,27,0.148148148148148,17.76,15.19
"2022",17,"00-0037742","Treylon Burks","WR","TEN",4,3.74,8,122,66,62.35,0,0.46,12.6,13.4,-0.800000000000001,-0.46,2.13903743315508,16.6711229946524,22,0.363636363636364,11.05,7.31
,,,,,,,,,,,,,,,,,,,,,,,
"2022",17,"00-0034272","Marquez Valdes-Scantling","WR","KC",2,3.65,7,114,28,59.99,0,0.43,4.8,12.21,-7.41,-0.43,1.91780821917808,16.4356164383562,20,0.35,11.85,8.2
"2022",17,"00-0038090","Skyy Moore","WR","KC",3,3.22,4,10,33,27.62,0,0.04,6.3,6.22,0.0800000000000001,-0.04,1.24223602484472,8.5776397515528,20,0.2,11.85,8.63
"2022",17,"00-0034348","Courtland Sutton","WR","DEN",4,3.51,6,66,44,44.98,0,0.23,8.4,9.42,-1.02,-0.23,1.70940170940171,12.8148148148148,16,0.375,11.02,7.51
,,,,,,,,,,,,,,,,,,,,,,,
"2022",17,"00-0036407","Jerry Jeudy","WR","DEN",7,6.05,8,16,38,42.66,0,0.02,10.8,10.45,0.350000000000001,-0.02,1.32231404958678,7.05123966942149,16,0.5,11.02,4.97
"2022",17,"00-0036913","Kadarius Toney","WR","KC",4,2.54,4,48,71,32.39,0,0.34,11.1,7.82,3.28,-0.34,1.5748031496063,12.751968503937,20,0.2,11.85,9.31
"2022",17,"00-0033857","JuJu Smith-Schuster","WR","KC",2,1.9,3,16,21,14.84,0,0.39,4.1,5.73,-1.63,-0.39,1.57894736842105,7.81052631578947,20,0.15,11.85,9.95
"2022",17,"00-0034386","Justin Watson","WR","KC",1,0.54,2,37,27,9.99,0,0.34,3.7,3.61,0.0900000000000003,-0.34,3.7037037037037,18.5,20,0.1,11.85,11.31
,,,,,,,,,,,,,,,,,,,,,,,
"2022",17,"00-0035864","Kendall Hinton","WR","DEN",0,1.46,2,14,0,15.33,0,0,0,3.62,-3.62,0,1.36986301369863,10.5,16,0.125,11.02,9.56
"2022",17,"00-0035639","Parris Campbell","WR","IND",3,3.74,6,46,52,30.38,0,0.08,8.3,7.82,0.479999999999999,-0.08,1.60427807486631,8.12299465240642,20,0.3,11.73,7.99
"2022",17,"00-0036252","Michael Pittman","WR","IND",6,4.3,8,67,41,44.73,1,0.42,16.1,11.3,4.8,0.58,1.86046511627907,10.4023255813953,20,0.4,11.73,7.43
"2022",17,"00-0035535","Darius Slayton","WR","NYG",2,1.78,3,28,14,22.86,0,0.01,1.4,4.1,-2.7,-0.01,1.68539325842697,12.8426966292135,15,0.2,9.72,7.94
"2022",17,"00-0034286","Richie James","WR","NYG",7,4.66,7,46,76,45.12,1,0.44,20.6,11.82,8.78,0.56,1.50214592274678,9.68240343347639,15,0.466666666666667,9.72,5.06
"2022",17,"00-0036165","Isaiah Hodgins","WR","NYG",4,3.28,5,32,42,29.97,1,0.34,14.2,8.31,5.89,0.66,1.52439024390244,9.13719512195122,15,0.333333333333333,9.72,6.44
"2022",17,"00-0037664","Alec Pierce","WR","IND",3,3.45,5,24,15,26.82,0,0.01,4.5,6.2,-1.7,-0.01,1.44927536231884,7.77391304347826,20,0.25,11.73,8.28
,,,,,,,,,,,,,,,,,,,,,,,
"2022",17,"00-0036482","Mike Strachan","WR","IND",0,0.24,1,34,0,8.56,0,0.14,0,1.92,-1.92,-0.14,4.16666666666667,35.6666666666667,20,0.05,11.73,11.49
"2022",17,"00-0034775","Christian Kirk","WR","JAX",2,2.42,3,16,21,23.57,0,0.05,4.1,5.08,-0.98,-0.05,1.2396694214876,9.7396694214876,16,0.1875,11.54,9.12
"2022",17,"00-0029293","Marvin Jones","WR","JAX",6,4.79,7,63,61,59.63,0,0.41,12.1,13.22,-1.12,-0.41,1.46137787056367,12.4488517745303,16,0.4375,11.54,6.75
"2022",17,"00-0031236","Brandin Cooks","WR","HOU",4,3.83,7,108,39,62,0,0.11,7.9,10.7,-2.8,-0.11,1.82767624020888,16.1879895561358,20,0.35,12.84,9.01
"2022",17,"00-0033891","Zay Jones","WR","JAX",3,3.46,5,47,24,41.1,0,0.03,5.4,7.78,-2.38,-0.03,1.44508670520231,11.878612716763,16,0.3125,11.54,8.08
"2022",17,"00-0033572","Jamal Agnew","WR","JAX",1,0.87,1,-5,4,4.23,0,0.01,0.8,2.85,-2.05,-0.03,1.14942528735632,4.86206896551724,16,0.0625,11.54,10.67
"2022",17,"00-0032208","Phillip Dorsett","WR","HOU",3,4.36,6,16,14,31.58,0,0.14,4.4,8.38,-3.98,-0.14,1.37614678899083,7.24311926605504,20,0.3,12.84,8.48
"2022",17,"00-0032398","Chris Moore","WR","HOU",3,3.08,5,63,21,43.29,0,0.03,5.1,7.58,-2.48,-0.03,1.62337662337662,14.0551948051948,20,0.25,12.84,9.76
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"2022",17,"00-0036991","Amari Rodgers","WR","HOU",2,1.57,2,5,12,13.07,0,0.01,3.6,3.62,-0.02,-0.01,1.27388535031847,8.32484076433121,20,0.1,12.84,11.27
"2022",17,"00-0030279","Keenan Allen","WR","LAC",5,4.24,6,49,60,48.87,0,0.06,11.8,10.33,1.47,-0.07,1.41509433962264,11.5259433962264,20,0.3,13.17,8.93
"2022",17,"00-0033536","Mike Williams","WR","LAC",7,6.42,10,121,94,81,0,0.43,16.4,17.07,-0.670000000000002,-0.43,1.55763239875389,12.6168224299065,20,0.5,13.17,6.75
"2022",17,"00-0034646","Brandon Powell","WR","LA",1,1.22,2,11,3,10.37,0,0.03,1.9,3.32,-1.42,-0.1,1.63934426229508,8.5,11,0.181818181818182,6,4.78
"2022",17,"00-0036849","Tutu Atwell","WR","LA",2,3.13,5,61,10,30.22,0,0.06,3,6.53,-3.53,-0.06,1.59744408945687,9.65495207667732,11,0.454545454545455,6,2.87
"2022",17,"00-0036415","Van Jefferson","WR","LA",3,1.37,3,76,77,36.79,0,0.07,10.7,5.45,5.25,-0.07,2.18978102189781,26.8540145985401,11,0.272727272727273,6,4.63
,,,,,,,,,,,,,,,,,,,,,,,
"2022",17,"00-0036988","Josh Palmer","WR","LAC",0,0.24,1,22,0,5.2,0,0.24,0,2.2,-2.2,-0.24,4.16666666666667,21.6666666666667,20,0.05,13.17,12.93
"2022",17,"00-0031763","DeAndre Carter","WR","LAC",2,2.27,3,-4,14,13.28,0,0.5,3.4,6.61,-3.21,-0.5,1.3215859030837,5.85022026431718,20,0.15,13.17,10.9
"2022",17,"00-0037055","Lance McCutcheon","WR","LA",0,0.28,1,28,0,8.83,0,0.02,0,1.25,-1.25,-0.02,3.57142857142857,31.5357142857143,11,0.0909090909090909,6,5.72
"2022",17,"00-0033040","Tyreek Hill","WR","MIA",4,3.44,7,134,55,67.86,0,0.14,15.7,15.21,0.489999999999998,0.19,2.03488372093023,19.7267441860465,18,0.388888888888889,10.02,6.58
"2022",17,"00-0034487","Trent Sherfield","WR","MIA",2,3.58,6,70,30,50.12,0,0.03,5,8.76,-3.76,-0.03,1.67597765363128,14,18,0.333333333333333,10.02,6.44
"2022",17,"00-0034960","Jakobi Meyers","WR","NE",6,6.05,9,52,49,55.52,1,0.98,16.9,17.51,-0.610000000000003,0.02,1.48760330578512,9.17685950413223,19,0.473684210526316,10.6,4.55
"2022",17,"00-0038104","Tyquan Thornton","WR","NE",3,2.52,7,159,60,59.7,1,1.13,15,15.3,-0.300000000000001,-0.13,2.77777777777778,23.6904761904762,19,0.368421052631579,10.6,8.08
"2022",17,"00-0036613","Jaylen Waddle","WR","MIA",3,3,5,50,52,41.69,0,0.03,8.2,7.37,0.829999999999999,-0.03,1.66666666666667,13.8966666666667,18,0.277777777777778,10.02,7.02
,,,,,,,,,,,,,,,,,,,,,,,
"2022",17,"00-0031549","Nelson Agholor","WR","NE",0,0.27,1,37,0,11.2,0,0.05,0,1.68,-1.68,-0.05,3.7037037037037,41.4814814814815,19,0.0526315789473684,10.6,10.33
"2022",17,"00-0033307","Kendrick Bourne","WR","NE",1,1.76,2,-5,16,10.55,0,0.01,2.8,3.46,-0.66,-0.03,1.13636363636364,5.99431818181818,19,0.105263157894737,10.6,8.84
"2022",17,"00-0030035","Adam Thielen","WR","MIN",1,2.15,4,56,16,34.55,0,0.61,2.6,9.24,-6.64,-0.61,1.86046511627907,16.0697674418605,19,0.210526315789474,11.39,9.24
"2022",17,"00-0036322","Justin Jefferson","WR","MIN",1,3.22,5,60,15,45.42,0,0.09,2.5,8.32,-5.82,-0.09,1.5527950310559,14.1055900621118,19,0.263157894736842,11.39,8.17
"2022",17,"00-0038124","Christian Watson","WR","GB",1,2.53,5,131,11,58.05,0,0.48,2.1,11.19,-9.09,-0.48,1.97628458498024,22.9446640316206,17,0.294117647058824,10.79,8.26
"2022",17,"00-0034521","Allen Lazard","WR","GB",5,3.58,6,53,59,42.44,0,0.78,10.9,12.5,-1.6,-0.78,1.67597765363128,11.854748603352,17,0.352941176470588,10.79,7.21
"2022",17,"00-0036345","K.J. Osborn","WR","MIN",7,4.84,7,32,59,40.47,1,0.37,18.9,11.13,7.77,0.63,1.44628099173554,8.36157024793388,19,0.368421052631579,11.39,6.55
"2022",17,"00-0028002","Randall Cobb","WR","GB",2,1.52,2,10,20,15.74,0,0.02,4,3.22,0.78,-0.02,1.31578947368421,10.3552631578947,17,0.117647058823529,10.79,9.27
,,,,,,,,,,,,,,,,,,,,,,,
"2022",17,"00-0037816","Romeo Doubs","WR","GB",3,3.16,4,12,20,31.37,0,0.03,5,6.46,-1.46,-0.03,1.26582278481013,9.92721518987342,17,0.235294117647059,10.79,7.63
"2022",17,"00-0037291","Jalen Nailor","WR","MIN",3,1.18,3,58,89,24.23,1,0.11,17.9,4.24,13.66,0.89,2.54237288135593,20.5338983050847,19,0.157894736842105,11.39,10.21
"2022",17,"00-0037239","Chris Olave","WR","NO",4,3.04,5,56,42,41.74,0,0.05,8.2,7.49,0.709999999999999,-0.05,1.64473684210526,13.7302631578947,11,0.454545454545455,7.09,4.05
"2022",17,"00-0037545","Rashid Shaheed","WR","NO",6,4.05,6,44,79,38.1,0,0.07,13.9,8.27,5.63,-0.07,1.48148148148148,9.40740740740741,11,0.545454545454545,7.09,3.04
"2022",17,"00-0036912","DeVonta Smith","WR","PHI",9,8.26,13,122,115,95.92,0,0.04,20.5,18.06,2.44,-0.04,1.57384987893462,11.6125907990315,23,0.565217391304348,14.32,6.06
"2022",17,"00-0035676","A.J. Brown","WR","PHI",4,5.39,9,101,97,66.12,1,0.03,19.7,12.19,7.51,0.97,1.66975881261596,12.2671614100186,23,0.391304347826087,14.32,8.93
"2022",17,"00-0036271","Quez Watkins","WR","PHI",0,0.67,1,8,0,7.64,0,0,0,1.45,-1.45,0,1.49253731343284,11.4029850746269,23,0.0434782608695652,14.32,13.65
,,,,,,,,,,,,,,,,,,,,,,,
"2022",17,"00-0033871","Corey Davis","WR","NYJ",3,3.64,6,83,45,61.52,0,0.04,7.5,10.01,-2.51,-0.04,1.64835164835165,16.9010989010989,21,0.285714285714286,12.04,8.4
"2022",17,"00-0036255","Denzel Mims","WR","NYJ",0,0.33,1,23,0,8.49,0,0.06,0,1.53,-1.53,-0.06,3.03030303030303,25.7272727272727,21,0.0476190476190476,12.04,11.71
"2022",17,"00-0035640","DK Metcalf","WR","SEA",1,2.04,5,96,3,35.04,0,0.88,1.3,10.83,-9.53,-0.88,2.45098039215686,17.1764705882353,11,0.454545454545455,6.29,4.25
"2022",17,"00-0036980","Elijah Moore","WR","NYJ",2,1.21,2,18,18,13.56,0,0.01,3.8,2.63,1.17,-0.01,1.65289256198347,11.2066115702479,21,0.0952380952380952,12.04,10.83
"2022",17,"00-0032211","Tyler Lockett","WR","SEA",2,1.59,2,8,15,13.62,0,0,3.5,2.98,0.52,0,1.25786163522013,8.56603773584906,11,0.181818181818182,6.29,4.7
"2022",17,"00-0034419","Braxton Berrios","WR","NYJ",1,0.76,1,7,24,9.2,0,0,3.4,1.69,1.71,0,1.31578947368421,12.1052631578947,21,0.0476190476190476,12.04,11.28
"2022",17,"00-0037740","Garrett Wilson","WR","NYJ",3,6.1,11,127,18,76.41,0,0.5,4.8,16.72,-11.92,-0.5,1.80327868852459,12.5262295081967,21,0.523809523809524,12.04,5.94
,,,,,,,,,,,,,,,,,,,,,,,
"2022",17,"00-0036810","Cade Johnson","WR","SEA",0,1.32,2,21,0,18.64,0,0.01,0,3.27,-3.27,-0.01,1.51515151515152,14.1212121212121,11,0.181818181818182,6.29,4.97
"2022",17,"00-0032951","Laquon Treadwell","WR","SEA",2,1.34,2,7,15,10.44,0,0.05,3.5,2.67,0.83,-0.05,1.49253731343284,7.7910447761194,11,0.181818181818182,6.29,4.95
,,,,,,,,,,,,,,,,,,,,,,,
"2022",17,"00-0034928","Steven Sims","WR","PIT",3,2.71,4,8,34,16.7,0,0.27,6.4,6.03,0.37,-0.27,1.4760147601476,6.16236162361624,15,0.266666666666667,7.47,4.76
"2022",17,"00-0037247","George Pickens","WR","PIT",2,1.9,4,47,29,26.51,0,0.53,4.9,7.72,-2.82,-0.53,2.10526315789474,13.9526315789474,15,0.266666666666667,7.47,5.57
"2022",17,"00-0032775","Demarcus Robinson","WR","BAL",1,1.56,3,39,9,23.6,0,0.02,1.9,4.02,-2.12,-0.02,1.92307692307692,15.1282051282051,5,0.6,2.63,1.07
"2022",17,"00-0026189","DeSean Jackson","WR","BAL",1,1.07,2,16,9,9.75,0,0.32,1.9,3.95,-2.05,-0.32,1.86915887850467,9.11214953271028,5,0.4,2.63,1.56
"2022",17,"00-0035216","Diontae Johnson","WR","PIT",2,2.86,7,82,35,36.51,0,0.33,5.5,8.49,-2.99,-0.33,2.44755244755245,12.7657342657343,15,0.466666666666667,7.47,4.61
,,,,,,,,,,,,,,,,,,,,,,,
"2022",17,"00-0036261","Brandon Aiyuk","WR","SF",9,8.09,12,116,101,104.43,1,0.85,26.7,24.32,2.38,0.13,1.48331273176761,12.9085290482077,17,0.705882352941177,11.04,2.95
"2022",17,"00-0031381","Davante Adams","WR","LV",7,5.71,11,166,153,84.76,2,0.51,34.3,17.23,17.07,1.49,1.92644483362522,14.8441330998249,19,0.578947368421053,10.86,5.15
,,,,,,,,,,,,,,,,,,,,,,,
"2022",17,"00-0034983","Hunter Renfrow","WR","LV",3,3.21,4,5,19,21.15,0,0.14,4.9,6.19,-1.29,-0.14,1.24610591900312,6.58878504672897,19,0.210526315789474,10.86,7.65
,,,,,,,,,,,,,,,,,,,,,,,
"2022",17,"00-0033555","Mack Hollins","WR","LV",3,1.94,4,39,40,25.19,0,0.04,7,4.72,2.28,-0.04,2.06185567010309,12.9845360824742,19,0.210526315789474,10.86,8.92
"2022",17,"00-0036259","Jauan Jennings","WR","SF",2,1.6,3,58,46,34.12,0,0.27,6.6,6.64,-0.04,-0.27,1.875,21.325,17,0.176470588235294,11.04,9.44
"2022",17,"00-0034407","Ray-Ray McCloud","WR","SF",1,1.35,2,9,42,12.81,0,0,5.2,2.66,2.54,0,1.48148148148148,9.48888888888889,17,0.117647058823529,11.04,9.69
"2022",18,"00-0033111","Pharoh Cooper","WR","ARI",2,1.73,2,-6,6,8.23,0,0.01,3.3,3.55,-0.25,-0.01,1.15606936416185,4.75722543352601,16,0.125,9.97,8.24
"2022",18,"00-0027942","A.J. Green","WR","ARI",3,2.66,5,82,91,39.48,1,0.04,18.1,6.85,11.25,0.96,1.8796992481203,14.8421052631579,16,0.3125,9.97,7.31
"2022",18,"00-0036261","Brandon Aiyuk","WR","SF",4,3.04,5,72,59,53.91,0,0.05,9.9,8.7,1.2,-0.05,1.64473684210526,17.7335526315789,10,0.5,7.11,4.07
"2022",18,"00-0035500","Greg Dortch","WR","ARI",4,3.1,4,5,30,18.86,0,0.01,8.5,6.3,2.2,-0.06,1.29032258064516,6.08387096774193,16,0.25,9.97,6.87
"2022",18,"00-0035719","Deebo Samuel","WR","SF",2,2.62,3,-11,20,13.22,0,0.06,4.4,5.99,-1.59,-0.26,1.14503816793893,5.04580152671756,10,0.3,7.11,4.49
"2022",18,"00-0035662","Marquise Brown","WR","ARI",1,1.79,4,100,7,38.88,0,0.04,1.7,5.9,-4.2,-0.04,2.23463687150838,21.7206703910615,16,0.25,9.97,8.18
"2022",18,"00-0036259","Jauan Jennings","WR","SF",1,1.45,2,14,10,14.78,0,0.01,2,3.01,-1.01,-0.01,1.37931034482759,10.1931034482759,10,0.2,7.11,5.66
"2022",18,"00-0035876","Andre Baccellia","WR","ARI",1,0.69,1,6,6,6.09,0,0,1.6,1.31,0.29,0,1.44927536231884,8.82608695652174,16,0.0625,9.97,9.28
"2022",18,"00-0032775","Demarcus Robinson","WR","BAL",2,5.3,9,61,24,49.81,0,0.36,4.4,12.42,-8.02,-0.36,1.69811320754717,9.39811320754717,17,0.529411764705882,9.27,3.97
"2022",18,"00-0036410","Tee Higgins","WR","CIN",1,3.79,7,116,7,64.06,0,0.36,1.7,12.34,-10.64,-0.36,1.84696569920844,16.9023746701847,29,0.241379310344828,17.62,13.83
"2022",18,"00-0036900","Ja'Marr Chase","WR","CIN",8,8.08,13,134,86,90.59,1,0.95,22.6,22.83,-0.229999999999997,0.05,1.60891089108911,11.2116336633663,29,0.448275862068966,17.62,9.54
"2022",18,"00-0035341","Trenton Irwin","WR","CIN",1,1.13,2,21,12,14.47,0,0.16,2.2,3.54,-1.34,-0.16,1.76991150442478,12.8053097345133,29,0.0689655172413793,17.62,16.49
,,,,,,,,,,,,,,,,,,,,,,,
"2022",18,"00-0033009","Tyler Boyd","WR","CIN",5,4.62,7,73,51,59.96,0,0.25,10.1,12.13,-2.03,-0.25,1.51515151515152,12.978354978355,29,0.241379310344828,17.62,13
"2022",18,"00-0031325","Sammy Watkins","WR","BAL",2,1.93,4,64,79,30.38,0,0.02,7.9,5.06,2.84,-0.02,2.07253886010363,15.740932642487,17,0.235294117647059,9.27,7.34
"2022",18,"00-0036133","James Proche","WR","BAL",0,1.35,3,49,0,19.98,0,0.04,0,3.59,-3.59,-0.04,2.22222222222222,14.8,17,0.176470588235294,9.27,7.92
"2022",18,"00-0036630","Tylan Wallace","WR","BAL",1,0.69,1,7,12,6.77,0,0,2.2,1.38,0.82,0,1.44927536231884,9.81159420289855,17,0.0588235294117647,9.27,8.58
,,,,,,,,,,,,,,,,,,,,,,,
"2022",18,"00-0037239","Chris Olave","WR","NO",5,7.44,12,155,60,91.05,1,0.2,15,17.73,-2.73,0.8,1.61290322580645,12.2379032258065,18,0.666666666666667,11.44,4
"2022",18,"00-0037545","Rashid Shaheed","WR","NO",3,2.79,4,40,34,37.3,0,0.02,7.1,7.41,-0.31,-0.03,1.4336917562724,13.3691756272401,18,0.222222222222222,11.44,8.65
"2022",18,"00-0034827","D.J. Moore","WR","CAR",1,1.61,4,117,10,46.41,0,0.25,2,7.78,-5.78,-0.25,2.48447204968944,28.8260869565217,9,0.444444444444444,5.42,3.81
"2022",18,"00-0036955","Terrace Marshall","WR","CAR",2,2.14,3,20,23,22.54,0,0.01,4.3,4.45,-0.15,-0.01,1.4018691588785,10.5327102803738,9,0.333333333333333,5.42,3.28
,,,,,,,,,,,,,,,,,,,,,,,
"2022",18,"00-0036219","Marquez Callaway","WR","NO",0,0.41,1,26,0,11.43,0,0.34,0,3.58,-3.58,-0.34,2.4390243902439,27.8780487804878,18,0.0555555555555556,11.44,11.03
"2022",18,"00-0036268","Laviska Shenault","WR","CAR",1,0.87,1,-1,8,5.06,0,0.01,1.9,1.88,0.0200000000000002,-0.01,1.14942528735632,5.81609195402299,9,0.111111111111111,5.42,4.55
"2022",18,"00-0034765","Tre'Quan Smith","WR","NO",1,0.8,1,5,6,7.26,0,0,1.6,1.54,0.06,0,1.25,9.075,18,0.0555555555555556,11.44,10.64
"2022",18,"00-0036572","Shi Smith","WR","CAR",0,0.8,1,4,0,6.07,0,0,0,1.42,-1.42,0,1.25,7.5875,9,0.111111111111111,5.42,4.62
"2022",18,"00-0035216","Diontae Johnson","WR","PIT",2,5.66,10,107,38,71.67,0,1.17,7.8,20.96,-13.16,-1.17,1.76678445229682,12.6625441696113,16,0.625,8.02,2.36
"2022",18,"00-0031544","Amari Cooper","WR","CLE",2,1.63,3,46,51,28.53,0,0.01,7.1,4.54,2.56,-0.01,1.84049079754601,17.5030674846626,10,0.3,5.75,4.12
"2022",18,"00-0036233","Donovan Peoples-Jones","WR","CLE",2,2.18,4,62,42,37.02,0,0.26,6.2,7.43,-1.23,-0.26,1.8348623853211,16.9816513761468,10,0.4,5.75,3.57
"2022",18,"00-0037247","George Pickens","WR","PIT",3,2.36,6,147,72,64.1,1,0.25,16.2,10.28,5.92,0.75,2.54237288135593,27.1610169491525,16,0.375,8.02,5.66
,,,,,,,,,,,,,,,,,,,,,,,
"2022",18,"00-0037257","David Bell","WR","CLE",0,1.21,2,27,0,18.53,0,0.01,0,3.14,-3.14,-0.01,1.65289256198347,15.3140495867769,10,0.2,5.75,4.54
,,,,,,,,,,,,,,,,,,,,,,,
"2022",18,"00-0037300","Mike Woods","WR","CLE",1,0.73,1,6,15,7.66,0,0,2.5,1.5,1,0,1.36986301369863,10.4931506849315,10,0.1,5.75,5.02
"2022",18,"00-0033591","Noah Brown","WR","DAL",1,3.63,6,90,10,52.15,0,0.25,2,10.35,-8.35,-0.25,1.65289256198347,14.366391184573,23,0.260869565217391,13.01,9.38
