"game_id","play_id","desc","passer_player_id","passer_full_name","passer_position","receiver_player_id","receiver_full_name","receiver_position","posteam","two_point_attempt","two_point_converted","pass_attempt","receiving_yards","first_down_pass","fumble_lost","season","week","complete_pass","yards_after_catch","pass_touchdown","first_down","interception","relative_to_endzone","wind","score_differential","xpass","vegas_wp","total_line","implied_total","relative_to_sticks","air_yards","yardline_100","half_seconds_remaining","game_seconds_remaining","ep","fixed_drive","ydstogo","temp","era","qb_hit","posteam_type","pass_location","surface","roof","qtr","down","goal_to_go","shotgun","no_huddle","pass_completion_exp","yards_after_catch_exp","yardline_exp","pass_touchdown_exp","pass_first_down_exp","pass_interception_exp","two_point_conv_exp"
"2022_01_BAL_NYJ",89,"(14:29) (No Huddle, Shotgun) 19-J.Flacco pass incomplete short left to 32-Mi.Carter.","00-0026158","Joe Flacco","QB","00-0036924","Michael Carter","RB","NYJ",0,0,1,,0,0,2022,1,"0",0.389904022216797,"0","0","0",-59,8,0,0.389904022216797,0.280103355646133,44,25.25,-10,0,59,1769,3569,2.49939582124352,1,10,60,"post2018","0","home","left","turf","outdoors","1","1","0","1","1",0.780118405818939,6.5963888168335,52.4036111831665,0.00127929646987468,0.160687729716301,0.0052591385319829,0
"2022_01_BAL_NYJ",136,"(14:01) (No Huddle, Shotgun) 19-J.Flacco pass incomplete short right [93-C.Campbell]. PENALTY on NYJ-19-J.Flacco, Intentional Grounding, 10 yards, enforced at NYJ 46.","00-0026158","Joe Flacco","QB",,,,"NYJ",0,0,1,,0,0,2022,1,"0",0.963242471218109,"0","0","0",-54,8,0,0.963242471218109,0.257953763008118,44,25.25,-5,0,54,1741,3541,1.68127213977277,1,5,60,"post2018","1","home","right","turf","outdoors","1","3","0","1","1",0.485924154520035,6.38715696334839,47.6128430366516,0.0022697492968291,0.20139354467392,0.0182843822985888,0
"2022_01_BAL_NYJ",202,"(13:42) 8-L.Jackson pass short right to 7-R.Bateman pushed ob at BAL 32 for 4 yards (3-J.Whitehead).","00-0034796","Lamar Jackson","QB","00-0036550","Rashod Bateman","WR","BAL",0,0,1,4,0,0,2022,1,"1",0.479317873716354,"0","0","0",-76,8,0,0.479317873716354,0.775531351566315,44,25.25,-14,-4,72,1722,3522,0.952560209203511,2,10,60,"post2018","0","away","right","turf","outdoors","1","1","0","0","0",0.901667237281799,10.4964580535889,65.5035419464111,0.00342527334578335,0.253659904003143,0.00516936928033829,0
"2022_01_BAL_NYJ",230,"(13:21) (No Huddle, Shotgun) 8-L.Jackson pass short left to 13-D.Duvernay to BAL 36 for 4 yards (57-C.Mosley).","00-0034796","Lamar Jackson","QB","00-0036331","Devin Duvernay","WR","BAL",0,0,1,4,0,0,2022,1,"1",0.608056545257568,"0","0","0",-65,8,0,0.608056545257568,0.784097254276276,44,25.25,-3,3,68,1701,3501,1.02768769161776,2,6,60,"post2018","0","away","left","turf","outdoors","1","2","0","1","1",0.780790567398071,3.96576976776123,61.0342302322388,0.00134518754202873,0.379107654094696,0.00657537160441279,0
"2022_01_BAL_NYJ",301,"(11:19) (Shotgun) 8-L.Jackson pass short left to 13-D.Duvernay pushed ob at BAL 48 for 8 yards (4-D.Reed).","00-0034796","Lamar Jackson","QB","00-0036331","Devin Duvernay","WR","BAL",0,0,1,8,0,0,2022,1,"1",0.56518018245697,"0","0","0",-58,8,0,0.56518018245697,0.765140175819397,44,25.25,-8,2,60,1579,3379,1.28834845498204,2,10,60,"post2018","0","away","left","turf","outdoors","1","2","0","1","0",0.796238839626312,4.36808586120605,53.6319141387939,0.000921780942007899,0.149777084589005,0.00655564153566957,0
"2022_01_BAL_NYJ",412,"(9:11) (Shotgun) 19-J.Flacco pass short left to 20-Br.Hall to NYJ 12 for 3 yards (36-C.Clark).","00-0026158","Joe Flacco","QB","00-0038120","Breece Hall","RB","NYJ",0,0,1,3,0,0,2022,1,"1",0.626492321491241,"0","0","0",-88,8,0,0.626492321491241,0.234061479568481,44,25.25,-9,3,91,1451,3251,-0.348832765361294,3,12,60,"post2018","0","home","left","turf","outdoors","1","2","0","1","0",0.781700968742371,4.28715896606445,83.7128410339355,0.00131456309463829,0.0996886938810349,0.00759475957602262,0
"2022_01_BAL_NYJ",511,"(7:16) (Shotgun) 19-J.Flacco pass incomplete deep right to 84-C.Davis.","00-0026158","Joe Flacco","QB","00-0033871","Corey Davis","WR","NYJ",0,0,1,,0,0,2022,1,"0",0.980882942676544,"0","0","0",-66,8,0,0.980882942676544,0.254946857690811,44,25.25,7,16,82,1336,3136,-0.216572920326144,3,9,60,"post2018","0","home","right","turf","outdoors","1","3","0","1","0",0.515852987766266,3.6530749797821,62.3469250202179,0.00174207950476557,0.484938412904739,0.048374317586422,0
"2022_01_BAL_NYJ",552,"(7:05) (Shotgun) 8-L.Jackson pass incomplete short middle to 80-I.Likely.","00-0034796","Lamar Jackson","QB","00-0037838","Isaiah Likely","TE","BAL",0,0,1,,0,0,2022,1,"0",0.502714574337006,"0","0","0",-55,8,0,0.502714574337006,0.777531445026398,44,25.25,1,11,66,1325,3125,0.987068773712963,4,10,60,"post2018","0","away","middle","turf","outdoors","1","1","0","1","0",0.710465252399445,4.6109676361084,50.3890323638916,0.0020531474146992,0.707137167453766,0.013841194100678,0
"2022_01_BAL_NYJ",595,"(6:13) (Shotgun) 8-L.Jackson pass incomplete short right to 80-I.Likely.","00-0034796","Lamar Jackson","QB","00-0037838","Isaiah Likely","TE","BAL",0,0,1,,0,0,2022,1,"0",0.982686936855316,"0","0","0",-60,8,0,0.982686936855316,0.76984167098999,44,25.25,-4,5,65,1273,3073,-0.386714629363269,4,9,60,"post2018","0","away","right","turf","outdoors","1","3","0","1","0",0.722260296344757,4.4064736366272,55.5935263633728,0.00088762812083587,0.237910062074661,0.00975108053535223,0
"2022_01_BAL_NYJ",636,"(6:01) 19-J.Flacco pass deep left to 8-E.Moore to NYJ 41 for 24 yards (32-M.Williams).","00-0026158","Joe Flacco","QB","00-0036980","Elijah Moore","WR","NYJ",0,0,1,24,1,0,2022,1,"1",0.468078553676605,"0","1","0",-62,8,0,0.468078553676605,0.294707149267197,44,25.25,11,21,83,1261,3061,1.14594312664121,5,10,60,"post2018","0","home","left","turf","outdoors","1","1","0","0","0",0.5507932305336,3.73754215240479,58.2624578475952,0.00192065839655697,0.55058753490448,0.0346319153904915,0
"2022_01_BAL_NYJ",697,"(5:07) (Shotgun) 19-J.Flacco pass short middle intended for 81-L.Cager INTERCEPTED by 32-M.Williams at NYJ 46. 32-M.Williams to NYJ 13 for 33 yards (19-J.Flacco).","00-0026158","Joe Flacco","QB","00-0036145","Lawrence Cager","TE","NYJ",0,0,1,,0,0,2022,1,"0",0.692766785621643,"0","0","1",-54,8,0,0.692766785621643,0.291514456272125,44,25.25,-5,14,68,1207,3007,1.95444440562278,5,19,60,"post2018","0","home","middle","turf","outdoors","1","1","0","1","0",0.724388360977173,3.56098651885986,50.4390134811401,0.00153091561514884,0.107902154326439,0.0330113731324673,0
"2022_01_BAL_NYJ",744,"(4:08) (Shotgun) 8-L.Jackson pass short right to 10-D.Robinson pushed ob at NYJ 6 for 8 yards (3-J.Whitehead).","00-0034796","Lamar Jackson","QB","00-0032775","Demarcus Robinson","WR","BAL",0,0,1,8,0,0,2022,1,"1",0.819518625736237,"0","0","0",-11,8,0,0.819518625736237,0.831381022930145,44,25.25,-8,3,14,1148,2948,4.05739801889285,6,11,60,"post2018","0","away","right","turf","outdoors","1","2","0","1","0",0.768020629882812,2.6502697467804,8.3497302532196,0.038420282304287,0.101081147789955,0.00654368055984378,0
"2022_01_BAL_NYJ",768,"(3:24) (Shotgun) 8-L.Jackson pass incomplete short middle to 80-I.Likely (95-Q.Williams).","00-0034796","Lamar Jackson","QB","00-0037838","Isaiah Likely","TE","BAL",0,0,1,,0,0,2022,1,"0",0.843231916427612,"0","0","0",-6,8,0,0.843231916427612,0.812728583812714,44,25.25,-3,0,6,1104,2904,4.38718797737965,6,3,60,"post2018","0","away","middle","turf","outdoors","1","3","0","1","0",0.781603336334229,4.28761100769043,1.71238899230957,0.317701786756516,0.487447112798691,0.0128244441002607,0
"2022_01_BAL_NYJ",824,"(3:16) 19-J.Flacco pass incomplete short middle to 84-C.Davis [50-J.Houston].","00-0026158","Joe Flacco","QB","00-0033871","Corey Davis","WR","NYJ",0,0,1,,0,0,2022,1,"0",0.505315601825714,"0","0","0",-75,8,-3,0.505315601825714,0.213190034031868,44,25.25,-10,0,75,1096,2896,1.69728378113359,7,10,60,"post2018","1","home","middle","turf","outdoors","1","1","0","0","0",0.62291431427002,6.97502851486206,68.0249714851379,0.00350134819746017,0.130460873246193,0.035482756793499,0
