season,week,posteam,plays,proe
2020,7,NYG,51,2.638518138259094
2020,7,NYJ,45,-10.198865665329826
2020,7,PHI,70,-1.0559345568929124
2020,7,PIT,73,12.667289355846279
2020,7,SEA,80,13.79408208653331
2020,7,SF,62,-7.516728605954909
2020,7,TB,68,4.0540628792608
2020,7,TEN,54,-14.0359220129472
2020,7,WAS,63,-6.354052975537305
2020,8,ATL,64,-1.02542006643489
2020,8,BAL,74,-27.165130505690648
2020,8,BUF,52,-16.42438780802945
2020,8,CAR,49,0.9145429852057463
2020,8,CHI,64,-3.182851104065776
2020,8,CIN,69,8.235860316325766
2020,8,CLE,47,-4.695057551911552
2020,8,DAL,74,-13.219306235377848
2020,8,DEN,55,-3.737953413616535
2020,8,DET,54,3.659691854759506
2020,8,GB,65,-7.003072408529409
2020,8,IND,72,-4.65659898602297
2020,8,KC,67,15.640698584602841
2020,8,LA,89,-5.74608150492899
2020,8,LAC,82,-4.093330535219941
2020,8,LV,67,-10.483470630011881
2020,8,MIA,46,3.221609832152078
2020,8,MIN,48,-17.64434998234113
2020,8,NE,60,-23.80450117091335
2020,8,NO,70,-5.209590239184248
2020,8,NYG,66,3.5863442402897627
2020,8,NYJ,54,-2.100091068832932
2020,8,PHI,55,0.19664452834559087
2020,8,PIT,48,13.817422045394768
2020,8,SEA,62,12.531679448100796
2020,8,SF,63,-0.6323691871431003
2020,8,TB,64,2.5773572269827127
2020,8,TEN,60,-11.656696920593589
2020,9,ARI,63,-12.177609924286143
2020,9,ATL,65,1.789142710085112
2020,9,BAL,61,-4.161051184427523
2020,9,BUF,54,26.761080290156364
2020,9,CAR,73,-2.4586744096181223
2020,9,CHI,72,0.9744605877333501
2020,9,DAL,68,-4.713275984806198
2020,9,DEN,70,-2.226246127060505
2020,9,DET,71,-2.0208058013042596
2020,9,GB,61,-1.9240840414508686
2020,9,HOU,57,9.748317797978734
2020,9,IND,63,-6.146181906972592
2020,9,JAX,66,-5.283983096931911
2020,9,KC,55,22.72523045539856
2020,9,LAC,73,-8.338306129795258
2020,9,LV,49,-5.379207371448979
2020,9,MIA,50,5.172934904694582
2020,9,MIN,54,-13.448630742452771
2020,9,NE,74,-18.70550650197108
2020,9,NO,67,9.168116587089031
2020,9,NYG,66,-2.4314965036782654
2020,9,NYJ,43,1.435586775458142
2020,9,PIT,64,10.8014055644162
2020,9,SEA,58,4.7554064413597
2020,9,SF,52,-3.2433390903931603
2020,9,TB,42,18.481555190824338
2020,9,TEN,50,-11.014786906540364
2020,9,WAS,48,13.089958050598693
2020,10,ARI,68,-9.973911941051494
2020,10,BAL,62,-6.080000679339149
2020,10,BUF,68,9.140014867572221
2020,10,CAR,45,6.877720753351846
2020,10,CHI,47,-2.2185184854142004
2020,10,CIN,60,-6.789973626534163
2020,10,CLE,59,-20.58594687762906
2020,10,DEN,67,-0.40120844965551017
2020,10,DET,54,-0.8392657394762137
2020,10,GB,57,-0.8503226334588221
2020,10,HOU,51,0.8251172946948881
2020,10,IND,67,4.4301566904160765
2020,10,JAX,58,-5.6718842222773125
2020,10,LA,64,5.945888953283429
2020,10,LAC,60,-6.393324260910327
2020,10,LV,64,-13.002209801925346
2020,10,MIA,55,-3.4506229649890474
2020,10,MIN,69,-2.9443133946346123
2020,10,NE,55,-19.00583427060736
2020,10,NO,49,-3.305182970908227
2020,10,NYG,62,-3.467525250368575
2020,10,PHI,62,0.37265323823498786
2020,10,PIT,67,10.245837504739196
2020,10,SEA,59,2.027335611440395
2020,10,SF,64,-6.018826272338629
2020,10,TB,73,0.17383098091980909
2020,10,TEN,59,-14.01934893959657
2020,10,WAS,80,0.033862162381437244
2020,11,ARI,60,7.602034310499839
2020,11,ATL,51,-0.17048921070845768
2020,11,BAL,63,-14.817617384214243
2020,11,CAR,66,0.6882603421355493
2020,11,CIN,62,10.394988545486983
2020,11,CLE,60,-14.936582772061213
2020,11,DAL,62,-8.041506092394513
2020,11,DEN,63,-4.61372038911258
2020,11,DET,49,-2.191633655100478
2020,11,GB,54,10.922190988505298
2020,11,HOU,56,16.757542506924693
2020,11,IND,72,-11.032267784078908
2020,11,JAX,54,3.9238612960886043
2020,11,KC,71,5.370566437781732
2020,11,LA,70,13.657622145754967
2020,11,LAC,75,10.462332410117014
2020,11,LV,56,-2.0605070516466872
2020,11,MIA,55,2.974191145463434
2020,11,MIN,59,-8.851109571376071
2020,11,NE,63,-6.3583898875448135
2020,11,NO,59,-3.326844379810945
2020,11,NYJ,54,-14.463446841195793
2020,11,PHI,60,-8.665098423759165
2020,11,PIT,70,6.395945623517063
2020,11,SEA,58,0.8787982422729601
2020,11,TB,66,7.606583427299163
2020,11,TEN,66,-10.223461484367224
2020,11,WAS,56,-10.583824145474585
2020,12,ARI,68,-5.203474334934222
2020,12,ATL,68,-1.372116519247768
2020,12,BAL,46,-30.22528770177258
2020,12,BUF,54,-4.7900510882889495
2020,12,CAR,63,0.5598126186265096
2020,12,CHI,63,4.445434042385621
2020,12,CIN,43,6.177944291469684
2020,12,CLE,59,1.4826589216619945
2020,12,DAL,53,3.612143405765844
2020,12,DEN,42,-45.98683941931952
2020,12,DET,73,-5.562690267824166
2020,12,GB,66,-5.2899144307681665
2020,12,HOU,45,12.559528251489017
2020,12,IND,66,-1.5001146405032362
2020,12,JAX,61,-6.696606097651281
2020,12,KC,69,21.28570906925895
2020,12,LA,58,-2.757806767677462
2020,12,LAC,77,2.0827871831980316
2020,12,LV,53,3.4617585112463933
2020,12,MIA,62,8.827447218279705
2020,12,MIN,68,-2.7665458838729506
2020,12,NE,47,-22.068438853355172
2020,12,NO,60,-25.664601574341482
2020,12,NYG,78,-5.388698191978969
2020,12,NYJ,50,-13.418387472629545
2020,12,PHI,60,6.576004077990849
2020,12,PIT,70,21.445378426994623
2020,12,SEA,59,2.8621046661825633
2020,12,SF,68,-13.254993233610657
2020,12,TB,53,11.645405078833948
2020,12,TEN,64,-16.771805891767144
2020,12,WAS,61,-1.4490231871604586
2020,13,ARI,59,-6.321836881718424
2020,13,ATL,60,-7.994294414917647
2020,13,BAL,54,-13.375085923406814
2020,13,BUF,66,17.135953237161473
2020,13,CHI,65,-6.50959367935473
2020,13,CIN,44,-2.0803455263376347
2020,13,CLE,69,4.059042554834602
2020,13,DAL,76,-6.052708743434209
2020,13,DEN,62,-14.510316930470967
2020,13,DET,63,-2.112332435827391
2020,13,GB,56,10.217409421290647
2020,13,HOU,57,1.7666561561718308
2020,13,IND,61,2.0004119052261626
2020,13,JAX,67,2.265888252365067
2020,13,KC,61,13.949086309456415
2020,13,LA,76,9.065991495490877
2020,13,LAC,67,3.2332181040920727
2020,13,LV,71,0.05634592872274524
2020,13,MIA,65,6.340365492953737
2020,13,MIN,81,-5.970551036758187
2020,13,NE,63,-11.47449561764325
2020,13,NO,73,-0.9572138729160407
2020,13,NYG,53,-10.588383730852385
2020,13,NYJ,58,-11.206020639631264
2020,13,PHI,52,-5.786225686852731
2020,13,PIT,67,19.192082134645382
2020,13,SEA,65,5.379050993002343
2020,13,SF,60,-4.648363292217272
2020,13,TEN,65,-4.106641939053146
2020,13,WAS,67,6.830810983456814
2020,14,ARI,75,3.2519157777229357
2020,14,ATL,53,6.819355797092852
2020,14,BAL,53,-20.777642473859586
2020,14,BUF,68,14.423168461550674
2020,14,CAR,61,-2.982112960737282
2020,14,CHI,56,11.160669582230721
2020,14,CIN,68,-9.2258406255175
2020,14,CLE,77,4.203639634243905
2020,14,DAL,47,2.7373622785857368
2020,14,DEN,55,4.226135150952803
2020,14,DET,54,7.4459168094175965
2020,14,GB,62,4.257863447550769
2020,14,HOU,56,-3.9309223847729613
2020,14,IND,57,-15.00273877591416
2020,14,JAX,69,6.799355214056768
2020,14,KC,57,12.95093843027163
2020,14,LA,60,-9.45006895810367
2020,14,LAC,70,-5.382810682058315
2020,14,LV,68,3.4628166871912613
2020,14,MIA,72,6.915297876629567
2020,14,MIN,71,-0.5232690085827385
2020,14,NE,52,-24.79771309747143
2020,14,NO,58,0.38465564620904225
2020,14,NYG,41,-7.127208244509808
2020,14,NYJ,49,-9.754608024139767
2020,14,PHI,62,-3.1408051299231188
2020,14,PIT,55,2.362432859160657
2020,14,SEA,67,-8.616052857085826
2020,14,SF,73,-5.126403170089189
2020,14,TB,45,-9.918316644099024
2020,14,TEN,64,-15.210845769615844
2020,14,WAS,56,0.8677312838179962
2020,15,ARI,67,-0.6058201583018841
2020,15,ATL,62,16.971479212084105
2020,15,BAL,61,-7.864715546735962
2020,15,BUF,64,9.444433794124052
2020,15,CAR,62,-2.5263652205467224
2020,15,CHI,63,-8.824110445049088
2020,15,CIN,53,-26.089533116176444
2020,15,CLE,62,3.030527070645339
2020,15,DAL,56,3.6082680736269523
2020,15,DEN,60,-12.338132932782154
2020,15,DET,65,1.201912348087053
2020,15,GB,55,7.287368706681496
2020,15,HOU,62,2.125928767265839
2020,15,IND,51,1.0231708779054771
2020,15,JAX,51,-9.490032085016642
2020,15,KC,86,5.253666466058693
2020,15,LA,53,-9.783329097729798
2020,15,LAC,61,-3.920047400427673
2020,15,LV,73,-11.812778041787354
2020,15,MIA,69,-8.628058530714178
2020,15,MIN,62,-8.035562355672187
2020,15,NE,49,-3.164325441632976
2020,15,NO,52,-3.8961597933219183
2020,15,NYG,52,-6.7465071781323775
2020,15,NYJ,59,2.3691960563094083
2020,15,PHI,75,-4.863605837027185
2020,15,PIT,60,-4.087236883739598
2020,15,SEA,50,0.8840454518795227
2020,15,SF,79,-9.451489829564375
2020,15,TB,61,18.616069596810448
2020,15,TEN,63,-8.263666880509218
2020,15,WAS,76,6.615268066525437
2020,16,ARI,77,1.7800458452918555
2020,16,ATL,57,2.656747322333519
2020,16,BAL,64,-8.725962729658931
2020,16,BUF,67,12.645545190394781
2020,16,CAR,59,-6.625988144995842
2020,16,CHI,67,-1.1201880649844065
2020,16,CIN,70,0.19337378974472186
2020,16,CLE,69,6.687074122221559
2020,16,DAL,63,-5.329609626815452
2020,16,DEN,74,-5.581227468477746
2020,16,DET,46,-1.455275390459121
2020,16,GB,60,-1.8031996116041893
2020,16,HOU,50,6.201573789119719
2020,16,IND,62,-5.207646373779573
2020,16,JAX,53,2.168518361055627
2020,16,KC,65,8.740183527653056
2020,16,LA,72,1.1445241462853306
2020,16,LAC,53,6.102519777585858
2020,16,LV,56,4.227759236735973
2020,16,MIA,59,-2.583344659562803
2020,16,MIN,59,9.646386766837821
2020,16,NE,45,-15.45153273476495
2020,16,NO,70,-8.368103158261103
2020,16,NYG,53,6.580639335344407
2020,16,NYJ,64,0.635065627284348
2020,16,PHI,68,-4.205330285955899
2020,16,PIT,61,22.571069319717218
2020,16,SEA,54,1.8614540428475324
2020,16,SF,51,-8.459515774659094
2020,16,TB,67,14.77000504287318
2020,16,TEN,53,-20.345748145625297
2020,16,WAS,66,-0.47748721007147
2020,17,ARI,44,-11.57170662825756
2020,17,ATL,70,1.2785571387836203
2020,17,BAL,73,-19.134790965751403
2020,17,BUF,59,13.300910491054319
2020,17,CAR,57,6.582172319554447
2020,17,CHI,73,-6.416256991151292
2020,17,CIN,40,-18.389734849333784
2020,17,CLE,57,-1.8055371809423848
2020,17,DAL,74,6.1481112563931966
2020,17,DEN,74,-2.945344895124402
2020,17,DET,55,2.414530515670754
2020,17,GB,43,5.514745301632007
2020,17,HOU,58,10.23421061450036
2020,17,IND,63,-12.432362925675195
2020,17,JAX,59,2.930785538786551
2020,17,KC,49,8.619090397747176
2020,17,LA,68,0.10679972029346008
2020,17,LAC,64,-0.3704557952005416
2020,17,LV,61,-6.042482545141348
2020,17,MIA,80,8.348549734801036
2020,17,MIN,68,0.017254843431380174
2020,17,NE,60,-2.368513255690563
2020,17,NO,61,1.7520999871804888
2020,17,NYG,50,-1.2536757141351496
2020,17,NYJ,59,-5.071526866848208
2020,17,PHI,62,1.2102221048647444
2020,17,PIT,65,-0.7362683002765102
2020,17,SEA,62,7.937235445264868
2020,17,SF,61,-5.349235847348044
2020,17,TB,59,16.7762956881927
2020,17,TEN,67,-15.881989829575849
2020,17,WAS,59,-7.071073182811194
2021,1,ARI,65,-4.242746703899824
2021,1,ATL,61,-10.995158235557723
2021,1,BAL,63,-3.53699690765803
2021,1,BUF,76,1.5320027149037352
2021,1,CAR,59,2.1732313400608216
2021,1,CHI,66,-0.09303928324672084
2021,1,CIN,62,-18.567029542980677
2021,1,CLE,55,-4.902619096365823
2021,1,DAL,76,21.23600824883112
2021,1,DEN,64,-0.25993606250267476
2021,1,DET,83,1.7018365213669617
2021,1,GB,50,-3.6240480989217727
2021,1,HOU,73,-2.8475636794959347
2021,1,IND,69,-8.733564442482555
2021,1,JAX,66,3.0189203493522943
2021,1,KC,58,8.99788295400551
2021,1,LA,45,10.49976391924754
2021,1,LAC,73,8.679770254721419
2021,1,LV,75,8.92000255982085
2021,1,MIA,47,0.9930251126593626
2021,1,MIN,71,-1.2335091409548582
2021,1,NE,69,-2.869895705278347
2021,1,NO,58,-8.525073245681558
2021,1,NYG,55,-2.478293397209863
2021,1,NYJ,56,0.11679349201064726
2021,1,PHI,66,0.022720703572931544
2021,1,PIT,50,10.80258955061435
2021,1,SEA,50,-0.3503802344203111
2021,1,SF,52,-3.104868036909758
2021,1,TB,64,15.673994412645698
2021,1,TEN,58,-7.587268280571891
2021,1,WAS,48,-11.570499682178115
2021,2,ARI,57,7.789999743302678
2021,2,ATL,69,7.536736541036215
2021,2,BAL,67,-16.864866841195248
2021,2,BUF,61,3.5528634415298077
2021,2,CAR,71,7.761570462353607
2021,2,CHI,55,-3.370073600248835
2021,2,CIN,50,-7.470604300498939
2021,2,CLE,52,-4.978078546432352
2021,2,DAL,58,-13.73451105479534
2021,2,DEN,62,2.2945686754199723
2021,2,DET,55,5.367105847055232
2021,2,GB,54,5.994245975657764
2021,2,HOU,57,-12.842213976801508
2021,2,IND,63,2.610923326204706
2021,2,JAX,50,0.9321994185447657
2021,2,KC,49,8.586825035056279
2021,2,LA,59,-0.4993885124133679
2021,2,LAC,61,4.409410670155367
2021,2,LV,62,9.76974694959577
2021,2,MIA,63,2.830320644000184
2021,2,MIN,59,-8.32493638588212
2021,2,NE,54,-0.09469664483158224
2021,2,NO,38,-13.632945598740331
2021,2,NYG,59,0.9807171710466744
2021,2,NYJ,63,-13.48654615973669
2021,2,PHI,53,-5.973724064961927
2021,2,PIT,54,2.2273880464059537
2021,2,SEA,49,1.282794013315336
2021,2,SF,65,-5.772107174763308
2021,2,TB,54,16.04187856945728
2021,2,TEN,79,-10.837901242171643
2021,2,WAS,67,7.499812009619222
2021,3,ARI,64,7.366143143735826
2021,3,ATL,56,-2.348876052669091
2021,3,BAL,52,4.158652459199597
2021,3,BUF,75,8.063365578651416
2021,3,CAR,64,3.2164031348656863
2021,3,CHI,33,1.3836767637368297
2021,3,CIN,39,-10.48411941872195
2021,3,CLE,70,-9.368477250848489
2021,3,DAL,64,-6.809831026475877
2021,3,DEN,61,-7.326659431955846
2021,3,DET,58,-5.029715905929411
2021,3,GB,56,0.3447617005024495
2021,3,HOU,44,-7.747636024247506
2021,3,IND,55,1.026321486993298
2021,3,JAX,62,-12.38258730980657
2021,3,KC,74,0.16003625618442596
2021,3,LA,60,5.7871781786283165
2021,3,LAC,60,8.986025328437464
2021,3,LV,76,-0.841774566001019
2021,3,MIA,76,-1.30648256132474
2021,3,MIN,72,-1.4768889691267328
2021,3,NE,68,2.9341840568710587
2021,3,NO,57,-8.408890991357298
2021,3,NYG,62,4.064186902776856
2021,3,NYJ,48,5.560015514492978
2021,3,PHI,51,21.298503758860566
2021,3,PIT,73,2.856010361893524
2021,3,SEA,50,7.173598438501361
2021,3,SF,61,-1.5505872788976638
2021,3,TB,68,12.931062215391343
2021,3,TEN,63,-12.761160908710407
2021,3,WAS,49,-10.6609062880886
2021,4,ARI,70,-3.689991831779471
2021,4,ATL,70,-5.654689584459549
2021,4,BAL,67,5.449710666799746
2021,4,BUF,69,-6.937010759028828
2021,4,CAR,63,0.5306361568352624
2021,4,CHI,54,-15.862974579687494
2021,4,CIN,54,-1.4854385414057036
2021,4,CLE,72,-10.558403417881978
2021,4,DAL,56,-6.043272305812131
2021,4,DEN,54,-0.946530920487898
2021,4,DET,63,-4.5039156599649965
2021,4,GB,67,1.1523462331562317
2021,4,HOU,39,-10.19206929665345
2021,4,IND,62,-2.8270177122565743
2021,4,JAX,54,-6.399582574764862
2021,4,KC,61,7.465264072916533
2021,4,LA,63,1.9449088545072768
2021,4,LAC,71,-0.7743807063555597
2021,4,LV,52,-1.1136272778877743
2021,4,MIA,46,4.316927589800068
2021,4,MIN,60,-9.361183693011622
2021,4,NE,49,23.87288072887732
2021,4,NO,65,-18.75141616051016
2021,4,NYG,61,6.364196832062763
2021,4,NYJ,58,6.342459470033612
2021,4,PHI,67,9.65384193765586
2021,4,PIT,56,1.6819566488266102
2021,4,SEA,49,-0.4669237045609176
2021,4,SF,71,-5.149332528382966
2021,4,TB,70,-1.6297534959656579
2021,4,TEN,87,-10.173986064291519
2021,4,WAS,62,-5.658262703687933
2021,5,ARI,55,3.236875791441285
2021,5,ATL,74,5.3847826413206406
2021,5,BAL,71,5.762875541834722
2021,5,BUF,51,6.881184302562627
2021,5,CAR,67,-2.0261540341732776
2021,5,CHI,57,-17.61255857714435
2021,5,CIN,63,-0.20899025220716405
2021,5,CLE,67,-10.037057057245447
2021,5,DAL,72,-6.875010220230432
2021,5,DEN,57,-8.260990391697831
2021,5,DET,60,-8.689694727460529
2021,5,GB,60,1.8671442568302443
2021,5,HOU,53,-5.032317902681971
2021,5,IND,62,2.5530906694550493
2021,5,JAX,65,-10.56199268652841
2021,5,KC,77,11.91114711684066
2021,5,LA,65,7.528004497289675
2021,5,LAC,67,2.951574903815546
2021,5,LV,58,-0.8050754409411609
2021,5,MIA,48,19.97190502782663
2021,5,MIN,61,-3.7790339379037086
2021,5,NE,59,-13.529024260528994
2021,5,NO,52,8.661430171476002
2021,5,NYG,64,-4.7011954709887505
2021,5,NYJ,51,-2.827566190093167
2021,5,PHI,58,4.103232483411656
2021,5,PIT,59,-12.869666769342897
2021,5,SEA,58,-5.946480508508389
2021,5,SF,57,-9.44770062178899
2021,5,TB,65,15.348174262505342
2021,5,TEN,58,-13.361448608338804
2021,5,WAS,75,3.370170970757791
2021,6,ARI,64,-4.303099645767361
2021,6,BAL,63,-2.9326912843518906
2021,6,BUF,71,9.7444158624595
2021,6,CAR,64,-2.235015877522528
2021,6,CHI,53,-5.521830297865948
2021,6,CIN,63,-0.07254749181725417
2021,6,CLE,50,-3.443719983100879
2021,6,DAL,83,2.7698723935937863
2021,6,DEN,72,-4.786090821855615
2021,6,DET,60,-0.47349728643895084
2021,6,GB,50,3.0408784635364947
2021,6,HOU,72,-5.908703514271285
2021,6,IND,45,-7.7108867259489235
2021,6,JAX,60,1.8568339447180504
2021,6,KC,75,12.958340903123256
2021,6,LA,63,0.011651371679610723
2021,6,LAC,51,9.250692614153323
2021,6,LV,49,-1.4370270377519034
2021,6,MIA,67,10.490489095004607
2021,6,MIN,85,0.577786249272938
2021,6,NE,47,-13.00673193119945
2021,6,NYG,70,5.60799943549296
2021,6,PHI,46,-4.519726012064041
2021,6,PIT,69,-3.8844553024872774
2021,6,SEA,57,-9.914851240944422
2021,6,TB,70,6.993957225765513
2021,6,TEN,50,-6.1081668138504135
2021,6,WAS,58,4.032992802817237
2021,7,ARI,63,-6.89958889806081
2021,7,ATL,60,5.313542286554962
2021,7,BAL,66,2.229351234255428
2021,7,CAR,56,5.750116971986651
2021,7,CHI,61,0.043628938862494415
2021,7,CIN,61,7.272717393324058
2021,7,CLE,65,3.078833342744769
2021,7,DEN,47,4.650521627131932
2021,7,DET,63,-9.423087229804372
2021,7,GB,50,12.950365088880044
2021,7,HOU,47,-1.4461935834681694
2021,7,IND,60,-6.089590514699639
2021,7,KC,63,16.806785691352122
2021,7,LA,59,13.500086761127106
2021,7,LV,62,4.819352011526801
2021,7,MIA,69,-0.8601095797359126
2021,7,NE,70,7.938401986445731
2021,7,NO,64,1.0098849656060338
2021,7,NYG,62,2.966572380354282
2021,7,NYJ,60,3.7152358392874563
2021,7,PHI,66,-13.060890488100796
2021,7,SEA,49,-13.83704068709391
2021,7,SF,51,-11.707072222934034
2021,7,TB,70,2.8076631256512274
2021,7,TEN,61,-2.3025386646145507
2021,7,WAS,64,-0.984353618696332
2021,8,ARI,53,-0.5387311836458797
2021,8,ATL,47,-8.302216422050579
2021,8,BUF,66,11.423959995083699
2021,8,CAR,71,-15.720137387094352
2021,8,CHI,63,-7.493835498416224
2021,8,CIN,50,11.219559401273738
2021,8,CLE,54,-5.9876667956510925
2021,8,DAL,65,-1.7207100758185656
2021,8,DEN,47,-3.4366139230575743
2021,8,DET,53,-7.386782146849735
2021,8,GB,70,0.5499679488795151
2021,8,HOU,54,0.6705604769565499
2021,8,IND,71,5.505306221229889
2021,8,JAX,72,6.3651937163538115
2021,8,KC,74,8.864490647573742
2021,8,LA,65,2.9683049023151495
2021,8,LAC,54,-6.013486617141295
2021,8,MIA,63,-0.02180931587066892
2021,8,MIN,59,-1.6839110497701038
2021,8,NE,74,-6.306055560708046
2021,8,NO,70,2.453540350709671
2021,8,NYG,52,6.276346800418975
2021,8,NYJ,75,9.659436424573276
2021,8,PHI,61,-16.30210803180442
2021,8,PIT,68,-2.462540591573914
2021,8,SEA,49,0.8141386265657413
2021,8,SF,51,-3.550540787332168
2021,8,TB,56,4.07914543258292
2021,8,TEN,64,-9.848953364416957
2021,8,WAS,63,0.20389989728022417
2021,9,ARI,65,-0.8436425775289691
2021,9,ATL,53,0.7121331286880417
2021,9,BAL,86,-3.7080848806126054
2021,9,BUF,61,11.680275763644532
2021,9,CAR,56,-3.623358426349488
2021,9,CHI,55,-8.738465146584918
2021,9,CIN,66,-4.319510202516231
2021,9,CLE,44,3.39623597365889
2021,9,DAL,57,-0.18081633668194375
2021,9,DEN,68,-8.50820769281947
2021,9,GB,59,-4.034843838821034
2021,9,HOU,61,5.872633222673784
2021,9,IND,59,-2.3090703002477397
2021,9,JAX,54,-4.966035637038734
2021,9,KC,60,9.203331035872274
2021,9,LA,69,1.2631693180056858
2021,9,LAC,65,7.990799615016375
2021,9,LV,66,7.762855359099108
2021,9,MIA,68,7.675182978239126
2021,9,MIN,52,-10.161246875157715
2021,9,NE,54,-27.477585413941647
2021,9,NO,70,-7.659540687288535
2021,9,NYG,50,-8.914990484714536
2021,9,NYJ,73,3.7183428463870682
2021,9,PHI,56,-19.53707646046369
2021,9,PIT,60,-8.05470086634159
2021,9,SF,51,5.696917661264845
2021,9,TEN,52,0.8663779841019181
2021,10,ARI,49,-6.004293415011174
2021,10,ATL,51,-16.708447886448262
2021,10,BAL,63,-4.264374408456995
2021,10,BUF,49,7.623266132206297
2021,10,CAR,70,-1.5312353920723665
2021,10,CLE,53,-4.943155286447043
2021,10,DAL,70,-2.126293357993858
2021,10,DEN,54,-0.32828061117065044
2021,10,DET,64,-28.377713821828365
2021,10,GB,69,4.617186290198438
2021,10,IND,58,-1.4732102124855873
2021,10,JAX,60,-3.982412318388606
2021,10,KC,74,13.124108895961461
2021,10,LA,52,6.140937426915549
2021,10,LAC,53,1.9486945755077034
2021,10,LV,49,10.901310705408784
2021,10,MIA,57,7.211160934285132
2021,10,MIN,67,-0.5208099511132214
2021,10,NE,58,-8.360774005795356
2021,10,NO,58,-4.62698874802423
2021,10,NYJ,69,-4.290243162625096
2021,10,PHI,59,-17.253145332432428
2021,10,PIT,80,-4.076864644885059
2021,10,SEA,56,11.067763024142796
2021,10,SF,62,-19.284181002407312
2021,10,TB,47,5.5691768672871955
2021,10,TEN,54,-2.3222468517444916
2021,10,WAS,67,-1.018930371127924
2021,11,ARI,75,7.585942690571146
2021,11,ATL,48,0.7404753006994613
2021,11,BAL,70,-12.782563992909035
2021,11,BUF,54,5.6740459468629485
2021,11,CAR,47,-6.344858572838175
2021,11,CHI,55,-0.05849347873165822
2021,11,CIN,67,-5.179837301595863
2021,11,CLE,63,-8.162659595883092
2021,11,DAL,59,0.2301204507633603
2021,11,DET,46,-15.369685998429429
2021,11,GB,51,-1.8279642451043188
2021,11,HOU,62,-6.755399794107481
2021,11,IND,66,-13.82234492762523
2021,11,JAX,41,-8.271079819376858
2021,11,KC,61,15.619103867010969
2021,11,LAC,64,12.4695991165936
2021,11,LV,45,-5.803800953759064
2021,11,MIA,66,-2.912313355640961
2021,11,MIN,63,-1.0832748242786905
2021,11,NE,54,-2.3181651615434062
2021,11,NO,62,-6.616164695832061
2021,11,NYG,52,11.37287312975297
2021,11,NYJ,57,5.64179362957935
2021,11,PHI,72,-14.952124406894063
2021,11,PIT,62,3.1801806101876107
2021,11,SEA,45,-10.487276845508141
2021,11,SF,62,-12.641704352872974
2021,11,TB,73,13.537335069212164
2021,11,TEN,77,-7.209015937594643
2021,11,WAS,60,-20.113660941521296
2021,12,ATL,56,-2.6595528636660037
2021,12,BAL,72,-3.2770951278508043
2021,12,BUF,60,-3.752424344420413
2021,12,CAR,49,-7.262948885255915
2021,12,CHI,65,-1.2232082165204328
2021,12,CIN,63,-7.098811870766076
2021,12,CLE,54,1.939282483524718
2021,12,DAL,69,2.3008892717568563
2021,12,DEN,56,-8.244567347823494
2021,12,DET,44,-2.69136381420223
2021,12,GB,77,3.0990887771953135
2021,12,HOU,50,-17.05740216374395
2021,12,IND,64,8.091311366297305
2021,12,JAX,71,-6.55713211482677
2021,12,LA,59,-5.227499455213547
2021,12,LAC,62,5.2787642325124455
2021,12,LV,73,-0.021097125255920002
2021,12,MIA,68,-7.783480558325218
2021,12,MIN,52,-0.8907899833642374
2021,12,NE,55,0.5705378678712347
2021,12,NO,55,-14.798964830962113
2021,12,NYG,56,3.208784133728071
2021,12,NYJ,58,-13.311928953846975
2021,12,PHI,63,-18.19664727127742
2021,12,PIT,56,-1.7471337424857292
2021,12,SEA,44,2.766292068091303
2021,12,SF,63,-15.765104679361224
2021,12,TB,60,0.8539979159832178
2021,12,TEN,59,-21.058723153704328
2021,12,WAS,77,-3.6471886100707342
2021,13,ARI,51,-7.923096743430596
2021,13,ATL,64,-3.4705030266195536
2021,13,BAL,63,-3.5410501417659557
2021,13,BUF,55,-3.78218721259721
2021,13,CHI,69,-5.830512487370044
2021,13,CIN,66,-9.385810747291101
2021,13,DAL,61,3.910026259598154
2021,13,DEN,72,-7.729849798811783
2021,13,DET,66,-0.8027839389714075
2021,13,HOU,46,-1.3198990374803654
2021,13,IND,68,-14.335751544465037
2021,13,JAX,53,-4.77420718602416
2021,13,KC,51,5.943374744817332
2021,13,LA,65,2.8824995572750645
2021,13,LAC,58,12.596376201715964
2021,13,LV,55,7.827626900239415
2021,13,MIA,65,7.816651698488464
2021,13,MIN,70,-3.1939245547566886
2021,13,NE,48,-57.10511443515618
2021,13,NO,67,-1.8499982668392478
2021,13,NYG,59,1.6781140687102125
2021,13,NYJ,54,4.522446708546712
2021,13,PHI,66,-14.071229721109086
2021,13,PIT,56,-4.225304190601598
2021,13,SEA,63,0.6370634550140419
2021,13,SF,54,-8.718004850325745
2021,13,TB,67,21.96230520285779
2021,13,WAS,59,-8.246546175520331
2021,14,ARI,71,3.2210692973204225
2021,14,ATL,63,-9.631721421130129
2021,14,BAL,65,-4.1661236148614496
2021,14,BUF,73,4.53840428835729
2021,14,CAR,61,-8.718502668083673
2021,14,CHI,56,2.87194257336002
2021,14,CIN,59,-5.780917709156597
2021,14,CLE,59,2.4480516880245773
2021,14,DAL,72,0.17853636915484694
2021,14,DEN,64,-13.494383567012846
2021,14,DET,60,-1.283103302121158
2021,14,GB,59,3.6425471179566404
2021,14,HOU,73,0.3204652299619637
2021,14,JAX,48,10.775456453363097
2021,14,KC,51,-1.7249692888820722
