"game_id","play_id","desc","rusher_player_id","full_name","posteam","two_point_attempt","two_point_converted","rush_attempt","first_down_rush","fumble_lost","season","week","rushing_yards","rush_touchdown","first_down","posteam_type","run_location","run_gap","run_gap_dir","surface","wind","temp","roof","position","yardline_100","half_seconds_remaining","game_seconds_remaining","fixed_drive","era","xpass","qtr","down","goal_to_go","ydstogo","shotgun","no_huddle","qb_dropback","qb_scramble","score_differential","ep","vegas_wp","implied_total","rushing_yards_exp","rushing_td_exp","rushing_fd_exp","two_point_conv_exp","rush_yards_exp","rush_touchdown_exp","rush_first_down_exp"
"2025_01_ARI_NO",63,"(14:56) 6-J.Conner right tackle to ARI 25 for 3 yards (92-D.Godchaux).","00-0033553","James Conner","ARI",0,0,1,0,0,2025,1,3,"0","0","away","right","tackle","right_tackle","turf",8,60,"indoors","RB",78,1796,3596,1,"post2018",0.511128067970276,"1","1","0",10,"0","0","0","0",0,0.655551692470908,0.715860605239868,25.25,4.74792814254761,0.00198845169506967,0.129311472177505,0,4.74792814254761,0.00198845169506967,0.129311472177505
"2025_01_ARI_NO",135,"(12:57) (Shotgun) 6-J.Conner left end to ARI 23 for -2 yards (4-K.McKinstry).","00-0033553","James Conner","ARI",0,0,1,0,0,2025,1,-2,"0","0","away","left","end","left_end","turf",8,60,"indoors","RB",75,1677,3477,1,"post2018",0.716845691204071,"1","2","0",21,"1","0","0","0",0,0.0884792180731893,0.659076392650604,25.25,5.22158288955688,0.00316723273135722,0.0414196252822876,0,5.22158288955688,0.00316723273135722,0.0414196252822876
"2025_01_ARI_NO",166,"(12:14) (Shotgun) 33-T.Benson left guard to ARI 24 for 1 yard (56-D.Davis).","00-0039921","Trey Benson","ARI",0,0,1,0,0,2025,1,1,"0","0","away","left","guard","left_guard","turf",8,60,"indoors","RB",77,1634,3434,1,"post2018",0.756108641624451,"1","3","0",23,"1","0","0","0",0,-1.19567032065243,0.605274498462677,25.25,6.01858997344971,0.00336669245734811,0.0449582859873772,0,6.01858997344971,0.00336669245734811,0.0449582859873772
"2025_01_ARI_NO",214,"(11:27) (Shotgun) 41-A.Kamara up the middle to NO 26 for 3 yards (27-A.Davis-Gaither; 93-C.Campbell).","00-0033906","Alvin Kamara","NO",0,0,1,0,0,2025,1,3,"0","0","home","middle","guard","middle_guard","turf",8,60,"indoors","RB",77,1587,3387,2,"post2018",0.430872827768326,"1","1","0",10,"1","0","0","0",0,1.38565539289266,0.324603080749512,25.25,4.61430358886719,0.00191541411913931,0.142988577485085,0,4.61430358886719,0.00191541411913931,0.142988577485085
"2025_01_ARI_NO",359,"(10:06) (No Huddle, Shotgun) 1-K.Murray scrambles right end ran ob at NO 48 for 13 yards (21-J.Reid).","00-0035228","Kyler Murray","ARI",0,0,1,1,0,2025,1,13,"0","1","away","right","end","right_end","turf",8,60,"indoors","QB",61,1506,3306,3,"post2018",0.522529721260071,"1","2","0",5,"1","1","1","1",0,1.62078461353667,0.724506735801697,25.25,6.15094423294067,0.0042922105640173,0.580219507217407,0,6.15094423294067,0.0042922105640173,0.580219507217407
"2025_01_ARI_NO",386,"(9:28) (No Huddle, Shotgun) 6-J.Conner left tackle to NO 47 for 1 yard (23-J.Blackmon).","00-0033553","James Conner","ARI",0,0,1,0,0,2025,1,1,"0","0","away","left","tackle","left_tackle","turf",8,60,"indoors","RB",48,1468,3268,3,"post2018",0.506536602973938,"1","1","0",10,"1","1","0","0",0,2.75433443021029,0.743546009063721,25.25,5.0159387588501,0.0065559889189899,0.172513216733932,0,5.0159387588501,0.0065559889189899,0.172513216733932
"2025_01_ARI_NO",506,"(7:22) (Shotgun) 6-J.Conner up the middle to NO 27 for 12 yards (21-J.Reid; 58-C.Rumph).","00-0033553","James Conner","ARI",0,0,1,0,0,2025,1,12,"0","0","away","middle","guard","middle_guard","turf",8,60,"indoors","RB",39,1342,3142,3,"post2018",0.815164625644684,"1","2","0",15,"1","0","0","0",0,2.38752598874271,0.764094471931458,25.25,4.7895975112915,0.00390750961378217,0.0501534380018711,0,4.7895975112915,0.00390750961378217,0.0501534380018711
"2025_01_ARI_NO",553,"(5:58) 6-J.Conner up the middle to NO 19 for 3 yards (56-D.Davis).","00-0033553","James Conner","ARI",0,0,1,0,0,2025,1,3,"0","0","away","middle","guard","middle_guard","turf",8,60,"indoors","RB",22,1258,3058,3,"post2018",0.455226004123688,"1","1","0",10,"0","0","0","0",0,4.65317861037329,0.803915500640869,25.25,4.08226346969604,0.0149724446237087,0.145139962434769,0,4.08226346969604,0.0149724446237087,0.145139962434769
"2025_01_ARI_NO",720,"(4:33) (No Huddle, Shotgun) 2-S.Rattler right guard to NO 38 for 2 yards (93-C.Campbell).","00-0039376","Spencer Rattler","NO",0,0,1,0,0,2025,1,2,"0","0","home","right","guard","right_guard","turf",8,60,"indoors","QB",64,1173,2973,4,"post2018",0.47939395904541,"1","1","0",10,"1","1","0","0",-3,2.36462822114117,0.285201460123062,25.25,4.90336275100708,0.00185860274359584,0.195510625839233,0,4.90336275100708,0.00185860274359584,0.195510625839233
"2025_01_ARI_NO",815,"(3:13) (Shotgun) 5-K.Miller left guard to ARI 44 for 10 yards (21-G.Williams; 2-Ma.Wilson).","00-0038551","Kendre Miller","NO",0,0,1,0,0,2025,1,10,"0","0","home","left","guard","left_guard","turf",8,60,"indoors","RB",54,1093,2893,4,"post2018",0.641010701656342,"1","1","0",15,"1","0","0","0",-3,2.653381859418,0.276869565248489,25.25,4.46278142929077,0.00108161324169487,0.0632442310452461,0,4.46278142929077,0.00108161324169487,0.0632442310452461
