"season","player_id","full_name","position","posteam","pass_attempt","rec_attempt","rush_attempt","pass_air_yards","rec_air_yards","pass_completions","receptions","pass_completions_exp","receptions_exp","pass_yards_gained","rec_yards_gained","rush_yards_gained","pass_yards_gained_exp","rec_yards_gained_exp","rush_yards_gained_exp","pass_touchdown","rec_touchdown","rush_touchdown","pass_touchdown_exp","rec_touchdown_exp","rush_touchdown_exp","pass_two_point_conv","rec_two_point_conv","rush_two_point_conv","pass_two_point_conv_exp","rec_two_point_conv_exp","rush_two_point_conv_exp","pass_first_down","rec_first_down","rush_first_down","pass_first_down_exp","rec_first_down_exp","rush_first_down_exp","pass_interception","rec_interception","pass_interception_exp","rec_interception_exp","rec_fumble_lost","rush_fumble_lost","pass_fantasy_points_exp","rec_fantasy_points_exp","rush_fantasy_points_exp","pass_fantasy_points","rec_fantasy_points","rush_fantasy_points","total_yards_gained","total_yards_gained_exp","total_touchdown","total_touchdown_exp","total_first_down","total_first_down_exp","total_fantasy_points","total_fantasy_points_exp","pass_completions_diff","receptions_diff","pass_yards_gained_diff","rec_yards_gained_diff","rush_yards_gained_diff","pass_touchdown_diff","rec_touchdown_diff","rush_touchdown_diff","pass_two_point_conv_diff","rec_two_point_conv_diff","rush_two_point_conv_diff","pass_first_down_diff","rec_first_down_diff","rush_first_down_diff","pass_interception_diff","rec_interception_diff","pass_fantasy_points_diff","rec_fantasy_points_diff","rush_fantasy_points_diff","total_yards_gained_diff","total_touchdown_diff","total_first_down_diff","total_fantasy_points_diff","pass_attempt_team","rec_attempt_team","rush_attempt_team","pass_air_yards_team","rec_air_yards_team","pass_completions_team","receptions_team","pass_completions_exp_team","receptions_exp_team","pass_yards_gained_team","rec_yards_gained_team","rush_yards_gained_team","pass_yards_gained_exp_team","rec_yards_gained_exp_team","rush_yards_gained_exp_team","pass_touchdown_team","rec_touchdown_team","rush_touchdown_team","pass_touchdown_exp_team","rec_touchdown_exp_team","rush_touchdown_exp_team","pass_two_point_conv_team","rec_two_point_conv_team","rush_two_point_conv_team","pass_two_point_conv_exp_team","rec_two_point_conv_exp_team","rush_two_point_conv_exp_team","pass_first_down_team","rec_first_down_team","rush_first_down_team","pass_first_down_exp_team","rec_first_down_exp_team","rush_first_down_exp_team","pass_interception_team","rec_interception_team","pass_interception_exp_team","rec_interception_exp_team","rec_fumble_lost_team","rush_fumble_lost_team","pass_fantasy_points_exp_team","rec_fantasy_points_exp_team","rush_fantasy_points_exp_team","pass_fantasy_points_team","rec_fantasy_points_team","rush_fantasy_points_team","pass_completions_diff_team","receptions_diff_team","pass_yards_gained_diff_team","rec_yards_gained_diff_team","rush_yards_gained_diff_team","pass_touchdown_diff_team","rec_touchdown_diff_team","rush_touchdown_diff_team","pass_two_point_conv_diff_team","rec_two_point_conv_diff_team","rush_two_point_conv_diff_team","pass_first_down_diff_team","rec_first_down_diff_team","rush_first_down_diff_team","pass_interception_diff_team","rec_interception_diff_team","pass_fantasy_points_diff_team","rec_fantasy_points_diff_team","rush_fantasy_points_diff_team","total_yards_gained_team","total_yards_gained_exp_team","total_yards_gained_diff_team","total_touchdown_team","total_touchdown_exp_team","total_touchdown_diff_team","total_first_down_team","total_first_down_exp_team","total_first_down_diff_team","total_fantasy_points_team","total_fantasy_points_exp_team","total_fantasy_points_diff_team","games"
"2021","00-0019596","Tom Brady","QB","TB",810,0,29,6417,0,544,0,561.71,0,5916,0,81,6457.41,0,76.59,46,0,2,50.7,0,1.88,0,0,0,0.6,0,0,297,0,14,336,0,11.16,13,0,14.98,0,0,1,432.35,0,18.99,394.64,0,18.1,5997,6534,48,52.58,311,347.16,412.74,451.34,-17.71,0,-541.41,0,4.41,-4.7,0,0.12,-0.6,0,0,-39,0,2.84,-1.98,0,-37.71,0,-0.89,-537,-4.58,-36.16,-38.6,822,822,430,6507,6507,551,551,570.06,570.11,5983,5983,1829,6559.54,6559.49,1770.97,46,46,22,51.27,51.31,19.29,0,0,1,0.6,0.6,0.69,301,301,119,340.84,340.89,123.85,13,13,15.21,15.21,2,3,438.21,1534.74,294.63,397.32,1421.3,310.9,-19.06,-19.11,-576.54,-576.49,58.03,-5.27,-5.31,2.71,-0.6,-0.6,0.31,-39.84,-39.89,-4.85,-2.21,-2.21,-40.89,-113.44,16.27,7812,8330.46,-518.46,68,70.6,-2.6,420,464.74,-44.74,1732.2,1829.37,-97.17,19
"2022","00-0019596","Tom Brady","QB","TB",799,1,29,5304,16,525,0,543.57,0.55,5031,0,-1,5466.87,10.12,17.67,27,0,1,36.96,0.16,1.19,3,0,0,4.21,0,0,257,0,5,288.38,0.58,7.36,10,1,16.96,0.02,0,2,341.06,2.51,8.98,295.24,0,1.9,5030,5494.66,28,38.31,262,296.32,297.14,352.55,-18.57,-0.55,-435.87,-10.12,-18.67,-9.96,-0.16,-0.19,-1.21,0,0,-31.38,-0.58,-2.36,-6.96,0.98,-45.82,-2.51,-7.08,-464.66,-10.31,-34.32,-55.41,817,817,398,5439,5439,534,534,554.64,554.54,5083,5083,1360,5571.8,5571.8,1604.43,28,28,5,38.07,38.06,10.23,3,3,0,4.21,4.22,0.34,260,260,83,294.03,294,105.9,11,11,17.39,17.39,5,3,348.83,1348.73,222.63,299.32,1206.3,160,-20.64,-20.54,-488.8,-488.8,-244.43,-10.07,-10.06,-5.23,-1.21,-1.22,-0.34,-34.03,-34,-22.9,-6.39,-6.39,-49.51,-142.43,-62.63,6443,7176.23,-733.23,33,48.29,-15.29,343,399.9,-56.9,1366.3,1571.36,-205.06,18
"2024","00-0039361","Bucky Irving","RB","TB",0,54,224,0,-165,0,49,0,45.02,0,398,1199,0,295.94,946.04,0,1,8,0,2.31,8.94,0,0,0,0,0.58,0,0,17,55,0,13.72,48.95,0,0,0,0.34,0,1,0,89.49,148.17,0,94.8,165.9,1597,1241.98,9,11.25,72,62.67,260.7,237.66,0,3.98,0,102.06,252.96,0,-1.31,-0.94,0,-0.58,0,0,3.28,6.05,0,-0.34,0,5.31,17.73,355.02,-2.25,9.33,23.04,589,589,508,4106,4106,423,423,405.68,405.68,4681,4681,2637,4363.89,4363.89,2227.64,43,43,16,34.96,34.97,17.76,1,1,0,1.67,1.67,0,236,236,141,220.57,220.59,128.74,16,16,12.27,12.25,2,5,293.21,1055.12,329.26,329.24,1147.1,349.7,17.32,17.32,317.11,317.11,409.36,8.04,8.03,-1.76,-0.67,-0.67,0,15.43,15.41,12.26,3.73,3.75,36.03,91.98,20.44,7318,6591.53,726.47,59,52.73,6.27,377,349.33,27.67,1496.8,1384.38,112.42,18
"2025","00-0039361","Bucky Irving","RB","TB",0,35,173,0,-56,0,30,0,27.65,0,277,588,0,186.19,772.61,0,3,1,0,0.71,1.91,0,0,0,0,0,0,0,11,27,0,9.1,38.4,0,0,0,0.35,0,1,0,50.42,88.73,0,75.7,62.8,865,958.8,4,2.62,38,47.5,138.5,139.15,0,2.35,0,90.81,-184.61,0,2.29,-0.91,0,0,0,0,1.9,-11.4,0,-0.35,0,25.28,-25.93,-93.8,1.38,-9.5,-0.649999999999995,323,323,292,2639,2639,201,201,217.25,217.26,2191,2191,1220,2423.64,2423.64,1364.46,16,16,5,15.95,15.94,6.87,1,1,0,1.19,1.19,0,104,104,64,122.33,122.32,78.15,7,7,7.32,7.31,0,1,148.5,557.68,177.79,139.64,518.1,150,-16.25,-16.26,-232.64,-232.64,-144.46,0.0499999999999998,0.0599999999999989,-1.87,-0.19,-0.19,0,-18.33,-18.32,-14.15,-0.32,-0.31,-8.86,-39.58,-27.79,3411,3788.1,-377.1,21,22.81,-1.81,168,200.47,-32.47,668.1,735.47,-67.37,10
"2023","00-0034681","Chase Edmonds","RB","TB",0,21,60,0,-38,0,17,0,16.42,0,107,207,0,108.92,262.16,0,0,0,0,0.08,0.45,0,0,0,0,0,0,0,6,9,0,4.68,13.07,0,0,0,0.21,0,0,0,27.88,28.88,0,27.7,20.7,314,371.08,0,0.53,15,17.75,48.4,56.76,0,0.58,0,-1.92,-55.16,0,-0.08,-0.45,0,0,0,0,1.32,-4.07,0,-0.21,0,-0.18,-8.18,-57.08,-0.53,-2.75,-8.36,508,508,397,4300,4300,326,326,329.78,329.77,3857,3857,1443,3642.65,3642.63,1682.71,29,29,8,22.93,22.85,9.87,0,0,0,1.04,1.04,0,171,171,83,178.37,178.36,95.13,8,8,13.15,13.09,2,1,213.25,833.71,227.51,254.28,881.7,190.3,-3.78,-3.77,214.35,214.37,-239.71,6.07,6.15,-1.87,-1.04,-1.04,0,-7.37,-7.36,-12.13,-5.15,-5.09,41.03,47.99,-37.21,5300,5325.34,-25.3399999999999,37,32.72,4.28,254,273.49,-19.49,1072,1061.22,10.78,15
"2021","00-0030456","Giovani Bernard","RB","TB",0,37,21,0,39,0,28,0,29.21,0,162,102,0,243.08,87.2,0,3,1,0,2.77,0.64,0,0,0,0,0,0,0,11,5,0,14.14,5.24,0,0,0,0.35,0,0,0,70.05,12.62,0,62.2,16.2,264,330.28,4,3.41,16,19.38,78.4,82.67,0,-1.21,0,-81.08,14.8,0,0.23,0.36,0,0,0,0,-3.14,-0.24,0,-0.35,0,-7.85,3.58,-66.28,0.59,-3.38,-4.27,531,531,251,4013,4013,366,366,374.05,374.06,3943,3943,1006,4244.31,4244.25,1003.74,36,36,11,35.11,35.12,12.41,0,0,0,0,0,0.39,204,204,67,220.46,220.5,70.76,10,10,9.6,9.6,1,2,291,1009.11,175.88,281.72,974.3,162.6,-8.05,-8.06,-301.31,-301.25,2.26,0.890000000000001,0.88,-1.41,0,0,-0.39,-16.46,-16.5,-3.76,0.4,0.4,-9.28,-34.81,-13.28,4949,5247.99,-298.99,47,47.53,-0.53,271,291.26,-20.26,1136.9,1184.99,-48.09,12
"2022","00-0030456","Giovani Bernard","RB","TB",0,2,8,0,-8,0,2,0,1.67,0,-1,28,0,8.99,27.85,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.32,1.15,0,0,0,0.01,0,0,0,2.59,3.36,0,1.9,2.8,27,36.84,0,0.1,0,1.47,4.7,5.95,0,0.33,0,-9.99,0.149999999999999,0,0,-0.1,0,0,0,0,-0.32,-1.15,0,-0.01,0,-0.69,-0.56,-9.84,-0.1,-1.47,-1.25,78,78,45,503,503,52,52,51.66,51.66,448,448,178,527.92,527.92,186.45,5,5,0,4.84,4.85,1.11,0,0,0,0.52,0.52,0,26,26,10,30.38,30.36,11.33,2,2,1.84,1.85,1,1,37.86,134.59,25.22,33.92,124.8,15.8,0.34,0.340000000000001,-79.92,-79.92,-8.45000000000001,0.16,0.15,-1.11,-0.52,-0.52,0,-4.38,-4.36,-1.33,0.16,0.15,-3.94,-9.79,-9.42,626,714.37,-88.37,5,5.96,-0.96,36,41.69,-5.69,140.6,159.81,-19.21,2
"2025","00-0040429","Josh Williams","RB","TB",0,0,4,0,0,0,0,0,0,0,0,11,0,0,18.11,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,1.97,0,0,1.1,11,18.11,0,0.03,0,0.57,1.1,1.97,0,0,0,0,-7.11,0,0,-0.03,0,0,0,0,0,-0.57,0,0,0,0,-0.87,-7.11,-0.03,-0.57,-0.87,24,24,29,162,162,15,15,17.53,17.53,152,152,88,190.2,190.21,108.34,0,0,1,1.76,1.76,3.73,0,0,0,0,0,0,8,8,5,11.07,11.07,9.19,0,0,0.38,0.38,0,0,13.87,47.09,33.17,6.08,30.2,14.8,-2.53,-2.53,-38.2,-38.21,-20.34,-1.76,-1.76,-2.73,0,0,0,-3.07,-3.07,-4.19,-0.38,-0.38,-7.79,-16.89,-18.37,240,298.55,-58.55,1,5.49,-4.49,13,20.26,-7.26,45,80.26,-35.26,1
"2020","00-0036450","Ke'Shawn Vaughn","RB","TB",0,11,31,0,24,0,5,0,8.32,0,34,130,0,67.59,138.8,0,1,0,0,0.48,0.42,0,0,0,0,0,0,0,2,5,0,3.22,5.68,0,0,0,0.11,1,1,0,17.92,16.41,0,12.4,11,164,206.39,1,0.9,7,8.9,23.4,34.33,0,-3.32,0,-33.59,-8.8,0,0.52,-0.42,0,0,0,0,-1.22,-0.68,0,-0.11,0,-5.52,-5.41,-42.39,0.1,-1.9,-10.93,265,265,181,2550,2550,171,171,173.77,173.79,2246,2246,790,2197.65,2197.64,706.97,20,20,7,18.28,18.27,5.07,0,0,0,0,0,0.36,107,107,43,106.81,106.83,37.13,1,1,5.87,5.88,1,1,149.35,503.23,102.12,167.84,513.6,119,-2.77,-2.79,48.35,48.36,83.03,1.72,1.73,1.93,0,0,-0.36,0.189999999999998,0.170000000000001,5.87,-4.87,-4.88,18.49,10.37,16.88,3036,2904.61,131.39,27,23.34,3.66,150,143.96,6.04,632.6,605.35,27.25,7
"2021","00-0036450","Ke'Shawn Vaughn","RB","TB",0,10,53,0,12,0,6,0,7.93,0,35,233,0,62.09,224.12,0,0,3,0,0.29,2.39,0,0,0,0,0,0,0,1,14,0,2.56,16.87,0,0,0,0.08,0,0,0,15.87,36.75,0,9.5,41.3,268,286.21,3,2.68,15,19.43,50.8,52.62,0,-1.93,0,-27.09,8.88,0,-0.29,0.61,0,0,0,0,-1.56,-2.87,0,-0.08,0,-6.37,4.55,-18.21,0.32,-4.43,-1.82,292,292,182,2294,2294,190,190,197.93,197.94,1997,1997,806,2232.3,2232.29,786.93,15,15,8,21.09,21.12,7.83,0,0,1,0.6,0.6,0.3,105,105,51,122.95,122.98,53.63,3,3,5.45,5.44,0,2,163.94,548.82,126.49,133.88,479.7,126.6,-7.93000000000001,-7.94,-235.3,-235.29,19.07,-6.09,-6.12,0.17,-0.6,-0.6,0.7,-17.95,-17.98,-2.63,-2.45,-2.44,-30.06,-69.12,0.110000000000006,2803,3019.22,-216.22,23,28.95,-5.95,156,176.61,-20.61,606.3,675.31,-69.01,7
"2022","00-0036450","Ke'Shawn Vaughn","RB","TB",0,4,17,0,-11,0,3,0,3.33,0,19,53,0,24.31,76.68,0,0,0,0,0.02,0.12,0,0,0,0,0,0,0,1,3,0,1.11,4.3,0,0,0,0.03,0,0,0,5.88,8.33,0,4.9,5.3,72,100.99,0,0.14,4,5.41,10.2,14.21,0,-0.33,0,-5.31,-23.68,0,-0.02,-0.12,0,0,0,0,-0.11,-1.3,0,-0.03,0,-0.98,-3.03,-28.99,-0.14,-1.41,-4.01,213,213,134,1325,1325,141,141,145.82,145.8,1201,1201,509,1422.77,1422.8,538.27,8,8,1,9.52,9.54,2.35,0,0,0,0,0,0,62,62,25,76.45,76.46,29.14,4,4,4.12,4.09,1,0,86.75,345.25,67.83,72.04,307.1,56.9,-4.82000000000001,-4.8,-221.77,-221.8,-29.27,-1.52,-1.54,-1.35,0,0,0,-14.45,-14.46,-4.14,-0.12,-0.0900000000000001,-14.71,-38.15,-10.93,1710,1961.07,-251.07,9,11.89,-2.89,87,105.6,-18.6,364,413.08,-49.08,5
"2023","00-0036450","Ke'Shawn Vaughn","RB","TB",0,5,24,0,-2,0,2,0,3.71,0,2,42,0,24.7,102.12,0,0,0,0,0.07,0.47,0,0,0,0,0,0,0,0,0,0,1.75,4.57,0,0,0,0.06,0,0,0,6.63,13.1,0,2.2,4.2,44,126.82,0,0.54,0,6.32,6.4,19.73,0,-1.71,0,-22.7,-60.12,0,-0.07,-0.47,0,0,0,0,-1.75,-4.57,0,-0.06,0,-4.43,-8.9,-82.82,-0.54,-6.32,-13.33,184,184,117,1520,1520,117,117,117.42,117.44,1229,1229,392,1236.84,1236.83,508.06,8,8,2,8.61,8.62,3.8,0,0,0,0.59,0.59,0,58,58,19,58.94,58.96,25.38,3,3,5.33,5.33,2,0,74.45,293.97,73.78,75.16,283.9,51.2,-0.42,-0.440000000000001,-7.83999999999998,-7.83,-116.06,-0.61,-0.62,-1.8,-0.59,-0.59,0,-0.94,-0.96,-6.38,-2.33,-2.33,0.71,-10.07,-22.58,1621,1744.89,-123.89,10,12.42,-2.42,77,84.34,-7.34,335.1,367.75,-32.65,5
"2020","00-0030465","Kenjon Barner","RB","TB",0,1,0,0,0,0,0,0,0.46,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0.01,0,0,0,0.77,0,0,0,0,0,3,0,0,0,0.13,0,0.77,0,-0.46,0,-3,0,0,0,0,0,0,0,0,-0.13,0,0,-0.01,0,-0.77,0,-3,0,-0.13,-0.77,46,46,27,431,431,30,30,28.41,28.41,369,369,115,323.76,323.76,97.51,5,5,0,3.6,3.59,0.42,0,0,0,0,0,0,20,20,6,16.38,16.39,4.87,1,1,1.01,1.02,0,0,25.34,82.42,12.26,32.76,96.9,11.5,1.59,1.59,45.24,45.24,17.49,1.4,1.41,-0.42,0,0,0,3.62,3.61,1.13,-0.01,-0.02,7.42,14.48,-0.76,484,421.27,62.73,5,4.01,0.99,26,21.26,4.74,108.4,94.68,13.72,1
"2021","00-0030465","Kenjon Barner","RB","TB",0,0,4,0,0,0,0,0,0,0,0,0,0,0,13.68,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,1.63,0,0,0,0,13.68,0,0.04,0,0.68,0,1.63,0,0,0,0,-13.68,0,0,-0.04,0,0,0,0,0,-0.68,0,0,0,0,-1.63,-13.68,-0.04,-0.68,-1.63,39,39,20,310,310,29,29,26.16,26.15,326,326,85,277.25,277.27,74.61,3,3,2,2.66,2.66,0.83,0,0,0,0,0,0,15,15,6,16.07,16.07,6.23,0,0,0.69,0.68,0,0,20.33,69.79,12.47,25.04,79.6,20.5,2.84,2.85,48.75,48.73,10.39,0.34,0.34,1.17,0,0,0,-1.07,-1.07,-0.23,-0.69,-0.68,4.71,9.81,8.03,411,351.88,59.12,5,3.49,1.51,21,22.3,-1.3,100.1,82.26,17.84,1
"2021","00-0030496","Le'Veon Bell","RB","TB",0,4,8,0,5,0,4,0,2.96,0,31,18,0,18.85,33.62,0,1,0,0,0.63,0.35,0,0,1,0,0,0.3,0,3,1,0,1.6,2.01,0,0,0,0.03,0,0,0,8.61,6.18,0,13.1,3.8,49,52.47,1,0.98,4,3.61,16.9,14.79,0,1.04,0,12.15,-15.62,0,0.37,-0.35,0,0,0.7,0,1.4,-1.01,0,-0.03,0,4.49,-2.38,-3.47,0.02,0.39,2.11,120,120,72,1090,1090,81,81,76.77,76.75,968,968,306,899.45,899.46,325.34,7,7,4,8.53,8.53,2.15,0,0,1,0.6,0.6,0.3,48,48,18,49.33,49.35,20.29,1,1,2.51,2.5,0,0,66.24,219,46.17,64.72,219.8,56.6,4.23,4.25,68.55,68.54,-19.34,-1.53,-1.53,1.85,-0.6,-0.6,0.7,-1.33,-1.35,-2.29,-1.51,-1.5,-1.52,0.800000000000001,10.43,1274,1224.8,49.2,11,10.68,0.32,66,69.64,-3.64,276.4,265.17,11.23,3
"2020","00-0033856","Leonard Fournette","RB","TB",0,68,161,0,10,0,54,0,54.42,0,381,667,0,411.41,679.77,0,1,9,0,2.43,5.6,0,0,0,0,0,0.36,0,19,35,0,19.03,37.43,0,0,0,0.51,0,0,0,110.17,102.62,0,98.1,120.7,1048,1091.18,10,8.03,54,56.46,218.8,212.79,0,-0.420000000000002,0,-30.41,-12.77,0,-1.43,3.4,0,0,-0.36,0,-0.0299999999999998,-2.43,0,-0.51,0,-12.07,18.08,-43.18,1.97,-2.46,6.01,626,626,382,5735,5735,404,404,413.45,413.44,4853,4853,1523,5034.22,5034.15,1482.18,42,42,17,44.52,44.54,14.68,0,0,0,1.12,1.12,0.36,245,245,83,252.16,252.18,88.02,14,14,13.77,13.84,2,2,354.24,1186.27,237.59,334.12,1137.3,250.3,-9.44999999999999,-9.44,-181.22,-181.15,40.82,-2.52,-2.54,2.32,-1.12,-1.12,-0.36,-7.16,-7.18,-5.02,0.229999999999999,0.16,-20.12,-48.97,12.71,6376,6516.33,-140.33,59,59.22,-0.219999999999999,328,340.2,-12.2,1387.6,1423.86,-36.26,16
"2021","00-0033856","Leonard Fournette","RB","TB",1,93,193,0,59,0,78,0.83,74.39,0,510,863,6.29,596.75,824.46,0,2,10,0.01,3.73,9.65,0,0,0,0,0,0,0,32,50,0.18,31.02,54.28,0,2,0.01,0.63,0,0,0.25,156.37,140.33,0,141,146.3,1373,1427.5,12,13.39,82,85.48,287.3,296.95,-0.83,3.61,-6.29,-86.75,38.54,-0.01,-1.73,0.35,0,0,0,-0.18,0.980000000000001,-4.28,-0.01,1.37,-0.25,-15.37,5.97000000000001,-54.5,-1.39,-3.48,-9.64999999999999,665,665,327,5250,5250,441,441,465.62,465.69,4744,4744,1417,5394.14,5394.09,1324.34,37,37,16,40.19,40.23,15.16,0,0,0,0,0,0.39,239,239,93,275.56,275.58,94.91,12,12,12.22,12.23,2,3,352.08,1246.16,224.41,313.76,1133.4,231.7,-24.62,-24.69,-650.14,-650.09,92.66,-3.19,-3.23,0.84,0,0,-0.39,-36.56,-36.58,-1.91,-0.22,-0.23,-38.32,-112.76,7.29,6161,6718.43,-557.43,53,55.39,-2.39,332,370.49,-38.49,1365.1,1470.57,-105.47,15
"2022","00-0033856","Leonard Fournette","RB","TB",1,84,194,16,-55,0,74,0.55,66.5,0,529,679,10.12,465.55,819.42,0,3,3,0.16,2.39,6.16,0,0,0,0,0,0,0,27,40,0.58,22.88,53.84,1,0,0.02,0.72,0,0,0.99,127.45,118.9,-2,144.9,85.9,1208,1295.09,6,8.71,67,77.3,228.8,247.34,-0.55,7.5,-10.12,63.45,-140.42,-0.16,0.61,-3.16,0,0,0,-0.58,4.12,-13.84,0.98,-0.72,-2.99,17.45,-33,-87.09,-2.71,-10.3,-18.54,774,774,378,5065,5065,505,505,526.38,526.29,4837,4837,1264,5256.69,5256.68,1520.19,26,26,5,36.52,36.51,10.13,3,3,0,4.21,4.22,0.34,251,251,78,279.4,279.37,101.56,11,11,16.47,16.47,5,3,331.89,1279.67,213.6,281.48,1140.7,150.4,-21.38,-21.29,-419.69,-419.68,-256.19,-10.52,-10.51,-5.13,-1.21,-1.22,-0.34,-28.4,-28.37,-23.56,-5.47,-5.47,-50.41,-138.97,-63.2,6101,6776.87,-675.87,31,46.64,-15.64,329,380.93,-51.93,1291.1,1493.27,-202.17,17
"2020","00-0027029","LeSean McCoy","RB","TB",0,19,10,0,19,0,15,0,14.43,0,101,31,0,115.77,48.17,0,0,0,0,0.56,0.06,0,0,0,0,0,0,0,3,2,0,5.44,2.91,0,0,0,0.21,0,0,0,29.35,5.21,0,25.1,3.1,132,163.94,0,0.62,5,8.35,28.2,34.56,0,0.57,0,-14.77,-17.17,0,-0.56,-0.06,0,0,0,0,-2.44,-0.91,0,-0.21,0,-4.25,-2.11,-31.94,-0.62,-3.35,-6.36,293,293,205,2543,2543,195,195,196.64,196.63,2365,2365,818,2345.84,2345.78,789.01,23,23,10,19.4,19.4,6.87,0,0,0,0.53,0.53,0,111,111,49,113.29,113.33,44.1,4,4,5.87,5.87,0,1,160.79,548.64,120.32,178.6,569.5,139.8,-1.64,-1.63,19.16,19.22,28.99,3.6,3.6,3.13,-0.53,-0.53,0,-2.29,-2.33,4.9,-1.87,-1.87,17.81,20.86,19.48,3183,3134.79,48.21,33,26.27,6.73,160,157.43,2.57,709.3,668.96,40.34,8
"2025","00-0038458","Owen Wright","RB","TB",0,0,3,0,0,0,0,0,0,0,0,6,0,0,16.07,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,1.67,0,0,0.6,6,16.07,0,0.01,0,0.72,0.6,1.67,0,0,0,0,-10.07,0,0,-0.01,0,0,0,0,0,-0.72,0,0,0,0,-1.07,-10.07,-0.01,-0.72,-1.07,34,34,29,251,251,17,17,24,23.98,103,103,123,248.56,248.55,140.36,1,1,0,1.39,1.39,0.13,0,0,0,0,0,0,5,5,7,13.18,13.18,7.99,2,2,0.73,0.73,0,0,14.04,57.18,14.82,4.12,33.3,12.3,-7,-6.98,-145.56,-145.55,-17.36,-0.39,-0.39,-0.13,0,0,0,-8.18,-8.18,-0.99,1.27,1.27,-9.92,-23.88,-2.52,226,388.91,-162.91,1,1.52,-0.52,12,21.17,-9.17,45.6,72,-26.4,1
"2022","00-0037256","Rachaad White","RB","TB",0,64,136,0,-32,0,54,0,50.47,0,316,522,0,362.6,588.38,0,2,1,0,1.69,2.16,0,0,0,0,0,0.34,0,15,30,0,19.01,34.77,0,0,0,0.56,1,1,0,96.81,72.54,0,95.6,56.2,838,950.98,3,3.85,45,53.78,151.8,169.35,0,3.53,0,-46.6,-66.38,0,0.31,-1.16,0,0,-0.34,0,-4.01,-4.77,0,-0.56,0,-1.21,-16.34,-112.98,-0.85,-8.78,-17.55,775,775,384,5203,5203,503,503,525.22,525.14,4812,4812,1326,5300.22,5300.24,1554.05,27,27,5,36.49,36.48,9.85,3,3,0,3.77,3.78,0.34,245,245,82,279.26,279.23,102.43,11,11,16.57,16.57,3,3,332.41,1281.79,215.34,284.48,1146.2,156.6,-22.22,-22.14,-488.22,-488.24,-228.05,-9.49,-9.48,-4.85,-0.77,-0.78,-0.34,-34.26,-34.23,-20.43,-5.57,-5.57,-47.93,-135.59,-58.74,6138,6854.29,-716.29,32,46.33,-14.33,327,381.66,-54.66,1302.8,1497.13,-194.33,17
"2023","00-0037256","Rachaad White","RB","TB",0,78,299,0,-27,0,69,0,60.44,0,588,1117,0,430.97,1258.57,0,4,6,0,1.67,7.09,0,0,0,0,0,0,0,26,55,0,19.55,61.42,0,0,0,0.79,1,1,0,113.56,168.41,0,149.8,145.7,1705,1689.54,10,8.76,81,80.97,295.5,281.97,0,8.56,0,157.03,-141.57,0,2.33,-1.09,0,0,0,0,6.45,-6.42,0,-0.79,0,36.24,-22.71,15.46,1.24,0.0300000000000007,13.53,645,645,483,5514,5514,412,412,417.34,417.35,4730,4730,1717,4609.98,4609.95,2052.75,34,34,8,30.42,30.34,11.73,1,1,0,2.14,2.14,0,219,219,92,227.46,227.48,112.1,12,12,17.26,17.19,4,1,275.88,1065.13,275.75,303.2,1083,217.7,-5.34,-5.35,120.02,120.05,-335.75,3.58,3.66,-3.73,-1.14,-1.14,0,-8.46,-8.48,-20.1,-5.26,-5.19,27.32,17.87,-58.05,6447,6662.7,-215.7,42,42.07,-0.0700000000000003,311,339.58,-28.58,1300.7,1340.88,-40.18,19
"2024","00-0037256","Rachaad White","RB","TB",0,59,145,0,-105,0,53,0,47.21,0,407,614,0,320.26,608.95,0,6,3,0,2.68,4.39,0,0,0,0,0,0,0,18,35,0,15.41,35.77,0,0,0,0.52,1,2,0,95.24,87.2,0,127.7,75.4,1021,929.21,9,7.07,53,51.18,203.1,182.44,0,5.79,0,86.74,5.05,0,3.32,-1.39,0,0,0,0,2.59,-0.769999999999999,0,-0.52,0,32.46,-11.8,91.79,1.93,1.82,20.66,521,521,442,3630,3630,378,378,358.66,358.66,4144,4144,2181,3859.32,3859.32,1906.1,37,37,13,31.38,31.39,15.36,1,1,0,1.09,1.09,0,210,210,122,195.47,195.51,113.08,12,12,11.05,11.03,2,5,259.97,934.97,282.67,291.76,1012.4,286.1,19.34,19.34,284.68,284.68,274.9,5.62,5.61,-2.36,-0.0900000000000001,-0.0900000000000001,0,14.53,14.49,8.92,0.949999999999999,0.97,31.79,77.43,3.43,6325,5765.42,559.58,50,46.75,3.25,332,308.59,23.41,1298.5,1217.64,80.86,16
