season,player_id,full_name,position,opps_rec,opps_rush,ep_total_rec,ep_total_rush,ep_per_opp_rec,ep_per_opp_rush
2024,00-0036139,Rico Dowdle,RB,50,235,133.34687549357466,550.1993059917004,2.666937509871493,2.3412736425178737
2024,00-0036158,J.K. Dobbins,RB,NA,195,NA,469.30839717405615,NA,2.4067097290977237
2024,00-0036182,Nick Westbrook-Ikhine,WR,60,NA,111.06455526067293,NA,1.8510759210112155,NA
2024,00-0036196,Gabe Davis,WR,42,NA,84.82876085981843,NA,2.0197324014242484,NA
2024,00-0036223,Jonathan Taylor,RB,NA,305,NA,787.9968039153607,NA,2.5835960784110186
2024,00-0036244,Colby Parkinson,TE,49,NA,109.71644327626564,NA,2.2391110872707274,NA
2024,00-0036251,Zack Moss,RB,NA,74,NA,202.2228165419947,NA,2.7327407640810093
2024,00-0036252,Michael Pittman,WR,112,NA,188.3965421606407,NA,1.682111983577149,NA
2024,00-0036259,Jauan Jennings,WR,113,NA,237.4819387231255,NA,2.101610077195801,NA
2024,00-0036261,Brandon Aiyuk,WR,47,NA,93.84688239614479,NA,1.9967421786413788,NA
2024,00-0036275,D'Andre Swift,RB,53,253,98.17705372978514,586.0682570968929,1.8523972401846254,2.3164753244936476
2024,00-0036290,Cole Kmet,TE,59,NA,107.53926708322206,NA,1.8226994420885092,NA
2024,00-0036309,Darnell Mooney,WR,106,NA,201.27798831198015,NA,1.8988489463394358,NA
2024,00-0036322,Justin Jefferson,WR,154,NA,345.7153657832532,NA,2.244904972618527,NA
2024,00-0036328,Antonio Gibson,RB,NA,120,NA,305.79733956130804,NA,2.5483111630109
2024,00-0036355,Justin Herbert,QB,NA,70,NA,125.4780584269173,NA,1.7925436918131041
2024,00-0036358,CeeDee Lamb,WR,154,NA,317.6603156944327,NA,2.062729322691122,NA
2024,00-0036389,Jalen Hurts,QB,NA,152,NA,414.4842091113094,NA,2.72686979678493
2024,00-0036407,Jerry Jeudy,WR,148,NA,273.04067332691886,NA,1.844869414371073,NA
2024,00-0036410,Tee Higgins,WR,110,NA,254.7308114014885,NA,2.3157346491044404,NA
2024,00-0036414,Cam Akers,RB,NA,104,NA,246.97134373808512,NA,2.374724459020049
2024,00-0036415,Van Jefferson,WR,40,NA,86.51932636077981,NA,2.1629831590194954,NA
2024,00-0036427,Tyler Johnson,WR,41,NA,98.18217644194374,NA,2.3946872302913107,NA
2024,00-0036442,Joe Burrow,QB,NA,42,NA,78.72746892904979,NA,1.874463545929757
2024,00-0036550,Rashod Bateman,WR,72,NA,151.0769887706556,NA,2.09829151070355,NA
2024,00-0036554,Nico Collins,WR,99,NA,203.40294658322819,NA,2.0545752180124057,NA
2024,00-0036555,Chuba Hubbard,RB,54,251,118.69559329689946,650.8433401415676,2.1980665425351753,2.5930013551456876
2024,00-0036613,Jaylen Waddle,WR,85,NA,179.99847262460366,NA,2.1176290897012193,NA
2024,00-0036626,Dyami Brown,WR,40,NA,88.19874547448126,NA,2.2049686368620316,NA
2024,00-0036637,Noah Gray,TE,49,NA,126.41682658463833,NA,2.5799352364211905,NA
2024,00-0036849,Tutu Atwell,WR,62,NA,122.92063384043286,NA,1.9825908683940783,NA
2024,00-0036875,Rhamondre Stevenson,RB,43,207,103.84419160571974,499.4534457878908,2.4149812001330173,2.412818578685463
2024,00-0036893,Najee Harris,RB,48,263,94.20896922430256,655.166991503007,1.962686858839637,2.491129245258582
2024,00-0036894,Pat Freiermuth,TE,78,NA,144.73910981131485,NA,1.855629612965575,NA
2024,00-0036900,Ja'Marr Chase,WR,175,NA,444.389577903843,NA,2.5393690165933887,NA
2024,00-0036912,DeVonta Smith,WR,90,NA,191.3049617368523,NA,2.1256106859650257,NA
2024,00-0036919,Kenneth Gainwell,RB,NA,75,NA,240.49414254288422,NA,3.206588567238456
2024,00-0036945,Justin Fields,QB,NA,62,NA,135.98629197027185,NA,2.1933272898430944
2024,00-0036963,Amon-Ra St. Brown,WR,141,NA,347.34900886486867,NA,2.4634681479777916,NA
2024,00-0036970,Kyle Pitts,TE,74,NA,148.33634178424836,NA,2.0045451592465993,NA
2024,00-0036973,Travis Etienne,RB,52,150,87.16333496558946,331.39925290603423,1.6762179801074895,2.209328352706895
2024,00-0036980,Elijah Moore,WR,102,NA,180.07776397510315,NA,1.7654682742657173,NA
2024,00-0036984,Trey Sermon,RB,NA,56,NA,160.46956441563088,NA,2.8655279359934083
2024,00-0036988,Josh Palmer,WR,67,NA,110.30629080033373,NA,1.6463625492587124,NA
2024,00-0036997,Javonte Williams,RB,70,139,114.13660386746051,365.7584876102046,1.6305229123922929,2.631356025972695
2024,00-0037197,Isiah Pacheco,RB,NA,83,NA,211.89998575524078,NA,2.5530118765691663
2024,00-0037228,Jaylen Warren,RB,47,120,92.24502334365388,299.88707044217153,1.9626600711415718,2.4990589203514295
2024,00-0037238,Drake London,WR,159,NA,375.5408716834644,NA,2.3618922747387696,NA
2024,00-0037239,Chris Olave,WR,44,NA,98.95071651297621,NA,2.2488799207494594,NA
2024,00-0037240,Jameson Williams,WR,91,NA,211.6283755856566,NA,2.3255865448973254,NA
2024,00-0037247,George Pickens,WR,103,NA,192.73956607983564,NA,1.8712579231052002,NA
2024,00-0037248,James Cook,RB,NA,207,NA,637.4380572403606,NA,3.0794109045428053
2024,00-0037256,Rachaad White,RB,57,144,141.30687571043381,391.9187453703489,2.4790679949198915,2.721657953960756
2024,00-0037258,Dameon Pierce,RB,NA,40,NA,89.40135605103569,NA,2.235033901275892
2024,00-0037261,Khalil Shakir,WR,100,NA,203.67214987729676,NA,2.036721498772968,NA
2024,00-0037263,Tyler Allgeier,RB,NA,138,NA,380.1248627889289,NA,2.7545279912241223
2024,00-0037267,Jerome Ford,RB,43,104,55.8712707911036,224.8594018171716,1.2993318788628743,2.1621096328574194
2024,00-0037276,Ty Chandler,RB,NA,56,NA,138.23313816968584,NA,2.468448895887247
2024,00-0037291,Jalen Nailor,WR,42,NA,82.7605755031691,NA,1.9704898929325974,NA
2024,00-0037525,Jordan Mason,RB,NA,153,NA,438.29918324635946,NA,2.8647005440938527
2024,00-0037545,Rashid Shaheed,WR,41,NA,85.98041529775946,NA,2.0970832999453526,NA
2024,00-0037664,Alec Pierce,WR,69,NA,130.60876809689216,NA,1.8928806970564083,NA
2024,00-0037666,Jalen Tolbert,WR,79,NA,173.1405168225465,NA,2.191652111677804,NA
2024,00-0037740,Garrett Wilson,WR,154,NA,322.5016565297118,NA,2.0941666008422843,NA
2024,00-0037744,Trey McBride,TE,147,NA,342.2553580372478,NA,2.328267741749985,NA
2024,00-0037746,Brian Robinson,RB,NA,187,NA,561.1108454063069,NA,3.000592756183459
2024,00-0037801,KaVontae Turpin,WR,52,NA,104.09931175119709,NA,2.0019098413691747,NA
2024,00-0037809,Chig Okonkwo,TE,71,NA,124.11357934943214,NA,1.7480785823863683,NA
2024,00-0037816,Romeo Doubs,WR,73,NA,137.90978636698844,NA,1.8891751557121705,NA
2024,00-0037834,Brock Purdy,QB,NA,66,NA,158.54834649898112,NA,2.4022476742269867
2024,00-0037837,Calvin Austin III,WR,58,NA,79.99279657119769,NA,1.3791861477792704,NA
2024,00-0037838,Isaiah Likely,TE,58,NA,139.0997141028638,NA,2.3982709328079967,NA
2024,00-0037840,Kyren Williams,RB,40,316,88.07080053567188,880.6077343160869,2.201770013391797,2.786733336443313
2024,00-0038040,Zamir White,RB,NA,65,NA,150.6305689025903,NA,2.3173933677321585
2024,00-0038041,Jake Ferguson,TE,86,NA,144.205731682654,NA,1.6768108335192324,NA
2024,00-0038117,Wan'Dale Robinson,WR,140,NA,245.90352607605746,NA,1.7564537576861246,NA
2024,00-0038120,Breece Hall,RB,76,212,157.03023053490324,463.79647404838727,2.066187243880306,2.187719217209374
2024,00-0038124,Christian Watson,WR,54,NA,103.28820615525171,NA,1.9127445584305873,NA
2024,00-0038129,Cade Otton,TE,87,NA,204.439954519592,NA,2.3498845347079538,NA
2024,00-0038134,Kenneth Walker III,RB,53,153,116.94253542338265,386.3000143675308,2.206462932516654,2.5248366952126196
2024,00-0038393,Dontayvion Wicks,WR,76,NA,166.52515466275509,NA,2.191120456088883,NA
2024,00-0038542,Bijan Robinson,RB,72,305,142.76286012656055,828.952475344311,1.9828175017577854,2.7178769683420025
2024,00-0038543,Jaxon Smith-Njigba,WR,138,NA,244.35870129927923,NA,1.7707152268063713,NA
2024,00-0038544,Quentin Johnston,WR,91,NA,172.12586406373885,NA,1.891493011689438,NA
2024,00-0038555,Tank Bigsby,RB,NA,168,NA,436.28589247594937,NA,2.5969398361663654
2024,00-0038559,Michael Wilson,WR,71,NA,140.91908587509533,NA,1.9847758573957088,NA
2024,00-0038563,Tre Tucker,WR,81,NA,139.4307656781748,NA,1.721367477508331,NA
2024,00-0038597,Chase Brown,RB,65,230,179.1429724036425,636.3116334310761,2.7560457292868077,2.7665723192655474
2024,00-0038606,Parker Washington,WR,53,NA,84.18309808924073,NA,1.5883603413064287,NA
2024,00-0038608,Kayshon Boutte,WR,69,NA,124.14499926929409,NA,1.7992028879607838,NA
2024,00-0038619,Andrei Iosivas,WR,61,NA,139.96760300113237,NA,2.2945508688710223,NA
2024,00-0038621,Demario Douglas,WR,87,NA,145.19226792061818,NA,1.6688766427657262,NA
2024,00-0038794,Jaleel McLaughlin,RB,NA,113,NA,261.1675583991746,NA,2.3112173309661466
2024,00-0038797,Emanuel Wilson,RB,NA,103,NA,285.9855637891451,NA,2.776558871739273
2024,00-0038933,Dalton Kincaid,TE,75,NA,162.3873718524701,NA,2.1651649580329346,NA
2024,00-0038935,Brenton Strange,TE,53,NA,109.85641276388196,NA,2.0727625049789054,NA
2024,00-0038951,Sean Tucker,RB,NA,50,NA,125.92727024917258,NA,2.5185454049834513
2024,00-0038976,Marvin Mims Jr.,WR,53,NA,95.96816039418616,NA,1.8107200074374747,NA
2024,00-0038977,Tank Dell,WR,81,NA,166.93934047751827,NA,2.060979512068127,NA
2024,00-0038979,Cedric Tillman,WR,51,NA,102.47034271937423,NA,2.0092224062622397,NA
2024,00-0038994,Jordan Addison,WR,100,NA,233.9359469202899,NA,2.3393594692028996,NA
2024,00-0038996,Tucker Kraft,TE,71,NA,166.55443391868891,NA,2.345837097446323,NA
2024,00-0038997,Josh Downs,WR,107,NA,216.36702905767015,NA,2.022121766894114,NA
2024,00-0039021,Roschon Johnson,RB,NA,55,NA,161.18266564092482,NA,2.9305939207440876
2024,00-0039032,Tyjae Spears,RB,NA,84,NA,227.556668350182,NA,2.7090079565497858
2024,00-0039040,De'Von Achane,RB,87,203,194.81833571346942,551.6788474595814,2.23929121509735,2.717629790441288
2024,00-0039062,Jonathan Mingo,WR,42,NA,70.37878174724756,NA,1.6756852796963704,NA
2024,00-0039064,Zay Flowers,WR,117,NA,209.49740939344326,NA,1.790576148661908,NA
2024,00-0039065,Sam LaPorta,TE,83,NA,227.49874744389672,NA,2.740948764384298,NA
2024,00-0039075,Puka Nacua,WR,107,NA,241.03944009794202,NA,2.252705047644318,NA
2024,00-0039139,Jahmyr Gibbs,RB,63,250,151.42789003363578,709.2618886944547,2.4036173021212024,2.837047554777819
2024,00-0039146,Jayden Reed,WR,76,NA,155.24057641999377,NA,2.042639163420971,NA
2024,00-0039150,Bryce Young,QB,NA,43,NA,93.65177248194232,NA,2.1779481972544725
2024,00-0039152,Will Levis,QB,NA,45,NA,99.00790852651699,NA,2.200175745033711
2024,00-0039163,C.J. Stroud,QB,NA,52,NA,87.54055270933895,NA,1.6834721674872875
2024,00-0039164,Anthony Richardson,QB,NA,87,NA,210.07742226308608,NA,2.4146830145182308
2024,00-0039165,Zach Charbonnet,RB,52,135,64.86660420364933,339.5399747080519,1.2474346962240253,2.515110923763347
2024,00-0039325,Carson Steele,RB,NA,56,NA,134.55768375648768,NA,2.402815781365851
2024,00-0039337,Malik Nabers,WR,172,NA,357.2187467222391,NA,2.076853178617669,NA
2024,00-0039338,Brock Bowers,TE,153,NA,311.20066467206925,NA,2.0339912723664657,NA
2024,00-0039342,Xavier Legette,WR,85,NA,153.28362557700882,NA,1.8033367714942214,NA
2024,00-0039356,Ja'Tavion Sanders,TE,43,NA,83.04054871265544,NA,1.931175551457103,NA
2024,00-0039361,Bucky Irving,RB,53,207,149.21482891585026,573.2677443150606,2.815374130487741,2.76940939282638
2024,00-0039363,Isaac Guerendo,RB,NA,84,NA,244.6121287982678,NA,2.9120491523603307
2024,00-0039373,Audric Estimé,RB,NA,76,NA,169.15743444024702,NA,2.22575571631904
2024,00-0039384,Tyrone Tracy Jr.,RB,54,192,100.45565228296607,420.66977140985546,1.8602898570919641,2.190988392759664
2024,00-0039391,Kimani Vidal,RB,NA,43,NA,105.62988941912772,NA,2.4565090562587844
2024,00-0039424,Devaughn Vele,WR,55,NA,111.77813783293823,NA,2.032329778780695,NA
2024,00-0039491,Jalen Coker,WR,46,NA,92.08254044441856,NA,2.00179435748736,NA
2024,00-0039732,Bo Nix,QB,NA,92,NA,193.51370644581039,NA,2.103409852671852
2024,00-0039738,Blake Corum,RB,NA,58,NA,154.68349514651345,NA,2.6669568128709216
2024,00-0039794,Braelon Allen,RB,NA,92,NA,233.68221112713218,NA,2.540024033990567
2024,00-0039847,Theo Johnson,TE,43,NA,68.80487944022752,NA,1.6001134753541284,NA
2024,00-0039849,Marvin Harrison Jr.,WR,116,NA,233.99710482227965,NA,2.0172164208817214,NA
2024,00-0039851,Drake Maye,QB,NA,54,NA,104.96893466904294,NA,1.9438691605378322
2024,00-0039855,Jalen McMillan,WR,58,NA,133.3970256355533,NA,2.299948717854367,NA
2024,00-0039868,Troy Franklin,WR,53,NA,108.23716920131119,NA,2.042210739647381,NA
2024,00-0039874,Jaylen Wright,RB,NA,68,NA,157.90161514107604,NA,2.3220825756040595
2024,00-0039875,Ray Davis,RB,NA,113,NA,283.7126340075338,NA,2.510731274402954
2024,00-0039890,Adonai Mitchell,WR,55,NA,107.70934092777316,NA,1.9583516532322391,NA
2024,00-0039893,Brian Thomas Jr.,WR,135,NA,240.33057566860202,NA,1.7802264864340889,NA
2024,00-0039894,Xavier Worthy,WR,99,NA,221.288100712365,NA,2.2352333405289393,NA
2024,00-0039901,Keon Coleman,WR,58,NA,128.21627185762907,NA,2.210625376855673,NA
2024,00-0039910,Jayden Daniels,QB,NA,149,NA,386.666021769939,NA,2.5950739716103284
2024,00-0039915,Ladd McConkey,WR,113,NA,205.516898490794,NA,1.8187336149627786,NA
2024,00-0039916,Ricky Pearsall,WR,47,NA,87.98904037060845,NA,1.8721072419278393,NA
2024,00-0039918,Caleb Williams,QB,NA,81,NA,133.418019396835,NA,1.6471360419362346
2024,00-0039919,Rome Odunze,WR,101,NA,200.81128777304548,NA,1.988230572010351,NA
2024,00-0039921,Trey Benson,RB,NA,63,NA,155.16797211539233,NA,2.462983684371307
2025,00-0030061,Zach Ertz,TE,73,NA,122.13949756465433,NA,1.6731438022555387,NA
2025,00-0030279,Keenan Allen,WR,122,NA,229.55948906613048,NA,1.881635156279758,NA
2025,00-0030506,Travis Kelce,TE,109,NA,204.6195558062899,NA,1.8772436312503662,NA
2025,00-0030565,Geno Smith,QB,NA,41,NA,96.68058934152941,NA,2.3580631546714494
2025,00-0031381,Davante Adams,WR,114,NA,303.60912346452824,NA,2.663237925127441,NA
2025,00-0031408,Mike Evans,WR,62,NA,133.1278311033966,NA,2.1472230823128484,NA
2025,00-0031588,Stefon Diggs,WR,102,NA,172.59102775450447,NA,1.6920688995539654,NA
2025,00-0032211,Tyler Lockett,WR,56,NA,77.37695337839239,NA,1.3817313103284354,NA
2025,00-0032268,Marcus Mariota,QB,NA,50,NA,115.94648500854964,NA,2.318929700170992
2025,00-0032385,Sterling Shepard,WR,54,NA,95.3163853642908,NA,1.7651182474868663,NA
2025,00-0032764,Derrick Henry,RB,NA,307,NA,834.4248277820589,NA,2.7179961817005176
2025,00-0033077,Dak Prescott,QB,NA,53,NA,122.34767949712113,NA,2.3084467829645496
2025,00-0033090,Hunter Henry,TE,87,NA,201.40345597828855,NA,2.3149822526240063,NA
2025,00-0033280,Christian McCaffrey,RB,129,311,280.58772872854024,920.726729213784,2.175098672314266,2.9605361067967335
2025,00-0033288,George Kittle,TE,69,NA,166.4717083114083,NA,2.412633453788526,NA
2025,00-0033293,Aaron Jones,RB,41,132,82.24330678250408,290.47942002443597,2.0059343117683923,2.200601666851787
2025,00-0033307,Kendrick Bourne,WR,53,NA,93.95551761420211,NA,1.772745615362304,NA
2025,00-0033357,Taysom Hill,QB,NA,52,NA,140.58696412632708,NA,2.703595463967828
2025,00-0033526,Samaje Perine,RB,NA,84,NA,218.79869589951704,NA,2.6047463797561554
2025,00-0033555,Mack Hollins,WR,65,NA,118.0429027507198,NA,1.8160446577033817,NA
2025,00-0033857,JuJu Smith-Schuster,WR,45,NA,118.2091386304528,NA,2.6268697473433957,NA
2025,00-0033858,Jonnu Smith,TE,55,NA,115.86555789383408,NA,2.1066465071606197,NA
2025,00-0033873,Patrick Mahomes,QB,NA,64,NA,152.33293981815223,NA,2.3802021846586285
2025,00-0033881,Evan Engram,TE,77,NA,135.41302084493498,NA,1.7586106603238307,NA
2025,00-0033885,David Njoku,TE,48,NA,90.64203746622661,NA,1.8883757805463877,NA
2025,00-0033906,Alvin Kamara,RB,NA,131,NA,303.5376931827923,NA,2.31708162734956
2025,00-0033908,Cooper Kupp,WR,71,NA,138.08192154850974,NA,1.9448157964578836,NA
2025,00-0033921,Chris Godwin Jr.,WR,52,NA,99.89893498331355,NA,1.9211333650637221,NA
2025,00-0033923,Kareem Hunt,RB,NA,163,NA,411.08817365273717,NA,2.5220133352928658
2025,00-0033955,Jeremy McNichols,RB,NA,45,NA,91.95459399440722,NA,2.043435422097938
2025,00-0034348,Courtland Sutton,WR,125,NA,245.53504901043186,NA,1.9642803920834548,NA
2025,00-0034351,Dallas Goedert,TE,82,NA,195.66761308524292,NA,2.3861904034785724,NA
2025,00-0034383,Dalton Schultz,TE,107,NA,214.18604107048293,NA,2.0017387015932986,NA
2025,00-0034753,Mark Andrews,TE,70,NA,146.02219286109903,NA,2.086031326587129,NA
2025,00-0034775,Christian Kirk,WR,53,NA,105.02482374563976,NA,1.981600448030939,NA
2025,00-0034791,Nick Chubb,RB,NA,122,NA,305.81205900746863,NA,2.5066562213726935
2025,00-0034796,Lamar Jackson,QB,NA,67,NA,137.46938835643232,NA,2.0517819157676467
2025,00-0034827,DJ Moore,WR,85,NA,195.99863952648593,NA,2.305866347370423,NA
2025,00-0034829,Mike Gesicki,TE,43,NA,84.82871663563117,NA,1.9727608519914226,NA
2025,00-0034844,Saquon Barkley,RB,51,281,91.5191891259891,628.2833586860942,1.794493904431159,2.235883838740549
2025,00-0034855,Baker Mayfield,QB,NA,55,NA,99.7692962725414,NA,1.813987204955298
2025,00-0034857,Josh Allen,QB,NA,112,NA,272.1882072784647,NA,2.4302518507005773
2025,00-0034960,Jakobi Meyers,WR,110,NA,232.81333577257465,NA,2.1164848706597694,NA
2025,00-0035208,Olamide Zaccheaus,WR,66,NA,134.06487045717938,NA,2.031285916017869,NA
2025,00-0035229,T.J. Hockenson,TE,66,NA,135.16287954483414,NA,2.047922417345972,NA
2025,00-0035250,Devin Singletary,RB,NA,119,NA,321.42079803466913,NA,2.7010151095350343
2025,00-0035261,Tony Pollard,RB,41,242,64.00187200470828,526.1026288931025,1.561021268407519,2.173977805343399
2025,00-0035535,Darius Slayton,WR,65,NA,127.53895658135275,NA,1.9621377935592732,NA
2025,00-0035537,Ty Johnson,RB,NA,50,NA,179.88909042294836,NA,3.5977818084589672
2025,00-0035640,DK Metcalf,WR,99,NA,212.59988650813466,NA,2.1474736010922695,NA
2025,00-0035644,Noah Fant,TE,41,NA,88.44220097234938,NA,2.157126852984131,NA
2025,00-0035659,Terry McLaurin,WR,60,NA,104.77977751701837,NA,1.7463296252836398,NA
2025,00-0035662,Marquise Brown,WR,74,NA,174.67473299868288,NA,2.3604693648470656,NA
2025,00-0035676,A.J. Brown,WR,121,NA,215.38722827279707,NA,1.7800597377917113,NA
2025,00-0035685,David Montgomery,RB,NA,158,NA,463.52308066608384,NA,2.933690383962556
2025,00-0035689,Dawson Knox,TE,50,NA,130.15237583131227,NA,2.6030475166262455,NA
2025,00-0035700,Josh Jacobs,RB,44,234,80.14092754718149,676.7838590079336,1.821384716981398,2.892238713709118
2025,00-0035710,Daniel Jones,QB,NA,45,NA,122.8398161084333,NA,2.7297736912985173
2025,00-0035719,Deebo Samuel Sr.,WR,100,NA,222.81313653236418,NA,2.228131365323642,NA
2025,00-0036040,Juwan Johnson,TE,102,NA,200.3310629320331,NA,1.9640300287454222,NA
2025,00-0036139,Rico Dowdle,RB,50,237,103.6126088949386,563.7199300085921,2.072252177898772,2.378565105521486
2025,00-0036158,J.K. Dobbins,RB,NA,153,NA,361.1253949564707,NA,2.3602966990619
2025,00-0036223,Jonathan Taylor,RB,56,324,115.06331165069412,893.0014873982435,2.054701993762395,2.756177430241492
2025,00-0036244,Colby Parkinson,TE,56,NA,187.76778812566772,NA,3.3529962165297804,NA
2025,00-0036252,Michael Pittman,WR,114,NA,235.10930810285174,NA,2.062362351779401,NA
2025,00-0036259,Jauan Jennings,WR,93,NA,211.91006224257546,NA,2.2786028198126393,NA
2025,00-0036264,Jordan Love,QB,NA,47,NA,94.29213264759164,NA,2.0062155882466306
2025,00-0036275,D'Andre Swift,RB,48,223,87.10069615705288,597.8468839024426,1.8145978366052682,2.6809277305042274
2025,00-0036290,Cole Kmet,TE,49,NA,110.14827540914109,NA,2.247923987941655,NA
2025,00-0036309,Darnell Mooney,WR,72,NA,134.25226225529332,NA,1.8646147535457402,NA
2025,00-0036322,Justin Jefferson,WR,142,NA,301.9097382910112,NA,2.1261249175423322,NA
2025,00-0036355,Justin Herbert,QB,NA,84,NA,192.34654981635674,NA,2.2898398787661516
2025,00-0036358,CeeDee Lamb,WR,117,NA,263.7632256578363,NA,2.2543865440840714,NA
2025,00-0036389,Jalen Hurts,QB,NA,105,NA,268.1119223422429,NA,2.5534468794499325
2025,00-0036407,Jerry Jeudy,WR,106,NA,170.98282573604956,NA,1.6130455258117884,NA
2025,00-0036410,Tee Higgins,WR,99,NA,231.20915660359594,NA,2.335446026298949,NA
2025,00-0036415,Van Jefferson,WR,52,NA,77.38238044758327,NA,1.4881227009150626,NA
2025,00-0036554,Nico Collins,WR,121,NA,234.02423042112775,NA,1.9340845489349399,NA
2025,00-0036555,Chuba Hubbard,RB,NA,135,NA,318.7808322159834,NA,2.3613394978961737
2025,00-0036613,Jaylen Waddle,WR,100,NA,198.89022202635533,NA,1.9889022202635533,NA
2025,00-0036755,Jaret Patterson,RB,NA,41,NA,114.54848523871624,NA,2.7938654936272256
2025,00-0036875,Rhamondre Stevenson,RB,NA,131,NA,364.0236392883088,NA,2.778806406780983
2025,00-0036894,Pat Freiermuth,TE,54,NA,100.18834937043721,NA,1.8553398031562447,NA
2025,00-0036900,Ja'Marr Chase,WR,185,NA,379.9760882096307,NA,2.053924801133139,NA
2025,00-0036912,DeVonta Smith,WR,114,NA,190.12092862334964,NA,1.6677274440644703,NA
2025,00-0036919,Kenneth Gainwell,RB,85,114,173.65754474603455,302.5133784872014,2.0430299381886416,2.653626127080714
2025,00-0036924,Michael Carter,RB,45,92,92.59241373822442,229.8371303025633,2.0576091941827648,2.498229677201775
2025,00-0036945,Justin Fields,QB,NA,73,NA,165.0662647920833,NA,2.2611817094805935
2025,00-0036963,Amon-Ra St. Brown,WR,172,NA,369.6749803874991,NA,2.149273141787785,NA
2025,00-0036970,Kyle Pitts,TE,119,NA,227.91598134081858,NA,1.9152603474018366,NA
2025,00-0036971,Trevor Lawrence,QB,NA,82,NA,202.4952846719243,NA,2.4694546911210282
2025,00-0036973,Travis Etienne,RB,52,260,118.50750935287215,711.783384070266,2.2789905644783106,2.7376284002702542
2025,00-0036997,Javonte Williams,RB,51,252,123.27485099743353,701.7216767724603,2.4171539411261476,2.784609828462144
2025,00-0037112,Jake Tonges,TE,46,NA,117.95017403370002,NA,2.5641342181239137,NA
2025,00-0037157,Bam Knight,RB,NA,83,NA,243.86144446169772,NA,2.9380896923096116
2025,00-0037197,Isiah Pacheco,RB,NA,118,NA,316.6473160753376,NA,2.683451831146929
2025,00-0037228,Jaylen Warren,RB,45,211,98.8245427091606,542.5814570969669,2.196100949092458,2.5714760999856257
2025,00-0037238,Drake London,WR,113,NA,239.55644156820188,NA,2.119968509453114,NA
2025,00-0037239,Chris Olave,WR,156,NA,339.1397859741992,NA,2.1739729870140976,NA
2025,00-0037240,Jameson Williams,WR,102,NA,223.45921322493814,NA,2.1907766002444915,NA
2025,00-0037247,George Pickens,WR,137,NA,304.5292283804156,NA,2.2228410830687273,NA
2025,00-0037248,James Cook,RB,40,309,81.14707055842155,820.9070959498349,2.0286767639605388,2.656657268446067
2025,00-0037256,Rachaad White,RB,45,133,97.12616815324873,338.1006774508131,2.158359292294416,2.5421103567730308
2025,00-0037261,Khalil Shakir,WR,97,NA,185.72785006312165,NA,1.914720103743522,NA
2025,00-0037263,Tyler Allgeier,RB,NA,143,NA,411.16318295097153,NA,2.8752670136431577
2025,00-0037291,Jalen Nailor,WR,54,NA,122.26070104904636,NA,2.2640870564638216,NA
2025,00-0037525,Jordan Mason,RB,NA,159,NA,394.1427074872481,NA,2.478884952749988
2025,00-0037545,Rashid Shaheed,WR,92,NA,171.6978886210709,NA,1.8662813980551183,NA
2025,00-0037563,Malik Davis,RB,NA,52,NA,136.1994330562884,NA,2.619219866467085
2025,00-0037614,John Metchie III,WR,48,NA,81.41187868866837,NA,1.6960808060139243,NA
2025,00-0037664,Alec Pierce,WR,84,NA,158.80742156330962,NA,1.8905645424203525,NA
2025,00-0037740,Garrett Wilson,WR,60,NA,99.18265849522129,NA,1.6530443082536883,NA
2025,00-0037744,Trey McBride,TE,170,NA,410.76331504624966,NA,2.4162547943897033,NA
2025,00-0037746,Brian Robinson,RB,NA,92,NA,282.7523038589279,NA,3.07339460716226
2025,00-0037809,Chig Okonkwo,TE,79,NA,144.6948898616829,NA,1.8315808843251005,NA
2025,00-0037816,Romeo Doubs,WR,86,NA,197.8978048176358,NA,2.3011372653213464,NA
2025,00-0037837,Calvin Austin III,WR,55,NA,102.86922001058701,NA,1.8703494547379456,NA
2025,00-0037840,Kyren Williams,RB,50,259,116.20435313443886,695.753744315618,2.3240870626887773,2.686307893110494
2025,00-0038041,Jake Ferguson,TE,103,NA,231.39442452376522,NA,2.2465478109103416,NA
2025,00-0038117,Wan'Dale Robinson,WR,141,NA,213.59464023182215,NA,1.5148556044810084,NA
2025,00-0038120,Breece Hall,RB,48,243,112.67940985085443,541.9241723828891,2.347487705226134,2.2301406270900785
2025,00-0038124,Christian Watson,WR,55,NA,91.9685935753514,NA,1.6721562468245712,NA
2025,00-0038129,Cade Otton,TE,82,NA,145.9609073219034,NA,1.7800110649012608,NA
2025,00-0038134,Kenneth Walker III,RB,NA,221,NA,578.8213863025885,NA,2.6191012954868267
2025,00-0038393,Dontayvion Wicks,WR,46,NA,77.74005509074777,NA,1.6900011976249516,NA
2025,00-0038454,Keaton Mitchell,RB,NA,59,NA,165.27532056087512,NA,2.8012766196758494
2025,00-0038542,Bijan Robinson,RB,103,288,222.5273391783703,697.9000055480718,2.160459603673498,2.4232639081530274
2025,00-0038543,Jaxon Smith-Njigba,WR,163,NA,296.41583057373646,NA,1.8185020280597328,NA
2025,00-0038544,Quentin Johnston,WR,84,NA,180.16459601352108,NA,2.1448166192085845,NA
2025,00-0038551,Kendre Miller,RB,NA,47,NA,120.76626277441392,NA,2.5694949526471045
2025,00-0038555,Tank Bigsby,RB,NA,63,NA,187.00821612976142,NA,2.9683843830120855
