"game_id","play_id","desc","rusher_player_id","full_name","posteam","two_point_attempt","two_point_converted","rush_attempt","first_down_rush","fumble_lost","season","week","rushing_yards","rush_touchdown","first_down","posteam_type","run_location","run_gap","run_gap_dir","surface","wind","temp","roof","position","yardline_100","half_seconds_remaining","game_seconds_remaining","fixed_drive","era","xpass","qtr","down","goal_to_go","ydstogo","shotgun","no_huddle","qb_dropback","qb_scramble","score_differential","ep","vegas_wp","implied_total","rushing_yards_exp","rushing_td_exp","rushing_fd_exp","two_point_conv_exp","rush_yards_exp","rush_touchdown_exp","rush_first_down_exp"
"2023_01_ARI_WAS",55,"(15:00) (Shotgun) 8-B.Robinson right tackle to WAS 28 for 3 yards (93-J.Ledbetter).","00-0037746","Brian Robinson","WAS",0,0,1,0,0,2023,1,3,"0","0","home","right","tackle","right_tackle","turf",8,60,"outdoors","RB",75,1800,3600,1,"post2018",0.51505845785141,"1","1","0",10,"1","0","0","0",0,1.4740977678448,0.737399458885193,15.5,5.28475332260132,0.00520611694082618,0.132584303617477,0,5.28475332260132,0.00520611694082618,0.132584303617477
"2023_01_ARI_WAS",102,"(13:55) 23-C.Rodriguez left guard to WAS 36 for 2 yards (97-C.Thomas; 25-Z.Collins).","00-0038611","Chris Rodriguez","WAS",0,0,1,1,0,2023,1,2,"0","1","home","left","guard","left_guard","turf",8,60,"outdoors","RB",66,1735,3535,1,"post2018",0.196064665913582,"1","3","0",1,"0","0","0","0",0,1.84130193572491,0.728149771690369,15.5,3.76659154891968,0.00279666972346604,0.759705007076263,0,3.76659154891968,0.00279666972346604,0.759705007076263
"2023_01_ARI_WAS",276,"(10:59) 6-J.Conner left end pushed ob at ARI 16 for -1 yards (52-J.Davis, 31-K.Curl).","00-0033553","James Conner","ARI",0,0,1,0,0,2023,1,-1,"0","0","away","left","end","left_end","turf",8,60,"outdoors","RB",83,1559,3359,2,"post2018",0.44850492477417,"1","1","0",10,"0","0","0","0",0,0.271353341639042,0.295135080814362,15.5,4.21866512298584,0.000929792819079012,0.0884188264608383,0,4.21866512298584,0.000929792819079012,0.0884188264608383
"2023_01_ARI_WAS",310,"(10:28) 6-J.Conner left guard to ARI 22 for 6 yards (25-B.St-Juste).","00-0033553","James Conner","ARI",0,0,1,0,0,2023,1,6,"0","0","away","left","guard","left_guard","turf",8,60,"outdoors","RB",84,1528,3328,2,"post2018",0.68159830570221,"1","2","0",11,"0","0","0","0",0,-0.60613160720095,0.288295596837997,15.5,3.85324478149414,0.000810420140624046,0.0345105901360512,0,3.85324478149414,0.000810420140624046,0.0345105901360512
"2023_01_ARI_WAS",405,"(8:28) (Shotgun) 6-J.Conner right guard to ARI 30 for 5 yards (31-K.Curl; 57-C.Barton).","00-0033553","James Conner","ARI",0,0,1,0,0,2023,1,5,"0","0","away","right","guard","right_guard","turf",8,60,"outdoors","RB",75,1408,3208,2,"post2018",0.948780298233032,"1","3","0",13,"1","0","0","0",0,-0.821733496617526,0.280358046293259,15.5,6.38937950134277,0.0036006267182529,0.0823022797703743,0,6.38937950134277,0.0036006267182529,0.0823022797703743
"2023_01_ARI_WAS",558,"(6:40) 24-A.Gibson right tackle to WAS 33 for 3 yards (7-K.White).","00-0036328","Antonio Gibson","WAS",0,0,1,0,0,2023,1,3,"0","0","home","right","tackle","right_tackle","turf",8,60,"outdoors","RB",70,1300,3100,3,"post2018",0.475201100111008,"1","2","0",4,"0","0","0","0",0,1.58402715297416,0.723788797855377,15.5,4.63722515106201,0.0032337000593543,0.333391785621643,0,4.63722515106201,0.0032337000593543,0.333391785621643
"2023_01_ARI_WAS",621,"(5:47) (Shotgun) 8-B.Robinson right end to 50 for -1 yards (92-K.Strong).","00-0037746","Brian Robinson","WAS",0,0,1,0,0,2023,1,-1,"0","0","home","right","end","right_end","turf",8,60,"outdoors","RB",49,1247,3047,3,"post2018",0.505277216434479,"1","1","0",10,"1","0","0","0",0,3.03657558257692,0.758324801921844,15.5,5.30109930038452,0.0088095972314477,0.180723279714584,0,5.30109930038452,0.0088095972314477,0.180723279714584
"2023_01_ARI_WAS",677,"(5:02) (Shotgun) 4-C.Samuel left tackle to ARI 7 for 6 yards (7-K.White; 22-K.Wallace).","00-0033282","Curtis Samuel","WAS",0,0,1,0,0,2023,1,6,"0","0","home","left","tackle","left_tackle","turf",8,60,"outdoors","WR",13,1202,3002,3,"post2018",0.406057000160217,"1","1","0",10,"1","0","0","0",0,5.22044947452378,0.817595601081848,15.5,4.3821234703064,0.151485800743103,0.22801661491394,0,4.3821234703064,0.151485800743103,0.22801661491394
"2023_01_ARI_WAS",763,"(4:15) (Shotgun) 4-R.Moore left end ran ob at ARI 29 for 4 yards (13-E.Forbes).","00-0036936","Rondale Moore","ARI",0,0,1,0,0,2023,1,4,"0","0","away","left","end","left_end","turf",8,60,"outdoors","WR",75,1155,2955,4,"post2018",0.474713534116745,"1","1","0",10,"1","0","0","0",-7,0.875466170255095,0.172144427895546,15.5,6.77205181121826,0.00400590570643544,0.266448497772217,0,6.77205181121826,0.00400590570643544,0.266448497772217
"2023_01_ARI_WAS",790,"(3:45) (Shotgun) 2-M.Brown right end to WAS 42 for 29 yards (22-D.Forrest).","00-0035662","Marquise Brown","ARI",0,0,1,1,0,2023,1,29,"0","1","away","right","end","right_end","turf",8,60,"outdoors","WR",71,1125,2925,4,"post2018",0.596292674541473,"1","2","0",6,"1","0","0","0",-7,0.833363047800958,0.166376560926437,15.5,5.98252534866333,0.00366272195242345,0.334238857030869,0,5.98252534866333,0.00366272195242345,0.334238857030869
"2023_01_ARI_WAS",913,"(1:38) (Shotgun) 9-J.Dobbs right end to WAS 11 for 1 yard (52-J.Davis).","00-0033949","Joshua Dobbs","ARI",0,0,1,0,0,2023,1,1,"0","0","away","right","end","right_end","turf",8,60,"outdoors","QB",12,998,2798,4,"post2018",0.572197556495667,"1","2","0",10,"1","0","0","0",-7,4.41748341009952,0.226511523127556,15.5,4.75956249237061,0.107267700135708,0.279320865869522,0,4.75956249237061,0.107267700135708,0.279320865869522
